院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,医学护理排除专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,是否进入机器初筛观察池,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,不得进入原因,下一步,专业组出现ID,稳定基座专业组筛选ID
H007,浙江中医药大学,H00702,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,2,0,0,2,V0-默认不进主方案风险,false,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,1,86,86,138,right,1.32 中医学（办学地点：第一、第二学年石富春校区，第三学年起按专业需要话行校区调整；学制：五年）[M-45eca2e8e0edccca]；2.03 针灸推拿学（办学地点：第一、第二学年在富春校区，第三学年起按专业需要进行校区调整；学制：五年）[M-183ea8a527cc436b],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-cdab908ea9648bf4,STABLEGROUP-d05c45004c3ae364
H122,蚌埠医科大学,H12201,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,2,0,0,2,V0-默认不进主方案风险,false,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,36,33,145,left,1.01 临床医学（不招色盲、色弱考生；学制：五年）[M-ec37984368520b8a]；2.02 医学检验技术（不招色盲、色弱考生）H124 安徹中医药大学（公办）（安徹）[M-19fb0a0f105eccd4],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-50c2a9a46b6ac236,STABLEGROUP-63676f1a436ccbdb
H124,安徽中医药大学,H12405,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,2,0,2,4,V0-默认不进主方案风险,false,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,1,48,48,145,left,1.10 信息管理与信息系统（不招单色识别不全者：办学地点：少荃湖校区）[M-81146e01808f8b59]；2.11 公恭事业管理（不招单色识别不全者；办学地点：少荃湖校区）[M-0e3b000210d756bf]；3.12 医疗保险（不招单色识别不全者；办学地点：少荃湖校区）[M-41990051294c993f]；4.13 养老服务管理（不招单色识别不全者；办学地点：少荃湖校区）[M-14a3ab82b900594b],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-fd7d0a3d00f2981d,STABLEGROUP-8ecc42fa54f5b4ce
H220,福建医科大学,H22001,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,2,0,0,2,V0-默认不进主方案风险,false,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,128,80,148,left,1.01 床医学（不招色盲色弱考生；学制：五年）[M-d5f365cee470cbd9]；2.02 项防医学（不招色盲色弱考生；学制：五年）H221 福建中医药大学（公办）（福建）[M-286ad7203832da23],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-f0baf1ea0dcc258c,STABLEGROUP-ad222a6295200117
H426,山东医药大学,H42602,02,,未匹配-待核,先核学校名称或特殊院校,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,2,0,0,2,V0-默认不进主方案风险,false,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,70,13,166,left,1.02 临床医学（不招收色直、色弱考生；办学地点：烟台校区：学制：五年）[M-ed17c2e1b3823a36]；2.03 预防医学（不招收色直、色弱考生；办学地点：烟台校区：学制：五年）[M-d1cf9a539371a8e7],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-4faf8e6f4911d37c,STABLEGROUP-858dcb0cde6dff00
H543,河南理工大学,H54308,08,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,2,0,0,2,V0-默认不进主方案风险,false,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,2,44,35,172,left,1.24 临床医学（办学地点：北校区；学制：五[M-9c56331b56be2a81]；2.25 护理学（办学地点：北校区）[M-4b644317e2522391],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-3ef3ec330fdd2362,STABLEGROUP-7636eb60d1c43e3b
H546,河南科技大学,H54606,06,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,2,0,0,2,V0-默认不进主方案风险,false,R1-P0整组先核,H5-历史最高线高于等位分30分以上,1,46,46,173,right,1.17 床医学（办学地点：开元校区；学制：五年）[M-71e08a27d05f4c0d]；2.18 医学影像技术（办学地点：开元校区）[M-2811c8d51134db06],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-d460507efdaa8344,STABLEGROUP-6001075e83d8acfa
H552,河南医药大学,H55202,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,2,0,0,2,V0-默认不进主方案风险,false,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,64,49,174,right,1.03 医学彫像学（办学地点：红旗校区；学制：五年）[M-212adfedf52bf8c7]；2.04 赞神医学（办学地点：红旗校区；学制：五年）[M-282e12536eb9d7e6],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-e1e3be6557df1bb8,STABLEGROUP-aa7fb1a16d3499d9
H687,湖南医药学院,H68701,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,2,0,0,2,V0-默认不进主方案风险,false,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,52,35,184,left,1.01 床医学（不永取色真、色弱考生；办学地点：金海校区：学制：五年）[M-9788ef9b103b1ab8]；2.02 医学影像学（不录取色盲、色弱考生；办学地点：锦溪校区；学制：五年）[M-b468646f836c57c5],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-eadd1fdbf830dd14,STABLEGROUP-bdf71ad3b7210761
H770,广州医科大学,H77002,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,2,0,0,2,V0-默认不进主方案风险,false,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,115,82,186,right,1.02 临床医学（不招色盲色弱且不招单色识别不全者；办孚地点：番禺校区：孚[M-7fc5f06011585d0d]；2.03 口腔医学（不招色盲色弱且不招单色识别不全者；办学地点：番禺校区；学[M-84ed459f912f0a92],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-0db4efa7d0baba5f,STABLEGROUP-a7882bb3e923087b
K004,海南医科大学,K00403,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,2,0,0,3,V0-默认不进主方案风险,false,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,45,24,201,right,1.A0 Z-X院校专业组及专业代号[M-22b80efc36c8799b]；2.08 预防医学（不招色盲、色弱；学制：五[M-a059cf69b9652d57]；3.09 预防医学（哈尔滨医科大学班；哈尔滨医科大学-海南医科大学联合学士学位；不招色育、色弱：学制：五年）[M-fff34adf74918262],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-1e492e2937d13cc9,STABLEGROUP-ca468ecacbe17373
K159,成都中医药大学,K15903,03,成都,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,2,0,0,2,V0-默认不进主方案风险,false,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,103,87,211,left,1.06 中医学（不招收色盲色弱考生：学制：[M-fe3f6d15fe3ed185]；2.07 针灸推拿学（不招收色盲色弱考生；学制：五年）[M-fff7d5bcbb5b56b5],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-1584ac2661851093,STABLEGROUP-b8277ec8aff21ae2
K159,成都中医药大学,K15904,04,成都,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,2,0,0,2,V0-默认不进主方案风险,false,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,86,46,211,left,1.08 中西医临床医学（不招收色盲色弱考生：学制：五年）[M-d643a81053ffe2cb]；2.09 临床医学（不招收色盲色弱考生；学制：五年）[M-1c4c1cbc61d5640e],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-a6dac687564b5432,STABLEGROUP-2814b7c3a8647071
K258,遵义医科大学,K25802,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,2,0,0,2,V0-默认不进主方案风险,false,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,78,32,215,right,1.02 临床医学（不招色盲、色弱；学制：五[M-2c4da8e85b0a7213]；2.03 口腔医学（不招色真、色弱.要求身体无残疾：学制：五年）[M-72052079d5f9a73e],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-e195ff5f77746573,STABLEGROUP-939391e2430911b6
K345,云南大学,K34507,07,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,2,0,0,11,V0-默认不进主方案风险,false,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,117,85,217,right,1.30 化学类（化学、高分子材料与工程、化学工程与工艺、制药工程：大类培养分流办法及各专业学费标准详见《云南大学 2026年本科招生章程》：办学地点：呈贡校区）[M-e830e7ea607061f0]；2.31 物科学（国家生物学基地班：办学地点：呈贡校区）[M-03c81a4a471a7cac]；3.32 生物技术（国家生命科学与技术基地班：办学地点：呈贡校区）[M-5846d4ffcb3bd6ac]；4.33 生物科学类（生物科学、生物技术：太类培养分流办法及各专业学费标准详见《云南大学2026年本科招生章程》办学地点：呈贡校区）[M-1180c84849e49d83]；5.34 生态学（酱英班；办学地点：呈贡校区）[M-f8832e66a21edee9]；6.35 材料科学与工程（办学地点：呈贡校[M-a6499ab12a3f97ec]；7.36 环境科学与工程类（生态学、环境科学与工程：大类培养分流办法及各专业学费标准详见《云南大学 2026年本科招生章程》：办学地点：呈贡校区）[M-5df256d385d4b49f]；8.37 新能源科学与工程（办学地点：呈贡校[M-a4a9e6e2b14e2066]；9.38 药学（办学地点：星贡校区）[M-8b8e3e74f26bc193]；10.39 植物科学与技术（办学地点：呈贡校[M-4957a1eaaf9a61bf]；11.40 氢能科学与工程（办学地点：呈贡校[M-96dfd37933a95403],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-fd3b66b6c8ac9d43,STABLEGROUP-32049439721a5ce5
K351,云南中医药大学,K35103,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,2,0,0,2,V0-默认不进主方案风险,false,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,2,41,22,219,right,1.03 针灸推拿学（色直色弱不录；办学地点：呈贡校区：学制：五年）[M-2f1836f97e814d65]；2.04 中医养生学（色直色弱不录；办学地点：星贡校区；学制：五年）[M-6324293031101f04],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-2332d81aaea8b2dc,STABLEGROUP-19d937d72482b3ed
K351,云南中医药大学,K35106,06,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,2,0,0,2,V0-默认不进主方案风险,false,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,2,40,14,219,right,1.07 药学（色盲色弱不录；办学地点：呈贡[M-b24465715973b0a2]；2.08 生药学（色盲色弱不录；办学地点：星[M-9f8fb1ea5b1f2478],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-a5fdfb5e39e1d121,STABLEGROUP-9710f63319a41c40
A079,吉林大学,A07911,11,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,3,0,0,3,V0-默认不进主方案风险,false,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,126,101,23,left,1.27 生物医学科学（办学地点：前卫南区）[M-9e2f42e790dc214a]；2.28 项防医学（办学地点：前卫南区：学制：五年）[M-00df2574b00356e7]；3.29 床药学（办学地点：前卫南区：学制：五年）[M-d86d2ec183e7e0ec],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-273a881eb5279b0f,STABLEGROUP-6809f7143b8d8f89
A079,吉林大学,A07913,13,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,3,0,0,3,V0-默认不进主方案风险,false,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,142,123,23,left,1.31 临床医学（5+3一体化：宜英语语种考生就读；办学地点：前卫南区；学制：五[M-423ca83fb78ae1c1]；2.32 临床医学（5+3一体化，儿科学：宜英GA◎KAZ阮松代号遷语种考生就读：办学地点：前卫南区：学制：五年）[M-79736c4d7b6c63de]；3.33 临床医学（宜英语语种考生就读；办学地点：前卫南区：学制：五年）[M-1d17d74cdd89def4],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-762af157c7be33e8,STABLEGROUP-38f22a01e11d03a1
A135,山东大学,A13508,08,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,3,0,0,3,V0-默认不进主方案风险,false,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,153,126,37,left,1.30 临床医学（齐鲁医学堂创新实验班；不招收色弱、色盲考生：学制：五年）[M-70df1658948fa47f]；2.31 临床医学（5+3一体化；不招收色弱、色直考生：学制：五年）[M-35be6b3068ca2eb9]；3.32 临床医学（不招收色弱、色盲考生；学A137 中国海洋大学（公办）（山东）[M-f29ec9d0cb93564d],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-103abde1d023da0b,STABLEGROUP-2c85a6f1ea8dcaa4
A517,陆军军医大学,A51703,03,,未匹配-待核,先核学校名称或特殊院校,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,3,0,0,3,V0-默认不进主方案风险,false,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,140,78,64,left,1.07 临床医学（仅招收普通高中应届毕业生，政治面貌须为共青团员或中共党员：学制：五年）[M-d5aeba595b0e0111]；2.08 口腔医学（仅招收普通高中应届毕业生，政治面貌须为共青团负或中共党员：学制：五年）[M-2ebc5d44e2081b0e]；3.09 预防医学（仅招收普通高中应届毕业生，政治面貌须为共青团员或中共党员：学制：五年）[M-5e4727e33eddbd53],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-491733d18a6f60e7,STABLEGROUP-536f611e2c45fcaa
C103,湖北大学,C10324,24,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,3,0,0,5,V0-默认不进主方案风险,false,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,2,78,58,67,left,1.A8 药学（荆楚卓越工程师协同育人计划；第一学年在武昌校区）[M-dcf8c12115683290]；2.A9 环境工程（智慧环境与低碳技术创新班：第一学年在武昌校区）[M-dffd25552e927e21]；3.AA 食品安全与检测（第一学年在武昌校[M-8a665a7d6db8d934]；4.AB 药学（湖北省战略新兴产业人才培养计划：第一学年在武昌校区）[M-22951deb1ccb260d]；5.AC 生物医学工程（第一学年在武昌校区）[M-9e89e6b268357945],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-d4bf1a12fe9276a6,STABLEGROUP-d3caf734047a0f25
C108,江汉大学,C10814,14,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,3,0,0,5,V0-默认不进主方案风险,false,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,2,39,37,70,left,1.84 生物技术[M-8f6bace1358909f1]；2.85 生物育种技术[M-c333b461c64506c4]；3.86 临床医学（学制：五年）[M-2067b63b4dccfe90]；4.88 医学影像技术[M-5b563b94df78325f]；5.89 护理学（身高男生1、65米（含）以上、[M-c547905fad0eb8f3],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-c59233d51aa5071a,STABLEGROUP-7e8f3b0c43a3c2c2
C132,湖北中医药大学,C13208,08,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,3,0,0,3,V0-默认不进主方案风险,false,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,2,37,-16,77,right,1.26 中医学（5+3 一体化；办学地点：黄家湖校区：学制：五年）[M-80cc023e14bc5810]；2.27 中医学（针灸推拿5+3一体化；办学地点：黄家湖校区：学制：五年）[M-9667c2271854b67f]；3.28 中医学（中西医结合 5+3一体化；办学地点：黄家湖校区；学制：五年）[M-eee57598eb63ffa6],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-605cf1d189d4d226,STABLEGROUP-8ec52078219b2167
C132,湖北中医药大学,C13210,10,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,3,0,0,11,V0-默认不进主方案风险,false,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,2,79,40,77,right,1.34 售息管理与信息系统（办学地点：黄家湖校区）[M-5d3f9ca49dee7891]；2.35 市场营销（办学地点：黄家湖校区）[M-914474fa568ae2aa]；3.36 公共事业管理（办学地点：黄家湖校[M-348b557564c8d877]；4.37 供应链管理（办学地点：黄家湖校区）[M-7d06e434cf64416e]；5.38 保险学（办学地点：黄家湖校区）[M-f4dfbe3f04ccd456]；6.39 差老服务管理（办学地点：黃家湖校[M-4aa2015f4086293c]；7.40 应用心理学（办学地点：黄家湖校区）[M-218ea5f5269514d8]；8.41 公共事业管理（医事法学方向；办学地点：黄家湖校区）[M-a8067a4762bd3b17]；9.42 英语（办学地点：黄家湖校区）[M-8c7e7045ca563a0b]；10.43 运动康复（办学地点：黄家湖校区）[M-5875e9030e12af25]；11.44 健康服务与管理（办学地点：黄家湖校[M-76c9cd7ea6edd641],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-af8fdf82f4ae75fd,STABLEGROUP-897516761a2334c4
F095,天津医科大学,F09505,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,3,0,1,4,V0-默认不进主方案风险,false,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,131,122,95,right,1.08 只腔医学（色盲、色弱考生不予录取办学地点：气象台路校区；学制：五年）[M-999c54dfc46eac14]；2.09 临床医学（色真、色弱考生不予录取；办学地点：气象台路校区：学制：五年）[M-5c4309373b40145e]；3.10 愿醉学（色真、色弱考生不予录取；办学地点：气象台路校区：学制：五年）[M-1adf1d18bb6089f9]；4.11 眼视光医学（色盲、色弱考生不予录取；办学地点：气象台路校区；学制：五F096天津中医药大学（公办）（天津）[M-bdfb1793f87a757a],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-ca4cb8cea798686d,STABLEGROUP-b023455c5b6e472f
F185,河北医科大学,F18501,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,3,0,0,3,V0-默认不进主方案风险,false,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,69,38,101,left,1.01 生物制药（不招收色盲色弱考生；办学地点：中山校区）[M-627cd7802477dd49]；2.02 预防医学（不招收色盲色弱考生；办学地点：建华校区：学制：五年）[M-7d5890a8d6ad4a30]；3.03 医学影像技术（不招收色盲色弱考生；办学地点：建华校区）[M-9ebfd993227b2ea7],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-9e4b0c9983b20047,STABLEGROUP-60ff67acd2c6254c
F185,河北医科大学,F18502,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,3,0,0,3,V0-默认不进主方案风险,false,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,134,91,101,left,1.04 临床医学（不招收色盲色弱考生；办学地点：中山校区；学制：五年）[M-62ccfca6d997eef9]；2.05 医学影像学（不招收色盲色弱考生；办学地点：建华校区：学制：五年）[M-7f6c122f05c93497]；3.06 临床医学（5+3.一体化；不招收色盲色弱考生；办学地点：中山校区：学制：五GA◎KAZ专业线及专业代号年）F186河北北方学院（公办）（河北）[M-f0d8db4ac73d0f79],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-715487d7ec0bc18c,STABLEGROUP-63a005d46457ed2b
