下一轮组序号,下一轮建议状态,院校代码,院校名称,院校专业组代码,城市,冲稳保,专业组内专业序号,专业代号,专业名称及备注,机器家庭接受度建议,家庭可选项提示,家庭最终接受度待填,家庭最终接受度可填值,是否建议放入6专业讨论,建议6专业理由,调剂风险提示,服从调剂影响,组内调剂判断状态,家庭要回答的问题,专业偏好方向,专业角色判断,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,来源页码,版面列,专业行ID,第四轮候选ID
45,先核限制后讨论,K752,新疆师范大学,K75205,乌鲁木齐市,冲刺观察,10,40,逼感科学与技术（办学地点：温泉校,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,存在待核后判断专业，需先核限制/字段再判断调剂,如果被调剂到该专业是否能接受,,字段缺口待核,,,,4500,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-601e8606c47063b1,R4GROUP-1df0d2da06affe66
45,先核限制后讨论,K752,新疆师范大学,K75205,乌鲁木齐市,冲刺观察,11,4,化学（师范类；办学地点：昆仑校区）,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：师范类相关。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,存在待核后判断专业，需先核限制/字段再判断调剂,是否愿意把该专业作为组内优先专业,师范类相关,可了解-师范,,,,4500,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-4050c77bc07a1ae4,R4GROUP-1df0d2da06affe66
45,先核限制后讨论,K752,新疆师范大学,K75205,乌鲁木齐市,冲刺观察,12,42,化学工程与工艺（办学地点：昆仑校区）,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,存在待核后判断专业，需先核限制/字段再判断调剂,如果被调剂到该专业是否能接受,,字段缺口待核,,,,4500,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-423d7417e05d5bac,R4GROUP-1df0d2da06affe66
45,先核限制后讨论,K752,新疆师范大学,K75205,乌鲁木齐市,冲刺观察,13,43,环境工程（办学地点：昆仑校区）,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,存在待核后判断专业，需先核限制/字段再判断调剂,如果被调剂到该专业是否能接受,,可了解-环境,,,,4500,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-66047167e51d253e,R4GROUP-1df0d2da06affe66
45,先核限制后讨论,K752,新疆师范大学,K75205,乌鲁木齐市,冲刺观察,14,44,生物科学（师范类；办学地点：温泉校,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：师范类相关。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,存在待核后判断专业，需先核限制/字段再判断调剂,是否愿意把该专业作为组内优先专业,师范类相关,可了解-师范,,,,4500,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-b69ac4db4a5e575f,R4GROUP-1df0d2da06affe66
45,先核限制后讨论,K752,新疆师范大学,K75205,乌鲁木齐市,冲刺观察,15,45,生物技术（办学地点：温泉校区）,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,存在待核后判断专业，需先核限制/字段再判断调剂,如果被调剂到该专业是否能接受,,字段缺口待核,,,,4500,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-94ae0b8c8b8a1b81,R4GROUP-1df0d2da06affe66
45,先核限制后讨论,K752,新疆师范大学,K75205,乌鲁木齐市,冲刺观察,16,46,生物工程（办学地点：温泉校区）,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,存在待核后判断专业，需先核限制/字段再判断调剂,如果被调剂到该专业是否能接受,,字段缺口待核,,,,4500,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-8f062f820bbb1eea,R4GROUP-1df0d2da06affe66
45,先核限制后讨论,K752,新疆师范大学,K75205,乌鲁木齐市,冲刺观察,17,47,食品安全与检测（办学地点：温泉校,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,存在待核后判断专业，需先核限制/字段再判断调剂,如果被调剂到该专业是否能接受,,字段缺口待核,,,,4500,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-c8f3a67e757d06c6,R4GROUP-1df0d2da06affe66
46,优先家庭讨论,C118,黄冈师范学院,C11810,黄冈市,冲刺观察,1,48,数学与应用数学（师范类）,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：师范类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,师范类相关,可了解-师范,,,157,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,73,right,M-f7f48a6b4950d6cc,R4GROUP-cfaa870fdbdcb77e
46,优先家庭讨论,C118,黄冈师范学院,C11810,黄冈市,冲刺观察,2,49,信息与计算科学,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,35,5200,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,73,right,M-26e1a97ae9428f07,R4GROUP-cfaa870fdbdcb77e
46,优先家庭讨论,C118,黄冈师范学院,C11810,黄冈市,冲刺观察,3,50,数据科学与大数据技术,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,,60,5200,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,73,right,M-9fd7e91b3fe03fe1,R4GROUP-cfaa870fdbdcb77e
46,优先家庭讨论,C118,黄冈师范学院,C11810,黄冈市,冲刺观察,4,51,计算机科学与技术（师范类）,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关；师范类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关；师范类相关,主线偏好-计算机/数字媒体,,,39,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,73,right,M-ec9e3e801d379acf,R4GROUP-cfaa870fdbdcb77e
46,优先家庭讨论,C118,黄冈师范学院,C11810,黄冈市,冲刺观察,5,52,软件工程,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,,112,5200,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,73,right,M-5f97cf3ace9e658b,R4GROUP-cfaa870fdbdcb77e
47,优先家庭讨论,H892,桂林电子科技大学,H89207,桂林市,冲刺观察,1,15,计算机科学与技术（办学地点：花江校,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,,2,6000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,195,right,M-82aeaf82de038a5b,R4GROUP-1477b49b46c28b80
47,优先家庭讨论,H892,桂林电子科技大学,H89207,桂林市,冲刺观察,2,16,软件工程（办学地点：花江校区）,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,,2,6000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,195,right,M-8e13c21a3e4e8076,R4GROUP-1477b49b46c28b80
47,优先家庭讨论,H892,桂林电子科技大学,H89207,桂林市,冲刺观察,3,17,智能科学与技术（办学地点：花江校,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,,2,6000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,195,right,M-8c17d2194b6b6a31,R4GROUP-1477b49b46c28b80
47,优先家庭讨论,H892,桂林电子科技大学,H89207,桂林市,冲刺观察,4,18,网络空间安全（办学地点：花江校区）,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-计算机/数字媒体,,,2,6000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,195,right,M-a4cbc4a4d0fdb020,R4GROUP-1477b49b46c28b80
48,优先家庭讨论,C128,湖北经济学院,C12812,武汉市,冲刺观察,1,65,经济学,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,调剂接受度待判断,,不限,42,5200,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-6f8d8cb52ca13be8,R4GROUP-aec85ee7444cd13e
48,优先家庭讨论,C128,湖北经济学院,C12812,武汉市,冲刺观察,2,66,金融学,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,56,5200,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-5c55aa65ca68b37b,R4GROUP-aec85ee7444cd13e
48,优先家庭讨论,C128,湖北经济学院,C12812,武汉市,冲刺观察,3,67,金融学（计算机金融实验班）,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关。,组内专业较多，需逐条确认调剂接受度,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,,30,5200,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-2198f0d4025ef1c6,R4GROUP-aec85ee7444cd13e
48,优先家庭讨论,C128,湖北经济学院,C12812,武汉市,冲刺观察,4,68,金融学（拔尖创新人才培育试验计划）,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,20,5200,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-354b018b82518a1f,R4GROUP-aec85ee7444cd13e
48,优先家庭讨论,C128,湖北经济学院,C12812,武汉市,冲刺观察,5,69,金融工程,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,29,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-4b11ea6f3ef04294,R4GROUP-aec85ee7444cd13e
48,优先家庭讨论,C128,湖北经济学院,C12812,武汉市,冲刺观察,6,70,投资学,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,20,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-bae523f8df82b35f,R4GROUP-aec85ee7444cd13e
48,优先家庭讨论,C128,湖北经济学院,C12812,武汉市,冲刺观察,7,71,保险学,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,15,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-c4a03576033b4871,R4GROUP-aec85ee7444cd13e
48,优先家庭讨论,C128,湖北经济学院,C12812,武汉市,冲刺观察,8,72,財政学,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,39,5200,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-a48708dbe06eeb65,R4GROUP-aec85ee7444cd13e
48,优先家庭讨论,C128,湖北经济学院,C12812,武汉市,冲刺观察,9,73,财政学（大数据与财税治理实验班）,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关。,组内专业较多，需逐条确认调剂接受度,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,,15,5200,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-1a6934c434f49c42,R4GROUP-aec85ee7444cd13e
48,优先家庭讨论,C128,湖北经济学院,C12812,武汉市,冲刺观察,10,74,税收学,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,60,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-0c71e94bfb72858c,R4GROUP-aec85ee7444cd13e
48,优先家庭讨论,C128,湖北经济学院,C12812,武汉市,冲刺观察,11,75,审计学,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,可了解-管理/旅游,,,62,5200,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-ad71c4ef20bbd954,R4GROUP-aec85ee7444cd13e
48,优先家庭讨论,C128,湖北经济学院,C12812,武汉市,冲刺观察,12,76,财务管理,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,可了解-管理/旅游,,,47,5200,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-23a635f867756bb5,R4GROUP-aec85ee7444cd13e
48,优先家庭讨论,C128,湖北经济学院,C12812,武汉市,冲刺观察,13,77,信息管理与信息系统,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,23,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-2814f886822aed94,R4GROUP-aec85ee7444cd13e
48,优先家庭讨论,C128,湖北经济学院,C12812,武汉市,冲刺观察,14,78,信息管理与信息系统（数智创新与决策实验班）,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,30,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-ef9a1e07ef78658c,R4GROUP-aec85ee7444cd13e
48,优先家庭讨论,C128,湖北经济学院,C12812,武汉市,冲刺观察,15,79,大数据管理与应用,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关。,组内专业较多，需逐条确认调剂接受度,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,,40,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-b72710b15c64f36c,R4GROUP-aec85ee7444cd13e
48,优先家庭讨论,C128,湖北经济学院,C12812,武汉市,冲刺观察,16,80,金融数学,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,45,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-cf392e5d1fd79843,R4GROUP-aec85ee7444cd13e
48,优先家庭讨论,C128,湖北经济学院,C12812,武汉市,冲刺观察,17,81,经济统计学,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,28,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-35ebcc43362dde9b,R4GROUP-aec85ee7444cd13e
48,优先家庭讨论,C128,湖北经济学院,C12812,武汉市,冲刺观察,18,82,数宇经济,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,79,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-0982b3eb865d7a6f,R4GROUP-aec85ee7444cd13e
48,优先家庭讨论,C128,湖北经济学院,C12812,武汉市,冲刺观察,19,83,经济学（数理经济与智能金融实验班）,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,28,5200,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-bebac4eeba529cfc,R4GROUP-aec85ee7444cd13e
48,优先家庭讨论,C128,湖北经济学院,C12812,武汉市,冲刺观察,20,84,金融科技,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,32,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-17bc9d52669e84bc,R4GROUP-aec85ee7444cd13e
49,优先家庭讨论,H911,桂林航天工业学院,H91103,桂林市,冲刺观察,1,05,机械设计制造及其自动化,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,,,7500,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,198,right,M-72e1eda5242595c2,R4GROUP-9c2c9788ae98ed6c
49,优先家庭讨论,H911,桂林航天工业学院,H91103,桂林市,冲刺观察,2,06,机械电子工程,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,,,4600,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,198,right,M-2296dc5d0bfcee00,R4GROUP-9c2c9788ae98ed6c
