院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,医学护理排除专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,是否进入机器初筛观察池,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,不得进入原因,下一步,专业组出现ID,稳定基座专业组筛选ID
H377,赣南科技学院,H37704,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,0,0,0,0,0,0,1,2,V4-普通留存待了解,true,R1-P0整组先核,H0-无同代码历史线索,0,,,162,right,1.06 新能源材料与器件[M-82127f42b3692e9a]；2.07 食品科学与工程（不招色弱、色盲、单色识别不全的考生）[M-121210d7a20366ff],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-c74c4613aa88bfe8,STABLEGROUP-2d6b5bb3f6fbca53
H499,山东石油化工学院,H49902,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,暂不判断-组内结构异常需先核页,0,0,0,0,0,0,0,1,V4-普通留存待了解,true,R1-P0整组先核,H0-无同代码历史线索,0,,,170,right,1.02 材料成型及控制工程[M-0b7eb33ae0efda89],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-6a6c1d8f6c4a094c,STABLEGROUP-986fe2b13245013d
H542,郑州大学,H54208,08,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,3,V4-普通留存待了解,true,R1-P0整组先核,H0-无同代码历史线索,0,,,171,right,1.19 材料类（材料科学与工程：高分子材米与工程；材料化学[M-2620f20f2694d2fa]；2.20 机械工程[M-85391b56c6ddcfc0]；3.21 工程力学[M-e8f067f88a4aca48],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-e55ef526cd3f3367,STABLEGROUP-e98ece9728da191f
H543,河南理工大学,H54310,10,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,暂不判断-组内结构异常需先核页,0,0,0,0,0,0,0,5,V4-普通留存待了解,true,R1-P0整组先核,H0-无同代码历史线索,0,,,172,left,1.30 消防工程（办学地点：南校区）[M-ce1b8a3fc73e14d3]；2.31 木工程（智慧道桥与运维方向；办学地点：南校区）[M-c2f6fb0797f31a97]；3.32 城市地下空间工程（办学地点：南校[M-72bb39d74a264cf0]；4.33 工业设计（办学地点：北校区）[M-445a7024f6259a63]；5.34 应急技术与管理（办学地点：南校区）[M-6ed1d7feda0d81b4],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-79fc9a993494c1d7,STABLEGROUP-d36b7848515fe3a4
H548,河南农业大学,H54809,09,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,0,0,0,0,0,0,2,4,V4-普通留存待了解,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,174,left,1.23 动物科学（农林类；不招色弱色盲考[M-dbd5b807d46e9e54]；2.24 智慧牧业科学与工程（农林类）[M-bed0ea3d1035339c]；3.25 水产养殖学（农林类；不招色弱色盲考[M-b43652fd9e684fe4]；4.26 饲料工程[M-14683e26e52cea1a],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-0319cbd302d35b0c,STABLEGROUP-6791cb2db9b15938
H563,河南财经政法大学,H56304,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,4,V4-普通留存待了解,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,175,right,1.10 国际经济与贸易（办学地点：郑东校[M-c89120fc7c38b4f8]；2.11 经济学（办学地点：郑东校区）[M-cdd4aa2a58d1696d]；3.12 财政学（办学地点：郑东校区）[M-571e390b555a2e83]；4.13 经济统计学（办学地点：郑东校区）[M-4463ab7e79119989],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-9f4f553c4e1a516d,STABLEGROUP-49c833aed87f0ca7
H563,河南财经政法大学,H56305,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,3,V4-普通留存待了解,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,175,right,1.14 工程管理（大一在文北校区就读，大二至大四在郑东校区就读）[M-87ed8ffb5861fae9]；2.15 财务管理（大一在文北校区就读，大二至大四在郑东校区就读）[M-845ec3c113d1237f]；3.16 审计学（大一在文北校区就读，大二至大四在郑东校区就读）[M-7b218e8862cdada0],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-340225aad2d007a0,STABLEGROUP-8dd7bbcf7f51f423
H565,郑州航空工业管理学院,H56507,07,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,2,V4-普通留存待了解,true,R1-P0整组先核,H0-无同代码历史线索,0,,,175,right,1.21 电子信息工程（办学地点：龙子湖校◎GA院校专业组及专业代号区）[M-50efb9cbed61b2c7]；2.22 探测制导与控制技术（办学地点：龙子湖校区）[M-69061f261ea6a159],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-7067f5e60eaabd97,STABLEGROUP-4407de1941ad65d2
H565,郑州航空工业管理学院,H56509,09,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,2,V4-普通留存待了解,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,176,left,1.26 机械设计制造及其自动化（办学地点：龙子湖校区）[M-24ffa7c801693963]；2.27 车辆工程（办学地点：龙子湖校区）[M-c389d661968ad0f7],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-8c2abfc890c5967f,STABLEGROUP-e8a1922ac40c66fc
H565,郑州航空工业管理学院,H56510,10,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,4,V4-普通留存待了解,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,176,left,1.28 安全工程（办学地点：龙子湖校区）[M-cfdf51afcc7ebb6c]；2.29 材料科学与工程（办学地点：龙子湖校[M-e46209b7fade4ef6]；3.30 功能材料（办学地点：龙子湖校区）[M-d44b4f0e5ea5d619]；4.31 材料成型及控制工程（办学地点：龙子湖校区）[M-3b976d10899ecac9],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-eb7366cafbb0a914,STABLEGROUP-1761eeb5322c8809
H565,郑州航空工业管理学院,H56511,11,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,2,V4-普通留存待了解,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,176,left,1.32 士木工程（办学地点：龙子湖校区）[M-5e29494dc402343d]；2.33 排水科学与工程（办学地点：龙子湖校区）[M-a841e660a107047e],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-f09db576cd2b6776,STABLEGROUP-9d200f3d47dedf72
H567,平顶山学院,H56704,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,1,V4-普通留存待了解,true,R4-P3低风险抽检,H0-无同代码历史线索,0,,,176,left,1.04 测控技术与仪器（办学地点：湖滨校[M-59a5442cc6ff8810],保留为机器初筛观察池，等官方计划或人工抽检结果后再排序。,低风险抽检发现异常时升级同页列/同校/同组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,保留为机器初筛观察池，等官方计划或人工抽检结果后再排序。,G-de84110c8d47e2bc,STABLEGROUP-d5a87d0808b8930b
H570,新乡学院,H57001,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,1,V4-普通留存待了解,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,176,right,1.01 城乡规划[M-43312276a7b7cd68],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-d5026b4d56b06f06,STABLEGROUP-0922bc35d5ca7ba4
H577,河南城建学院,H57701,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,1,V4-普通留存待了解,true,R4-P3低风险抽检,H0-无同代码历史线索,0,,,177,right,1.01 工程审计[M-8e4a59e9685fdc75],保留为机器初筛观察池，等官方计划或人工抽检结果后再排序。,低风险抽检发现异常时升级同页列/同校/同组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,保留为机器初筛观察池，等官方计划或人工抽检结果后再排序。,G-8fe4dbe5fab7d6b2,STABLEGROUP-957181017cb04990
H577,河南城建学院,H57704,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,1,V4-普通留存待了解,true,R4-P3低风险抽检,H0-无同代码历史线索,0,,,177,right,1.04 安全工程（智能安全与应急方向）[M-9bdf5ac4e0994c9f],保留为机器初筛观察池，等官方计划或人工抽检结果后再排序。,低风险抽检发现异常时升级同页列/同校/同组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,保留为机器初筛观察池，等官方计划或人工抽检结果后再排序。,G-98abecc989b6553e,STABLEGROUP-1d063e99f9a96a41
H577,河南城建学院,H57706,06,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,1,V4-普通留存待了解,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,177,right,1.06 建筑电气与智能化[M-4debac8c08fcbf51],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-2469525645d6f233,STABLEGROUP-a5737f3bd0faaf3f
H767,汕头大学,H76705,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,3,V4-普通留存待了解,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,185,right,1.19 机械设计制造及其自动化（办学地点：东海岸校区）[M-14b23be3e5679935]；2.20 通信工程（办学地点：东海岸校区）[M-2f4fb45c9c06d704]；3.21 生木工程（海洋工程：办学地点：东海[M-05722c0c7748773a],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-18c4b5376013bad0,STABLEGROUP-0c1839524d2e9dda
H785,广东技术师范大学,H78503,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,0,0,0,0,0,0,2,2,V4-普通留存待了解,true,R1-P0整组先核,H0-无同代码历史线索,0,,,188,left,1.08 电气工程及其自动化（不招色盲色弱；四年全部在广州校区）[M-e879a6f8eebaee10]；2.09 自动化（不招色盲色弱：四年全部在广州校区）H786 深圳大学（公办）（广东）[M-7462adcd777f88ad],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-9664f7eff9175903,STABLEGROUP-aadc16c73a3f7264
H788,广州大学,H78807,07,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,2,V4-普通留存待了解,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,189,left,1.08 絕济学（创新班；办学地点：桂花岗校[M-77d70c5c323198e0]；2.09 金融学（创新班；办学地点：桂花岗校[M-d76a2149eec394ad],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-4e62b824d951518f,STABLEGROUP-6b1ba06a61c1b334
H788,广州大学,H78808,08,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,1,V4-普通留存待了解,true,R4-P3低风险抽检,H0-无同代码历史线索,0,,,189,left,1.10 网络空间安全（办学地点：黄埔校区）[M-3da7c982508762e7],保留为机器初筛观察池，等官方计划或人工抽检结果后再排序。,低风险抽检发现异常时升级同页列/同校/同组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,保留为机器初筛观察池，等官方计划或人工抽检结果后再排序。,G-e6526a01ef6edadd,STABLEGROUP-049923f71bc83f09
H788,广州大学,H78809,09,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,0,0,0,0,0,0,1,2,V4-普通留存待了解,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,189,left,1.11 漫感科学与技术（不招色盲，任何一眼矫正到4.8镜片度数大于800度的不宜就读；办学地点：大学城校区）[M-12c470f3918b2f8a]；2.12 智能建造（办学地点：大学城校区）[M-61e10a473054b088],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-fd626ad97d967855,STABLEGROUP-568e1d7219605b5a
H788,广州大学,H78810,10,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,0,0,0,0,0,0,1,4,V4-普通留存待了解,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,189,left,1.13 光电信息科学与工程（办学地点：大学城校区）[M-cf1ffcc95e61095a]；2.14 土木工程（办学地点：大学城校区）[M-c492af4c2e06da01]；3.15 击本工程（创新班；办学地点：大学城校区）[M-d3ac081753cb7194]；4.16 环热工程（不招色盲色弱：办学地点：大学城校区）[M-95f85f438fd7ab8b],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-1e9f06c8f1f51eb4,STABLEGROUP-401b09c58bd5ed19
H788,广州大学,H78811,11,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,0,0,0,0,0,0,1,1,V4-普通留存待了解,true,R1-P0整组先核,H0-无同代码历史线索,0,,,189,left,1.17 机器人工程（不招色盲色弱；办学地点：大学城校区）H789广州航海学院（公办）（广东）[M-2841a883a4e35e50],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-508dcdbdc3444b38,STABLEGROUP-a1210cacd9baa116
H791,仲恺农业工程学院,H79103,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,0,0,0,0,0,0,1,1,V4-普通留存待了解,true,R3-P2官网后人工确认,H0-无同代码历史线索,0,,,189,right,1.19 食品质量与安全（不招色盲色弱，因用人单位可態对考生身体素质有要求请转氨酶异常的考生慎董报考；办学地点：白云校区）[M-72216502b97c7494],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,G-0e3a336b4ff3319d,STABLEGROUP-aea36bf005db1130
H796,广东工业大学,H79609,09,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,0,0,0,0,0,0,2,2,V4-普通留存待了解,true,R1-P0整组先核,H0-无同代码历史线索,0,,,190,right,1.27 集成电路设计与集成系统（不招单色识别不全；办学地点：大学城校区）[M-70ab2f60af8e78c6]；2.28 微电子科学与工程（不招单色识别不[M-cdb02d62d6bd7d1e],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-9231f80e6d778187,STABLEGROUP-531b5341037e2d80
H796,广东工业大学,H79610,10,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,3,V4-普通留存待了解,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,190,right,1.29 土木工程（办学地点：大学城校区）[M-e488b318fefc3dd7]；2.30 智能建造（办学地点：大学城校区）[M-d47ec558c7b4381c]；3.31 给排水科学与工程（办学地点：大学城[M-f6775dad7bb7c6cc],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-b47c51f44e6e09f0,STABLEGROUP-8daee78a83b51672
H811,华东交通大学,H81105,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,0,0,0,0,0,0,1,16,V4-普通留存待了解,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,153,left,1.15 土木工程[M-2c9246c7c391018b]；2.16 木工程（土木、信息计算双学士学[M-429b35322a2620ef]；3.17 土木工程（智慧建维）[M-bd4f7de92e1e5d97]；4.18 建筑环境与能源应用工程[M-eeda185b5db2b163]；5.19 给排水科学与工程（给排水、信息计算双学士学位）[M-9562530de33c47e3]；6.20 机械设计制造及其自动化（第1年在进贤教学点就读，后3年在校本部就[M-30ca5ce9401df96c]；7.21 机械电子工程（第1年在进贤教学点就读，后3年在校本部就读）[M-189d29aa2d0c4937]；8.22 辆工程（第1年在进贤教学点就读后3年在校本部就读）[M-6e5b7ebc4597b6a8]；9.23 测控技术与仪器（第1年在进贤教学点就读，后3年在校本部就读）[M-135d087846cebaf3]；10.24 电气工程及其自动化[M-3714a036f001fdc8]；11.25 自动化[M-28e6eedd855f1c3e]；12.26 轨道交通信号与控制[M-8940ca8e7d514f57]；13.27 交通运输（不招色盲、单色识别不全的考生）[M-8a916057e64a7864]；14.28 铁道工程[M-ac49c2bc6c3672ad]；15.29 测绘工程[M-3916a6207f20af11]；16.30 通信工程[M-57de8be49515e483],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-578db0c9f474a628,STABLEGROUP-0d3bbcfa37c1fa81
H892,桂林电子科技大学,H89206,06,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,3,V4-普通留存待了解,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,195,right,1.12 通信工程（办学地点：花江校区）[M-df022a09aa785fcf]；2.13 电子信息工程（办学地点：花江校区）[M-ec9c17cc4aa4aab6]；3.14 电子科学与技术（办学地点：花江校[M-8a851bf95c66c822],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-4bd3ed57e648046b,STABLEGROUP-a3810d7188aaa719
H892,桂林电子科技大学,H89208,08,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,1,V4-普通留存待了解,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,195,right,1.19 应用统计学（办学地点：花江校区）[M-957b275ca4c1614e],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-a4d593b2c0d08a9e,STABLEGROUP-64d69433a22da9c7
H892,桂林电子科技大学,H89210,10,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,1,V4-普通留存待了解,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,195,right,1.22 材料科学与工程（办学地点：花江校[M-c090ba9a8bb0269a],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-2d634190ba5a6b11,STABLEGROUP-dde41bfe674de5b7
H892,桂林电子科技大学,H89212,12,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,1,V4-普通留存待了解,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,195,right,1.25 土木工程（办学地点：花江校区）[M-60f8bd68e191753d],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-ecd59ae017352992,STABLEGROUP-08cea9e35eeab0cf
H892,桂林电子科技大学,H89217,17,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,0,0,0,0,0,0,1,1,V4-普通留存待了解,true,R1-P0整组先核,H0-无同代码历史线索,0,,,195,right,1.31 本科预科班（边防军人子女预科班；办学地点：花江校区：学制：一年）H893桂林理工大学（公办）（广西）[M-a3417c9feb28ef2e],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-e8a1456b97ec10d5,STABLEGROUP-f8ebab897b05e0c5
