第一轮候选ID,第一轮层级,建议梯度,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,来源页码,版面列,专业行ID,专业组出现ID
R1GROUP-e0df8573046e6ce2,S2-稳冲优先讨论,稳冲观察,K755,新疆财经大学,K75504,6,40,网络空间安全,,,4,4500,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,236,left,M-5387c5074ab4cbef,G-c60556809274769b
R1GROUP-e0df8573046e6ce2,S2-稳冲优先讨论,稳冲观察,K755,新疆财经大学,K75504,7,41,人工智能,计算机类相关,,4,4500,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,236,left,M-b6a61f7b02d89e16,G-c60556809274769b
R1GROUP-e172cb85eae7fd68,S1-保底稳妥优先讨论,稳妥观察,F597,长春工程学院,F59704,1,06,电气工程及其自动化（办学地点：湖西校区）,,化学,,5940,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-e7fe36d5532b09d9,G-82c00bbc0942940e
R1GROUP-e172cb85eae7fd68,S1-保底稳妥优先讨论,稳妥观察,F597,长春工程学院,F59704,2,07,电子信息工程（办学地点：湖西校区）,,,3,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-bd89c44dc46ddb80,G-82c00bbc0942940e
R1GROUP-e172cb85eae7fd68,S1-保底稳妥优先讨论,稳妥观察,F597,长春工程学院,F59704,3,08,智能电网信息工程（办学地点：湖西校区）,,,3,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-7824ce19c5a3190d,G-82c00bbc0942940e
R1GROUP-e172cb85eae7fd68,S1-保底稳妥优先讨论,稳妥观察,F597,长春工程学院,F59704,4,09,百动化（办学地点：湖西校区）,,,5,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-291b64b58ed16469,G-82c00bbc0942940e
R1GROUP-e172cb85eae7fd68,S1-保底稳妥优先讨论,稳妥观察,F597,长春工程学院,F59704,5,10,土木工程（办学地点：湖西校区）,,,3,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-d7c4664e3badd902,G-82c00bbc0942940e
R1GROUP-e172cb85eae7fd68,S1-保底稳妥优先讨论,稳妥观察,F597,长春工程学院,F59704,6,11,焊接技术与工程（办学地点：湖西校,,,3,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-df1c41a4675ca522,G-82c00bbc0942940e
R1GROUP-e172cb85eae7fd68,S1-保底稳妥优先讨论,稳妥观察,F597,长春工程学院,F59704,7,12,机械设计制造及其自动化（办学地点：湖西校区）,,,4,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-c4c3adaee7930156,G-82c00bbc0942940e
R1GROUP-e172cb85eae7fd68,S1-保底稳妥优先讨论,稳妥观察,F597,长春工程学院,F59704,8,13,机器人工程（办学地点：湖西校区）,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-533b08b51bfd50a9,G-82c00bbc0942940e
R1GROUP-e172cb85eae7fd68,S1-保底稳妥优先讨论,稳妥观察,F597,长春工程学院,F59704,9,14,给排水科学与工程（办学地点：湖西校,,,,5940,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-530bbeaf6f1ca639,G-82c00bbc0942940e
R1GROUP-e172cb85eae7fd68,S1-保底稳妥优先讨论,稳妥观察,F597,长春工程学院,F59704,10,15,水利水电工程（办学地点：湖西校区）,,,3,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-c12f2fc2a28858fa,G-82c00bbc0942940e
R1GROUP-e172cb85eae7fd68,S1-保底稳妥优先讨论,稳妥观察,F597,长春工程学院,F59704,11,16,建筑电气与智能化（办学地点：湖西校,,,3,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-032756ac8d801ba4,G-82c00bbc0942940e
R1GROUP-e172cb85eae7fd68,S1-保底稳妥优先讨论,稳妥观察,F597,长春工程学院,F59704,12,17,能源与动力工程（办学地点：湖西校,,,6,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-f3078007b0254728,G-82c00bbc0942940e
R1GROUP-e172cb85eae7fd68,S1-保底稳妥优先讨论,稳妥观察,F597,长春工程学院,F59704,13,18,新能源科学与工程（办学地点：湖西校資高院校孝业組及专业代号,,,2,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-d6d704d3ef3a38fe,G-82c00bbc0942940e
R1GROUP-e172cb85eae7fd68,S1-保底稳妥优先讨论,稳妥观察,F597,长春工程学院,F59704,14,19,计算机科学与技术（办学地点：湖东校,计算机类相关,,,5940,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,right,M-9b5ab4f214616c9e,G-82c00bbc0942940e
R1GROUP-e172cb85eae7fd68,S1-保底稳妥优先讨论,稳妥观察,F597,长春工程学院,F59704,15,20,软件工程（办学地点：湖东校区）,计算机类相关,,,5940,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,right,M-2f0df625f2ec186f,G-82c00bbc0942940e
R1GROUP-e172cb85eae7fd68,S1-保底稳妥优先讨论,稳妥观察,F597,长春工程学院,F59704,16,21,数据科学与大数据技术（办学地点：湖,计算机类相关,,,5400,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,right,M-e413ca5d93190a55,G-82c00bbc0942940e
R1GROUP-e172cb85eae7fd68,S1-保底稳妥优先讨论,稳妥观察,F597,长春工程学院,F59704,17,22,入工智能（办学地点：湖东校区）,,,,5400,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,right,M-421c2a2b94ae1919,G-82c00bbc0942940e
R1GROUP-e2809f1ef4b851fd,S1-保底稳妥优先讨论,稳妥观察,F390,内蒙古民族大学,F39006,1,06,数学与应用数学（师范类）,师范类相关,化学,3,4600,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,112,left,M-d2ea777bab423b9f,G-f85de90dd826524a
R1GROUP-e5190aefe140baa3,S1-保底稳妥优先讨论,稳妥观察,K347,云南农业大学,K34707,1,12,食品质量与安全,,化学,2,5750,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,218,right,M-b694ebe597cbb03d,G-2736aacdbed7d895
R1GROUP-e5190aefe140baa3,S1-保底稳妥优先讨论,稳妥观察,K347,云南农业大学,K34707,2,13,水利水电工程,,,2,5000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,218,right,M-90f3b5080f9bda4f,G-2736aacdbed7d895
R1GROUP-e5190aefe140baa3,S1-保底稳妥优先讨论,稳妥观察,K347,云南农业大学,K34707,3,14,电气工程及其自动化,,,2,5000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,218,right,M-6047f3410be1192a,G-2736aacdbed7d895
R1GROUP-e5190aefe140baa3,S1-保底稳妥优先讨论,稳妥观察,K347,云南农业大学,K34707,4,15,应用化学,,,2,5000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,218,right,M-fe5a2a93c59afc39,G-2736aacdbed7d895
R1GROUP-e5190aefe140baa3,S1-保底稳妥优先讨论,稳妥观察,K347,云南农业大学,K34707,5,16,数据科学与大数据技术,计算机类相关,,2,5000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,218,right,M-db02870cf63a4993,G-2736aacdbed7d895
R1GROUP-e5eedae17480906e,S1-保底稳妥优先讨论,稳妥观察,K754,伊犁师范大学,K75403,1,10,数学与应用数学（师范类：数学单科成绩≥65分：办学地点：解放路校区）,师范类相关,［化学,,4500,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,235,right,M-d4478deadbe9d36c,G-d7999ebd3ca3839c
R1GROUP-e5eedae17480906e,S1-保底稳妥优先讨论,稳妥观察,K754,伊犁师范大学,K75403,2,11,应用统计学（数学单科成绩≥60分；办学地点：解放路校区）,,,5,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,235,right,M-ff4d11d6aa60c91f,G-d7999ebd3ca3839c
R1GROUP-e5eedae17480906e,S1-保底稳妥优先讨论,稳妥观察,K754,伊犁师范大学,K75403,3,12,数据科学与大数据技术（数学单科成续≥60分；办学地点：解放路校区）,计算机类相关,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,235,right,M-ae298e3e9cf6a985,G-d7999ebd3ca3839c
R1GROUP-e5eedae17480906e,S1-保底稳妥优先讨论,稳妥观察,K754,伊犁师范大学,K75403,4,13,测绘工程（办学地点：解放路校区）,,,5,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,235,right,M-8e56cb8663c33e0f,G-d7999ebd3ca3839c
R1GROUP-e5eedae17480906e,S1-保底稳妥优先讨论,稳妥观察,K754,伊犁师范大学,K75403,5,14,地理空间信息工程（办学地点：解放路校区）,,,5,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,235,right,M-34db041d2c031664,G-d7999ebd3ca3839c
R1GROUP-e5eedae17480906e,S1-保底稳妥优先讨论,稳妥观察,K754,伊犁师范大学,K75403,6,15,机械设计制造及其自动化（办学地点：解放路校区）,,,5,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,235,right,M-a6af8ec1a245260a,G-d7999ebd3ca3839c
R1GROUP-e5eedae17480906e,S1-保底稳妥优先讨论,稳妥观察,K754,伊犁师范大学,K75403,7,16,机械电子工程（办学地点：解放路校,,,5,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,235,right,M-12b5da2492cb1299,G-d7999ebd3ca3839c
R1GROUP-e5eedae17480906e,S1-保底稳妥优先讨论,稳妥观察,K754,伊犁师范大学,K75403,8,17,机器人工程（办学地点：解放路校区）,,,5,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,235,right,M-085e00cc78e0a600,G-d7999ebd3ca3839c
R1GROUP-e5eedae17480906e,S1-保底稳妥优先讨论,稳妥观察,K754,伊犁师范大学,K75403,9,18,人工智能（办学地点：解放路校区）,计算机类相关,,5,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,235,right,M-934399f2aef81da5,G-d7999ebd3ca3839c
R1GROUP-e5eedae17480906e,S1-保底稳妥优先讨论,稳妥观察,K754,伊犁师范大学,K75403,10,19,计算机科学与技术（办学地点：解放路校区）,计算机类相关,,5,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,235,right,M-1565ac475964e78f,G-d7999ebd3ca3839c
R1GROUP-e5eedae17480906e,S1-保底稳妥优先讨论,稳妥观察,K754,伊犁师范大学,K75403,11,20,网络工程（办学地点：解放路校区）,计算机类相关,,5,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,235,right,M-548cfb291f3c4ff1,G-d7999ebd3ca3839c
R1GROUP-e6049d75cb17f66d,S2-稳冲优先讨论,稳冲观察,C138,湖北理工学院,C13813,1,62,计算机科学与技术（不招单色识别不,计算机类相关,,66,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,79,right,M-b0f8fd0e863983c8,G-09d01ff8dec8280c
R1GROUP-e6049d75cb17f66d,S2-稳冲优先讨论,稳冲观察,C138,湖北理工学院,C13813,2,33,计算机科学与技术（创新实验班；不扌,计算机类相关,,22,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,79,right,M-bbf6b877233b143e,G-09d01ff8dec8280c
R1GROUP-e6049d75cb17f66d,S2-稳冲优先讨论,稳冲观察,C138,湖北理工学院,C13813,3,64,软件工程,计算机类相关,,36,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,79,right,M-4f8b883488ba7e36,G-09d01ff8dec8280c
R1GROUP-e6049d75cb17f66d,S2-稳冲优先讨论,稳冲观察,C138,湖北理工学院,C13813,4,65,网络工程,计算机类相关,生物,34,4000,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,79,right,M-ebfadfbc09ed373f,G-09d01ff8dec8280c
R1GROUP-e897820cab985f50,S3-冲刺保留讨论,冲刺观察,H892,桂林电子科技大学,H89207,1,15,计算机科学与技术（办学地点：花江校,计算机类相关,,2,6000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,195,right,M-82aeaf82de038a5b,G-417e0ee6247dac7a
R1GROUP-e897820cab985f50,S3-冲刺保留讨论,冲刺观察,H892,桂林电子科技大学,H89207,2,16,软件工程（办学地点：花江校区）,计算机类相关,,2,6000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,195,right,M-8e13c21a3e4e8076,G-417e0ee6247dac7a
R1GROUP-e897820cab985f50,S3-冲刺保留讨论,冲刺观察,H892,桂林电子科技大学,H89207,3,17,智能科学与技术（办学地点：花江校,计算机类相关,,2,6000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,195,right,M-8c17d2194b6b6a31,G-417e0ee6247dac7a
R1GROUP-e897820cab985f50,S3-冲刺保留讨论,冲刺观察,H892,桂林电子科技大学,H89207,4,18,网络空间安全（办学地点：花江校区）,,,2,6000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,195,right,M-a4cbc4a4d0fdb020,G-417e0ee6247dac7a
R1GROUP-e9425d48d4dde905,S2-稳冲优先讨论,稳冲观察,K753,喀什大学,K75307,1,20,物理学（师范类；需满足数学单科成绩≥60分：办学地点：新泉校区）,师范类相关,化学,2,4500,0,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,unmatched,235,left,M-595730f0e99ec09a,G-773111c0b1e7a465
R1GROUP-e9425d48d4dde905,S2-稳冲优先讨论,稳冲观察,K753,喀什大学,K75307,2,21,电子息科学与技术（需满足数学单科成绩≥60分；办学地点：新泉校区）,,,2,4500,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,unmatched,235,left,M-db9c6ee12ab2db32,G-773111c0b1e7a465
R1GROUP-e9425d48d4dde905,S2-稳冲优先讨论,稳冲观察,K753,喀什大学,K75307,3,22,网络工程（需满足数学单科成绩≥60分：办学地点：新泉校区）,计算机类相关,,2,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,235,left,M-73a51780953014c0,G-773111c0b1e7a465
R1GROUP-e9425d48d4dde905,S2-稳冲优先讨论,稳冲观察,K753,喀什大学,K75307,4,23,电气工程及其自动化（需满足数学单科成绩≥60分：办学地点：新泉校区）,,,2,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,235,left,M-947675e6b515adc8,G-773111c0b1e7a465
R1GROUP-e9425d48d4dde905,S2-稳冲优先讨论,稳冲观察,K753,喀什大学,K75307,5,24,数字媒体技术（番满足数学单科成绩≥60分：办学地点：新泉校区）,数字媒体技术,,2,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,235,left,M-1162cd3f716833ed,G-773111c0b1e7a465
R1GROUP-e9425d48d4dde905,S2-稳冲优先讨论,稳冲观察,K753,喀什大学,K75307,6,25,通信工程（需满足数学单科成绩≥60分：办学地点：新泉校区）,,,2,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,235,left,M-3a9662a4340b1dfb,G-773111c0b1e7a465
R1GROUP-e9425d48d4dde905,S2-稳冲优先讨论,稳冲观察,K753,喀什大学,K75307,7,26,交通工程（需满足数学单科成绩≥60分：办学地点：东城校区）,,,2,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,235,left,M-f3423f29c8c9816e,G-773111c0b1e7a465
R1GROUP-e9425d48d4dde905,S2-稳冲优先讨论,稳冲观察,K753,喀什大学,K75307,8,27,道路桥梁与渡河工程（需满足数学单（科成绩≥60分：办学地点：东城校区）,,,2,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,235,left,M-6beb6e47efdde791,G-773111c0b1e7a465
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,C128,湖北经济学院,C12812,1,65,经济学,,不限,42,5200,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-6f8d8cb52ca13be8,G-296dcea95f5cd502
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,C128,湖北经济学院,C12812,2,66,金融学,,,56,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-5c55aa65ca68b37b,G-296dcea95f5cd502
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,C128,湖北经济学院,C12812,3,67,金融学（计算机金融实验班）,计算机类相关,,30,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-2198f0d4025ef1c6,G-296dcea95f5cd502
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,C128,湖北经济学院,C12812,4,68,金融学（拔尖创新人才培育试验计划）,,,20,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-354b018b82518a1f,G-296dcea95f5cd502
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,C128,湖北经济学院,C12812,5,69,金融工程,,,29,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-4b11ea6f3ef04294,G-296dcea95f5cd502
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,C128,湖北经济学院,C12812,6,70,投资学,,,20,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-bae523f8df82b35f,G-296dcea95f5cd502
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,C128,湖北经济学院,C12812,7,71,保险学,,,15,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-c4a03576033b4871,G-296dcea95f5cd502
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,C128,湖北经济学院,C12812,8,72,財政学,,,39,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-a48708dbe06eeb65,G-296dcea95f5cd502
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,C128,湖北经济学院,C12812,9,73,财政学（大数据与财税治理实验班）,计算机类相关,,15,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-1a6934c434f49c42,G-296dcea95f5cd502
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,C128,湖北经济学院,C12812,10,74,税收学,,,60,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-0c71e94bfb72858c,G-296dcea95f5cd502
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,C128,湖北经济学院,C12812,11,75,审计学,,,62,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-ad71c4ef20bbd954,G-296dcea95f5cd502
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,C128,湖北经济学院,C12812,12,76,财务管理,,,47,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-23a635f867756bb5,G-296dcea95f5cd502
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,C128,湖北经济学院,C12812,13,77,信息管理与信息系统,,,23,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-2814f886822aed94,G-296dcea95f5cd502
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,C128,湖北经济学院,C12812,14,78,信息管理与信息系统（数智创新与决策实验班）,,,30,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-ef9a1e07ef78658c,G-296dcea95f5cd502
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,C128,湖北经济学院,C12812,15,79,大数据管理与应用,计算机类相关,,40,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-b72710b15c64f36c,G-296dcea95f5cd502
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,C128,湖北经济学院,C12812,16,80,金融数学,,,45,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-cf392e5d1fd79843,G-296dcea95f5cd502
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,C128,湖北经济学院,C12812,17,81,经济统计学,,,28,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-35ebcc43362dde9b,G-296dcea95f5cd502
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,C128,湖北经济学院,C12812,18,82,数宇经济,,,79,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-0982b3eb865d7a6f,G-296dcea95f5cd502
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,C128,湖北经济学院,C12812,19,83,经济学（数理经济与智能金融实验班）,,,28,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-bebac4eeba529cfc,G-296dcea95f5cd502
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,C128,湖北经济学院,C12812,20,84,金融科技,,,32,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-17bc9d52669e84bc,G-296dcea95f5cd502
