Round4重点核验专业ID,来源Round4重点核验组,来源Round4完整组内专业,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,压缩序号,第四轮候选ID,专业组出现ID,城市,冲稳保,院校代码,院校名称,院校专业组代码,专业组内专业序号,专业代号,专业名称及备注,专业偏好方向,第四轮方向标签,专业角色判断,机器专业接受度初判,家庭接受度初判V2,调剂风险初判V2,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,来源页码,版面列,专业行ID
R4FOCUSMAJOR-94870b21359cb3a9,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,50,R4GROUP-9b34959b2faf1c6c,G-401bc94e6f16cf6b,三亚市,冲刺观察,K002,海南热带海洋学院,K00205,7,1,组及专业代号不全者；办学地点：三亚校区）,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内有特殊限制待核，服从调剂前需核完整专业组,,要求,,,2,专业计划数；学费,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-1af4ffd0f676fdcf
R4FOCUSMAJOR-7bdab4a33b2b9157,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,50,R4GROUP-9b34959b2faf1c6c,G-401bc94e6f16cf6b,三亚市,冲刺观察,K002,海南热带海洋学院,K00205,8,20,生物科学（不招色弱、色真、单色识别不全者：办学地点：三亚校区）,,,字段缺口待核,暂缓判断-特殊限制待核,待核后判断-有体检/语种/单科/专项等限制,组内有特殊限制待核，服从调剂前需核完整专业组,体检或色觉限制,,2,4620,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-93a84d294d543dc4
R4FOCUSMAJOR-8798f19aa1f4fc64,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,50,R4GROUP-9b34959b2faf1c6c,G-401bc94e6f16cf6b,三亚市,冲刺观察,K002,海南热带海洋学院,K00205,9,21,生物技术（不招色弱、色育、单色识别不全者：办学地点：三亚校区）,,,字段缺口待核,暂缓判断-特殊限制待核,待核后判断-有体检/语种/单科/专项等限制,组内有特殊限制待核，服从调剂前需核完整专业组,体检或色觉限制,,2,4620,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-83a16df86ee95a0c
R4FOCUSMAJOR-9b1a6124d5e43508,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,50,R4GROUP-9b34959b2faf1c6c,G-401bc94e6f16cf6b,三亚市,冲刺观察,K002,海南热带海洋学院,K00205,10,22,通信工程（办学地点：三亚校区）,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内有特殊限制待核，服从调剂前需核完整专业组,,,2,4620,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-b9ee1c065b82c6ab
R4FOCUSMAJOR-499094b2b15e5eaa,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,50,R4GROUP-9b34959b2faf1c6c,G-401bc94e6f16cf6b,三亚市,冲刺观察,K002,海南热带海洋学院,K00205,11,23,计算机科学与技术（不招单色识别不全者：办学地点：三亚校区）,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,暂缓判断-特殊限制待核,待核后判断-有体检/语种/单科/专项等限制,组内有特殊限制待核，服从调剂前需核完整专业组,体检或色觉限制,,2,4620,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-3427bd6ef22b295a
R4FOCUSMAJOR-c1ce6334730796fb,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,50,R4GROUP-9b34959b2faf1c6c,G-401bc94e6f16cf6b,三亚市,冲刺观察,K002,海南热带海洋学院,K00205,12,24,网络工程（办学地点：三亚校区）,计算机类相关,电子信息网络；计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,组内有特殊限制待核，服从调剂前需核完整专业组,,,2,4620,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-f36880abadf263b3
R4FOCUSMAJOR-343dbf05c0d200ec,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,50,R4GROUP-9b34959b2faf1c6c,G-401bc94e6f16cf6b,三亚市,冲刺观察,K002,海南热带海洋学院,K00205,13,25,轮机工程（陆上方向；无红绿色宜，无复热身高 155cm 及以上，双眼操视力均能达到4.6（0.4）及以上；或双眼棵秘力均能到40（0.1）及以上，且矫正视力均能达到4.6（0.4）及以上；办学地点：三亚校区）,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内有特殊限制待核，服从调剂前需核完整专业组,,,2,4620,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-7ff3f891f35570b5
R4FOCUSMAJOR-f58f7b11a958b087,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,50,R4GROUP-9b34959b2faf1c6c,G-401bc94e6f16cf6b,三亚市,冲刺观察,K002,海南热带海洋学院,K00205,14,26,智葱海洋技术（办学地点：三亚校区）,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内有特殊限制待核，服从调剂前需核完整专业组,,,2,4620,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-3576db17a826f6fe
R4FOCUSMAJOR-015df71223153f51,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,50,R4GROUP-9b34959b2faf1c6c,G-401bc94e6f16cf6b,三亚市,冲刺观察,K002,海南热带海洋学院,K00205,15,27,环境工程（不报色弱、色真、单色识别不全者；办学地点：三亚校区）,,环境工程科学,可了解-环境,暂缓判断-特殊限制待核,待核后判断-有体检/语种/单科/专项等限制,组内有特殊限制待核，服从调剂前需核完整专业组,体检或色觉限制,,2,4620,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-51a614057f398424
R4FOCUSMAJOR-ec2017c644306d1b,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,50,R4GROUP-9b34959b2faf1c6c,G-401bc94e6f16cf6b,三亚市,冲刺观察,K002,海南热带海洋学院,K00205,16,28,食品科学与工程（不招色弱、色真、单色识别不全者：办学地点：三亚校区）,,,字段缺口待核,暂缓判断-特殊限制待核,待核后判断-有体检/语种/单科/专项等限制,组内有特殊限制待核，服从调剂前需核完整专业组,体检或色觉限制,,2,4620,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-dcf9db265265256b
R4FOCUSMAJOR-415083accb2de855,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,50,R4GROUP-9b34959b2faf1c6c,G-401bc94e6f16cf6b,三亚市,冲刺观察,K002,海南热带海洋学院,K00205,17,29,食品质量与安全（不招色弱、色真、单色识别不全者：办学地点：三亚校区）,,,字段缺口待核,暂缓判断-特殊限制待核,待核后判断-有体检/语种/单科/专项等限制,组内有特殊限制待核，服从调剂前需核完整专业组,体检或色觉限制,,2,4620,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-9fef618e69951770
R4FOCUSMAJOR-9763b139bc4df518,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,50,R4GROUP-9b34959b2faf1c6c,G-401bc94e6f16cf6b,三亚市,冲刺观察,K002,海南热带海洋学院,K00205,18,30,食品营养与健康（不招色弱、色盲、单色识别不全者；办学地点：三亚校区）,,,字段缺口待核,暂缓判断-特殊限制待核,待核后判断-有体检/语种/单科/专项等限制,组内有特殊限制待核，服从调剂前需核完整专业组,体检或色觉限制,,2,4620,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-d1dc7c3878cbc239
R4FOCUSMAJOR-b3e9bec543e4759e,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,50,R4GROUP-9b34959b2faf1c6c,G-401bc94e6f16cf6b,三亚市,冲刺观察,K002,海南热带海洋学院,K00205,19,31,园艺（不招色弱、色直、单色识别不全者：办学地点：三亚校区）,,农业动医兽医,可了解-农业相关,暂缓判断-特殊限制待核,待核后判断-有体检/语种/单科/专项等限制,组内有特殊限制待核，服从调剂前需核完整专业组,体检或色觉限制,,2,4180,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-2fe4b62581a0e6dd
R4FOCUSMAJOR-6b65e3374fc8421d,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,50,R4GROUP-9b34959b2faf1c6c,G-401bc94e6f16cf6b,三亚市,冲刺观察,K002,海南热带海洋学院,K00205,20,32,水产养殖学（不招色弱、色盲、单色识别不全者：办学地点：三亚校区）,,农业动医兽医,可了解-农业相关,暂缓判断-特殊限制待核,待核后判断-有体检/语种/单科/专项等限制,组内有特殊限制待核，服从调剂前需核完整专业组,体检或色觉限制,,2,4180,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-7d19c229dc90447f
R4FOCUSMAJOR-d698b96792bec23b,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,50,R4GROUP-9b34959b2faf1c6c,G-401bc94e6f16cf6b,三亚市,冲刺观察,K002,海南热带海洋学院,K00205,21,33,海洋渔业科学与技术（不招色弱、色单色识别不全者；办学地点：三亚,,,字段缺口待核,暂缓判断-特殊限制待核,待核后判断-有体检/语种/单科/专项等限制,组内有特殊限制待核，服从调剂前需核完整专业组,体检或色觉限制,,,4180,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-c808953ce84763fd
R4FOCUSMAJOR-1d0b5556d2c66440,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,51,R4GROUP-cbee6a4fb34efd51,G-216ddfce2ef34983,洛阳市,冲刺观察,H569,洛阳理工学院,H56902,1,07,无机非金属材料工程（办学地点：王城校区）,,,调剂接受度待判断,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,化学,5,5000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,176,left,M-21ec746f755ac82d
R4FOCUSMAJOR-2473d61b6d5c6d63,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,51,R4GROUP-cbee6a4fb34efd51,G-216ddfce2ef34983,洛阳市,冲刺观察,H569,洛阳理工学院,H56902,2,08,材料物理（办学地点：王城校区）資亮謝孝院校专业组及专业代号,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,2,5000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,176,left,M-2cc22bcf0e2a741d
R4FOCUSMAJOR-3f51c6b9593159b0,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,51,R4GROUP-cbee6a4fb34efd51,G-216ddfce2ef34983,洛阳市,冲刺观察,H569,洛阳理工学院,H56902,3,09,高分子材料与工程（办学地点：王城校,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,要求,,4,1,专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,176,right,M-bf580e3540429ec6
R4FOCUSMAJOR-1ee752f242619dbd,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,51,R4GROUP-cbee6a4fb34efd51,G-216ddfce2ef34983,洛阳市,冲刺观察,H569,洛阳理工学院,H56902,4,10,机械设计制造及其自动化（办学地点：王城校区）,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,,4,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,176,right,M-043a52695427ce4d
R4FOCUSMAJOR-1a122500ce9f792e,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,51,R4GROUP-cbee6a4fb34efd51,G-216ddfce2ef34983,洛阳市,冲刺观察,H569,洛阳理工学院,H56902,5,11,材料成型及控制工程（办学地点：王城校区）,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,,3,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,176,right,M-bc03df3c3c03dc89
R4FOCUSMAJOR-5e15a71d3a5b4905,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,51,R4GROUP-cbee6a4fb34efd51,G-216ddfce2ef34983,洛阳市,冲刺观察,H569,洛阳理工学院,H56902,6,12,车辆工程（办学地点：王城校区）,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,,3,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,176,right,M-92839f23836f58f8
R4FOCUSMAJOR-858e163c097b24e3,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,51,R4GROUP-cbee6a4fb34efd51,G-216ddfce2ef34983,洛阳市,冲刺观察,H569,洛阳理工学院,H56902,7,13,电气工程及其自动化（办学地点：开元校区）,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,,4,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,176,right,M-71db63f050a46703
R4FOCUSMAJOR-b40f496e4e324042,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,51,R4GROUP-cbee6a4fb34efd51,G-216ddfce2ef34983,洛阳市,冲刺观察,H569,洛阳理工学院,H56902,8,14,计算机科学与技术（办学地点：开元校,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,组内专业较多，需逐条确认调剂接受度,,,,4,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,176,right,M-5366510d96413cf9
R4FOCUSMAJOR-573ab82219e51c19,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,51,R4GROUP-cbee6a4fb34efd51,G-216ddfce2ef34983,洛阳市,冲刺观察,H569,洛阳理工学院,H56902,9,15,软件工程（办学地点：开元校区）,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,组内专业较多，需逐条确认调剂接受度,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,176,right,M-62f1cf06647848ef
R4FOCUSMAJOR-f15b1901cb6db910,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,51,R4GROUP-cbee6a4fb34efd51,G-216ddfce2ef34983,洛阳市,冲刺观察,H569,洛阳理工学院,H56902,10,16,数据科学与大数据技术（办学地点：开元校区）,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,组内专业较多，需逐条确认调剂接受度,,,,4,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,176,right,M-190424112cf7a592
R4FOCUSMAJOR-004d1953d613bb02,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,51,R4GROUP-cbee6a4fb34efd51,G-216ddfce2ef34983,洛阳市,冲刺观察,H569,洛阳理工学院,H56902,11,17,智能建造（办学地点：王城校区）,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,,4,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,176,right,M-35fdbcb5d4775d6d
R4FOCUSMAJOR-afd503172949db1d,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,51,R4GROUP-cbee6a4fb34efd51,G-216ddfce2ef34983,洛阳市,冲刺观察,H569,洛阳理工学院,H56902,12,18,新能源科学与工程（办学地点：王城校,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,,5000,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,176,right,M-8524f840be92ba36
R4FOCUSMAJOR-b7433296c4261b02,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,51,R4GROUP-cbee6a4fb34efd51,G-216ddfce2ef34983,洛阳市,冲刺观察,H569,洛阳理工学院,H56902,13,19,应用化学（办学地点：王城校区）H570新乡学院（公办）（河南）,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,20,5000,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,176,right,M-4e527141f805d494
