第二轮候选ID,第二轮池,第二轮层级,建议梯度,专业角色判断,第二轮方向标签,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,历史线索分层,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID
R2GROUP-db7dc97cfa714cfe,专项,S2-农业/环境专项了解,稳妥观察,可了解-师范,师范类相关；环境工程科学,false,H326,萍乡学院,H32602,4,06,环境科学与工程H327 江西科技师范大学（公办）（江西）,师范类相关,优先了解-命中当前偏好方向,,,2,4120,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-11,159,right,M-7456fc8621e6c2ca,G-f21ad57f496d2c62
R2GROUP-dbe4c24af7f1f0e0,专项,S2-农业/环境专项了解,稳妥观察,字段缺口待核,,false,K579,河西学院,K57905,1,08,化学工程与工艺（办学地点：环城北路校区）,,待了解-未命中当前偏好方向,,,2,6000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-3,229,right,M-3a02134077ca03ae,G-1ef512d59bc2e3aa
R2GROUP-dbe4c24af7f1f0e0,专项,S2-农业/环境专项了解,稳妥观察,字段缺口待核,,false,K579,河西学院,K57905,2,09,菌物科学与工程（办学地点：环城北路校区）,,待了解-未命中当前偏好方向,,,2,5300,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-3,229,right,M-05945b94012a4f8a,G-1ef512d59bc2e3aa
R2GROUP-dbe4c24af7f1f0e0,专项,S2-农业/环境专项了解,稳妥观察,可了解-农业相关,农业动医兽医,false,K579,河西学院,K57905,3,10,园艺（办学地点：环城北路校区）ZG院校专业组及专业代号,,待了解-未命中当前偏好方向,,,2,5700,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-3,229,right,M-a9eedf0fd4e5e9b7,G-1ef512d59bc2e3aa
R2GROUP-ddb74e9f9422546a,专项,S2-农业/环境专项了解,稳妥观察,调剂接受度待判断,,false,C129,湖北民族大学,C12919,1,70,生物科学（民族班）,,暂缓判断-特殊限制待核,专项/预科/定向等特殊类型,化学,10,4000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,76,left,M-bd256587bfaa8cc1,G-61ae2445429d7094
R2GROUP-ddb74e9f9422546a,专项,S2-农业/环境专项了解,稳妥观察,字段缺口待核,,false,C129,湖北民族大学,C12919,2,71,化学工程与工艺（民族班）,,暂缓判断-特殊限制待核,专项/预科/定向等特殊类型,,10,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,76,left,M-ad86f7227ac73c60,G-61ae2445429d7094
R2GROUP-ddb74e9f9422546a,专项,S2-农业/环境专项了解,稳妥观察,字段缺口待核,,false,C129,湖北民族大学,C12919,3,72,林学（民族班）,,暂缓判断-特殊限制待核,专项/预科/定向等特殊类型,,10,3000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,76,left,M-6dab416c5543cca9,G-61ae2445429d7094
R2GROUP-ddb74e9f9422546a,专项,S2-农业/环境专项了解,稳妥观察,可了解-农业相关,农业动医兽医,false,C129,湖北民族大学,C12919,4,73,园艺（民族班）,,暂缓判断-特殊限制待核,专项/预科/定向等特殊类型,,10,3000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,76,left,M-76f5f5caa873ab78,G-61ae2445429d7094
R2GROUP-ddb74e9f9422546a,专项,S2-农业/环境专项了解,稳妥观察,字段缺口待核,,false,C129,湖北民族大学,C12919,5,74,制药工程（民族班）,,默认不能接受-医学护理等排除方向,医学/护理等排除方向；专项/预科/定向等特殊类型,,10,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,76,left,M-4660c3a4089023f2,G-61ae2445429d7094
R2GROUP-ddb74e9f9422546a,专项,S2-农业/环境专项了解,稳妥观察,字段缺口待核,,false,C129,湖北民族大学,C12919,6,75,生物工程（民族班）,,暂缓判断-特殊限制待核,专项/预科/定向等特殊类型,,10,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,76,left,M-45a4657c3e3baa5c,G-61ae2445429d7094
R2GROUP-ddf17504a0a9e289,专项,S2-农业/环境专项了解,稳冲观察,调剂接受度待判断,,false,H549,河南科技学院,H54902,1,03,生物技术（办学地点：东明校区）,,待了解-未命中当前偏好方向,,化学,2,5000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,6,-21,174,left,M-3629a21ca8e0d96f,G-9bb5b219ba12a51b
R2GROUP-ddf17504a0a9e289,专项,S2-农业/环境专项了解,稳冲观察,可了解-师范,师范类相关,false,H549,河南科技学院,H54902,2,04,数学与应用数学（师范类；办学地点：东明校区）,师范类相关,优先了解-命中当前偏好方向,,,2,5000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,6,-21,174,left,M-cd884f1deb37a7dd,G-9bb5b219ba12a51b
R2GROUP-ddf17504a0a9e289,专项,S2-农业/环境专项了解,稳冲观察,字段缺口待核,,false,H549,河南科技学院,H54902,3,05,动物药学（办学地点：东明校区）,,默认不能接受-医学护理等排除方向,医学/护理等排除方向,,,5000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,6,-21,174,left,M-ad2683e79576cdc8,G-9bb5b219ba12a51b
R2GROUP-ddf17504a0a9e289,专项,S2-农业/环境专项了解,稳冲观察,可了解-农业相关,农业动医兽医,false,H549,河南科技学院,H54902,4,06,植物保护（办学地点：东明校区）,,待了解-未命中当前偏好方向,,,,5000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,6,-21,174,left,M-7d745577eafe64c2,G-9bb5b219ba12a51b
R2GROUP-ddf17504a0a9e289,专项,S2-农业/环境专项了解,稳冲观察,主线偏好-工科信息制造,电子信息网络,false,H549,河南科技学院,H54902,5,07,通信工程（办学地点：东明校区）,,待了解-未命中当前偏好方向,,,,5000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,6,-21,174,left,M-b157f907c6272524,G-9bb5b219ba12a51b
R2GROUP-ddf17504a0a9e289,专项,S2-农业/环境专项了解,稳冲观察,字段缺口待核,,false,H549,河南科技学院,H54902,6,08,材料化学（办学地点：东明校区）資亮謝孝院校专业组及专业代号H550 河南牧业经济学院（公办）（河南）,,待了解-未命中当前偏好方向,,,,5000,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,6,-21,174,left,M-b8ea9d7f66e4fcc6,G-9bb5b219ba12a51b
R2GROUP-de7762fbaf8d6c4b,专项,S2-农业/环境专项了解,历史待补,字段缺口待核,,false,C151,汉江师范学院,C15113,1,49,应用化学（办学地点：校本部；不招色盲、色弱考生，详见院校章程）,,暂缓判断-特殊限制待核,体检或色觉限制,,108,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,81,left,M-b246d508387b3c88,G-ef4c80a55d385829
R2GROUP-de7762fbaf8d6c4b,专项,S2-农业/环境专项了解,历史待补,字段缺口待核,,false,C151,汉江师范学院,C15113,2,50,统计学（办学地点：校本部）,,待了解-未命中当前偏好方向,,,43,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,81,left,M-81a8bf019b199b86,G-ef4c80a55d385829
R2GROUP-de7762fbaf8d6c4b,专项,S2-农业/环境专项了解,历史待补,主线偏好-工科信息制造,电子信息网络,false,C151,汉江师范学院,C15113,3,51,信息工程（办学地点：校本部）,,待了解-未命中当前偏好方向,,,97,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,81,left,M-9a38e2d994d39c0b,G-ef4c80a55d385829
R2GROUP-de7762fbaf8d6c4b,专项,S2-农业/环境专项了解,历史待补,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,C151,汉江师范学院,C15113,4,52,人工智能（办学地点：校本部）,计算机类相关,优先了解-命中当前偏好方向,,,98,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,81,left,M-00be9ec9e942ab11,G-ef4c80a55d385829
R2GROUP-de7762fbaf8d6c4b,专项,S2-农业/环境专项了解,历史待补,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,C151,汉江师范学院,C15113,5,53,软件工程（办学地点：校本部）,计算机类相关,优先了解-命中当前偏好方向,,,43,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,81,left,M-e050d772f0fae8cc,G-ef4c80a55d385829
R2GROUP-de7762fbaf8d6c4b,专项,S2-农业/环境专项了解,历史待补,主线偏好-计算机/数字媒体,电子信息网络；计算机AI软件；计算机类相关,false,C151,汉江师范学院,C15113,6,54,网络工程（办学地点：校本部）,计算机类相关,优先了解-命中当前偏好方向,,,33,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,81,left,M-e562568a8ccf8e5c,G-ef4c80a55d385829
R2GROUP-de7762fbaf8d6c4b,专项,S2-农业/环境专项了解,历史待补,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,C151,汉江师范学院,C15113,7,55,数据科学与大数据技术（办学地点：校本部）,计算机类相关,优先了解-命中当前偏好方向,,,97,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,81,left,M-95ce0012119a4c4d,G-ef4c80a55d385829
R2GROUP-de7762fbaf8d6c4b,专项,S2-农业/环境专项了解,历史待补,可了解-环境,环境工程科学,false,C151,汉江师范学院,C15113,8,56,环境工程（办学地点：校本部；不招色盲、色弱考生，详见院校章程）,,暂缓判断-特殊限制待核,体检或色觉限制,,107,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,81,left,M-93a31750ac9b54d3,G-ef4c80a55d385829
R2GROUP-e132e62ecd5f2cc9,专项,S2-农业/环境专项了解,冲刺观察,可了解-师范,师范类相关,false,K752,新疆师范大学,K75205,1,31,数学与应用数学（师范类：高考数学单科成绩不低于80分；办学地点：温泉校区）,师范类相关,暂缓判断-特殊限制待核,语种或单科限制,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,16,-16,234,right,M-a77a872aa3f113ab,G-7694bcd996e8e798
R2GROUP-e132e62ecd5f2cc9,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,K752,新疆师范大学,K75205,2,32,信息与计算科学（高考数学单科成绩不低于80分：办学地点：温泉校区）,,暂缓判断-特殊限制待核,语种或单科限制,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,16,-16,234,right,M-f3fbdaf76954f832,G-7694bcd996e8e798
R2GROUP-e132e62ecd5f2cc9,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,K752,新疆师范大学,K75205,3,33,应用统计学（高考数学单科成绩不低于80分；办学地点：温泉校区）,,暂缓判断-特殊限制待核,语种或单科限制,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,16,-16,234,right,M-aefa52d546c63817,G-7694bcd996e8e798
R2GROUP-e132e62ecd5f2cc9,专项,S2-农业/环境专项了解,冲刺观察,可了解-师范,师范类相关,false,K752,新疆师范大学,K75205,4,34,物理学（师范类；高考数学单科成绩不低芋60分；办学地点：昆仑校区）,师范类相关,暂缓判断-特殊限制待核,语种或单科限制,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,16,-16,234,right,M-119c6e6692273409,G-7694bcd996e8e798
R2GROUP-e132e62ecd5f2cc9,专项,S2-农业/环境专项了解,冲刺观察,主线偏好-工科信息制造,电子信息网络,false,K752,新疆师范大学,K75205,5,35,电子信息科学与技术（高考数学单科感绩不低于60分；办学地点：昆仑校,,暂缓判断-特殊限制待核,语种或单科限制,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,16,-16,234,right,M-6d74f6ea94a2887c,G-7694bcd996e8e798
R2GROUP-e132e62ecd5f2cc9,专项,S2-农业/环境专项了解,冲刺观察,主线偏好-工科信息制造,电子信息网络,false,K752,新疆师范大学,K75205,6,36,光电信息科学与工程（高考数学单科成绩不低子60分；办学地点：昆仑校,,暂缓判断-特殊限制待核,语种或单科限制,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,16,-16,234,right,M-8d1b82b5f676fa00,G-7694bcd996e8e798
R2GROUP-e132e62ecd5f2cc9,专项,S2-农业/环境专项了解,冲刺观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关；师范类相关,false,K752,新疆师范大学,K75205,7,37,计算机科学与技术（师范类；办学地点：昆仑校区）,计算机类相关；师范类相关,优先了解-命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,16,-16,234,right,M-09057fdfd946e6c2,G-7694bcd996e8e798
R2GROUP-e132e62ecd5f2cc9,专项,S2-农业/环境专项了解,冲刺观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,K752,新疆师范大学,K75205,8,38,软件工程（办学地点：昆仑校区）,计算机类相关,优先了解-命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,16,-16,234,right,M-03271fe251d222ae,G-7694bcd996e8e798
R2GROUP-e132e62ecd5f2cc9,专项,S2-农业/环境专项了解,冲刺观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,K752,新疆师范大学,K75205,9,39,数据科学与大数据技术（办学地点：昆仑校区）,计算机类相关,优先了解-命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,16,-16,234,right,M-0999b17dae4b06d3,G-7694bcd996e8e798
R2GROUP-e132e62ecd5f2cc9,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,K752,新疆师范大学,K75205,10,40,逼感科学与技术（办学地点：温泉校,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,16,-16,234,right,M-601e8606c47063b1,G-7694bcd996e8e798
R2GROUP-e132e62ecd5f2cc9,专项,S2-农业/环境专项了解,冲刺观察,可了解-师范,师范类相关,false,K752,新疆师范大学,K75205,11,4,化学（师范类；办学地点：昆仑校区）,师范类相关,优先了解-命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,16,-16,234,right,M-4050c77bc07a1ae4,G-7694bcd996e8e798
R2GROUP-e132e62ecd5f2cc9,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,K752,新疆师范大学,K75205,12,42,化学工程与工艺（办学地点：昆仑校区）,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,16,-16,234,right,M-423d7417e05d5bac,G-7694bcd996e8e798
R2GROUP-e132e62ecd5f2cc9,专项,S2-农业/环境专项了解,冲刺观察,可了解-环境,环境工程科学,false,K752,新疆师范大学,K75205,13,43,环境工程（办学地点：昆仑校区）,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,16,-16,234,right,M-66047167e51d253e,G-7694bcd996e8e798
R2GROUP-e132e62ecd5f2cc9,专项,S2-农业/环境专项了解,冲刺观察,可了解-师范,师范类相关,false,K752,新疆师范大学,K75205,14,44,生物科学（师范类；办学地点：温泉校,师范类相关,优先了解-命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,16,-16,234,right,M-b69ac4db4a5e575f,G-7694bcd996e8e798
R2GROUP-e132e62ecd5f2cc9,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,K752,新疆师范大学,K75205,15,45,生物技术（办学地点：温泉校区）,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,16,-16,234,right,M-94ae0b8c8b8a1b81,G-7694bcd996e8e798
R2GROUP-e132e62ecd5f2cc9,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,K752,新疆师范大学,K75205,16,46,生物工程（办学地点：温泉校区）,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,16,-16,234,right,M-8f062f820bbb1eea,G-7694bcd996e8e798
R2GROUP-e132e62ecd5f2cc9,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,K752,新疆师范大学,K75205,17,47,食品安全与检测（办学地点：温泉校,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,16,-16,234,right,M-c8f3a67e757d06c6,G-7694bcd996e8e798
R2GROUP-ecb2005b1a17c738,专项,S1-医技/康复专项了解,冲刺观察,专项了解-医技护理康复,医技护理康复,false,C107,武汉体育学院,C10703,1,05,运动康复,,默认不能接受-医学护理等排除方向,医学/护理等排除方向,不限,10,5200,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,no_school_source,H4-历史最高线高于等位分16-30分,25,6,69,right,M-540f83eda499babc,G-afbb7a450a726ecb
R2GROUP-ecb2005b1a17c738,专项,S1-医技/康复专项了解,冲刺观察,字段缺口待核,,false,C107,武汉体育学院,C10703,2,06,应用心理学,,待了解-未命中当前偏好方向,,,6,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,no_school_source,H4-历史最高线高于等位分16-30分,25,6,69,right,M-ac43bdd444bf8962,G-afbb7a450a726ecb
R2GROUP-ecb2005b1a17c738,专项,S1-医技/康复专项了解,冲刺观察,字段缺口待核,,false,C107,武汉体育学院,C10703,3,07,智能体育工程,,待了解-未命中当前偏好方向,,,8,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,no_school_source,H4-历史最高线高于等位分16-30分,25,6,69,right,M-74714e385b34e496,G-afbb7a450a726ecb
R2GROUP-ecb2005b1a17c738,专项,S1-医技/康复专项了解,冲刺观察,可了解-师范,师范类相关,false,C107,武汉体育学院,C10703,4,08,教育技术学,师范类相关,优先了解-命中当前偏好方向,,,12,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,no_school_source,H4-历史最高线高于等位分16-30分,25,6,69,right,M-673f4b6deb768a3a,G-afbb7a450a726ecb
R2GROUP-ecb2005b1a17c738,专项,S1-医技/康复专项了解,冲刺观察,字段缺口待核,,false,C107,武汉体育学院,C10703,5,09,信息管理与信息系统,,待了解-未命中当前偏好方向,,,12,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,no_school_source,H4-历史最高线高于等位分16-30分,25,6,69,right,M-38cf0eae495a290e,G-afbb7a450a726ecb
R2GROUP-ecb2005b1a17c738,专项,S1-医技/康复专项了解,冲刺观察,字段缺口待核,,false,C107,武汉体育学院,C10703,6,10,体育经济与管理,,待了解-未命中当前偏好方向,,,9,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,no_school_source,H4-历史最高线高于等位分16-30分,25,6,69,right,M-33d3912e00ef12f5,G-afbb7a450a726ecb
R2GROUP-ecb2005b1a17c738,专项,S1-医技/康复专项了解,冲刺观察,调剂接受度待判断,,false,C107,武汉体育学院,C10703,7,1,新闻学,,待了解-未命中当前偏好方向,,化学,20,5200,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,6,69,right,M-c99c1ddad4ec82ba,G-afbb7a450a726ecb
R2GROUP-ecb2005b1a17c738,专项,S1-医技/康复专项了解,冲刺观察,调剂接受度待判断,,false,C107,武汉体育学院,C10703,8,12,中医骨伤科学（学制：五年）,,默认不能接受-医学护理等排除方向,医学/护理等排除方向,化学,6,5200,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,no_school_source,H4-历史最高线高于等位分16-30分,25,6,69,right,M-7298107e7c5823f4,G-afbb7a450a726ecb
R2GROUP-ecb2005b1a17c738,专项,S1-医技/康复专项了解,冲刺观察,专项了解-医技护理康复,医技护理康复,false,C107,武汉体育学院,C10703,9,13,康复治疗学,,默认不能接受-医学护理等排除方向,医学/护理等排除方向,,7,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,no_school_source,H4-历史最高线高于等位分16-30分,25,6,69,right,M-4e2be5d77225f310,G-afbb7a450a726ecb
R2GROUP-ecb2005b1a17c738,专项,S1-医技/康复专项了解,冲刺观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,C107,武汉体育学院,C10703,10,14,数据科学与大数据技术,计算机类相关,优先了解-命中当前偏好方向,,,7,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,no_school_source,H4-历史最高线高于等位分16-30分,25,6,69,right,M-857c30bc6020c054,G-afbb7a450a726ecb
R2GROUP-f07c7eeae61ef3f8,专项,S1-医技/康复专项了解,历史待补,字段缺口待核,,false,H124,安徽中医药大学,H12406,1,14,应用心理学（不招色觉异常（含色直、色弱）考生：办学地点：少荃湖校区）,,暂缓判断-特殊限制待核,体检或色觉限制,不限,,5200,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,145,left,M-d548ceb2b737e468,G-b171961a16f500aa
R2GROUP-f07c7eeae61ef3f8,专项,S1-医技/康复专项了解,历史待补,专项了解-医技护理康复,医技护理康复,false,H124,安徽中医药大学,H12406,2,15,运动康复（办学地点：少荃湖校区）,,默认不能接受-医学护理等排除方向,医学/护理等排除方向,化学,,5200,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,145,left,M-b7b3a9278e24c093,G-b171961a16f500aa
