第一闭环人工核验任务ID,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,人工核验包序号,稳定基座第一闭环明细任务ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,执行泳道,核验动作层级,任务结果桶,PDF原页证据状态,OCR提示状态,机器坐标提示状态,高校辅证证据状态,湖北官方侧状态,冲突状态,三方闭环状态,字段写回门禁,是否需要双人复核,是否需要人工直接看图,完成证据要求,当前阻断原因,下一步核验动作,公开人工记录栏,公开填写边界,公开安全策略
FCMV-TASK-7160d9bdce7f3009,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,2,FIRSTDETAIL-06b9748c821af613,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-83af574ae53d478b,G-df1242f8618d3971,A033,自动官网辅证任务,专业计划数；学费；再选科目,E0-冲突异常双人优先核验,N5-多源一致仍待湖北官方侧,R5-多源一致线索仍待湖北官方侧,P2-有PDFOCR提示，仍待PDF原页人工确认,O1-PDFOCR与高校辅证有一致字段但仍待官方闭环,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C2-多源有一致线索，仍待湖北官方侧闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-f4c9e1a489ff23b3,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,2,FIRSTDETAIL-400b9fb6c1658bc2,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-03be14d5008a95f0,G-2432826275c85956,A033,自动官网辅证任务,专业计划数；学费；再选科目,E0-冲突异常双人优先核验,N5-多源一致仍待湖北官方侧,R5-多源一致线索仍待湖北官方侧,P2-有PDFOCR提示，仍待PDF原页人工确认,O1-PDFOCR与高校辅证有一致字段但仍待官方闭环,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C2-多源有一致线索，仍待湖北官方侧闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-a6291f103345a808,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,2,FIRSTDETAIL-4a2ece3f20087581,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-fddc2e8a1a4582a1,G-2432826275c85956,A033,自动官网辅证任务,专业计划数；学费；再选科目,E0-冲突异常双人优先核验,N5-多源一致仍待湖北官方侧,R5-多源一致线索仍待湖北官方侧,P2-有PDFOCR提示，仍待PDF原页人工确认,O1-PDFOCR与高校辅证有一致字段但仍待官方闭环,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C2-多源有一致线索，仍待湖北官方侧闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-147c5357c0d66de1,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,2,FIRSTDETAIL-c44867e8ce0e0774,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-d52b9b951aa3b3b1,G-2432826275c85956,A033,自动官网辅证任务,专业计划数；学费；再选科目,E0-冲突异常双人优先核验,N5-多源一致仍待湖北官方侧,R5-多源一致线索仍待湖北官方侧,P2-有PDFOCR提示，仍待PDF原页人工确认,O1-PDFOCR与高校辅证有一致字段但仍待官方闭环,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C2-多源有一致线索，仍待湖北官方侧闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-a53b3c1666ec923e,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,2,FIRSTDETAIL-d3d836a7f7b9fd39,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-1fb605576ebe5318,G-df1242f8618d3971,A033,自动官网辅证任务,专业计划数；学费；再选科目,E0-冲突异常双人优先核验,N5-多源一致仍待湖北官方侧,R5-多源一致线索仍待湖北官方侧,P2-有PDFOCR提示，仍待PDF原页人工确认,O1-PDFOCR与高校辅证有一致字段但仍待官方闭环,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C2-多源有一致线索，仍待湖北官方侧闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-85481f5972d8a2e3,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,2,FIRSTDETAIL-449c8df99faf6a51,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-83af574ae53d478b,G-df1242f8618d3971,A033,P0人工字段任务,专业计划数,E0-冲突异常双人优先核验,N3-无稳定候选人工看图,R3-无稳定候选需人工看图,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,true,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验；无可比候选，需人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-d61386e6879958b5,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,2,FIRSTDETAIL-86668a1fef0683e3,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-03be14d5008a95f0,G-2432826275c85956,A033,P0人工字段任务,专业计划数,E0-冲突异常双人优先核验,N3-无稳定候选人工看图,R3-无稳定候选需人工看图,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,true,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验；无可比候选，需人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-ae7468d62bc7b111,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,2,FIRSTDETAIL-c3ce91b769f888ee,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-1fb605576ebe5318,G-df1242f8618d3971,A033,P0人工字段任务,专业计划数,E0-冲突异常双人优先核验,N3-无稳定候选人工看图,R3-无稳定候选需人工看图,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,true,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验；无可比候选，需人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-7483a880d3e963e5,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,3,FIRSTDETAIL-c5ac679ddb002982,FIRSTPAGE-150f6369ef9f31d4,23,left,023-left,M-d00c26dbacdf01ae,G-d3f006c8e5f4feff,A075,P0人工字段任务,专业计划数,E0-冲突异常双人优先核验,N2-机器坐标辅助核PDF原页,R2-机器坐标辅助核PDF原页,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；无可比候选，需人工看图,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-83a9ade6e83a1a99,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,4,FIRSTDETAIL-9fb919fe97c2ce42,FIRSTPAGE-807f1d9e99948b29,32,right,032-right,M-0f51c257ad05eb5f,G-5342368711c0332b,A117,P0人工字段任务,专业计划数,E1-计划数补缺或偏大优先核验,N2-机器坐标辅助核PDF原页,R2-机器坐标辅助核PDF原页,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；无可比候选，需人工看图,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-b4177242f1079c5e,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,5,FIRSTDETAIL-78b92f1342e2c4ac,FIRSTPAGE-9e2f12395b6c066b,33,right,033-right,M-fc54433e6fda2e66,G-3efb9a2345c57a00,A119,P0人工字段任务,专业计划数,E1-计划数补缺或偏大优先核验,N2-机器坐标辅助核PDF原页,R2-机器坐标辅助核PDF原页,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；无可比候选，需人工看图,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-d301eaaeebb9b6e6,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,6,FIRSTDETAIL-1e9409107b74d4f5,FIRSTPAGE-71c8a1c59d84716c,36,right,036-right,M-4d38d93ca32f7ba3,G-9fca3ce8b2adbf9c,A135,自动官网辅证任务,学费；再选科目,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,R4-PDFOCR候选人工确认,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C3-仅PDFOCR候选，需人工核页,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,按PDFOCR候选逐项人工确认，不能自动写回。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-72a0f25815c90416,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,7,FIRSTDETAIL-a19646da8920400b,FIRSTPAGE-f58ca9d1af902d1a,37,left,037-left,M-a85b56dac30243b2,G-9fca3ce8b2adbf9c,A135,自动官网辅证任务,专业计划数；学费；再选科目,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,R0-冲突优先双人核PDF原页和湖北官方侧,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,true,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验；PDFOCR与高校辅证存在冲突线索,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-0a5d23f9eabc5eaa,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,7,FIRSTDETAIL-f6c5e0b8b2a20f9b,FIRSTPAGE-f58ca9d1af902d1a,37,left,037-left,M-f7fc1e53365bb4e8,G-9fca3ce8b2adbf9c,A135,自动官网辅证任务,专业计划数,E0-冲突异常双人优先核验,N4-PDFOCR候选人工确认,R4-PDFOCR候选人工确认,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C3-仅PDFOCR候选，需人工核页,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,按PDFOCR候选逐项人工确认，不能自动写回。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-20d1606da03a5fd9,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,7,FIRSTDETAIL-fd40ac2674b02354,FIRSTPAGE-f58ca9d1af902d1a,37,left,037-left,M-8364fe2b149b7735,G-9fca3ce8b2adbf9c,A135,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N4-PDFOCR候选人工确认,R4-PDFOCR候选人工确认,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C3-仅PDFOCR候选，需人工核页,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,按PDFOCR候选逐项人工确认，不能自动写回。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-cd7e0d722ae41663,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,7,FIRSTDETAIL-221bcc4dcd21e125,FIRSTPAGE-f58ca9d1af902d1a,37,left,037-left,M-4cd6e063565dd7c0,G-9fca3ce8b2adbf9c,A135,P0人工字段任务,再选科目,E0-冲突异常双人优先核验,N3-无稳定候选人工看图,R3-无稳定候选需人工看图,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,true,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验；无可比候选，需人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-c3f9dfc4c4a0ce8c,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,7,FIRSTDETAIL-38046516b8ae48b2,FIRSTPAGE-f58ca9d1af902d1a,37,left,037-left,M-ef0c23965ac5fa81,G-9fca3ce8b2adbf9c,A135,P0人工字段任务,再选科目,E0-冲突异常双人优先核验,N3-无稳定候选人工看图,R3-无稳定候选需人工看图,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,true,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验；无可比候选，需人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
