W0B0高校源桥接ID,来源W0B0执行预填公开审计,来源高校源进度看板,来源高校源最新对齐账本,来源高校源结构化接入候选账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,桥接序号,W0B0执行预填明细公开审计ID,W0B0最小人工复核明细ID,第一闭环事实范围缺口公开账本ID,稳定基座第一闭环明细任务ID,页码版面键,来源页码,版面列,院校代码,事实域,事实类型,事实粒度,字段名,最小复核类型,复核优先级,核验动作层级,候选提示综合桶,PDFOCR与高校辅证关系桶,是否有PDFOCR提示,是否有机器坐标提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,高校源桥接桶,高校源可作double_check提示,高校源仍需补源或解析,高校源进度任务数,高校源最新对齐任务数,结构化接入候选数,最新高校侧证据层级集合,最新证据来源族集合,来源类型桶集合,建议来源形态集合,来源留存状态集合,下一批推进优先级集合,下一批推进动作集合,仍需补源或解析原因集合,next20结构化湖北物理行数合计,live结构化输出记录数合计,C4C6综合结构化官网证据行数合计,C4C6可生成候选diff明细数合计,C4C6计划数一致候选数合计,C4C6官网可补OCR计划数候选数合计,C4C6计划数冲突候选数合计,结构化接入候选来源类型集合,结构化适配器状态集合,候选diff优先级集合,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,下一步桥接动作,公开安全策略
W0B0SCHOOL-d17372991b116e0a,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,53,W0B0EXEITEM-0b852db539d3a180,W0B0MANITEM-5cd0ec2163d561fe,FIRSTSCOPE-c4191607a26270ed,FIRSTDETAIL-ac9be6f84b5cb492,209-right,209,right,K153,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,5,5,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口；公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,190,30,10,20,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-81cce72c4994f22e,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,54,W0B0EXEITEM-96d6c8e250be23fa,W0B0MANITEM-b941dc81f6eeec38,FIRSTSCOPE-b6d145a5dfb7e607,FIRSTDETAIL-321c7d17dc30653c,209-right,209,right,K153,专业名归属,专业名归属事实,第一闭环任务×专业名归属,专业计划数；学费,M2-核专业名归属,P2,N4-PDFOCR候选人工确认,H2-已有PDFOCR候选,R3-仅PDFOCR候选待人工核页,true,false,false,false,false,false,B5-专业名归属先核PDF原页和湖北官方侧，归属稳定后回接高校源,false,false,5,5,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口；公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,190,30,10,20,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,先核PDF页列边界或字段记录，再核湖北官方侧；高校源仅作后续补充。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-4bd5e8c10f9d546d,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,55,W0B0EXEITEM-448044434ff86c8b,W0B0MANITEM-270d8160215293fc,FIRSTSCOPE-9e787463b284ab66,FIRSTDETAIL-b23680d0e33b54fd,209-right,209,right,K153,专业名归属,专业名归属事实,第一闭环任务×专业名归属,学费,M2-核专业名归属,P2,N4-PDFOCR候选人工确认,H2-已有PDFOCR候选,R3-仅PDFOCR候选待人工核页,true,false,false,false,false,false,B5-专业名归属先核PDF原页和湖北官方侧，归属稳定后回接高校源,false,false,5,5,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口；公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,190,30,10,20,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,先核PDF页列边界或字段记录，再核湖北官方侧；高校源仅作后续补充。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-29529cd1f0fb2174,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,56,W0B0EXEITEM-5ec15a9522fc4ac0,W0B0MANITEM-a85f313f8f0ebfcc,FIRSTSCOPE-72031ccb0b5073bc,FIRSTDETAIL-ff3b9d7ceecbddf8,209-right,209,right,K153,专业名归属,专业名归属事实,第一闭环任务×专业名归属,专业计划数；学费,M2-核专业名归属,P2,N4-PDFOCR候选人工确认,H2-已有PDFOCR候选,R3-仅PDFOCR候选待人工核页,true,false,false,false,false,false,B5-专业名归属先核PDF原页和湖北官方侧，归属稳定后回接高校源,false,false,5,5,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口；公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,190,30,10,20,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,先核PDF页列边界或字段记录，再核湖北官方侧；高校源仅作后续补充。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-1de1af96a8932534,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,57,W0B0EXEITEM-44e4be810ae9b9e2,W0B0MANITEM-83b18f813b48d5c7,FIRSTSCOPE-ea93ad2ffb5e02bc,,226-right,226,right,,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,,M0-先核专业组边界,P0,N0-先双人核PDF原页冲突×2；N3-无稳定候选人工看图×2,,,true,false,true,false,true,true,B4-专业组边界或页列事实无单校高校源桥接,false,false,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,先核PDF页列边界或字段记录，再核湖北官方侧；高校源仅作后续补充。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-9a57a4013990a6e3,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,58,W0B0EXEITEM-3a27eb7129e8d88e,W0B0MANITEM-527ef2aaaea8e739,FIRSTSCOPE-238d8504b130c6eb,FIRSTDETAIL-b5b65845644b6e4b,226-right,226,right,K488,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,2,2,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON；公开来源待判定,R0-已有公开来源文件或URL留存,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,10,6,0,6,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-2684b739779eadb8,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,59,W0B0EXEITEM-0b804d73588eb684,W0B0MANITEM-b1f6dde6b17e654a,FIRSTSCOPE-4fa126657ddae32b,FIRSTDETAIL-ef35601f652ae549,226-right,226,right,K488,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,2,2,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON；公开来源待判定,R0-已有公开来源文件或URL留存,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,10,6,0,6,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-cc8600876fe7e4cc,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,60,W0B0EXEITEM-91317a2a6932bd47,W0B0MANITEM-fedb2cb1b9883807,FIRSTSCOPE-a15b998e8c9021a3,FIRSTDETAIL-b5b65845644b6e4b,226-right,226,right,K488,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,2,2,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON；公开来源待判定,R0-已有公开来源文件或URL留存,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,10,6,0,6,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-166922107096af86,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,61,W0B0EXEITEM-f9770575a2ed0a04,W0B0MANITEM-b873d275429e5905,FIRSTSCOPE-0255ed909c4bfb29,FIRSTDETAIL-ef35601f652ae549,226-right,226,right,K488,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,2,2,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON；公开来源待判定,R0-已有公开来源文件或URL留存,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,10,6,0,6,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-871c48525b958215,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,62,W0B0EXEITEM-530b046576ef079a,W0B0MANITEM-f14f14a711c9fd8f,FIRSTSCOPE-804861c67436b26a,FIRSTDETAIL-b5b65845644b6e4b,226-right,226,right,K488,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,2,2,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON；公开来源待判定,R0-已有公开来源文件或URL留存,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,10,6,0,6,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-96ff3d48600c145d,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,63,W0B0EXEITEM-3b539d60c9eb1f8d,W0B0MANITEM-44574bfc5cd2d096,FIRSTSCOPE-e30112d06d83695d,FIRSTDETAIL-ef35601f652ae549,226-right,226,right,K488,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,2,2,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON；公开来源待判定,R0-已有公开来源文件或URL留存,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,10,6,0,6,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-95ff9400b02ccf9d,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,64,W0B0EXEITEM-c06e22f3abea7817,W0B0MANITEM-80a16310143d8256,FIRSTSCOPE-123cc6278ecea6ef,,226-left,226,left,,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,,M0-先核专业组边界,P0,N0-先双人核PDF原页冲突×1；N1-高校补缺线索回PDF原页×18；N2-机器坐标辅助核PDF原页×13；N3-无稳定候选人工看图×6；N4-PDFOCR候选人工确认×1,,,true,true,true,false,true,true,B4-专业组边界或页列事实无单校高校源桥接,false,false,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,先核PDF页列边界或字段记录，再核湖北官方侧；高校源仅作后续补充。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-a3cb4d5eff4302f9,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,65,W0B0EXEITEM-4ba30188292af99a,W0B0MANITEM-45c2110b39dcf526,FIRSTSCOPE-93d32f9619340873,FIRSTDETAIL-1ee8dfd8190933ae,226-left,226,left,K486,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,2,2,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON,R0-已有公开来源文件或URL留存,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,50,0,50,10,0,10,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-9d5f81f8d7843d15,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,66,W0B0EXEITEM-4e5bc3ceb8bbaf1e,W0B0MANITEM-5da7923ea1c832e6,FIRSTSCOPE-7c3e11d4e7985d60,FIRSTDETAIL-1ee8dfd8190933ae,226-left,226,left,K486,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,2,2,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON,R0-已有公开来源文件或URL留存,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,50,0,50,10,0,10,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
