第一闭环事实核验包明细ID,第一闭环事实核验包ID,来源第一闭环事实范围缺口账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,包内事实序号,核验包序号,核验波次,核验泳道,第一闭环事实范围缺口公开账本ID,事实域,事实类型,事实粒度,事实闭环状态,稳定基座第一闭环明细任务ID,第一闭环字段事实公开账本ID,第一闭环下一步动作ID,第一闭环证据状态公开账本ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,执行泳道,核验动作层级,页列主阻断,事实缺口桶,是否需要人工看图,是否需要双人复核,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,事实对象集合SHA256,公开安全策略
FIRSTFACTITEM-b6b4dd2f991fc755,FIRSTFACTPKT-9c88dcbc51a822a9,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,11,1,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-feaf4f2b9ff9a501,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-9d2efbd617a42fa2,FIRSTFACT-ffe0ef3f2c7a8f33,FIRSTNEXT-75e16e2dd9d11005,FIRSTEVID-c68ad5b5f546a31d,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-e169ec05a319416b,G-158e8a85ddd262f3,F902,自动官网辅证任务,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,377c28a7d2bac5b239241b38995533fb2f88aa8cde0259b1a29e257ee80f7cb7,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-f1bd80056363ae1c,FIRSTFACTPKT-9c88dcbc51a822a9,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,12,1,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-d0d93c06a3d045c2,字段事实,字段事实-再选科目,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-9008da4b792e2d9c,FIRSTFACT-af2aa366b08c0ed2,FIRSTNEXT-a76815064ca4265b,FIRSTEVID-2de3ad7f20dcb930,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-dc3b57515c994b61,G-158e8a85ddd262f3,F902,自动官网辅证任务,再选科目,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,aa697b1b8daf63554bdaefeb854b373a1228ba7b87f843a40dd6b0c377bbf920,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-d3b25433c19d04e7,FIRSTFACTPKT-9c88dcbc51a822a9,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,13,1,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-18753b9ad3a0efe8,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-0dada9bf9ecaa6e1,FIRSTFACT-dbc499dac580df72,FIRSTNEXT-6cbf5cf7011e48e0,FIRSTEVID-d179d110c18dff80,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-4b0ca5231b5e0dda,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,b937f5968a6eb98ffaa9c2f612ed2d9892f3e273894be2ef9c888bc7aba5c2f9,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-8875d19660503e8e,FIRSTFACTPKT-9c88dcbc51a822a9,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,14,1,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-19bf840a793e0d77,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-726fddd63013332a,FIRSTFACT-e464c6d5d469f51a,FIRSTNEXT-10f1f33a05b7108b,FIRSTEVID-17d4952cc242c3fb,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-78343e2534bdcb7c,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,578aeed43aadbd3ce00cad6ac1baa4309cbb16367ceb9e162d76e8bab3a5a5e4,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-6456ddf04aa925cd,FIRSTFACTPKT-9c88dcbc51a822a9,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,15,1,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-2f98d06dc6ca0cbb,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-d3b4542d9cf04623,FIRSTFACT-3e6d1c4b1133b772,FIRSTNEXT-d63b97f3198ab49c,FIRSTEVID-12b3553793666167,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-e61c577465bca697,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,7563eb46fc81874672a65083a191b4a9d8c5c35349b23180a7826f4c599923a1,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-87cca7186875cf7f,FIRSTFACTPKT-9c88dcbc51a822a9,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,16,1,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-6131c40aa17e5a22,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-9008da4b792e2d9c,FIRSTFACT-edb4b689d4bf25c0,FIRSTNEXT-a76815064ca4265b,FIRSTEVID-2de3ad7f20dcb930,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-dc3b57515c994b61,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,039841da7f897adab42d960cb56423a87d3b691ad4eecaec0dbf6bb86760ffba,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-9816f76bced87419,FIRSTFACTPKT-9c88dcbc51a822a9,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,17,1,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-6377ffd91f525824,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-c38ee9bcbc39ce19,FIRSTFACT-59391cef19af67bc,FIRSTNEXT-7d1243d0e1d34b96,FIRSTEVID-75ee528fb6141ddf,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-bf093921a5df7b57,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,becce971e9d5fc3d74840857de4ad2abe062a046fc6b3515f6c020afb168682a,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-bcdfa0bb30108826,FIRSTFACTPKT-9c88dcbc51a822a9,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,18,1,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-9f48862bd32fdb9e,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-9d2efbd617a42fa2,FIRSTFACT-1f4225f66f5bd3b5,FIRSTNEXT-75e16e2dd9d11005,FIRSTEVID-c68ad5b5f546a31d,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-e169ec05a319416b,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,f6df1c809ab205a1036c1f3d5f3c2307ac9321926964b783a8eb6569f4095607,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-a5fbd0105eff08a9,FIRSTFACTPKT-9c88dcbc51a822a9,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,19,1,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-b54035da4c9cb0c3,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-202127380ebfe86a,FIRSTFACT-a23dec25aaab8698,FIRSTNEXT-16547bc2e7189a71,FIRSTEVID-c73dc66134b4ce8f,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-cf6e2346e326fb75,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,c18a69b6eed6f97b4da8ae754e7b77835695342a2973e51372db4ae11fac44b5,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-43bfaca4090ca7dd,FIRSTFACTPKT-9c88dcbc51a822a9,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,20,1,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-cdf2408a919e944a,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-0e930ca33ab1b3b9,FIRSTFACT-e28afb3b5a592aff,FIRSTNEXT-7aac2e9e65a79119,FIRSTEVID-eaa3f97fa85c1513,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-af973281700f5eb7,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,0782bcd543a835c6d76c99c7aaa65298f28deddbb03b49dfcc11e909df7780d1,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-eae1152d353f1586,FIRSTFACTPKT-9c88dcbc51a822a9,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,21,1,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-e421b5e74982f10d,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-28da3744d1bbd3b1,FIRSTFACT-2605da34f44b68d8,FIRSTNEXT-dd3935e1aa37e2f1,FIRSTEVID-969d2aacf582987f,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-7af5985c525e29ba,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,cbdcb049abfa5e96ac049000902e3b6034ba6fdd86d848301172afe605ff5900,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-aa7fe73305dcb3ae,FIRSTFACTPKT-9c88dcbc51a822a9,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,22,1,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-f269f651675afee5,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-98835066fcfb9b8c,FIRSTFACT-8308e13f1a259240,FIRSTNEXT-74af63130dcdbbd9,FIRSTEVID-995d2753611bae90,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-4c1c9015c9d9aef3,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,8d7e4d934255c0e69afd1bc097d79038466fa1816a405fbedbca414ed13ef264,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-ba75c116e4e11d15,FIRSTFACTPKT-16271aabfef3c237,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,1,2,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-961c7be64f24396e,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-391717603ff99852,,FIRSTNEXT-f12585142025080e,FIRSTEVID-963140d0eac430c0,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-b0e700912fffe743,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N4-PDFOCR候选人工确认,B0-PDFOCR与高校辅证冲突,G1-专业名归属待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,c8ebbe5f3192f90b0d3e15c5f578ef685650666a9354dfda11a28ecc2c715a3a,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-f6d8d5e58ae61eba,FIRSTFACTPKT-16271aabfef3c237,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,2,2,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-4d3f826a09ab178d,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,F0-待原页与湖北官方侧闭环,,,,,FIRSTPAGE-815b76bed7962001,169,right,169-right,,,,,,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突×1；N1-高校补缺线索回PDF原页×10；N3-无稳定候选人工看图×10；N4-PDFOCR候选人工确认×1,B0-PDFOCR与高校辅证冲突,G2-专业组边界待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,3aa5c9886631209736d825126466777dceecb62846ef6ebb1053b32c7041a7bc,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-ed41e72f55621ce1,FIRSTFACTPKT-16271aabfef3c237,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,3,2,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-62ccfce4b25095f3,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-8991edc6731114ee,FIRSTFACT-89426344d3897f44,FIRSTNEXT-865b747e2a938aa9,FIRSTEVID-470ce66aebe80dc6,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-a8b31c9114605c03,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,79707ae426ade7a52fce75007ce07f8881e083d708f5b53a979437d1e222d9c2,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-a2b63968dd63bb2e,FIRSTFACTPKT-16271aabfef3c237,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,4,2,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-44d036899a25b9d5,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-8991edc6731114ee,FIRSTFACT-dab747cd5c54ef66,FIRSTNEXT-865b747e2a938aa9,FIRSTEVID-470ce66aebe80dc6,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-a8b31c9114605c03,G-69a8112ee16cf2ba,H450,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,2fd704ba47ba23652d2f5f24c5a965ca6ca4b15cb5a86e11eb50f65d2c299774,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-dcc2a55b65712bca,FIRSTFACTPKT-16271aabfef3c237,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,5,2,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-05b2440b0c012410,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-2f3d5f6bcb8b8c58,FIRSTFACT-88be51c5bf48aa40,FIRSTNEXT-aae1bb317c8a1449,FIRSTEVID-ddce8448fedbfe36,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-13b19a3991c8159a,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,371052a5cace20f0ed7419c50e6d41cfe88a3bb1d648c1aa820033625b60010e,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-2a03d6e2de768099,FIRSTFACTPKT-16271aabfef3c237,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,6,2,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-40e9804ea02aeafe,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-1e13c2dc5bcd6811,FIRSTFACT-f8815b00ead213ba,FIRSTNEXT-759fd5ae598b40c0,FIRSTEVID-5792a563a944e31e,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-90b2fc54c5bc2e5c,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,36d56ff7df8eebdc201090ae766b228d8ea41c67cf7dc8143055a367bce3ce8d,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
