来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,专业核验任务ID,候选V3入口ID,复核批次,入口类型,院校代码,院校名称OCR,2026院校专业组代码,专业组出现ID,来源页码,私有页图证据编号,专业明细来源,专业行来源,专业行ID,专业组内专业序号,专业代号OCR,专业名称及备注OCR,再选科目OCR候选,专业计划数OCR候选,专业计划数是否纯数字,学费OCR候选,学费OCR数字候选,学费是否纯数字,专业偏好方向,专业风险类型,专业字段完整性标记,专业行结构异常数,专业行高严重结构异常数,逐专业复核优先级,机器专业接受度初判,机器阻断或待核原因,调剂影响初判,PDF专业代号确认值,PDF专业名称确认值,PDF计划数确认值,PDF学费确认值,PDF选科确认值,湖北官方系统确认值,高校官网章程确认值,家庭接受度人工结论,调剂影响人工结论,私有证据编号,字段核验状态,是否阻断组升级,可进入最终专业列表,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-169b6d4e4de8e24d,V3-afa9910f78054e2e,B1-数字媒体技术优先核页,家庭筛选扩展,X502,新疆天山职业技术大学,X50202,G-6d81bec4fbcbe91f,240,page-240,family_fit_full_ocr,family_fit_major_detail,M-da32aecdeb33c77a,2,06,电梯工程技术（办学地点：克州校区）叩委食现系统应用技术（办学地点：宛州,,,否,12700,12700,是,,,missing_subject_candidate;missing_plan_count_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-3e45515ddcf7f2fe,V3-afa9910f78054e2e,B1-数字媒体技术优先核页,家庭筛选扩展,X502,新疆天山职业技术大学,X50202,G-6d81bec4fbcbe91f,240,page-240,family_fit_full_ocr,family_fit_major_detail,M-3e5824d384b42c17,3,08,新能源汽车工程技术（办学地点：克州校区）,,,否,5,5,是,,,missing_subject_candidate;missing_plan_count_candidate,1,1,P0-逐专业必须核页,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失；专业行存在高严重结构异常,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-93c7e36cb4d695c3,V3-afa9910f78054e2e,B1-数字媒体技术优先核页,家庭筛选扩展,X502,新疆天山职业技术大学,X50202,G-6d81bec4fbcbe91f,240,page-240,family_fit_full_ocr,family_fit_major_detail,M-5c66f78bb93b6057,4,09,数字媒体技术（办学地点：克州校区）,,,否,12700,12700,是,数字媒体技术,,missing_subject_candidate;missing_plan_count_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,计划数字段非纯数字或缺失,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-02af968266c67238,V3-afa9910f78054e2e,B1-数字媒体技术优先核页,家庭筛选扩展,X502,新疆天山职业技术大学,X50202,G-6d81bec4fbcbe91f,240,page-240,family_fit_full_ocr,family_fit_major_detail,M-43ea42fce2adb982,5,10,大数据工程技术（办学地点：克州校,,,否,4,4,是,计算机类相关,,missing_subject_candidate;missing_plan_count_candidate,1,1,P0-逐专业必须核页,优先了解-命中当前偏好方向,计划数字段非纯数字或缺失；专业行存在高严重结构异常,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-9f58f4073fb2ebdd,V3-16ad53a20f463f48,B1-数字媒体技术优先核页,家庭筛选扩展,A135,山东大学,A13506,G-9fca3ce8b2adbf9c,36,page-036,family_fit_full_ocr,family_fit_major_detail,M-4d38d93ca32f7ba3,1,20,计算机科学与技术（含计算机拨尖及专业代号2.0班（泰山学堂）、计算机菁英班、人工智能与大数据新工科创新实验班：办学地点：青岛校区）,「化学,,否,6,6,是,计算机类相关,,missing_plan_count_candidate,1,1,P0-逐专业必须核页,优先了解-命中当前偏好方向,计划数字段非纯数字或缺失；专业行存在高严重结构异常,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-acae63c1f1aedf2e,V3-16ad53a20f463f48,B1-数字媒体技术优先核页,家庭筛选扩展,A135,山东大学,A13506,G-9fca3ce8b2adbf9c,36,page-036,family_fit_full_ocr,family_fit_major_detail,M-f7fc1e53365bb4e8,2,21,计算机类（智能软件与芯片新工科实验班：软件工程；数字媒体技术：数据科学与大数据技术；微电子科学与工程；集成电路设计与集成系统；含人工智能固际班，网安新工科创新买验班、钦件菁英班、集成电路拔尖人才培养，健坤班”、黄昆半导体英才班、微系统英才班）,,10,是,,,否,数字媒体技术；计算机类相关,,missing_subject_candidate;missing_tuition_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,学费字段非纯数字或缺失,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-d93812253e0f6d16,V3-16ad53a20f463f48,B1-数字媒体技术优先核页,家庭筛选扩展,A135,山东大学,A13506,G-9fca3ce8b2adbf9c,36,page-036,family_fit_full_ocr,family_fit_major_detail,M-8364fe2b149b7735,3,22,电子信息类（通信电子与光电方向：通信工程；电子科学与技术：光电信息科学与工程：含米新学堂、微纳光电子科学与技术实验班、光电科创未来精英班；办学地点：青岛校区）,,8,是,6600,6600,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-2544bf4d14d27804,V3-16ad53a20f463f48,B1-数字媒体技术优先核页,家庭筛选扩展,A135,山东大学,A13506,G-9fca3ce8b2adbf9c,36,page-036,family_fit_full_ocr,family_fit_major_detail,M-ef0c23965ac5fa81,4,23,网络空间安全（可向密码科学与技术分流；国家一流网络安全学院建设示范项目；办学地点：青岛校区）,,4,是,6600,6600,是,计算机类相关,,missing_subject_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-ed60101a17bb41ea,V3-16ad53a20f463f48,B1-数字媒体技术优先核页,家庭筛选扩展,A135,山东大学,A13506,G-9fca3ce8b2adbf9c,36,page-036,family_fit_full_ocr,family_fit_major_detail,M-4cd6e063565dd7c0,5,24,人工智能,,2,是,6600,6600,是,计算机类相关,,missing_subject_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-e7ff2944ac801ddd,V3-16ad53a20f463f48,B1-数字媒体技术优先核页,家庭筛选扩展,A135,山东大学,A13506,G-9fca3ce8b2adbf9c,36,page-036,family_fit_full_ocr,family_fit_major_detail,M-a85b56dac30243b2,6,25,工程软件（含“钱七虎学堂”）,化学,11,是,6600,6600,是,,,low_ocr_confidence,1,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-b8fd397062470eb5,V3-35b05cd48e4bbb13,B1-数字媒体技术优先核页,家庭筛选扩展,A195,兰州大学,A19511,G-399026bbf2fbbc18,56,page-056,family_fit_full_ocr,family_fit_major_detail,M-294c46ae6cb755d6,1,35,计算机科学与技术（办学地点：甘肃兰,［化学,,否,5800,5800,是,计算机类相关,,missing_plan_count_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,计划数字段非纯数字或缺失,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-1f81e0ebd775877b,V3-35b05cd48e4bbb13,B1-数字媒体技术优先核页,家庭筛选扩展,A195,兰州大学,A19511,G-399026bbf2fbbc18,56,page-056,family_fit_full_ocr,family_fit_major_detail,M-928c8c7935f8e9d2,2,36,计算机科学与技术（脑机智能方向；办学地点：甘肃兰州）,,,否,5800,5800,是,计算机类相关,,missing_subject_candidate;missing_plan_count_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,计划数字段非纯数字或缺失,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-fbe8c0868efd0cc6,V3-35b05cd48e4bbb13,B1-数字媒体技术优先核页,家庭筛选扩展,A195,兰州大学,A19511,G-399026bbf2fbbc18,56,page-056,family_fit_full_ocr,family_fit_major_detail,M-6f60d88ce3a3687e,3,37,计算机科学与技术（密码技术创新班；办学地点：甘肃兰州）,,,否,5800,5800,是,计算机类相关,,missing_subject_candidate;missing_plan_count_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,计划数字段非纯数字或缺失,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-f88c86f5b5f91d4e,V3-35b05cd48e4bbb13,B1-数字媒体技术优先核页,家庭筛选扩展,A195,兰州大学,A19511,G-399026bbf2fbbc18,56,page-056,family_fit_full_ocr,family_fit_major_detail,M-24f76d15351fc6e7,4,38,暨柔障惠科学与技术（办学地点：甘肃,,,否,5800,5800,是,,,missing_subject_candidate;missing_plan_count_candidate;low_ocr_confidence,1,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-b50bbe0a8d1bd487,V3-35b05cd48e4bbb13,B1-数字媒体技术优先核页,家庭筛选扩展,A195,兰州大学,A19511,G-399026bbf2fbbc18,56,page-056,family_fit_full_ocr,family_fit_major_detail,M-0331ffd1db7621d2,5,39,通信工程（办学地点：甘肃兰州）,,,否,2,2,是,,,missing_subject_candidate;missing_plan_count_candidate,1,1,P0-逐专业必须核页,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失；专业行存在高严重结构异常,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-cce4602ef47976ba,V3-35b05cd48e4bbb13,B1-数字媒体技术优先核页,家庭筛选扩展,A195,兰州大学,A19511,G-399026bbf2fbbc18,56,page-056,family_fit_full_ocr,family_fit_major_detail,M-ece9de1329c27d10,6,40,入工智能（办学地点：甘肃兰州）,,,否,5800,5800,是,,,missing_subject_candidate;missing_plan_count_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-c8706ae9e4867422,V3-35b05cd48e4bbb13,B1-数字媒体技术优先核页,家庭筛选扩展,A195,兰州大学,A19511,G-399026bbf2fbbc18,56,page-056,family_fit_full_ocr,family_fit_major_detail,M-f7d6787fb6918e72,7,41,数据科学与大数据技术（办学地点：甘肃兰州）,,,否,5800,5800,是,计算机类相关,,missing_subject_candidate;missing_plan_count_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,计划数字段非纯数字或缺失,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-8ce5babc1995fe7f,V3-35b05cd48e4bbb13,B1-数字媒体技术优先核页,家庭筛选扩展,A195,兰州大学,A19511,G-399026bbf2fbbc18,56,page-056,family_fit_full_ocr,family_fit_major_detail,M-3ef576112ee9a076,8,42,数字媒体技术（办学地点：甘肃兰州）覓亮計孝院校专业组及专业代号,,,否,5800,5800,是,数字媒体技术,,missing_subject_candidate;missing_plan_count_candidate,1,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,计划数字段非纯数字或缺失,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-886fb7463fd36dfd,V3-3d9cb9ba86633d3a,B1-数字媒体技术优先核页,家庭筛选扩展,A197,西北民族大学,A19722,G-3e1e79ed3becc5d0,57,page-057,family_fit_full_ocr,family_fit_major_detail,M-1d96359ea44be968,1,33,数字媒体技术（办学地点：榆中校区）,,2,是,5600,5600,是,数字媒体技术,,missing_subject_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-7220a5fae25580d7,V3-3d9cb9ba86633d3a,B1-数字媒体技术优先核页,家庭筛选扩展,A197,西北民族大学,A19722,G-3e1e79ed3becc5d0,57,page-057,family_fit_full_ocr,family_fit_major_detail,M-89b74b497cad2e7f,2,34,迁算机科学与技术（办学地点：榆中校,,2,是,6040,6040,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-36bb58397e46bed1,V3-3d9cb9ba86633d3a,B1-数字媒体技术优先核页,家庭筛选扩展,A197,西北民族大学,A19722,G-3e1e79ed3becc5d0,57,page-057,family_fit_full_ocr,family_fit_major_detail,M-5247358dd0faa7fd,3,35,软件工程（办学地点：榆中校区）,,2,是,5600,5600,是,计算机类相关,,missing_subject_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-f718b0c98f0bc407,V3-3d9cb9ba86633d3a,B1-数字媒体技术优先核页,家庭筛选扩展,A197,西北民族大学,A19722,G-3e1e79ed3becc5d0,57,page-057,family_fit_full_ocr,family_fit_major_detail,M-71d49a82f2f48538,4,36,数据科学与大数据技术（办学地点：榆中校区）,,2,是,5600,5600,是,计算机类相关,,missing_subject_candidate;low_ocr_confidence,1,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-d18510d9098614e9,V3-f4e3f90f6f738c45,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10811,G-06d6761ecafe9d62,69,page-069,family_fit_full_ocr,family_fit_major_detail,M-52f79766278247e1,1,62,数学与应用数学,化学,29,是,4000,4000,是,,,,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-3a02f3514bd05fb5,V3-f4e3f90f6f738c45,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10811,G-06d6761ecafe9d62,69,page-069,family_fit_full_ocr,family_fit_major_detail,M-d6c12785e3921d36,2,63,电子信息工程,,20,是,5200,5200,是,,,missing_subject_candidate;low_ocr_confidence,1,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-570be22a947f4bbf,V3-f4e3f90f6f738c45,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10811,G-06d6761ecafe9d62,69,page-069,family_fit_full_ocr,family_fit_major_detail,M-f7fac43e81c17b78,3,64,人工智能,,20,是,5200,5200,是,计算机类相关,,missing_subject_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-bc556cd447ff0f4d,V3-f4e3f90f6f738c45,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10811,G-06d6761ecafe9d62,69,page-069,family_fit_full_ocr,family_fit_major_detail,M-9dc0a84ff7287aa8,4,65,计算机科学与技术,,33,是,5200,5200,是,计算机类相关,,missing_subject_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-3254ce056af74dc3,V3-f4e3f90f6f738c45,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10811,G-06d6761ecafe9d62,69,page-069,family_fit_full_ocr,family_fit_major_detail,M-1200fbb8e7a2ed41,5,66,计算机科学与技术（智能与软件实验,,37,是,5200,5200,是,计算机类相关,,missing_subject_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-88ebab20e2b23c92,V3-f4e3f90f6f738c45,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10811,G-06d6761ecafe9d62,69,page-069,family_fit_full_ocr,family_fit_major_detail,M-9162c0db00afc0fa,6,67,数据科学与大数据技术,,13,是,5200,5200,是,计算机类相关,,missing_subject_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-7c058b996f583b87,V3-f4e3f90f6f738c45,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10811,G-06d6761ecafe9d62,69,page-069,family_fit_full_ocr,family_fit_major_detail,M-2e4cfb5c1e02763a,7,68,数字媒体技术KA◎Z,,25,是,4000,4000,是,数字媒体技术,,missing_subject_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-7b29d3b9354fd7a1,V3-f4e3f90f6f738c45,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10811,G-06d6761ecafe9d62,69,page-069,family_fit_full_ocr,family_fit_major_detail,M-6f45e0358062a335,8,GA,及专业代号,U,,否,,,否,,,missing_plan_count_candidate;missing_tuition_candidate;low_ocr_confidence,1,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,学费字段非纯数字或缺失；计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-e45b17542995fdf4,V3-07ae14d1db20edeb,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10820,G-facec610841ca140,70,page-070,family_fit_full_ocr,family_fit_major_detail,M-b1b11d1758e31fc0,1,A9,数字媒体技术（面向武汉）,要求,51,是,4000,4000,是,数字媒体技术,,,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
