事实准出任务汇总ID,来源事实准出门禁账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,任务汇总序号,稳定基座第一闭环明细任务ID,第一闭环核验结果ID,第一闭环证据状态公开账本ID,第一闭环下一步动作ID,稳定基座第一闭环页列包ID,页码版面键,来源页码,版面列,专业行ID,专业组出现ID,院校代码,字段名,执行泳道,核验动作层级,第一闭环页列优先级,事实范围数,字段事实数,专业名归属事实数,专业组边界事实数,事实准出状态分布,事实准出阻断等级分布,事实类型分布,PDF待补事实数,湖北官方待补事实数,高校辅证待补事实数,冲突待处理事实数,双人复核待完成事实数,三方闭环待完成事实数,可进入私有写回评审事实数,事实集合SHA16,任务准出动作,公开安全策略
FCFACTRESTASK-006da014376977cb,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,155,FIRSTDETAIL-bc52d0bfe89b62ce,FIRSTRESULT-72e33061dc3c0987,FIRSTEVID-a7802afbd3f5b710,FIRSTNEXT-bd055c5bd301a6d2,FIRSTPAGE-6bd94b5fb0abfec4,080-right,80,right,M-25748538eda5066c,G-43eaec6deac85123,C150,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,Q2-官网未匹配或高校辅证页列先核,2,1,1,0,blocked_double_review_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业名归属事实×1；字段事实-再选科目×1,2,2,0,0,2,2,0,595bc72bb3cfcceb,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-0a5bf31be238a198,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,156,FIRSTDETAIL-bdeb50f8fadf7f32,FIRSTRESULT-d51e34c0aea00dd2,FIRSTEVID-0f021e3781bbf55a,FIRSTNEXT-c41777067a13f70e,FIRSTPAGE-4c8c5f6279a32c04,070-right,70,right,M-30ddedf35876cad1,G-facec610841ca140,C108,专业计划数,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,Q2-官网未匹配或高校辅证页列先核,3,2,1,0,blocked_regular_pdf_hubei×2；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G6-常规PDF湖北官方闭环待完成×2,专业名归属事实×1；字段事实-专业计划数×1；字段事实-学费×1,3,3,0,0,0,3,0,60af5597a35b9d4c,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-fcb2c7b7a51323a9,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,157,FIRSTDETAIL-be264c75f53789f6,FIRSTRESULT-f36dbe2872d0bce0,FIRSTEVID-dc761e5c9dba3727,FIRSTNEXT-b460ea548e3faae5,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-b54865ae837a800d,G-01338c1d774310d5,K486,专业计划数,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,Q1-补缺或计划数偏大页列先核,3,3,0,0,blocked_b0_companion_pdf_hubei×3,G1-B0同页伴生事实阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,3,3,0,3,0,c8584f719853e6a9,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-2e2d60b9711a29cb,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,158,FIRSTDETAIL-c0a2392a807864d8,FIRSTRESULT-baeb547a1d2ef513,FIRSTEVID-11d8f26641cd5f03,FIRSTNEXT-c3123e2ede8b12d7,FIRSTPAGE-6bd94b5fb0abfec4,080-right,80,right,M-a961ae6bda479290,G-43eaec6deac85123,C150,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,Q2-官网未匹配或高校辅证页列先核,2,1,1,0,blocked_double_review_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业名归属事实×1；字段事实-再选科目×1,2,2,0,0,2,2,0,886db20b2b10f5d9,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-30a30010db2e57a4,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,159,FIRSTDETAIL-c33e439309ee3511,FIRSTRESULT-994958ec6e627b5f,FIRSTEVID-94150395271690e4,FIRSTNEXT-349347ad1ddb114e,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-b23da168ecf3a69d,G-01338c1d774310d5,K486,专业计划数,E1-计划数补缺或偏大优先核验,N3-无稳定候选人工看图,Q1-补缺或计划数偏大页列先核,1,1,0,0,blocked_b0_companion_pdf_hubei×1,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,1,1,0,1,1,1,0,9e9ceb90fba12b2f,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-903d8dc94dbde3f8,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,160,FIRSTDETAIL-c38ee9bcbc39ce19,FIRSTRESULT-d6aafdbf59ee1bae,FIRSTEVID-75ee528fb6141ddf,FIRSTNEXT-7d1243d0e1d34b96,FIRSTPAGE-49426baa76375e44,135-left,135,left,M-bf093921a5df7b57,G-158e8a85ddd262f3,F902,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,Q0-冲突页列第一批先核,2,2,0,0,blocked_w0_b0_core_pdf_hubei×2,G0-W0B0核心事实优先阻断×2,字段事实-专业计划数×1；字段事实-学费×1,2,2,2,2,2,2,0,2719db539a00640c,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-a931683348ed4bec,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,161,FIRSTDETAIL-c39ada606914bc7a,FIRSTRESULT-8a53a7ba08c18c82,FIRSTEVID-9ec2fd99004ee008,FIRSTNEXT-e0ad74855542ed6a,FIRSTPAGE-4c8c5f6279a32c04,070-right,70,right,M-e99202b2e2728622,G-facec610841ca140,C108,学费,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,Q2-官网未匹配或高校辅证页列先核,2,1,1,0,blocked_regular_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G6-常规PDF湖北官方闭环待完成×1,专业名归属事实×1；字段事实-学费×1,2,2,0,0,0,2,0,c4c23d9d6b7074a1,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-ae7468d62bc7b111,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,162,FIRSTDETAIL-c3ce91b769f888ee,FIRSTRESULT-4c875e75021e0eac,FIRSTEVID-8375e4adb2d2f11f,FIRSTNEXT-90c9b96326d28b08,FIRSTPAGE-ffc90431edf15154,018-left,18,left,M-1fb605576ebe5318,G-df1242f8618d3971,A033,专业计划数,E0-冲突异常双人优先核验,N3-无稳定候选人工看图,Q0-冲突页列第一批先核,1,1,0,0,blocked_b0_companion_pdf_hubei×1,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,1,1,0,1,1,1,0,206421b6d433649c,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-147c5357c0d66de1,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,163,FIRSTDETAIL-c44867e8ce0e0774,FIRSTRESULT-9272f8daa49e9e28,FIRSTEVID-1dd4dd92b00e8231,FIRSTNEXT-f4e5fd851d9993d1,FIRSTPAGE-ffc90431edf15154,018-left,18,left,M-d52b9b951aa3b3b1,G-2432826275c85956,A033,专业计划数,E0-冲突异常双人优先核验,N5-多源一致仍待湖北官方侧,Q0-冲突页列第一批先核,3,3,0,0,blocked_b0_companion_pdf_hubei×3,G1-B0同页伴生事实阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,3,3,0,3,0,41d6233195281a51,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-037c3c59812fdbb5,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,164,FIRSTDETAIL-c45ce9a5ad638ec1,FIRSTRESULT-420275dc74b97a64,FIRSTEVID-eeac575a3c13c405,FIRSTNEXT-fd8c32f51862672d,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-216cedcbd6540689,G-01338c1d774310d5,K486,专业计划数,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,Q1-补缺或计划数偏大页列先核,3,3,0,0,blocked_b0_companion_pdf_hubei×3,G1-B0同页伴生事实阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,3,3,0,3,0,217a548f4f12b7a3,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-7483a880d3e963e5,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,165,FIRSTDETAIL-c5ac679ddb002982,FIRSTRESULT-f6a8cea41b5ff451,FIRSTEVID-f3b6237dfd9d87dc,FIRSTNEXT-a7a3c2f6de3139ce,FIRSTPAGE-150f6369ef9f31d4,023-left,23,left,M-d00c26dbacdf01ae,G-d3f006c8e5f4feff,A075,专业计划数,E0-冲突异常双人优先核验,N2-机器坐标辅助核PDF原页,Q0-冲突页列第一批先核,1,1,0,0,blocked_double_review_pdf_hubei×1,G3-双人复核待完成×1,字段事实-专业计划数×1,1,1,0,0,1,1,0,344cd5d19496a8e9,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-b8906cece8b119b8,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,166,FIRSTDETAIL-cd888bce9d393364,FIRSTRESULT-00b106db4d74dc04,FIRSTEVID-e18ae23fda8df136,FIRSTNEXT-2291e7384388190c,FIRSTPAGE-6bd94b5fb0abfec4,080-right,80,right,M-ee8edcf5d811b7c5,G-43eaec6deac85123,C150,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,Q2-官网未匹配或高校辅证页列先核,2,1,1,0,blocked_double_review_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业名归属事实×1；字段事实-再选科目×1,2,2,0,0,2,2,0,ab236cd98141c3ef,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-bd0d213c8639bbef,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,167,FIRSTDETAIL-d130070db0608685,FIRSTRESULT-fe6b822b955e0c95,FIRSTEVID-56142eaac379156d,FIRSTNEXT-9016a902874767ab,FIRSTPAGE-e942d34407576c0d,209-right,209,right,M-8aed30091b7482da,G-e377a7e078e92213,K153,专业计划数,E0-冲突异常双人优先核验,N3-无稳定候选人工看图,Q0-冲突页列第一批先核,1,1,0,0,blocked_b0_companion_pdf_hubei×1,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,1,1,0,1,1,1,0,a5c12f56e7ee60a1,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-c06bfed0deadcdb5,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,168,FIRSTDETAIL-d1b16ab1e2bfb550,FIRSTRESULT-b42d2ff3765cd45a,FIRSTEVID-59cdf9ccbe64d4e6,FIRSTNEXT-e95ce48a26b534f9,FIRSTPAGE-4c0f16a37d308b85,056-left,56,left,M-3ed25d6b30d1fc38,G-2766d06d29e98f29,A193,专业计划数,E0-冲突异常双人优先核验,N2-机器坐标辅助核PDF原页,Q0-冲突页列第一批先核,1,1,0,0,blocked_b0_companion_pdf_hubei×1,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,1,1,0,1,1,1,0,d790227024552401,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-79f82c45f4892284,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,169,FIRSTDETAIL-d3b4542d9cf04623,FIRSTRESULT-0df1db812d95eed6,FIRSTEVID-12b3553793666167,FIRSTNEXT-d63b97f3198ab49c,FIRSTPAGE-49426baa76375e44,135-left,135,left,M-e61c577465bca697,G-158e8a85ddd262f3,F902,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,Q0-冲突页列第一批先核,2,2,0,0,blocked_w0_b0_core_pdf_hubei×2,G0-W0B0核心事实优先阻断×2,字段事实-专业计划数×1；字段事实-学费×1,2,2,2,2,2,2,0,637821aa7c4dc20f,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-a53b3c1666ec923e,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,170,FIRSTDETAIL-d3d836a7f7b9fd39,FIRSTRESULT-17fd9d7cee7c05c5,FIRSTEVID-32dc3fa4e64dc88f,FIRSTNEXT-73f80e87a471bcc6,FIRSTPAGE-ffc90431edf15154,018-left,18,left,M-1fb605576ebe5318,G-df1242f8618d3971,A033,专业计划数,E0-冲突异常双人优先核验,N5-多源一致仍待湖北官方侧,Q0-冲突页列第一批先核,3,3,0,0,blocked_b0_companion_pdf_hubei×3,G1-B0同页伴生事实阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,3,3,0,3,0,77e36f205a03b8ea,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-9df50c10d050ef6c,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,171,FIRSTDETAIL-d4cdf918277c76bf,FIRSTRESULT-8415db734a78deda,FIRSTEVID-6f10c5bd3a958148,FIRSTNEXT-163bc5854530eb3b,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-9807e5b6e5757591,G-01338c1d774310d5,K486,专业计划数,E1-计划数补缺或偏大优先核验,N2-机器坐标辅助核PDF原页,Q1-补缺或计划数偏大页列先核,1,1,0,0,blocked_b0_companion_pdf_hubei×1,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,1,1,0,1,0,1,0,c2aee51f6c17429c,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-8c3c069736f7c121,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,172,FIRSTDETAIL-d5c9c69ee717f2f3,FIRSTRESULT-e80215d7402f7d0f,FIRSTEVID-2aa0b3e076965680,FIRSTNEXT-d41c779ae8903c99,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-c3ff06ecc81ab136,G-01338c1d774310d5,K486,专业计划数,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,Q1-补缺或计划数偏大页列先核,3,3,0,0,blocked_b0_companion_pdf_hubei×3,G1-B0同页伴生事实阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,3,3,0,3,0,38dd0281ad22c4d1,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-ef418b278a8685a4,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,173,FIRSTDETAIL-d5d208cd0ff1bb9a,FIRSTRESULT-263aa29fbb3aa9dc,FIRSTEVID-2e07b42a0159374e,FIRSTNEXT-70c1ec89f18f1de9,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-896f6185282057cc,G-01338c1d774310d5,K486,专业计划数,E1-计划数补缺或偏大优先核验,N2-机器坐标辅助核PDF原页,Q1-补缺或计划数偏大页列先核,1,1,0,0,blocked_b0_companion_pdf_hubei×1,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,1,1,0,1,0,1,0,8d2623fd2e100c2f,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-4613e3ba9aa07b09,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,174,FIRSTDETAIL-d6b8d280a7b804f7,FIRSTRESULT-3f730b27ee678ea4,FIRSTEVID-e23834236351988d,FIRSTNEXT-765850b3c2142b29,FIRSTPAGE-6bd94b5fb0abfec4,080-right,80,right,M-0e83de1e95002dfd,G-43eaec6deac85123,C150,专业计划数,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,Q2-官网未匹配或高校辅证页列先核,3,2,1,0,blocked_regular_pdf_hubei×2；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G6-常规PDF湖北官方闭环待完成×2,专业名归属事实×1；字段事实-专业计划数×1；字段事实-学费×1,3,3,0,0,0,3,0,b6fe2f0620eda43f,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-c9e9cc2d30cbd365,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,175,FIRSTDETAIL-d82fb416df4cb6df,FIRSTRESULT-e15a47f51b8f142d,FIRSTEVID-ca71b2b20d30c492,FIRSTNEXT-1c2007ac116e8754,FIRSTPAGE-e942d34407576c0d,209-right,209,right,M-4d07d36dc438349c,G-e377a7e078e92213,K153,专业计划数,E0-冲突异常双人优先核验,N3-无稳定候选人工看图,Q0-冲突页列第一批先核,1,1,0,0,blocked_b0_companion_pdf_hubei×1,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,1,1,0,1,0,1,0,c4b943191b6b4724,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-87daced850334ff0,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,176,FIRSTDETAIL-d865ed334f79ac8b,FIRSTRESULT-e8e6ad7bb390313d,FIRSTEVID-bbe4f58fe2d396db,FIRSTNEXT-81b8f4a970ac59f0,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-d7ad035436e7d0f7,G-69a8112ee16cf2ba,H450,专业计划数,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,Q0-冲突页列第一批先核,2,2,0,0,blocked_b0_companion_pdf_hubei×2,G1-B0同页伴生事实阻断×2,字段事实-专业计划数×1；字段事实-学费×1,2,2,2,2,0,2,0,881c3f9a1cf13a37,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
