高校官网辅证机会ID,来源高校侧辅证刷新公开账本,来源B0B1官方源缺口优先表,来源C4C6高校源刷新执行包,来源C4C6结构化候选diff公开账本,来源C4C6高校官网补源尝试账本,来源高校官网补源种子表,来源湖北官方公开入口活体复查,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,执行建议序号,机会优先级,机会类型,自动收益分,院校代码,院校名称OCR,官网辅证自动动作,高校侧刷新批次,高校侧刷新任务类型,闭环优先级,官网证据强度,官网来源状态,来源文件类型集合,公开来源文件数量,公开来源URL数量,涉及招生明细数,涉及专业组数,涉及PDF页数,计划数冲突行数,官网补缺候选行数,强辅证抽检行数,部分来源待结构化行数,继续补源行数,仅章程规则行数,官网未匹配行数,字段辅证行数,B0B1缺口优先级,B0B1缺口类型,B0B1逐专业核验任务数,C4C6执行包数量,C4C6执行泳道集合,C4C6执行优先级集合,C4C6需补结构化明细数,C4C6需继续补源明细数,C4C6结构化diff优先级集合,C4C6综合结构化官网证据行数,C4C6专业名匹配明细数,C4C6未匹配明细数,C4C6无结构化官网源明细数,C4C6计划数一致候选数,C4C6官网可补OCR计划数候选数,C4C6计划数冲突候选数,C4C6可生成候选diff明细数,最新自动探针状态,最新自动探针摘要,候选官网URL数量,候选官网URL集合SHA256,种子官网URL数量,种子官网URL集合SHA256,本地公开来源文件集合SHA256,来源质量判断,自动化下一步,人工最小核验动作,保真边界,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源刷新状态,字段事实写回状态,公开安全策略,下一步
SCHOOLOPP-a89c3b904d372cdb,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,51,P1-高收益自动补源,O4-有入口但缺结构化源,333,K345,云南大学,C6-继续搜索高校官网2026湖北计划源,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,07-P2补源,needs_source,has_partial_source_needs_followup,部分来源待结构化,0,1,11,1,2,0,0,0,0,11,0,0,0,P1-已有线索待结构化,有官网线索但尚未结构化到逐专业证据,11,1,X1-C6有入口待获取湖北计划,01-P0取数,0,11,D5-有入口但仍缺结构化计划源,0,0,0,11,0,0,0,0,entry_200_api_403_forbidden,2026-06-28 入口页 http/https 均 200，f/ajax_zsjh 探针均 403；既有留存入口 HTML 和禁止访问 JSON 存在。,1,7977890edad3fe9f776a3fdc020102f0a9d28a67c25ad16041935f800192c66d,1,7977890edad3fe9f776a3fdc020102f0a9d28a67c25ad16041935f800192c66d,bac22e54e6b5fd5621e8c6cd17d4710a0ba848bf8d1c80a28141c517fcdec9cc,Q2-有入口或本地种子可复跑,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。,若进入最终候选，100% 回第19期原页/官方系统核专业组边界和计划数。；优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。
SCHOOLOPP-4fe65872606711ee,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,52,P1-高收益自动补源,O5-已有来源补结构化,332,A135,山东大学,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_reusable_2026_hubei_plan_source,未留存来源文件,0,1,13,3,2,0,0,0,13,0,0,0,0,,,0,1,X2-C4有入口但未留存结果,02-P1抓取,13,0,D2-已有结构化源计划数一致候选,24,10,3,0,3,7,0,10,,,0,,1,ec446d1e25e8d11a1ea4068de59ecfbf0cf104218f7dafbb3d6fe63f1461890c,34026f4be81afd5b9a03e30575c681c1512be4a701dadd5a7aba048fbc912e85,Q1-有结构化源且存在计划数一致候选,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。
SCHOOLOPP-432fd90382115493,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,53,P1-高收益自动补源,O4-有入口但缺结构化源,249,A022,北京林业大学,C6-继续搜索高校官网2026湖北计划源,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,07-P2补源,needs_source,has_partial_source_needs_followup,部分来源待结构化,0,1,8,1,1,0,0,0,0,8,0,0,0,P1-已有线索待结构化,有官网线索但尚未结构化到逐专业证据,8,1,X1-C6有入口待获取湖北计划,01-P0取数,0,8,D5-有入口但仍缺结构化计划源,0,0,0,8,0,0,0,0,entry_timeout_api_timeout_previous_forbidden,2026-06-28 http/https 入口和 f/ajax_zsjh 探针均超时；既有留存入口 HTML 存在，既有 API 探针返回 state=0/msg=禁止访问。,1,289917563a763f48e939771fb463f5eb6d2d12b2390ee374354100fa6770f0d0,1,289917563a763f48e939771fb463f5eb6d2d12b2390ee374354100fa6770f0d0,42df7f6f9b61df75019ef488628da6552ad9debeb456031bd322b29032c4c302,Q2-有入口或本地种子可复跑,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。,若进入最终候选，100% 回第19期原页/官方系统核专业组和逐专业计划；高校官网只作辅助。；优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。
SCHOOLOPP-b5c45cf5d9913236,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,54,P1-高收益自动补源,O5-已有来源补结构化,238,F305,忻州师范学院,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_partial_source_needs_followup,部分来源待结构化,0,1,8,3,1,0,0,0,8,0,0,0,0,,,0,1,X3-C4已有部分来源待结构化,03-P1结构化,8,0,D3-已有结构化源但计划数未闭合,15,7,1,0,0,7,0,7,,,0,,1,18a09ad624a3066e4d4218fbcfc2ad38d274cba515d4d4ed7db11b8946cb6239,a3325a0d83b1afe7a885de9945f417ecf3246d7a267a9f044668cb6d6ac7f391,Q2-有入口或本地种子可复跑,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。
SCHOOLOPP-ec712fce5435cd7e,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,55,P1-高收益自动补源,O5-已有来源补结构化,214,K153,成都信息工程大学,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_partial_source_needs_followup,部分来源待结构化,0,1,9,5,2,0,0,0,9,0,0,0,0,,,0,1,X3-C4已有部分来源待结构化,03-P1结构化,9,0,D2-已有结构化源计划数一致候选,38,6,3,0,2,4,0,6,,,0,,1,c9aef6168133f7deb5c8a911eb763ec8a55ae6599e81da1d130fa831bfca8e8b,c9f57e65f1465efa034ef04e72410f85b209b3a8daefc52088d1b683e5894a4b,Q1-有结构化源且存在计划数一致候选,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。
SCHOOLOPP-ee658102c805a854,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,56,P1-高收益自动补源,O5-已有来源补结构化,209,C150,武汉商学院,C3-字段辅证补充结构化后核原页,S2-高校官网来源结构化刷新,字段辅证补结构化,04-P1字段辅证,field_support,has_reusable_2026_hubei_plan_source,HTML,2,0,19,2,2,0,0,0,0,0,0,0,19,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,0,,c72ff8cfd50991d88432eb5dbb4378c2bb24fc16bd8962a07a8d956bad1ced60,Q6-来源质量待补充,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。,复跑或补结构化现有高校来源文件，只输出diff和任务桶；字段事实仍回PDF原页和湖北官方侧。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。
SCHOOLOPP-55f1ae2dedabc588,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,57,P1-高收益自动补源,O5-已有来源补结构化,200,A033,中国传媒大学,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_reusable_2026_hubei_plan_source,未留存来源文件,0,1,10,6,2,0,0,0,10,0,0,0,0,,,0,1,X2-C4有入口但未留存结果,02-P1抓取,10,0,D2-已有结构化源计划数一致候选,14,5,5,0,3,2,0,5,,,0,,1,79e5838faa49b52e0fe3035444c1dcdb3a791678605cd63e64273bef4b2af1f4,8ca6d4df5e5defc703783dd7e69f369595ac4b300f27f4ef052f26557cc662ae,Q1-有结构化源且存在计划数一致候选,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。
SCHOOLOPP-c49a6e9409a1f42d,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,58,P1-高收益自动补源,O5-已有来源补结构化,192,K485,西安财经大学,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_partial_source_needs_followup,部分来源待结构化,0,1,6,2,1,0,0,0,6,0,0,0,0,,,0,1,X3-C4已有部分来源待结构化,03-P1结构化,6,0,D3-已有结构化源但计划数未闭合,8,6,0,0,0,6,0,6,,,0,,1,a0276e995a56ebd1644c80a9a8e0c0704cd5736a86ec560081d4884d7f0fc39b,66d521328f4740af7f5d3df4e323dc8e54d19f59ec26c870b25eb5144a7ef09d,Q2-有入口或本地种子可复跑,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。
SCHOOLOPP-5775eb5f60a0a3cd,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,59,P1-高收益自动补源,O5-已有来源补结构化,174,K486,西安邮电大学,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_reusable_2026_hubei_plan_source,未留存来源文件,0,1,6,4,1,0,0,0,6,0,0,0,0,,,0,1,X2-C4有入口但未留存结果,02-P1抓取,6,0,D3-已有结构化源但计划数未闭合,25,5,1,0,0,5,0,5,,,0,,1,b0c968b677052aa6f78f79bcd0b0d05bf0b4499def836218420ece4ecf2c50e7,577a4f4f00baeed0436c7de8a450641dadae5889f2146c791e1389bea0952e85,Q2-有入口或本地种子可复跑,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。
SCHOOLOPP-4b2b693aef7b3471,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,60,P1-高收益自动补源,O4-有入口但缺结构化源,165,H439,山东财经大学,C6-继续搜索高校官网2026湖北计划源,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,07-P2补源,needs_source,has_partial_source_needs_followup,部分来源待结构化,0,1,5,1,1,0,0,0,0,5,0,0,0,P1-已有线索待结构化,有官网线索但尚未结构化到逐专业证据,5,1,X1-C6有入口待获取湖北计划,01-P0取数,0,5,D5-有入口但仍缺结构化计划源,0,0,0,5,0,0,0,0,tls_handshake_failure_entry_and_api,2026-06-28 http/https 入口和 f/ajax_zsjh 探针均出现 SSL/TLS handshake failure；既有留存入口 HTML 存在。,1,6fc4b21a2064a183ff6249925e8ef5553797bfcf29752410d5aad781dc7db42c,1,6fc4b21a2064a183ff6249925e8ef5553797bfcf29752410d5aad781dc7db42c,1bd5ce1ad73aa798b1cd74e7825c8fdc69eccf520e8dee9bfa45070c38a75f91,Q2-有入口或本地种子可复跑,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。,若进入最终候选，100% 回第19期原页/官方系统核逐专业字段。；优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。
SCHOOLOPP-db890764515e9d59,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,61,P1-高收益自动补源,O4-有入口但缺结构化源,109,K151,成都理工大学,C6-继续搜索高校官网2026湖北计划源,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,07-P2补源,needs_source,has_partial_source_needs_followup,部分来源待结构化,0,1,3,1,1,0,0,0,0,3,0,0,0,P1-已有线索待结构化,有官网线索但尚未结构化到逐专业证据,4,1,X1-C6有入口待获取湖北计划,01-P0取数,0,3,D5-有入口但仍缺结构化计划源,0,0,0,3,0,0,0,0,http_412_precondition_failed,2026-06-28 zsdata.cdut.edu.cn 入口和 lqxx/getList API 探针均返回 HTTP 412 Precondition Failed。,1,59dd89f0e1b646bb768a95904048284233c96a399edc36b4c473c3676edf3c4a,1,59dd89f0e1b646bb768a95904048284233c96a399edc36b4c473c3676edf3c4a,d976912cba672733af581eda39b0f3f39176bcf6f101003829f92828891b2bac,Q3-已有自动探针边界记录,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。,最终候选前核第19期原页/官方系统；高校源不可得时不得用旧数据补计划数。；优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。
SCHOOLOPP-4bfb40f910be7a2c,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,62,P1-高收益自动补源,O5-已有来源补结构化,96,K488,西安医学院,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_partial_source_needs_followup,部分来源待结构化,0,1,3,2,1,0,0,0,3,0,0,0,0,,,0,1,X3-C4已有部分来源待结构化,03-P1结构化,3,0,D3-已有结构化源但计划数未闭合,5,3,0,0,0,3,0,3,,,0,,1,2945da9c6713567b1523fa25f39ddcf95ff50475ead8bbb66ea7e9734a440e15,dfaa64b0f3ac9667ad2267d89883a1ea792a48b2553a236da0486e8e9a4bd351,Q2-有入口或本地种子可复跑,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。
