第一闭环事实范围缺口公开账本ID,来源第一闭环字段事实公开账本,来源第一闭环下一步动作矩阵,来源第一闭环页列下一步动作汇总,来源第一闭环证据状态账本,来源第一闭环页列证据汇总,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,事实序号,事实域,事实类型,事实粒度,事实闭环状态,稳定基座第一闭环明细任务ID,第一闭环字段事实公开账本ID,第一闭环下一步动作ID,第一闭环页列下一步动作ID,第一闭环证据状态公开账本ID,第一闭环页列证据状态汇总ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,执行泳道,核验动作层级,页列主阻断,事实缺口桶,PDF原页记录状态,湖北官方侧记录状态,高校辅证记录状态,双人复核状态,三方一致性状态,人工最小核验动作,完成条件,涉及任务数,涉及专业行数,涉及院校代码数,事实对象集合SHA256,页列任务集合SHA256,专业行集合SHA256,院校代码集合SHA256,是否字段事实,是否专业名归属事实,是否专业组边界事实,是否需要人工看图,是否需要双人复核,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
FIRSTSCOPE-4c83bf09deca4cca,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,11,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-9008da4b792e2d9c,FIRSTFACT-7ec9b4ddb7b1a37d,FIRSTNEXT-a76815064ca4265b,,FIRSTEVID-2de3ad7f20dcb930,,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-dc3b57515c994b61,G-158e8a85ddd262f3,F902,自动官网辅证任务,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,ae07497af2d87a5da832179352b17a0ec86e08e5a6da0346fa29a50bf8ff28e3,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-6131c40aa17e5a22,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,12,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-9008da4b792e2d9c,FIRSTFACT-edb4b689d4bf25c0,FIRSTNEXT-a76815064ca4265b,,FIRSTEVID-2de3ad7f20dcb930,,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-dc3b57515c994b61,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,039841da7f897adab42d960cb56423a87d3b691ad4eecaec0dbf6bb86760ffba,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-d0d93c06a3d045c2,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,13,字段事实,字段事实-再选科目,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-9008da4b792e2d9c,FIRSTFACT-af2aa366b08c0ed2,FIRSTNEXT-a76815064ca4265b,,FIRSTEVID-2de3ad7f20dcb930,,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-dc3b57515c994b61,G-158e8a85ddd262f3,F902,自动官网辅证任务,再选科目,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,aa697b1b8daf63554bdaefeb854b373a1228ba7b87f843a40dd6b0c377bbf920,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-5041b716ac6906b8,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,14,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-98835066fcfb9b8c,FIRSTFACT-52c25588f157bbec,FIRSTNEXT-74af63130dcdbbd9,,FIRSTEVID-995d2753611bae90,,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-4c1c9015c9d9aef3,G-158e8a85ddd262f3,F902,自动官网辅证任务,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,dc04f1d97e64afcd8394b91c0bf182f9107c7039e5add080a0ac911093cae820,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-f269f651675afee5,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,15,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-98835066fcfb9b8c,FIRSTFACT-8308e13f1a259240,FIRSTNEXT-74af63130dcdbbd9,,FIRSTEVID-995d2753611bae90,,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-4c1c9015c9d9aef3,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,8d7e4d934255c0e69afd1bc097d79038466fa1816a405fbedbca414ed13ef264,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-feaf4f2b9ff9a501,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,16,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-9d2efbd617a42fa2,FIRSTFACT-ffe0ef3f2c7a8f33,FIRSTNEXT-75e16e2dd9d11005,,FIRSTEVID-c68ad5b5f546a31d,,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-e169ec05a319416b,G-158e8a85ddd262f3,F902,自动官网辅证任务,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,377c28a7d2bac5b239241b38995533fb2f88aa8cde0259b1a29e257ee80f7cb7,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-9f48862bd32fdb9e,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,17,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-9d2efbd617a42fa2,FIRSTFACT-1f4225f66f5bd3b5,FIRSTNEXT-75e16e2dd9d11005,,FIRSTEVID-c68ad5b5f546a31d,,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-e169ec05a319416b,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,f6df1c809ab205a1036c1f3d5f3c2307ac9321926964b783a8eb6569f4095607,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-ba2400c007be00aa,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,18,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-c38ee9bcbc39ce19,FIRSTFACT-4b504c4890acee9b,FIRSTNEXT-7d1243d0e1d34b96,,FIRSTEVID-75ee528fb6141ddf,,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-bf093921a5df7b57,G-158e8a85ddd262f3,F902,自动官网辅证任务,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,b4a504b264cee847c0a414042bb2c73eb27ee245d06bde715e46331cc69b2d58,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-6377ffd91f525824,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,19,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-c38ee9bcbc39ce19,FIRSTFACT-59391cef19af67bc,FIRSTNEXT-7d1243d0e1d34b96,,FIRSTEVID-75ee528fb6141ddf,,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-bf093921a5df7b57,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,becce971e9d5fc3d74840857de4ad2abe062a046fc6b3515f6c020afb168682a,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-60cb4958ec90cb93,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,20,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-d3b4542d9cf04623,FIRSTFACT-5d1818dc3669f204,FIRSTNEXT-d63b97f3198ab49c,,FIRSTEVID-12b3553793666167,,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-e61c577465bca697,G-158e8a85ddd262f3,F902,自动官网辅证任务,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,21af48bedc6188444f495ce5d141ad30e10e3c677b07a19fbdee4b5a248cdfad,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-2f98d06dc6ca0cbb,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,21,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-d3b4542d9cf04623,FIRSTFACT-3e6d1c4b1133b772,FIRSTNEXT-d63b97f3198ab49c,,FIRSTEVID-12b3553793666167,,FIRSTPAGE-49426baa76375e44,135,left,135-left,M-e61c577465bca697,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,7563eb46fc81874672a65083a191b4a9d8c5c35349b23180a7826f4c599923a1,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-09d6b2c4d1dfbdec,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,22,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-393dba8354b77b5e,FIRSTFACT-c80477584fc0afdd,FIRSTNEXT-043a03c5c6a87544,,FIRSTEVID-4edb65f15e1010da,,FIRSTPAGE-97ab0abc16a6bf85,199,left,199-left,M-c0e205bf9e212204,G-37268c0379be16ef,H945,自动官网辅证任务,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,2580d8544e0c522c462bb169826c36852443681d009b398964e4a59713154083,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
