来源期号,来源PDF_SHA256,数据阶段,最终可用,复核状态,复核任务ID,复核对象类型,字段类别,字段名称,关联类型,关联原候选,院校代码,院校名称,2026院校专业组代码,专业组出现ID,专业行ID,组内序号,专业代号,专业名称及备注,来源页码,页图文件名,证据来源,OCR原值,OCR风险提示,原PDF人工确认值,湖北官方系统确认值,高校官网/章程确认值,家庭确认值,私有证据编号,核验责任阶段,字段核验状态,是否阻断候选升级,复核优先级,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-950ce69b5c3e5af6,专业字段,专业明细,学费,同校偏好专业补充组,成都理工大学 K15123 第23组,K151,成都理工大学,K15114,,,2,54,智能科学与技术（宜宾校区）,208,page-208.png,page_visual_review_seed;not_in_full_major_workbench,6240,页208：专业组11；专业明细83；结构异常19；候选命中0；P0-优先核页,,,,,,核学费是否为正常学费且不超过家庭上限,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-fd1ecd82578ae9fe,专业字段,专业明细,计划数,同校偏好专业补充组,成都理工大学 K15123 第23组,K151,成都理工大学,K15114,,,2,54,智能科学与技术（宜宾校区）,208,page-208.png,page_visual_review_seed;not_in_full_major_workbench,4,页208：专业组11；专业明细83；结构异常19；候选命中0；P0-优先核页,,,,,,核招生计划数是否准确,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-9fac896ba3e2416b,专业字段,专业明细,调剂影响,同校偏好专业补充组,成都理工大学 K15123 第23组,K151,成都理工大学,K15114,,,2,54,智能科学与技术（宜宾校区）,208,page-208.png,page_visual_review_seed;not_in_full_major_workbench,待判断,页208：专业组11；专业明细83；结构异常19；候选命中0；P0-优先核页,,,,,,判断该专业是否会影响本组服从调剂,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-7a5e4637bdbf9be7,专业字段,专业明细,专业代号,同校偏好专业补充组,成都理工大学 K15123 第23组,K151,成都理工大学,K15114,G-c0ac61e747e0bdfb,M-3ddd7aeb58c23a87,3,55,电子信息工程（宜宾校区）,208,page-208.png,page_visual_review_seed;exact_full_major_match,55,页208：专业组11；专业明细83；结构异常19；候选命中0；P0-优先核页,,,,,,核专业代号是否准确,pending,是,P2-字段常规核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-d94554c3de7604a4,专业字段,专业明细,专业名称,同校偏好专业补充组,成都理工大学 K15123 第23组,K151,成都理工大学,K15114,G-c0ac61e747e0bdfb,M-3ddd7aeb58c23a87,3,55,电子信息工程（宜宾校区）,208,page-208.png,page_visual_review_seed;exact_full_major_match,电子信息工程（宜宾校区）,页208：专业组11；专业明细83；结构异常19；候选命中0；P0-优先核页,,,,,,核专业名称和方向备注是否准确,pending,是,P2-字段常规核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-5b0c83daec487b02,专业字段,专业明细,专业接受度,同校偏好专业补充组,成都理工大学 K15123 第23组,K151,成都理工大学,K15114,G-c0ac61e747e0bdfb,M-3ddd7aeb58c23a87,3,55,电子信息工程（宜宾校区）,208,page-208.png,page_visual_review_seed;exact_full_major_match,待了解,页208：专业组11；专业明细83；结构异常19；候选命中0；P0-优先核页,,,,,,由家庭确认可接受、勉强接受或不能接受,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-f660edb5d72c9804,专业字段,专业明细,再选科目,同校偏好专业补充组,成都理工大学 K15123 第23组,K151,成都理工大学,K15114,G-c0ac61e747e0bdfb,M-3ddd7aeb58c23a87,3,55,电子信息工程（宜宾校区）,208,page-208.png,page_visual_review_seed;exact_full_major_match,化学,页208：专业组11；专业明细83；结构异常19；候选命中0；P0-优先核页,,,,,,核再选科目是否匹配化学、地理组合,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-829e190818eca9ef,专业字段,专业明细,备注/限制,同校偏好专业补充组,成都理工大学 K15123 第23组,K151,成都理工大学,K15114,G-c0ac61e747e0bdfb,M-3ddd7aeb58c23a87,3,55,电子信息工程（宜宾校区）,208,page-208.png,page_visual_review_seed;exact_full_major_match,电子信息工程（宜宾校区）,页208：专业组11；专业明细83；结构异常19；候选命中0；P0-优先核页,,,,,,核校区、语种、单科、体检、合作办学、专项等备注,pending,是,P2-字段常规核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-104deac6b227776f,专业字段,专业明细,学费,同校偏好专业补充组,成都理工大学 K15123 第23组,K151,成都理工大学,K15114,G-c0ac61e747e0bdfb,M-3ddd7aeb58c23a87,3,55,电子信息工程（宜宾校区）,208,page-208.png,page_visual_review_seed;exact_full_major_match,6240,页208：专业组11；专业明细83；结构异常19；候选命中0；P0-优先核页,,,,,,核学费是否为正常学费且不超过家庭上限,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-fabe796f5c59a7bf,专业字段,专业明细,计划数,同校偏好专业补充组,成都理工大学 K15123 第23组,K151,成都理工大学,K15114,G-c0ac61e747e0bdfb,M-3ddd7aeb58c23a87,3,55,电子信息工程（宜宾校区）,208,page-208.png,page_visual_review_seed;exact_full_major_match,2,页208：专业组11；专业明细83；结构异常19；候选命中0；P0-优先核页,,,,,,核招生计划数是否准确,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-72e27016ab090af4,专业字段,专业明细,调剂影响,同校偏好专业补充组,成都理工大学 K15123 第23组,K151,成都理工大学,K15114,G-c0ac61e747e0bdfb,M-3ddd7aeb58c23a87,3,55,电子信息工程（宜宾校区）,208,page-208.png,page_visual_review_seed;exact_full_major_match,待判断,页208：专业组11；专业明细83；结构异常19；候选命中0；P0-优先核页,,,,,,判断该专业是否会影响本组服从调剂,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-5242b56050ff0961,专业组字段,专业组,PDF原页,同校偏好专业补充组,成都理工大学 K15123 第23组,K151,成都理工大学,K15114,,,,,,208,page-208.png,page_visual_review_seed,208,体检或色觉限制；原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；页208：专业组11；专业明细83；结构异常19；候选命中0；P0-优先核页,,,,,,回看第19期原PDF页，确认页码、栏位、组号和组内范围,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-cafe67e5f3d33ac1,专业组字段,专业组,专业组代码,同校偏好专业补充组,成都理工大学 K15123 第23组,K151,成都理工大学,K15114,,,,,,208,page-208.png,page_visual_review_seed,K15114,体检或色觉限制；原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；页208：专业组11；专业明细83；结构异常19；候选命中0；P0-优先核页,,,,,,核院校专业组代码是否与第19期和官方系统一致,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-58a8fe5b3ca7f44e,专业组字段,专业组,专业组边界,同校偏好专业补充组,成都理工大学 K15123 第23组,K151,成都理工大学,K15114,,,,,,208,page-208.png,page_visual_review_seed,3,体检或色觉限制；原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；页208：专业组11；专业明细83；结构异常19；候选命中0；P0-优先核页,,,,,,核该专业组下全部专业是否完整，尤其是跨页、同校相邻组和0明细组,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-ffccd0a296f7897b,专业组字段,专业组,历史投档线,同校偏好专业补充组,成都理工大学 K15123 第23组,K151,成都理工大学,K15114,,,,,,208,page-208.png,page_visual_review_seed,false,体检或色觉限制；原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；页208：专业组11；专业明细83；结构异常19；候选命中0；P0-优先核页,,,,,,确认2026专业组是否能沿用2023-2025历史投档线参照,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-454aca76a4f2d43f,专业组字段,专业组,家庭接受度,同校偏好专业补充组,成都理工大学 K15123 第23组,K151,成都理工大学,K15114,,,,,,208,page-208.png,page_visual_review_seed,pending_family_acceptance_review,体检或色觉限制；原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；页208：专业组11；专业明细83；结构异常19；候选命中0；P0-优先核页,,,,,,确认组内全部专业是否能接受,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-cf596ef570bfeee4,专业组字段,专业组,湖北官方系统/省招办计划,同校偏好专业补充组,成都理工大学 K15123 第23组,K151,成都理工大学,K15114,,,,,,208,page-208.png,page_visual_review_seed,pending_hubei_official_plan_review,体检或色觉限制；原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；页208：专业组11；专业明细83；结构异常19；候选命中0；P0-优先核页,,,,,,登录湖北官方系统或使用省招办计划核对专业组和计划,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-83baf0f0392c4b67,专业组字段,专业组,调剂结论,同校偏好专业补充组,成都理工大学 K15123 第23组,K151,成都理工大学,K15114,,,,,,208,page-208.png,page_visual_review_seed,pending_transfer_decision,体检或色觉限制；原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；页208：专业组11；专业明细83；结构异常19；候选命中0；P0-优先核页,,,,,,确认是否可以服从该院校专业组内调剂,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-50092879814191a0,专业组字段,专业组,高校官网/招生章程,同校偏好专业补充组,成都理工大学 K15123 第23组,K151,成都理工大学,K15114,,,,,,208,page-208.png,page_visual_review_seed,pending_school_charter_review,体检或色觉限制；原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；页208：专业组11；专业明细83；结构异常19；候选命中0；P0-优先核页,,,,,,核高校官网或招生章程是否支持专业、学费、校区、限制条件,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-4f958d2f95c551e7,专业字段,专业明细,专业代号,同校偏好专业补充组,成都师范学院 K17903 第03组,K179,成都师范学院,K17905,G-24ad0a9ce0e108f8,M-b5b35c3f6ffedf7c,1,05,数字媒体技术院校专业组及专业代号,212,page-212.png,full_ocr_draft;exact_full_major_match,05,结构异常规则ID:major_text_embeds_page_header；结构异常类型:专业名称疑似串入页眉或栏目文字；页212：专业组27；专业明细52；结构异常20；候选命中3；P0-优先核页,,,,,,核专业代号是否准确,pending,是,P1-字段高优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-bea7f267d7266c92,专业字段,专业明细,专业名称,同校偏好专业补充组,成都师范学院 K17903 第03组,K179,成都师范学院,K17905,G-24ad0a9ce0e108f8,M-b5b35c3f6ffedf7c,1,05,数字媒体技术院校专业组及专业代号,212,page-212.png,full_ocr_draft;exact_full_major_match,数字媒体技术院校专业组及专业代号,结构异常规则ID:major_text_embeds_page_header；结构异常类型:专业名称疑似串入页眉或栏目文字；页212：专业组27；专业明细52；结构异常20；候选命中3；P0-优先核页,,,,,,核专业名称和方向备注是否准确,pending,是,P1-字段高优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-f16c71e08b3d8a68,专业字段,专业明细,专业接受度,同校偏好专业补充组,成都师范学院 K17903 第03组,K179,成都师范学院,K17905,G-24ad0a9ce0e108f8,M-b5b35c3f6ffedf7c,1,05,数字媒体技术院校专业组及专业代号,212,page-212.png,full_ocr_draft;exact_full_major_match,字段异常待核验,结构异常规则ID:major_text_embeds_page_header；结构异常类型:专业名称疑似串入页眉或栏目文字；页212：专业组27；专业明细52；结构异常20；候选命中3；P0-优先核页,,,,,,由家庭确认可接受、勉强接受或不能接受,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-e6ef69b476e83cfc,专业字段,专业明细,再选科目,同校偏好专业补充组,成都师范学院 K17903 第03组,K179,成都师范学院,K17905,G-24ad0a9ce0e108f8,M-b5b35c3f6ffedf7c,1,05,数字媒体技术院校专业组及专业代号,212,page-212.png,full_ocr_draft;exact_full_major_match,「化学,结构异常规则ID:major_text_embeds_page_header；结构异常类型:专业名称疑似串入页眉或栏目文字；页212：专业组27；专业明细52；结构异常20；候选命中3；P0-优先核页,,,,,,核再选科目是否匹配化学、地理组合,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-e6159d47358dbf88,专业字段,专业明细,备注/限制,同校偏好专业补充组,成都师范学院 K17903 第03组,K179,成都师范学院,K17905,G-24ad0a9ce0e108f8,M-b5b35c3f6ffedf7c,1,05,数字媒体技术院校专业组及专业代号,212,page-212.png,full_ocr_draft;exact_full_major_match,数字媒体技术院校专业组及专业代号,结构异常规则ID:major_text_embeds_page_header；结构异常类型:专业名称疑似串入页眉或栏目文字；页212：专业组27；专业明细52；结构异常20；候选命中3；P0-优先核页,,,,,,核校区、语种、单科、体检、合作办学、专项等备注,pending,是,P1-字段高优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-03888a78da30d835,专业字段,专业明细,学费,同校偏好专业补充组,成都师范学院 K17903 第03组,K179,成都师范学院,K17905,G-24ad0a9ce0e108f8,M-b5b35c3f6ffedf7c,1,05,数字媒体技术院校专业组及专业代号,212,page-212.png,full_ocr_draft;exact_full_major_match,5200,结构异常规则ID:major_text_embeds_page_header；结构异常类型:专业名称疑似串入页眉或栏目文字；页212：专业组27；专业明细52；结构异常20；候选命中3；P0-优先核页,,,,,,核学费是否为正常学费且不超过家庭上限,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-f4f118511a4455aa,专业字段,专业明细,计划数,同校偏好专业补充组,成都师范学院 K17903 第03组,K179,成都师范学院,K17905,G-24ad0a9ce0e108f8,M-b5b35c3f6ffedf7c,1,05,数字媒体技术院校专业组及专业代号,212,page-212.png,full_ocr_draft;exact_full_major_match,2,结构异常规则ID:major_text_embeds_page_header；结构异常类型:专业名称疑似串入页眉或栏目文字；页212：专业组27；专业明细52；结构异常20；候选命中3；P0-优先核页,,,,,,核招生计划数是否准确,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-6e9b474673be8ec2,专业字段,专业明细,调剂影响,同校偏好专业补充组,成都师范学院 K17903 第03组,K179,成都师范学院,K17905,G-24ad0a9ce0e108f8,M-b5b35c3f6ffedf7c,1,05,数字媒体技术院校专业组及专业代号,212,page-212.png,full_ocr_draft;exact_full_major_match,待判断,结构异常规则ID:major_text_embeds_page_header；结构异常类型:专业名称疑似串入页眉或栏目文字；页212：专业组27；专业明细52；结构异常20；候选命中3；P0-优先核页,,,,,,判断该专业是否会影响本组服从调剂,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-faed34bd4ed5ebfd,专业组字段,专业组,PDF原页,同校偏好专业补充组,成都师范学院 K17903 第03组,K179,成都师范学院,K17905,,,,,,212,page-212.png,full_ocr_draft,212,原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；OCR结构异常修正；页212：专业组27；专业明细52；结构异常20；候选命中3；P0-优先核页,,,,,,回看第19期原PDF页，确认页码、栏位、组号和组内范围,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-9c5dbdca4b14504c,专业组字段,专业组,专业组代码,同校偏好专业补充组,成都师范学院 K17903 第03组,K179,成都师范学院,K17905,,,,,,212,page-212.png,full_ocr_draft,K17905,原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；OCR结构异常修正；页212：专业组27；专业明细52；结构异常20；候选命中3；P0-优先核页,,,,,,核院校专业组代码是否与第19期和官方系统一致,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-9c2cd9d238aa857b,专业组字段,专业组,专业组边界,同校偏好专业补充组,成都师范学院 K17903 第03组,K179,成都师范学院,K17905,,,,,,212,page-212.png,full_ocr_draft,1,原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；OCR结构异常修正；页212：专业组27；专业明细52；结构异常20；候选命中3；P0-优先核页,,,,,,核该专业组下全部专业是否完整，尤其是跨页、同校相邻组和0明细组,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-167ef66a79a16dba,专业组字段,专业组,历史投档线,同校偏好专业补充组,成都师范学院 K17903 第03组,K179,成都师范学院,K17905,,,,,,212,page-212.png,full_ocr_draft,false,原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；OCR结构异常修正；页212：专业组27；专业明细52；结构异常20；候选命中3；P0-优先核页,,,,,,确认2026专业组是否能沿用2023-2025历史投档线参照,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-513cf1c130b35157,专业组字段,专业组,家庭接受度,同校偏好专业补充组,成都师范学院 K17903 第03组,K179,成都师范学院,K17905,,,,,,212,page-212.png,full_ocr_draft,pending_family_acceptance_review,原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；OCR结构异常修正；页212：专业组27；专业明细52；结构异常20；候选命中3；P0-优先核页,,,,,,确认组内全部专业是否能接受,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-475f1da42899353f,专业组字段,专业组,湖北官方系统/省招办计划,同校偏好专业补充组,成都师范学院 K17903 第03组,K179,成都师范学院,K17905,,,,,,212,page-212.png,full_ocr_draft,pending_hubei_official_plan_review,原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；OCR结构异常修正；页212：专业组27；专业明细52；结构异常20；候选命中3；P0-优先核页,,,,,,登录湖北官方系统或使用省招办计划核对专业组和计划,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-86cb5d1d4e647d68,专业组字段,专业组,调剂结论,同校偏好专业补充组,成都师范学院 K17903 第03组,K179,成都师范学院,K17905,,,,,,212,page-212.png,full_ocr_draft,pending_transfer_decision,原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；OCR结构异常修正；页212：专业组27；专业明细52；结构异常20；候选命中3；P0-优先核页,,,,,,确认是否可以服从该院校专业组内调剂,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-96207ee70624669f,专业组字段,专业组,高校官网/招生章程,同校偏好专业补充组,成都师范学院 K17903 第03组,K179,成都师范学院,K17905,,,,,,212,page-212.png,full_ocr_draft,pending_school_charter_review,原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；OCR结构异常修正；页212：专业组27；专业明细52；结构异常20；候选命中3；P0-优先核页,,,,,,核高校官网或招生章程是否支持专业、学费、校区、限制条件,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
