页级闭环索引ID,来源逐专业闭环批次表,来源期号,来源PDF_SHA256,数据阶段,索引粒度,最终可用,可进入下一阶段,PDF页码,页级执行总序,页面专业明细数,涉及院校数,涉及专业组数,C0_P0主批次专业明细数,C1字段缺口主批次专业明细数,C2官网辅证主批次专业明细数,C3常规三方主批次专业明细数,C4低风险抽检主批次专业明细数,含官网辅证任务专业明细数,B0B1官网差异专业明细数,有高校官网来源线索专业明细数,偏好专业明细数,数字媒体技术专业明细数,计算机类相关专业明细数,师范类相关专业明细数,字段缺口字段Top,首个专业行ID,首个院校代码,首个院校名称OCR,首要核验动作,下一步
CLOSEPAGE-95e815d1541bf6f3,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,134,499,64,10,18,24,40,0,0,0,0,0,0,10,0,8,2,专业计划数；再选科目；学费,M-1dc7fe6c65f07295,F895,淮安大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-9e071a3a594a8964,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,136,500,77,14,19,38,38,0,1,0,0,0,0,17,0,17,0,专业计划数；再选科目；学费,M-4d23e6ec527216b2,F956,扬州大学广陵学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-91dfde1d6e005e42,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,132,505,54,4,8,15,39,0,0,0,0,0,0,7,0,7,0,再选科目；专业计划数,M-211ca4d9079b2e31,F871,常州大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-50336bc687eb161e,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,145,523,56,11,19,31,20,0,4,1,0,0,0,13,0,5,8,再选科目；专业计划数,M-dbc5d9518ba2dccd,H130,院西学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-39dfc9ffd3253c48,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,149,530,59,12,21,14,41,0,2,2,0,0,0,17,0,11,6,再选科目；专业计划数；学费,M-45e55efa78c67611,H266,厦门华厦学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-775bc5c30e27f0e5,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,120,540,64,4,12,9,48,0,4,3,0,0,0,3,0,3,0,再选科目；专业计划数,M-d0e59a1154cd46a5,F584,吉林化工大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-6052521b7625e31d,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,156,542,54,3,14,26,26,0,1,1,0,0,0,6,0,6,0,再选科目；专业计划数,M-87cb6351ccd48f4e,H316,江西农业大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-a929eb33e338738d,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,164,561,78,5,12,18,60,0,0,0,0,0,0,7,0,6,1,专业计划数；再选科目,M-ffe5bc5635b63787,H418,青岛理工大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-9d8974baddfc0e53,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,155,562,50,3,9,2,45,0,3,0,0,0,0,4,0,3,1,再选科目；专业计划数；学费,M-821a212944c32d0a,H315,景德镇陶瓷大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-74cbd2c215c2c13c,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,165,563,89,4,9,40,49,0,0,0,0,0,0,7,0,6,1,再选科目；专业计划数；学费,M-e90e2e4371492a22,H421,（山东理工大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-717b2f3d88168305,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,170,570,61,14,22,23,38,0,0,0,0,0,0,14,0,14,0,专业计划数；再选科目,M-bda9a91b6feb9b18,H497,青岛城市学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-7320828c9153b2a9,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,144,571,95,4,7,22,69,0,2,2,0,0,0,9,0,9,0,再选科目；专业计划数；学费,M-9af2d40bae303c69,H120,安徽农业大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-c1aa04bf421e5b38,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,172,575,70,3,14,22,48,0,0,0,0,0,0,11,0,11,0,专业计划数；再选科目；学费,M-619a039a024e8ed1,H544,郑州轻工业大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-94940e534aedd3f6,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,171,580,65,10,22,30,28,0,5,2,0,0,0,15,0,15,0,再选科目；专业计划数；学费,M-8f83b199657076ab,H510,烟台科技学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-572e20738130fddc,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,173,581,66,4,15,8,56,0,2,0,0,0,0,4,0,4,0,再选科目；专业计划数；学费,M-845b7532ccd79735,H546,河南科技大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-26e7458dc56ab283,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,177,590,61,13,32,13,33,0,4,11,0,0,0,10,0,7,3,再选科目；专业计划数,M-d69d091f96f4973a,H575,河南财政金融学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-5c8f5ac0b7ad23c1,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,176,597,61,9,22,25,28,0,3,5,0,0,0,7,0,5,2,再选科目；专业计划数,M-e977f59ab39f5802,H570,新乡学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-ae1e7198bc3074ff,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,162,603,45,6,16,19,26,0,0,0,0,0,0,7,0,6,1,专业计划数；再选科目；学费,M-8538267c222fc9fd,H376,南昌航空大学科技学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-dc685e2c3fd7a3a6,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,183,608,91,6,13,6,72,0,13,0,0,0,0,13,0,13,0,再选科目；专业计划数,M-27dd18befd427278,H679,湖南工程学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-cfa2ed2aac6d61f4,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,185,622,69,9,17,26,40,0,2,1,0,0,0,11,0,8,3,再选科目；专业计划数；学费,M-62a9a105ff34ddb2,H738,湖南交通工程学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-acf1fffc01dc0193,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,188,630,42,7,17,16,21,0,5,0,0,0,0,13,0,6,7,再选科目；专业计划数；学费,M-ed5607735bd0b960,H786,深圳大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-3a2dc677d8e85ac8,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,190,631,52,5,17,20,32,0,0,0,0,0,0,9,0,7,2,专业计划数；再选科目；学费,M-82da664747b19e7a,H794,广东石油化工学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-19a448c01aa2e7d5,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,192,638,58,10,19,31,27,0,0,0,0,0,0,21,0,21,0,专业计划数；再选科目；学费,M-76c1f69bb36731a4,H806,深圳理工大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-14bb99f81147d270,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,193,645,46,13,21,42,4,0,0,0,0,0,0,11,0,11,0,学费；再选科目；专业计划数,M-916319abbd3da52f,H846,广州应用科技学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-2a79f14120945873,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,194,655,45,6,12,23,22,0,0,0,0,0,0,5,0,5,0,专业计划数；再选科目；学费,M-ce643b7f5ba5d002,H857,北师香港浸会大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-4dea1daedbe9dc1d,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,196,667,51,5,22,34,17,0,0,0,0,0,0,13,0,6,7,专业计划数；再选科目,M-5ae4e40ddd1a7767,H899,南宁师范大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-9a79be611e0267e1,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,99,675,55,2,17,13,36,0,5,1,0,0,0,4,0,4,0,再选科目；专业计划数；学费,M-2309d1f506ea2946,F179,河北工业大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-310b86e0b62b8285,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,100,678,39,3,28,12,26,0,1,0,0,0,0,5,0,5,0,专业计划数；再选科目,M-4312546b001addec,F181,河北科技大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-9f9af029585ba014,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,200,681,67,4,13,29,38,0,0,0,0,0,0,13,0,11,2,专业计划数；再选科目；学费,M-b3108587c22608f6,K001,海南大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-4afa8f9e90756f0f,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,206,694,47,4,11,12,32,0,3,0,0,0,0,11,0,10,1,再选科目；专业计划数,M-568d106c076c263c,K113,重庆工程学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-5e796e48332af414,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,110,704,86,11,16,18,64,0,2,2,0,0,0,14,0,14,0,再选科目；专业计划数；学费,M-0fec1761614a4244,F315,山西工程科技职业大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-9a15f42d1c524c30,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,214,708,52,7,24,8,31,0,11,2,0,0,0,4,0,4,0,再选科目；专业计划数,M-467544ca2fb3b48f,K227,吉利学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-0bad865a02d82f49,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,216,713,38,9,22,12,13,0,8,5,0,0,0,11,0,6,5,再选科目；专业计划数；学费,M-e3e8ed4c935ec557,K273,贵州商学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-f37062d9a65543a4,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,220,721,70,8,24,15,52,0,3,0,0,0,0,17,0,7,11,再选科目；专业计划数；学费,M-445e864efef6cd07,K362,楚雄师范学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-1c6637a8f2e1f75e,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,222,724,59,6,17,26,26,0,4,3,0,0,0,10,0,8,2,再选科目；专业计划数；学费,M-6c8dd30f06d41db9,K461,西北大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-bc15c774dca4499e,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,224,725,63,5,22,18,41,0,4,0,0,0,0,11,0,10,1,再选科目；专业计划数；学费,M-f4dc30f74c89a90d,K468,陕西科技大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-cad06f3c4901bbcd,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,228,745,72,5,9,33,39,0,0,0,0,0,0,7,0,7,0,专业计划数；再选科目,M-9142fbbe8a759d25,K571,兰州理工大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-4f0f5c96ca8457cc,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,232,751,60,6,12,8,47,0,5,0,0,0,0,9,0,7,2,再选科目；专业计划数；学费,M-05c8189697916a4c,K725,宁夏大学新华学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-52fdb9f68c503e11,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,233,752,76,4,11,23,47,0,4,2,0,0,0,6,0,4,2,再选科目；专业计划数；学费,M-20977b86c9fb01ef,K750,石河子大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-0ec09ef9836da03f,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,234,757,56,2,8,28,28,0,0,0,0,0,0,14,0,4,11,再选科目；专业计划数,M-4e384e6780123d2b,K751,新疆医科大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-0286dd552c9bea9a,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,43,764,61,3,11,7,52,0,1,1,0,0,0,12,0,5,7,再选科目；学费；专业计划数,M-a3b3fb4cce94a6b1,A151,华中师范大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-ac2646028f5b8b9b,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,152,774,46,1,9,14,29,0,3,0,0,0,0,5,0,5,0,再选科目；专业计划数；学费,M-60751bf64d06d79d,H310,南昌大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-06349be70bd2d5dd,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,154,775,55,3,10,11,41,0,3,0,0,0,0,7,0,7,0,再选科目；专业计划数,M-c07647e938b31518,H313,南昌航空大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-a6f16ab483da9847,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,153,779,63,7,11,2,59,0,1,1,0,0,0,8,0,8,0,再选科目；专业计划数；学费,M-76e1b2183add319e,H311,华东交通大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-6b6277afcb65d335,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,159,783,66,5,15,5,54,0,6,1,0,0,0,22,0,19,4,再选科目；专业计划数；学费,M-9487489e2418d887,H323,井冈山大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-69e56976fc9bee70,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,166,795,49,7,24,41,8,0,0,0,0,0,0,2,0,2,0,专业计划数；再选科目,M-d903398c948cc6cb,H425,山东,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-7f03f3f2febc46f3,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,201,857,55,3,16,9,38,0,7,1,0,0,0,18,0,6,13,再选科目；学费；专业计划数,M-dbce82bfe6b782d9,K003,海南师范大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-c8306ae139ac98f4,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,102,859,55,7,17,17,34,0,0,4,0,0,0,10,0,2,8,再选科目；专业计划数,M-ff57a6cff9e8cda1,F194,石家庄学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-17503a6b2326f09f,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,108,861,68,7,21,41,23,0,3,1,0,0,0,7,0,2,5,再选科目；专业计划数,M-08baf5916e6ac497,F298,长治医学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
