来源期号,来源PDF_SHA256,数据阶段,综合风险等级,风险类型,院校代码,院校名称OCR,院校专业组代码,来源页码,OCR专业行数,再选科目OCR候选,人数OCR候选,学费OCR候选,偏好和风险标签,字段完整性标记,候选池V1命中,样本学校命中,核验状态,最终可用,下一步
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,C102,武汉科技大学,C10203,64,8,不限,29；82；21；70；30；35；20；28；180,4500,language_or_single_subject;priority_2_computer,plan_count_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,C103,湖北大学,C10313,66,4,不限,15；21；8；191,4500,language_or_single_subject;priority_3_teacher,plan_count_not_plain_number,否,是,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,C108,江汉大学,C10809,69,9,,10；2；3；5；23；40,4000；5200,language_or_single_subject;priority_3_teacher,missing_subject_candidate;plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,C108,江汉大学,C10816,70,2,不限,11；50；89,4000,language_or_single_subject,plan_count_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,C108,江汉大学,C10819,70,8,不限；化学335,10；45；20；8；9,5200；4000,language_or_single_subject,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,C109,武汉工程大学,C10903,70,7,不限；化学25,15；11,5；4500；3；8,language_or_single_subject,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,C116,湖北科技学院,C11606,72,8,不限,30；45；10；19；15；17；18；52,4000,language_or_single_subject;priority_3_teacher,plan_count_not_plain_number,否,是,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,C117,武汉纺织大学,C11704,72,16,不限,85；10；15；68；11；28；25；67；20；29；244,5850；4500；6；8,language_or_single_subject;priority_2_computer,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,C118,黄冈师范学院,C11808,73,10,不限,63；10；15；30；40；20；195,4000；5200,language_or_single_subject;priority_3_teacher,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,C125,武汉轻工大学,C12505,73,10,化学,42；40；15；60；20；88；14；86；24,4000；5200,language_or_single_subject;priority_2_computer,plan_count_not_plain_number;tuition_not_plain_number,否,是,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,C126,湖北文理学院,C12604,74,9,不限,56；16；14；35；50；15,4000；5200,language_or_single_subject;priority_3_teacher,plan_count_not_plain_number;tuition_not_plain_number,否,是,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,C129,湖北民族大学,C12904,75,15,不限,61；20；19；30；40；10；12；79；48；13；126,5200；4000,language_or_single_subject;priority_3_teacher,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,C130,湖北工业大学,C13004,76,15,不限,3；5；15；8；2；10,5850；4500,language_or_single_subject;priority_2_computer,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,C131,湖北汽车工业学院,C13104,77,15,不限,80；27；63；97；9；10；12；5200；17；67；54；29；30；5；20；28,5200；4000,language_or_single_subject;priority_2_computer,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,C133,湖北师范大学,C13308,78,10,不限,266；26；25；10；17；40；12；15；38；23；60；193,4000；5200,language_or_single_subject;priority_3_teacher,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,C137,湖北,C13710,78,8,不限,148；10；36；16；5；31；25；15,4000；5200,language_or_single_subject;priority_3_teacher,plan_count_not_plain_number;tuition_not_plain_number,否,是,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,C139,荆楚理工学院,C13904,79,10,不限455；UN；再科要,人数；选目求；26；13；85；37；100；45；90；33；40,貢高；部亭；年；学费；优）；4000,language_or_single_subject;priority_3_teacher,plan_count_not_plain_number;tuition_not_plain_number,否,是,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,C151,汉江师范学院,C15109,81,11,,22；5；20；8；87；21；14；18；35,5200；4000,language_or_single_subject;priority_2_computer;priority_3_teacher,missing_subject_candidate;plan_count_not_plain_number;tuition_not_plain_number,否,是,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,F012,北京,F01203,93,2,,,4600,language_or_single_subject;priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,F099,天津外国语大学,F09906,96,4,,,1；5400,language_or_single_subject;priority_2_computer,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,F099,天津外国语大学,F09907,96,1,不限,,5400；4,language_or_single_subject,missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,F139,天津商业大学宝德学院,F13905,97,1,不限,22800,,language_or_single_subject,missing_tuition_candidate,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,F139,天津商业大学宝德学院,F13906,97,1,不限,22800；2,,language_or_single_subject,plan_count_not_plain_number;missing_tuition_candidate,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,H015,浙江工商大学,H01503,139,8,不限；X；U；再科要,2；資高；部学；N；人数；12,5300；6095；年；（）；1；6000,language_or_single_subject,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,H116,安徽大学,H11602,143,6,再科要；选目球；化学,6；招生计划；X；人数；4；3；33,5000；N；年；5500,language_or_single_subject;priority_2_computer,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,H135,淮南师范学院,H13502,146,18,不限；化学,3；2；43；5；46；11,5060；4900；4600；5390,language_or_single_subject;priority_2_computer;priority_3_teacher,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,K001,海南大学,K00111,200,1,「化学,,14；13600；6,language_or_single_subject;priority_2_computer,missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,K003,海南师范大学,K00315,201,1,不限；科目；要求；化学,3；招生计划；X；UN；人数；39,4620；年；学费；元C）,language_or_single_subject;priority_3_teacher,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,K038,海南洛桑旅游大学,K03802,202,1,不限,,10万；3,language_or_single_subject,missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,K038,海南洛桑旅游大学,K03803,202,1,化学,133,3；10万；2,language_or_single_subject,tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,K068,重庆交通大学,K06803,203,4,不限,3；84,6048；6000；5508,language_or_single_subject,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,K074,四川外国语大学,K07409,205,5,不限,1；2,6910,language_or_single_subject;priority_3_teacher,plan_count_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,K079,重庆工商大学,K07906,206,13,不限,2；4；13,6000；5508,language_or_single_subject;priority_2_computer;priority_3_teacher,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,K116,重庆外语外事学院,K11602,207,11,不限,2；26；4,15000,language_or_single_subject,plan_count_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,K117,重庆对外经贸学院,K11702,207,3,要求；化学,招生计划；X；人数；2；22,N；元；15000,language_or_single_subject,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,K119,重庆工商大学派斯学院,K11902,207,4,化学,2,15000,language_or_single_subject,,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,语种或单科限制,P012,北京,P01202,93,3,,,5000；4200,language_or_single_subject;priority_2_computer,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；专项/预科/定向等特殊类型,C129,湖北民族大学,C12922,76,2,不限,5；42,5200；4000,language_or_single_subject;special_plan_or_direction,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；专项/预科/定向等特殊类型；学费超过当前上限,A151,华中师范大学,A15122,43,2,不限；化学,20；8；54,免费,language_or_single_subject;priority_3_teacher;special_plan_or_direction;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；医学/护理等排除方向,A079,吉林大学,A07913,23,3,化学；再选；科目；要求,3；2；招生计划；X；U；人数,7080；N；年；学费；（）,language_or_single_subject;rejected_medical,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；医学/护理等排除方向,C106,三峡大学,C10606,68,16,不限,29；10；17；22；15；13；40,4500；6；2；4；5850,language_or_single_subject;priority_3_teacher;rejected_medical,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；医学/护理等排除方向；学费超过当前上限,A073,东北大学,A07303,22,24,化学；更选；科目；要求,人数 学费,2；6240；4；3；8；9；5；年；（元）；16000,language_or_single_subject;priority_2_computer;rejected_medical;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；医学/护理等排除方向；学费超过当前上限,F393,呼伦贝尔学院,F39303,112,6,不限；再选；科目；要求,3；2；6；人数；5,4400；4600；4200；年；学费；（）,language_or_single_subject;priority_3_teacher;rejected_medical;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；医学/护理等排除方向；学费超过当前上限,F479,（辽宁中医药大学,F47902,115,1,,6,5500,language_or_single_subject;rejected_medical;tuition_over_15000,missing_subject_candidate;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；医学/护理等排除方向；学费超过当前上限,H316,江西农业大学,H31604,155,14,X；U；要求,2；資亮；部学；N；人数；21,4090；7890；年；学费；优）；2,language_or_single_subject;rejected_medical;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；医学/护理等排除方向；学费超过当前上限,K781,新疆,K78101,236,2,化学,36,5200；1,language_or_single_subject;rejected_medical;tuition_over_15000,tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,A079,吉林大学,A07922,24,1,化学,12,6830；3,language_or_single_subject;priority_2_computer;tuition_over_15000,tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,A189,长安大学,A18907,54,8,人数；要求,「化学；学费；8；2；6600；5,6600；1；年；（）,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,A207,北方民族大学,A20705,57,4,不限,2；3；24,4400；4000,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,A366,厦门大学（马来西亚校区）,A36602,63,2,「化学,2；22,29000；林吉；特,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,A366,厦门大学（马来西亚校区）,A36603,63,11,X；U；要求,2；3；部考；N；人数 学费,30000；林吉；特；31000；負：；年；（）；28000；1；31000|；2；32000,language_or_single_subject;priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,A712,香港珠海学院,A71202,64,2,,153,2；104750；港元；69,language_or_single_subject;tuition_over_15000,missing_subject_candidate;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C201,武汉东湖学院,C20104,81,20,19期；U；巧选；科目；要求,3；5；貨亮；部学；N；人数；43；10；22；15；19；20；30,24800；学費；（C）；23；10；25800；5；|24800；24800|,language_or_single_subject;priority_2_computer;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C202,武汉晴川学院,C20204,82,12,不限；再选；科貝；要求,15；8；13；14；11；10；21；20；12；人数,21000；22000；学；（元）,language_or_single_subject;priority_2_computer;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C203,文华学院,C20304,82,15,不限,512；98；28,24；25000；20；21000；22800；73；10；22000；87；28；8；32；22000.；6；46；34；|22000；40,language_or_single_subject;priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C205,武昌首义学院,C20504,83,17,不限；化学,35；25800；22800；34；25；20；16；22；24；25 22800；14；52；28；26；58,25800；22800；|22800,language_or_single_subject;priority_2_computer;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C206,汉口学院,C20602,83,12,不限；X；U；再科）；要求,282；35；25；22；24；5；11；23；30；資亮；N；选目；人数；491,23800；年；学费；（元）,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C208,武汉学院,C20805,84,9,不限,10；13；103；30；15；20；206,|20000；20000；10；21000；22000,language_or_single_subject;priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C209,武汉设计工程学院,C20902,84,8,不限；要求,14；19；20 23000；16；人数 学费；5；21；21000；205,24000；|21000；21000；年,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
