官方不可得抽样Overlay公开账本ID,来源官方不可得抽样执行明细,来源私有抽样复核Overlay,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许写回字段事实,来源官方不可得抽样执行明细ID,专业行ID,专业组出现ID,来源页码,版面列,页码版面键,执行类别,执行优先级,风险等级,官网辅证自动动作,是否100%人工核验,是否抽样核验,是否低风险样本,是否需要双人复核,抽样策略,样本序号,样本最低明细数,私有Overlay证据编号,私有OverlayCSV_SHA256,私有Overlay记录SHA256,私有Overlay记录是否存在,私有Overlay记录缺失数,PDF原页已填字段数,湖北官方侧已填字段数,高校辅证已填字段数,三方一致性可评估,抽检失败状态,升级状态,首轮复核状态,次轮复核状态,字段事实写回状态,Overlay进度桶,公开安全策略,下一步
SAMPLINGOVERLAYPROG-c98de1f4b6b01a5c,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-7e108b65ccbb007d,M-c8e830f39a1d46bb,G-69a8112ee16cf2ba,169,right,169-right,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,C2-强辅证抽检并等待湖北官方闭环,false,true,false,false,强辅证分层抽检,1,2,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,5a09c22f53f94d206897893099900e5dfa38c573df53f049baf18f0abbf2bf37,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-3897b589286d8ae8,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-ad63defdf6b6e327,M-86ef54f0445df8fe,G-69a8112ee16cf2ba,169,right,169-right,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,C2-强辅证抽检并等待湖北官方闭环,false,true,false,false,强辅证分层抽检,2,2,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,331ff70f7ee1730b5cc20b0e8a035f4fabbd9663cbc07ae134680b63664c300d,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-86cb46a919d22a14,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-1a79acbc6a6d0a32,M-68b3c87f68237d40,G-37268c0379be16ef,199,left,199-left,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,C2-强辅证抽检并等待湖北官方闭环,false,true,false,false,强辅证分层抽检,1,1,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,003c762edb2d0f9ea141ca0bcd4ca639682cec78a708f16159deeef9c3012b69,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-aec05ed8d13495cc,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-2ba83fea7ce378f5,M-38fceae625805a27,G-e377a7e078e92213,209,right,209-right,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,C2-强辅证抽检并等待湖北官方闭环,false,true,false,false,强辅证分层抽检,1,5,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,e109f3733a9b9fca604868d74d63e5c720b4fee6241b12fd56bca3304b5d1402,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-d5c5c5e0b52b56fb,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-455152c0cd2f72a0,M-117fada549583ed3,G-e377a7e078e92213,209,right,209-right,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,C2-强辅证抽检并等待湖北官方闭环,false,true,false,false,强辅证分层抽检,2,5,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,7bb5cdc70f194d26a0bd5c4003613dd0ad0e200ae50dec74ec256510124a5471,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-855f8aec6f4a86e8,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-8eff10bbff6074b9,M-86d92f5ab218e665,G-e377a7e078e92213,209,right,209-right,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,C2-强辅证抽检并等待湖北官方闭环,false,true,false,false,强辅证分层抽检,3,5,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,88066bb3d7804451a5c43c6fa63b6b6bc2bcd7cd56ab4d7276351bee027a5154,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-ba2255c4c4bc49d8,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-16e01d2e4608ba89,M-f928884575f48530,G-e377a7e078e92213,209,right,209-right,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,C2-强辅证抽检并等待湖北官方闭环,false,true,false,false,强辅证分层抽检,4,5,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,a6a0402c2a02a5e192ac4b13c05b98c1afd7652c425c2379ef8f7a61d03377b0,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-2be8418a34f6766a,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-0f4b130efa1a65ac,M-1658de39926b83b3,G-e377a7e078e92213,209,right,209-right,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,C2-强辅证抽检并等待湖北官方闭环,false,true,false,false,强辅证分层抽检,5,5,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,35dcce1906c9f16b4d2382f34e5d2a0d89ebadd31a05d4eff5959ba8af2b2f04,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-1b0e3ba57ff5dd89,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-f6d3da4c11bdd9b9,M-1162cd3f716833ed,G-773111c0b1e7a465,235,left,235-left,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,C2-强辅证抽检并等待湖北官方闭环,false,true,false,false,强辅证分层抽检,1,2,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,4247ea70140ef409d829cf62497466d986c8f5aec5299336a81a924f3ff65483,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-9c2e96c3876d1e21,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-1f6cb40265bd0205,M-73a51780953014c0,G-773111c0b1e7a465,235,left,235-left,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,C2-强辅证抽检并等待湖北官方闭环,false,true,false,false,强辅证分层抽检,2,2,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,e08169cd20d4f22dc5ad7b6daaf16a3016846a22148ff4db27af3ec7e7442774,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-da630f26ea9462f1,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-e3d24ef0ca9baf8b,M-7f21b21f6dc3002e,G-7c5daefdde8be002,101,left,101-left,H2-P3低风险抽样验收,20-低风险抽样验收,R0-observe,P3-低风险抽检但非最终,false,true,true,false,10%且不少于25条逐专业明细分层抽检,1,1,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,0e5077adf3f2d3cca9f88403b096019b25c375ae734a951500043e52d76d6ef8,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-fcc125118fb5e7b6,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-2acc55ed1324a417,M-eb1670f6eed82921,G-da8cac3b1ffe9d8b,102,left,102-left,H2-P3低风险抽样验收,20-低风险抽样验收,R0-observe,P3-低风险抽检但非最终,false,true,true,false,10%且不少于25条逐专业明细分层抽检,1,1,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,8f5f5b5732bb5be6baae4e9af40bb66342e4db1c09f0b4f3644b86245128e48c,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-3da18e6612f761e8,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-7c6a4c628c356586,M-805116f5ee5235e4,G-65fb2e47bd763197,103,right,103-right,H2-P3低风险抽样验收,20-低风险抽样验收,R0-observe,P3-低风险抽检但非最终,false,true,true,false,10%且不少于25条逐专业明细分层抽检,1,1,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,13c115e8d8638b59f45c89c05d4c88c2b60b603d928817d205c12ba109eb3d1c,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-0ed5688001611ead,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-433f47ed7373a00d,M-6fc6327403dfcbff,G-1084947a2a6534cb,105,right,105-right,H2-P3低风险抽样验收,20-低风险抽样验收,R0-observe,P3-低风险抽检但非最终,false,true,true,false,10%且不少于25条逐专业明细分层抽检,1,1,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,0bb9b5b5f8961e065d915c7e433932e679c54e7dbc8f673d9de5af6061baa81a,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-b41763ff6016620d,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-00e6e0cd1f2ff1c1,M-2274ba24e6a68aa1,G-c0f8ef9a1af44965,106,left,106-left,H2-P3低风险抽样验收,20-低风险抽样验收,R0-observe,P3-低风险抽检但非最终,false,true,true,false,10%且不少于25条逐专业明细分层抽检,1,1,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,55064cab5e6db22183da68f76b7d3e57fb247616c0ae6bb2a3a4e12763f2bec4,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-5a2ea1b074eb4e1a,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-7e5b6dd1c26e9d84,M-a2be3791bc6f4283,G-53c1631f91d20a98,107,left,107-left,H2-P3低风险抽样验收,20-低风险抽样验收,R0-observe,P3-低风险抽检但非最终,false,true,true,false,10%且不少于25条逐专业明细分层抽检,1,1,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,9ee5ed4e484d50ff510c9bb16405e4c69ab572068f58e453e738d81ba749e805,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-d81e97daf0f4278a,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-f2ea704ee1570936,M-3a1e1fd2ee9f7688,G-f3f0662b588e660b,108,left,108-left,H2-P3低风险抽样验收,20-低风险抽样验收,R0-observe,P3-低风险抽检但非最终,false,true,true,false,10%且不少于25条逐专业明细分层抽检,1,1,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,487a34b7ad1801fbd856e1f0308c34086ef65c0a64d3c1e9940f85eab30a3941,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-5439430eec23766d,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-b633ddfa249f12bb,M-a27326c16495e49a,G-4d0bc0690f5efbd5,109,right,109-right,H2-P3低风险抽样验收,20-低风险抽样验收,R0-observe,P3-低风险抽检但非最终,false,true,true,false,10%且不少于25条逐专业明细分层抽检,1,1,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,e60d22749359e060501b1fd6f475417896561a7cd2f0a9d412a10636ebe930b8,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-02e2a3d31c3081ce,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-93f62b2de29c679a,M-d26433f6f3ddec2c,G-085a3d6168342dd8,110,left,110-left,H2-P3低风险抽样验收,20-低风险抽样验收,R0-observe,P3-低风险抽检但非最终,false,true,true,false,10%且不少于25条逐专业明细分层抽检,1,1,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,801f2c31f151f59433305ffc5898bfeaf949951f34bee0ce309df21cbac628d8,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-c7a3a84f6375ee14,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-0669eff7a6dd3cf5,M-ac2fdd3013933f14,G-d7882ba76c005589,111,left,111-left,H2-P3低风险抽样验收,20-低风险抽样验收,R0-observe,P3-低风险抽检但非最终,false,true,true,false,10%且不少于25条逐专业明细分层抽检,1,1,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,9e4c5f4f054ca0477f5ab3c02835beb660ac9985ab817c82988d33159599449c,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
