事实动作包ID,来源事实证据通道工作台,来源准出执行叠加表,来源高校官网辅证进度看板,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,事实动作包序号,来源执行顺序,页码版面键,来源页码,版面列,准出闭环波次,执行泳道,第一闭环页列优先级,事实核验动作组,动作组排序,包执行优先级,页列事实总数,动作包事实数,动作包字段事实数,动作包专业名归属事实数,动作包专业组边界事实数,专业计划数字段事实数,学费字段事实数,再选科目字段事实数,待人工判定字段事实数,涉及任务数,涉及字段状态数,涉及专业行数,涉及专业组出现数,涉及院校代码数,PDF原页通道状态分布,OCR提示通道状态分布,机器坐标通道状态分布,高校官网辅证通道状态分布,湖北官方侧通道状态分布,冲突处理通道状态分布,双人复核通道状态分布,三方闭环通道状态分布,专业名归属通道状态分布,专业组边界通道状态分布,仍需PDF原页事实数,仍需湖北官方侧事实数,仍需高校辅证事实数,仍需冲突处理事实数,仍需双人复核事实数,仍需三方闭环事实数,仍需专业名归属事实数,仍需专业组边界事实数,同校高校源任务去重数,同校高校源最高证据层级分布,同校高校源下一批优先级分布,同校高校源留存状态分布,同校高校源候选diff去重数,同校高校源冲突候选去重数,同校高校源补缺候选去重数,事实集合SHA16,任务集合SHA16,字段状态集合SHA16,院校代码集合SHA16,包级完成证据要求,包级主阻断原因,包级下一步最小核验动作,公开安全策略
FCFACTPACK-1a664f00f8472583,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,59,31,070-right,70,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A2-专业组边界事实随页先核,2,031-02,31,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,e09b65d0b5a7334e,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-aee12ee970c39530,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,60,31,070-right,70,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A7-常规PDF湖北官方闭环,7,031-07,31,19,19,0,0,7,11,1,0,11,19,11,1,1,P2-有PDFOCR提示，仍待PDF原页人工确认×19,O3-仅PDFOCR候选待人工核页×19,M0-无机器坐标提示×19,S1-有高校辅证线索或自动官网任务，待私有辅证记录×19,pending_hubei_official_review×19,C3-仅PDFOCR候选，需人工核页×19,not_required_or_task_level_pending×19,pending_private_three_way_field_confirmation×19,not_applicable×19,not_applicable×19,19,19,0,0,0,19,0,0,3,L3-已有湖北物理结构化或候选diff线索×3,P0-冲突优先回PDF原页和湖北官方侧×3,R0-已有公开来源文件或URL留存×3,123,3,0,b435eb1ce948d398,361dcd0eb0b9fc64,947363a8f2f846e1,9fd3efd1c6e4aa5c,PDF原页；湖北官方侧；三方闭环×19,常规事实仍缺PDF原页与湖北官方侧闭环×19,按常规 PDF 原页和湖北官方侧闭环；完成前不得写回字段事实或进入推荐。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-e6bce158521872fb,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,61,32,135-right,135,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,1,032-01,8,3,0,3,0,0,0,0,0,3,0,3,1,1,P2-有PDFOCR提示，仍待PDF原页人工确认×1；P3-无稳定OCR提示，需人工看PDF原页×2,O3-仅PDFOCR候选待人工核页×1；O5-无公开OCR候选提示×2,M0-无机器坐标提示×3,S1-有高校辅证线索或自动官网任务，待私有辅证记录×3,pending_hubei_official_review×3,C3-仅PDFOCR候选，需人工核页×1；C4-无可比候选，需人工看图或随页列闭环×2,not_required_or_task_level_pending×3,pending_private_three_way_field_confirmation×3,pending_pdf_hubei_closure×3,not_applicable×3,3,3,0,0,0,3,3,0,4,L3-已有湖北物理结构化或候选diff线索×4,P0-冲突优先回PDF原页和湖北官方侧×4,R0-已有公开来源文件或URL留存×4,8,14,4,9e9e36eb06bc85d3,d5b1dfe8be2afe4d,,8920ff86c3af081e,PDF原页；湖北官方侧；三方闭环；专业名归属×3,结构事实仍缺PDF原页与湖北官方侧闭环×3,先核专业名、备注和限定词归属，确认属于哪个专业行或专业组，再继续字段闭环。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-b833f788270c36ec,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,62,32,135-right,135,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A2-专业组边界事实随页先核,2,032-02,8,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,0d5430c2c21250bd,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-8990810daa794147,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,63,32,135-right,135,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A4-无稳定OCR人工看图,4,032-04,8,2,2,0,0,0,0,0,2,2,2,2,1,1,P3-无稳定OCR提示，需人工看PDF原页×2,O5-无公开OCR候选提示×2,M0-无机器坐标提示×2,S1-有高校辅证线索或自动官网任务，待私有辅证记录×2,pending_hubei_official_review×2,C4-无可比候选，需人工看图或随页列闭环×2,not_required_or_task_level_pending×2,pending_private_three_way_field_confirmation×2,not_applicable×2,not_applicable×2,2,2,0,0,0,2,0,0,4,L3-已有湖北物理结构化或候选diff线索×4,P0-冲突优先回PDF原页和湖北官方侧×4,R0-已有公开来源文件或URL留存×4,8,14,4,bc92345dbe1f6a4c,b3f839163ec09235,4e7ab73524e3c445,8920ff86c3af081e,PDF原页；湖北官方侧；三方闭环×2,人工看图事实仍缺PDF原页与湖北官方侧闭环×2,人工看 PDF 原页定位事实；机器或高校线索只作定位提示，不直接写回。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-54aea23a4416440a,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,64,32,135-right,135,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A7-常规PDF湖北官方闭环,7,032-07,8,2,2,0,0,1,1,0,0,1,2,1,1,1,P2-有PDFOCR提示，仍待PDF原页人工确认×2,O3-仅PDFOCR候选待人工核页×2,M0-无机器坐标提示×2,S1-有高校辅证线索或自动官网任务，待私有辅证记录×2,pending_hubei_official_review×2,C3-仅PDFOCR候选，需人工核页×2,not_required_or_task_level_pending×2,pending_private_three_way_field_confirmation×2,not_applicable×2,not_applicable×2,2,2,0,0,0,2,0,0,4,L3-已有湖北物理结构化或候选diff线索×4,P0-冲突优先回PDF原页和湖北官方侧×4,R0-已有公开来源文件或URL留存×4,8,14,4,0ee1e8ed78dbac6b,fa5ba3e13f29722a,ffd0ceaa1316399c,8920ff86c3af081e,PDF原页；湖北官方侧；三方闭环×2,常规事实仍缺PDF原页与湖北官方侧闭环×2,按常规 PDF 原页和湖北官方侧闭环；完成前不得写回字段事实或进入推荐。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-f2e6d9868882dc73,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,65,33,235-left,235,left,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,1,033-01,8,2,0,2,0,0,0,0,0,2,0,2,1,1,P2-有PDFOCR提示，仍待PDF原页人工确认×2,O3-仅PDFOCR候选待人工核页×2,M0-无机器坐标提示×2,S1-有高校辅证线索或自动官网任务，待私有辅证记录×2,pending_hubei_official_review×2,C3-仅PDFOCR候选，需人工核页×2,not_required_or_task_level_pending×2,pending_private_three_way_field_confirmation×2,pending_pdf_hubei_closure×2,not_applicable×2,2,2,0,0,0,2,2,0,3,L3-已有湖北物理结构化或候选diff线索×3,P0-冲突优先回PDF原页和湖北官方侧×3,R0-已有公开来源文件或URL留存×3,39,6,9,995e42a82c4040ce,27a4c57ddf32279b,,e266f95730db6cb1,PDF原页；湖北官方侧；三方闭环；专业名归属×2,结构事实仍缺PDF原页与湖北官方侧闭环×2,先核专业名、备注和限定词归属，确认属于哪个专业行或专业组，再继续字段闭环。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-e4ef42c708489a42,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,66,33,235-left,235,left,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A2-专业组边界事实随页先核,2,033-02,8,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,43b5bb61fd1859c1,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-3ecde6b0cc8507f8,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,67,33,235-left,235,left,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A7-常规PDF湖北官方闭环,7,033-07,8,5,5,0,0,2,2,1,0,2,5,2,1,1,P2-有PDFOCR提示，仍待PDF原页人工确认×5,O3-仅PDFOCR候选待人工核页×5,M0-无机器坐标提示×5,S1-有高校辅证线索或自动官网任务，待私有辅证记录×5,pending_hubei_official_review×5,C3-仅PDFOCR候选，需人工核页×5,not_required_or_task_level_pending×5,pending_private_three_way_field_confirmation×5,not_applicable×5,not_applicable×5,5,5,0,0,0,5,0,0,3,L3-已有湖北物理结构化或候选diff线索×3,P0-冲突优先回PDF原页和湖北官方侧×3,R0-已有公开来源文件或URL留存×3,39,6,9,27a5fbcd70f70735,27a4c57ddf32279b,9be588d2c8048c72,e266f95730db6cb1,PDF原页；湖北官方侧；三方闭环×5,常规事实仍缺PDF原页与湖北官方侧闭环×5,按常规 PDF 原页和湖北官方侧闭环；完成前不得写回字段事实或进入推荐。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-e2a1944fdb718ecd,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,68,34,036-right,36,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,1,034-01,4,1,0,1,0,0,0,0,0,1,0,1,1,1,P2-有PDFOCR提示，仍待PDF原页人工确认×1,O3-仅PDFOCR候选待人工核页×1,M0-无机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×1,pending_hubei_official_review×1,C3-仅PDFOCR候选，需人工核页×1,not_required_or_task_level_pending×1,pending_private_three_way_field_confirmation×1,pending_pdf_hubei_closure×1,not_applicable×1,1,1,0,0,0,1,1,0,4,L3-已有湖北物理结构化或候选diff线索×4,P0-冲突优先回PDF原页和湖北官方侧×1；P1-官网补缺线索回页×3,R0-已有公开来源文件或URL留存×4,40,1,28,6bd28da012d817ff,8fdede619281e7ce,,acbf576b6b2a67d7,PDF原页；湖北官方侧；三方闭环；专业名归属×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,先核专业名、备注和限定词归属，确认属于哪个专业行或专业组，再继续字段闭环。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-22c05c61d9a05e22,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,69,34,036-right,36,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A2-专业组边界事实随页先核,2,034-02,4,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,e5ae5685dc66e36e,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-652a0c27f5a9dacd,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,70,34,036-right,36,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A7-常规PDF湖北官方闭环,7,034-07,4,2,2,0,0,0,1,1,0,1,2,1,1,1,P2-有PDFOCR提示，仍待PDF原页人工确认×2,O3-仅PDFOCR候选待人工核页×2,M0-无机器坐标提示×2,S1-有高校辅证线索或自动官网任务，待私有辅证记录×2,pending_hubei_official_review×2,C3-仅PDFOCR候选，需人工核页×2,not_required_or_task_level_pending×2,pending_private_three_way_field_confirmation×2,not_applicable×2,not_applicable×2,2,2,0,0,0,2,0,0,4,L3-已有湖北物理结构化或候选diff线索×4,P0-冲突优先回PDF原页和湖北官方侧×1；P1-官网补缺线索回页×3,R0-已有公开来源文件或URL留存×4,40,1,28,6b617e0c5a91951e,8fdede619281e7ce,320d6b75f057b8d4,acbf576b6b2a67d7,PDF原页；湖北官方侧；三方闭环×2,常规事实仍缺PDF原页与湖北官方侧闭环×2,按常规 PDF 原页和湖北官方侧闭环；完成前不得写回字段事实或进入推荐。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-d3e6eb24a93ef9e9,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,71,35,057-left,57,left,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,1,035-01,4,1,0,1,0,0,0,0,0,1,0,1,1,1,P2-有PDFOCR提示，仍待PDF原页人工确认×1,O3-仅PDFOCR候选待人工核页×1,M0-无机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×1,pending_hubei_official_review×1,C3-仅PDFOCR候选，需人工核页×1,not_required_or_task_level_pending×1,pending_private_three_way_field_confirmation×1,pending_pdf_hubei_closure×1,not_applicable×1,1,1,0,0,0,1,1,0,3,L3-已有湖北物理结构化或候选diff线索×3,P0-冲突优先回PDF原页和湖北官方侧×3,R0-已有公开来源文件或URL留存×3,78,12,9,0c42bab2dc2567f0,caa6b829247f35e8,,8f84db9a9b75369c,PDF原页；湖北官方侧；三方闭环；专业名归属×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,先核专业名、备注和限定词归属，确认属于哪个专业行或专业组，再继续字段闭环。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-e0595f0d9a800ad3,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,72,35,057-left,57,left,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A2-专业组边界事实随页先核,2,035-02,4,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,1f85241e44cfc782,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-6db3ccfe0df2a20b,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,73,35,057-left,57,left,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A7-常规PDF湖北官方闭环,7,035-07,4,2,2,0,0,1,1,0,0,1,2,1,1,1,P2-有PDFOCR提示，仍待PDF原页人工确认×2,O3-仅PDFOCR候选待人工核页×2,M0-无机器坐标提示×2,S1-有高校辅证线索或自动官网任务，待私有辅证记录×2,pending_hubei_official_review×2,C3-仅PDFOCR候选，需人工核页×2,not_required_or_task_level_pending×2,pending_private_three_way_field_confirmation×2,not_applicable×2,not_applicable×2,2,2,0,0,0,2,0,0,3,L3-已有湖北物理结构化或候选diff线索×3,P0-冲突优先回PDF原页和湖北官方侧×3,R0-已有公开来源文件或URL留存×3,78,12,9,1d831ae4d7551b8f,caa6b829247f35e8,0a3324764947d5bb,8f84db9a9b75369c,PDF原页；湖北官方侧；三方闭环×2,常规事实仍缺PDF原页与湖北官方侧闭环×2,按常规 PDF 原页和湖北官方侧闭环；完成前不得写回字段事实或进入推荐。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-f839ff669341eed7,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,74,36,081-left,81,left,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,1,036-01,4,1,0,1,0,0,0,0,0,1,0,1,1,1,P2-有PDFOCR提示，仍待PDF原页人工确认×1,O3-仅PDFOCR候选待人工核页×1,M0-无机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×1,pending_hubei_official_review×1,C3-仅PDFOCR候选，需人工核页×1,not_required_or_task_level_pending×1,pending_private_three_way_field_confirmation×1,pending_pdf_hubei_closure×1,not_applicable×1,1,1,0,0,0,1,1,0,3,L0-暂无可复用高校侧计划源×3,P2-专业名匹配和组边界确认×1；P4-继续搜索高校官网计划网源×2,R0-已有公开来源文件或URL留存×2；R3-暂无公开留存源×1,0,0,0,e267729d9948d325,e98fe92f2fbf49df,,f0d53abbf1e2b5c3,PDF原页；湖北官方侧；三方闭环；专业名归属×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,先核专业名、备注和限定词归属，确认属于哪个专业行或专业组，再继续字段闭环。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
