高校源进度看板ID,来源高校官网辅证自动执行批次,来源高校源最新对齐账本,来源C4C6高校源刷新执行包,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,看板序号,高校官网辅证自动执行批次ID,高校源最新对齐ID,高校官网辅证状态快照ID,院校代码,院校名称公开,自动执行泳道,原官网来源状态,原结构化输出状态桶,原候选diff状态桶,原补源状态桶,最新高校侧证据层级,相对原自动账本推进状态,最新证据来源族,最新公开证据集合SHA16,来源类型桶,建议来源形态,来源留存状态,涉及招生明细数,涉及专业组数,原涉及PDF页数,next20结构化湖北物理行数合计,next20结构化计划数合计,live补源记录数,live结构化输出记录数,C4C6复用包数,C4C6结构化diff包数,C4C6补源尝试记录数,C4C6综合结构化官网证据行数,C4C6可生成候选diff明细数,C4C6计划数一致候选数,C4C6官网可补OCR计划数候选数,C4C6计划数冲突候选数,需补结构化明细数,需继续补源明细数,计划数冲突行数,官网补缺候选行数,官网未匹配行数,下一批推进优先级,下一批推进动作,所需源类型,人工最小核验动作,仍需补源或解析原因,完成条件,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
SOURCESPROGRESS-04ed1f95fb13d723,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,53,SCHOOLSRCEXEC-6fd824f88d437a2b,SOURCESYNC-7a07237e62a78c8f,SCHOOLSRCSTATUS-d760ce930587b89d,A135,山东大学,A5-章程规则核验,has_reusable_2026_hubei_plan_source,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,c4c6_reuse；c4c6_diff,56a73fe94c5eb95a,F0-已有结构化或候选diff线索,API/JSON,R0-已有公开来源文件或URL留存,2,1,1,0,0,0,0,1,1,0,24,10,3,7,0,13,0,0,0,0,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,API/JSON,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-249ca897ad9a625c,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,54,SCHOOLSRCEXEC-eb1136dfa39bae19,SOURCESYNC-dea4eaf6999a71f0,SCHOOLSRCSTATUS-50b2f05188988e64,K488,西安医学院,A1-官网补缺线索回页核验,has_reusable_2026_hubei_plan_source,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,c4c6_reuse；c4c6_diff,997b449745693858,F0-已有结构化或候选diff线索,API/JSON,R0-已有公开来源文件或URL留存,2,2,1,0,0,0,0,1,1,0,5,3,0,3,0,3,0,0,2,0,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,API/JSON,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-6e63f50530403fc9,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,55,SCHOOLSRCEXEC-a2a22aeb4c64f38b,SOURCESYNC-c92e8a884ffc0fe4,SCHOOLSRCSTATUS-09e7a53583123570,A195,兰州大学,A2-专业名匹配规则或人工确认,has_reusable_2026_hubei_plan_source,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,c4c6_reuse；c4c6_diff,a6f868f919d65205,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,1,1,1,0,0,0,0,1,1,0,56,42,0,42,0,46,0,0,0,1,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,公开来源待判定,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-83de040d1969db22,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,56,SCHOOLSRCEXEC-72a6d8264d4aef81,SOURCESYNC-72b13fb073d7bab9,SCHOOLSRCSTATUS-90afd6c4c46a5dcf,F099,天津外国语大学,A2-专业名匹配规则或人工确认,has_reusable_2026_hubei_plan_source,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,c4c6_reuse；c4c6_diff,12dd7663c4d171b1,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,1,1,1,0,0,0,0,1,1,0,14,12,0,12,0,12,0,0,0,1,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,公开来源待判定,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-ecabfc597be10a34,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,57,SCHOOLSRCEXEC-10cd4730394343d2,SOURCESYNC-84f06f3ba2555923,SCHOOLSRCSTATUS-a66dcc2c5bca48f9,K485,西安财经大学,A2-专业名匹配规则或人工确认,has_partial_source_needs_followup,T2-有公开来源待解析,D5-不适用,S4-部分来源待跟进,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道,c4c6_reuse；c4c6_diff,f66fcae1d343787f,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,1,1,1,0,0,0,0,1,1,0,8,6,0,6,0,6,0,0,0,1,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,公开来源待判定,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-c4c8c6648baef04b,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,58,SCHOOLSRCEXEC-c8c0cb1e721223c6,SOURCESYNC-114b485f6cd78a20,SCHOOLSRCSTATUS-46956b865a934273,C150,武汉商学院,A2-专业名匹配规则或人工确认,has_reusable_2026_hubei_plan_source,T3-暂无结构化源,D5-不适用,S2-已有可复用高校官网源,L0-暂无可复用高校侧计划源,P1-保持原执行泳道,none,,F2-暂无可复用高校侧计划源,待搜索高校官网计划源,R3-暂无公开留存源,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,P2-专业名匹配和组边界确认,补专业名匹配规则，核同页上下文、专业组边界和备注归属。,待搜索高校官网计划源,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,暂无公开结构化湖北物理计划源线索。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-0e530bc756f68d84,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,59,SCHOOLSRCEXEC-04524233dea81b41,SOURCESYNC-7ef258092b3bb672,SCHOOLSRCSTATUS-79d4e69480313398,K151,成都理工大学,A3-补结构化或解析公开来源,has_partial_source_needs_followup,T0-需补结构化或补湖北行,D4-无结构化官网源,S1-已有来源待结构化,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,c4c6_reuse；c4c6_diff；c4c6_attempt,dbc2a757ab0d2a1d,F1-有入口或探针但缺湖北物理结构化明细,公开来源待判定,R0-已有公开来源文件或URL留存,50,11,2,0,0,0,0,2,2,1,0,0,0,0,0,50,3,0,0,0,P3-补结构化湖北物理明细,复用已有入口或来源，抽取湖北物理普通本科逐专业结构化明细。,公开来源待判定,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,http_412_precondition_failed,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-f4dea060faa45aa4,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,60,SCHOOLSRCEXEC-c3c4c622140c155e,SOURCESYNC-858ab81a91591cc8,SCHOOLSRCSTATUS-63ddbdfed2a28eef,F582,长春工业大学,A4-继续搜索高校计划网源,needs_official_plan_source_search,T3-暂无结构化源,D4-无结构化官网源,S0-继续补高校官网计划网源,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A4仍需继续补源,next20；live；c4c6_reuse；c4c6_diff；c4c6_attempt,89f9a7ae03c0d145,F1-有入口或探针但缺湖北物理结构化明细,HTML/招生系统入口,R1-已有探针或live补源记录,41,12,1,0,0,1,0,1,1,1,0,0,0,0,0,0,41,0,0,0,P3-补结构化湖北物理明细,复用已有入口或来源，抽取湖北物理普通本科逐专业结构化明细。,HTML/招生系统入口,人工必要时补找学校招生网计划入口或附件。,live未取得湖北物理计划；no_seed_need_official_source_search,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-ed01bd10274ab458,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,61,SCHOOLSRCEXEC-6af80b9ea22fe3f5,SOURCESYNC-b3a2513018631ae4,SCHOOLSRCSTATUS-08826474952dfe89,K345,云南大学,A3-补结构化或解析公开来源,has_partial_source_needs_followup,T0-需补结构化或补湖北行,D4-无结构化官网源,S1-已有来源待结构化,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,c4c6_reuse；c4c6_diff；c4c6_attempt,277c47bb75834fc6,F1-有入口或探针但缺湖北物理结构化明细,公开来源待判定,R0-已有公开来源文件或URL留存,35,8,2,0,0,0,0,2,2,1,0,0,0,0,0,35,11,0,0,0,P3-补结构化湖北物理明细,复用已有入口或来源，抽取湖北物理普通本科逐专业结构化明细。,公开来源待判定,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,entry_200_api_403_forbidden,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-4e6729e8fa7e27d4,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,62,SCHOOLSRCEXEC-4395dc4ff0374cfe,SOURCESYNC-f72e746ab92dab4b,SCHOOLSRCSTATUS-e4d44c1c612b6b7f,A022,北京林业大学,A3-补结构化或解析公开来源,has_partial_source_needs_followup,T0-需补结构化或补湖北行,D4-无结构化官网源,S1-已有来源待结构化,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,c4c6_reuse；c4c6_diff；c4c6_attempt,aecd638ca1dc5beb,F1-有入口或探针但缺湖北物理结构化明细,公开来源待判定,R0-已有公开来源文件或URL留存,28,10,1,0,0,0,0,2,2,1,0,0,0,0,0,28,8,0,0,0,P3-补结构化湖北物理明细,复用已有入口或来源，抽取湖北物理普通本科逐专业结构化明细。,公开来源待判定,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,entry_timeout_api_timeout_previous_forbidden,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-4d3efd87c03fc351,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,63,SCHOOLSRCEXEC-68eab4620608ec0d,SOURCESYNC-ffa7fbf0e96aadef,SCHOOLSRCSTATUS-31201385846522db,H026,浙江传媒学院,A4-继续搜索高校计划网源,needs_official_plan_source_search,T3-暂无结构化源,D4-无结构化官网源,S0-继续补高校官网计划网源,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A4仍需继续补源,next20；live；c4c6_reuse；c4c6_diff；c4c6_attempt,5f2fe723e4b40498,F1-有入口或探针但缺湖北物理结构化明细,公开来源待判定,R1-已有探针或live补源记录,22,6,1,0,0,1,0,1,1,1,0,0,0,0,0,0,22,0,0,0,P3-补结构化湖北物理明细,复用已有入口或来源，抽取湖北物理普通本科逐专业结构化明细。,公开来源待判定,人工必要时补找学校招生网计划入口或附件。,live仅见历史招考信息；no_seed_need_official_source_search,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-67ef83fbe7f9ad1b,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,64,SCHOOLSRCEXEC-17a16d51d2783fa3,SOURCESYNC-04cdd250bf46fd54,SCHOOLSRCSTATUS-a3a41fc1b4f74399,H439,山东财经大学,A3-补结构化或解析公开来源,has_partial_source_needs_followup,T0-需补结构化或补湖北行,D4-无结构化官网源,S1-已有来源待结构化,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,c4c6_reuse；c4c6_diff；c4c6_attempt,af3d27b510eca556,F1-有入口或探针但缺湖北物理结构化明细,公开来源待判定,R0-已有公开来源文件或URL留存,14,2,1,0,0,0,0,2,2,1,0,0,0,0,0,14,5,0,0,0,P3-补结构化湖北物理明细,复用已有入口或来源，抽取湖北物理普通本科逐专业结构化明细。,公开来源待判定,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,tls_handshake_failure_entry_and_api,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-e5cdc036c3751a10,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,65,SCHOOLSRCEXEC-c0afa9acbfabf5b6,SOURCESYNC-9bf40076c882a17d,SCHOOLSRCSTATUS-15c60e808d0bd8ff,K345,云南大学,A3-补结构化或解析公开来源,has_partial_source_needs_followup,T2-有公开来源待解析,D4-无结构化官网源,S4-部分来源待跟进,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,c4c6_reuse；c4c6_diff；c4c6_attempt,277c47bb75834fc6,F1-有入口或探针但缺湖北物理结构化明细,公开来源待判定,R0-已有公开来源文件或URL留存,11,1,2,0,0,0,0,2,2,1,0,0,0,0,0,35,11,0,0,0,P3-补结构化湖北物理明细,复用已有入口或来源，抽取湖北物理普通本科逐专业结构化明细。,公开来源待判定,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,entry_200_api_403_forbidden,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-b0e9b18cc6984745,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,66,SCHOOLSRCEXEC-97a94bd61aa81fea,SOURCESYNC-9cb701a74dfd97c9,SCHOOLSRCSTATUS-6ac71d9c4262099c,A022,北京林业大学,A3-补结构化或解析公开来源,has_partial_source_needs_followup,T2-有公开来源待解析,D4-无结构化官网源,S4-部分来源待跟进,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,c4c6_reuse；c4c6_diff；c4c6_attempt,aecd638ca1dc5beb,F1-有入口或探针但缺湖北物理结构化明细,公开来源待判定,R0-已有公开来源文件或URL留存,8,1,1,0,0,0,0,2,2,1,0,0,0,0,0,28,8,0,0,0,P3-补结构化湖北物理明细,复用已有入口或来源，抽取湖北物理普通本科逐专业结构化明细。,公开来源待判定,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,entry_timeout_api_timeout_previous_forbidden,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
