来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,官方逐专业校验任务ID,官方交叉校验任务ID,专业核验任务ID,候选V3入口ID,复核批次,入口类型,院校代码,院校名称OCR,2026院校专业组代码,来源页码,专业明细来源,专业行来源,专业行ID,专业组内专业序号,专业代号OCR,专业名称及备注OCR,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,专业偏好方向,专业风险类型,专业字段完整性标记,机器专业接受度初判,机器阻断或待核原因,调剂影响初判,官网来源状态,官网URL,本地留存路径,可核字段,官网来源局限,官方源缺口,PDF字段核验状态,湖北官方系统字段核验状态,高校官网/章程字段核验状态,家庭接受度人工结论状态,调剂影响人工结论状态,字段核验状态,是否阻断组升级,可进入最终专业列表,可进入下一阶段,高校官网计划检索式,招生章程检索式,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-66f4ee9566b35d1a,OCQ-fe4470d2c2ced37a,MPK-151db590a32e5ea6,V3-88feeb8045df4f8a,B0-历史候选和组号问题优先核页,历史候选,K488,西安医学院,K48804,226,candidate_v2_review_seed,candidate_v2_major_review_seed,,1,04,英语（外语语种：英语：办学地点：未央校区）,不限,,5000,,语种或单科限制,missing_plan_count_candidate,暂缓判断-特殊限制待核,体检/语种/专项等特殊限制待核；字段待核:missing_plan_count_candidate,调剂影响待核,has_partial_source_needs_followup,http://luqu.xiyi.edu.cn/zsdata/lqxx/,data/external/issue19-b0-b1-official-sources/xiyi-2026-hubei-physics-normal.json,湖北2026物理类普通类专业名称；专业代码；计划数；学制；学费；校区；选科要求；专业备注,旧版接口可用但未直接给出湖北院校专业组代码和专业代号，且医学/ICC费用风险需章程核实,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,西安医学院 2026 湖北 招生计划 本科 专业组 招生网,西安医学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-1242ddcf547ee172,OCQ-5ddbc5cac7928595,MPK-16529ddf5d47aa42,V3-4b5172b7d55161f8,B0-历史候选和组号问题优先核页,历史候选,K488,西安医学院,K48805,226,candidate_v2_review_seed,candidate_v2_major_review_seed,,1,05,预防医学（办学地点：未央校区；学制：五年）,［化学,,6500,,医学/护理等排除方向,missing_plan_count_candidate,默认不能接受-医学护理等排除方向,医学/护理等明确排除方向；字段待核:missing_plan_count_candidate,若服从调剂可能形成不能接受风险,has_partial_source_needs_followup,http://luqu.xiyi.edu.cn/zsdata/lqxx/,data/external/issue19-b0-b1-official-sources/xiyi-2026-hubei-physics-normal.json,湖北2026物理类普通类专业名称；专业代码；计划数；学制；学费；校区；选科要求；专业备注,旧版接口可用但未直接给出湖北院校专业组代码和专业代号，且医学/ICC费用风险需章程核实,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,西安医学院 2026 湖北 招生计划 本科 专业组 招生网,西安医学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-726f7e577f9d0286,OCQ-503a1ee393f079e7,MPK-024085d8f87ad427,V3-a444f274289a293e,B0-历史候选和组号问题优先核页,历史候选,C107,武汉体育学院,C10702,69,candidate_v2_review_seed,zero_detail_group_placeholder,,,,,,,,,0明细组,missing_major_detail,暂不可判断-无专业明细,0明细组，必须先核第19期原页或确认2026组号变化/旧组号,不可判断-无专业明细,charter_or_rules_only_no_plan,https://zs.whsu.edu.cn/info/1151/22357.htm,未留存,招生章程；录取规则；专业范围,未找到湖北专业组计划页,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,武汉体育学院 2026 湖北 招生计划 本科 专业组 招生网,武汉体育学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-c197c4641772e43f,OCQ-6a4488d7769fddc2,MPK-2225575f26aa74eb,V3-1c440347b3330d32,B0-历史候选和组号问题优先核页,历史候选,C107,武汉体育学院,C10703,69,candidate_v2_review_seed,candidate_v2_major_review_seed,,1,05,运动康复,不限,10,5200,,医学/护理等排除方向,,默认不能接受-医学护理等排除方向,医学/护理等明确排除方向,若服从调剂可能形成不能接受风险,charter_or_rules_only_no_plan,https://zs.whsu.edu.cn/info/1151/22357.htm,未留存,招生章程；录取规则；专业范围,未找到湖北专业组计划页,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,武汉体育学院 2026 湖北 招生计划 本科 专业组 招生网,武汉体育学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-3c023d9dd4d336f7,OCQ-6a4488d7769fddc2,MPK-d63be3474bf78c70,V3-1c440347b3330d32,B0-历史候选和组号问题优先核页,历史候选,C107,武汉体育学院,C10703,69,candidate_v2_review_seed,candidate_v2_major_review_seed,,2,06,应用心理学,不限,6,4000,,,,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,https://zs.whsu.edu.cn/info/1151/22357.htm,未留存,招生章程；录取规则；专业范围,未找到湖北专业组计划页,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,武汉体育学院 2026 湖北 招生计划 本科 专业组 招生网,武汉体育学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-25561714c5be2e35,OCQ-6a4488d7769fddc2,MPK-cad6758d23727899,V3-1c440347b3330d32,B0-历史候选和组号问题优先核页,历史候选,C107,武汉体育学院,C10703,69,candidate_v2_review_seed,candidate_v2_major_review_seed,,3,07,智能体育工程,不限,8,4000,,,,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,https://zs.whsu.edu.cn/info/1151/22357.htm,未留存,招生章程；录取规则；专业范围,未找到湖北专业组计划页,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,武汉体育学院 2026 湖北 招生计划 本科 专业组 招生网,武汉体育学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-2564a599abf13e90,OCQ-6a4488d7769fddc2,MPK-e14891a851e19393,V3-1c440347b3330d32,B0-历史候选和组号问题优先核页,历史候选,C107,武汉体育学院,C10703,69,candidate_v2_review_seed,candidate_v2_major_review_seed,,4,08,教育技术学,不限,2,4000,师范类相关,,,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,charter_or_rules_only_no_plan,https://zs.whsu.edu.cn/info/1151/22357.htm,未留存,招生章程；录取规则；专业范围,未找到湖北专业组计划页,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,武汉体育学院 2026 湖北 招生计划 本科 专业组 招生网,武汉体育学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-1148babfa50ba62a,OCQ-6a4488d7769fddc2,MPK-b0e88e861eb8ea27,V3-1c440347b3330d32,B0-历史候选和组号问题优先核页,历史候选,C107,武汉体育学院,C10703,69,candidate_v2_review_seed,candidate_v2_major_review_seed,,5,09,信息管理与信息系统,不限,12,4000,,,,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,https://zs.whsu.edu.cn/info/1151/22357.htm,未留存,招生章程；录取规则；专业范围,未找到湖北专业组计划页,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,武汉体育学院 2026 湖北 招生计划 本科 专业组 招生网,武汉体育学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-9a9c5be07d48a2d0,OCQ-6a4488d7769fddc2,MPK-b7ce3d15cbc303b8,V3-1c440347b3330d32,B0-历史候选和组号问题优先核页,历史候选,C107,武汉体育学院,C10703,69,candidate_v2_review_seed,candidate_v2_major_review_seed,,6,10,体育经济与管理,不限,9,4000,,,,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,https://zs.whsu.edu.cn/info/1151/22357.htm,未留存,招生章程；录取规则；专业范围,未找到湖北专业组计划页,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,武汉体育学院 2026 湖北 招生计划 本科 专业组 招生网,武汉体育学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-ae959f17fab389f9,OCQ-6a4488d7769fddc2,MPK-c5f36a42d26860f6,V3-1c440347b3330d32,B0-历史候选和组号问题优先核页,历史候选,C107,武汉体育学院,C10703,69,candidate_v2_review_seed,candidate_v2_major_review_seed,,7,11,新闻学,不限,6,5200,,,,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,https://zs.whsu.edu.cn/info/1151/22357.htm,未留存,招生章程；录取规则；专业范围,未找到湖北专业组计划页,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,武汉体育学院 2026 湖北 招生计划 本科 专业组 招生网,武汉体育学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-e2c9976d5b5ac7ce,OCQ-516244211fbbc9d5,MPK-56b7035fee18e503,V3-7b8d832f9e7bf0a2,B0-历史候选和组号问题优先核页,历史候选,C107,武汉体育学院,C10704,69,candidate_v2_review_seed,candidate_v2_major_review_seed,,1,12,中医骨伤科学（学制：五年）,化学,6,5200,,医学/护理等排除方向,,默认不能接受-医学护理等排除方向,医学/护理等明确排除方向,若服从调剂可能形成不能接受风险,charter_or_rules_only_no_plan,https://zs.whsu.edu.cn/info/1151/22357.htm,未留存,招生章程；录取规则；专业范围,未找到湖北专业组计划页,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,武汉体育学院 2026 湖北 招生计划 本科 专业组 招生网,武汉体育学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-b6c95b09a8031fc7,OCQ-516244211fbbc9d5,MPK-873d71998393c96b,V3-7b8d832f9e7bf0a2,B0-历史候选和组号问题优先核页,历史候选,C107,武汉体育学院,C10704,69,candidate_v2_review_seed,candidate_v2_major_review_seed,,2,13,康复治疗学,化学,7,5200,,医学/护理等排除方向,,默认不能接受-医学护理等排除方向,医学/护理等明确排除方向,若服从调剂可能形成不能接受风险,charter_or_rules_only_no_plan,https://zs.whsu.edu.cn/info/1151/22357.htm,未留存,招生章程；录取规则；专业范围,未找到湖北专业组计划页,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,武汉体育学院 2026 湖北 招生计划 本科 专业组 招生网,武汉体育学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-e71c23f518b45419,OCQ-516244211fbbc9d5,MPK-dc046ce1d6bb781c,V3-7b8d832f9e7bf0a2,B0-历史候选和组号问题优先核页,历史候选,C107,武汉体育学院,C10704,69,candidate_v2_review_seed,candidate_v2_major_review_seed,,3,14,数据科学与大数据技术,化学,7,4000,计算机类相关,,,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,charter_or_rules_only_no_plan,https://zs.whsu.edu.cn/info/1151/22357.htm,未留存,招生章程；录取规则；专业范围,未找到湖北专业组计划页,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,武汉体育学院 2026 湖北 招生计划 本科 专业组 招生网,武汉体育学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-9b338a4dc221da96,OCQ-d13191f11ce9c413,MPK-64c28c505b9ade6b,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,74,candidate_v2_review_seed,candidate_v2_major_review_seed,,1,46,化学工程与工艺,,77,4000,,,missing_subject_candidate,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,未留存,暂无,未定位官方2026湖北普通本科计划页,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,武汉轻工大学 2026 湖北 招生计划 本科 专业组 招生网,武汉轻工大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-0c2e9b8761eda7e3,OCQ-d13191f11ce9c413,MPK-96dda936146d5d83,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,74,candidate_v2_review_seed,candidate_v2_major_review_seed,,2,47,功能材料,,43,4000,,,missing_subject_candidate,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,未留存,暂无,未定位官方2026湖北普通本科计划页,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,武汉轻工大学 2026 湖北 招生计划 本科 专业组 招生网,武汉轻工大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-3f7585c14fcb6b79,OCQ-d13191f11ce9c413,MPK-70acfc1be827818e,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,74,candidate_v2_review_seed,candidate_v2_major_review_seed,,3,48,机械类（含机械设计制造及其自动化、智能制造工程专业）,,312,5200,,,missing_subject_candidate,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,未留存,暂无,未定位官方2026湖北普通本科计划页,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,武汉轻工大学 2026 湖北 招生计划 本科 专业组 招生网,武汉轻工大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-1b00bd50584e5af7,OCQ-d13191f11ce9c413,MPK-aa0e59e61ef7848d,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,74,candidate_v2_review_seed,candidate_v2_major_review_seed,,4,49,食品科学与工程类（含食品科学与工得、食品质量与安全、粮食工程、食品营养与健康专业）,,343,5200,,,missing_subject_candidate,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,未留存,暂无,未定位官方2026湖北普通本科计划页,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,武汉轻工大学 2026 湖北 招生计划 本科 专业组 招生网,武汉轻工大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-2fd1420f2a6c4e4a,OCQ-d13191f11ce9c413,MPK-8915f6c0a09e38d2,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,74,candidate_v2_review_seed,candidate_v2_major_review_seed,,5,50,康复治疗学,,37,4000,,医学/护理等排除方向,missing_subject_candidate;low_ocr_confidence,默认不能接受-医学护理等排除方向,医学/护理等明确排除方向；字段待核:missing_subject_candidate;low_ocr_confidence；专业行存在高严重结构异常,若服从调剂可能形成不能接受风险,needs_official_plan_source_search,,未留存,暂无,未定位官方2026湖北普通本科计划页,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,武汉轻工大学 2026 湖北 招生计划 本科 专业组 招生网,武汉轻工大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-588d11bba3854c3c,OCQ-d13191f11ce9c413,MPK-c8947c66ce351bf7,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,74,candidate_v2_review_seed,candidate_v2_major_review_seed,,6,51,药学,,70,4000,,医学/护理等排除方向,missing_subject_candidate;low_ocr_confidence,默认不能接受-医学护理等排除方向,医学/护理等明确排除方向；字段待核:missing_subject_candidate;low_ocr_confidence；专业行存在高严重结构异常,若服从调剂可能形成不能接受风险,needs_official_plan_source_search,,未留存,暂无,未定位官方2026湖北普通本科计划页,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,武汉轻工大学 2026 湖北 招生计划 本科 专业组 招生网,武汉轻工大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-e83fbdf13b2a5fd0,OCQ-d13191f11ce9c413,MPK-fbf5a0dd1bc8d6e2,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,74,candidate_v2_review_seed,candidate_v2_major_review_seed,,7,52,生物技术,,75,4000,,,missing_subject_candidate,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,未留存,暂无,未定位官方2026湖北普通本科计划页,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,武汉轻工大学 2026 湖北 招生计划 本科 专业组 招生网,武汉轻工大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-ab737fd5c447b63e,OCQ-d13191f11ce9c413,MPK-2d333ca5f7b10011,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,74,candidate_v2_review_seed,candidate_v2_major_review_seed,,8,53,生物工程类（含生物工程、合成生物学专业）,,74,4000,,,missing_subject_candidate,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,未留存,暂无,未定位官方2026湖北普通本科计划页,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,武汉轻工大学 2026 湖北 招生计划 本科 专业组 招生网,武汉轻工大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
