高校源最新对齐ID,来源高校官网辅证自动执行批次,来源高校官网辅证状态快照,来源next20官网源探测账本,来源live补源账本,来源C4C6复用审计账本,来源C4C6结构化候选diff账本,来源C4C6补源尝试账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,原自动执行批次ID,高校官网辅证状态快照ID,执行批次序号,院校代码,院校名称公开,原自动执行泳道,原官网辅证自动动作,原官网来源状态,原最新自动探针状态,原结构化输出状态桶,原候选diff状态桶,原补源状态桶,原涉及招生明细数,原涉及专业组数,next20任务数,next20结构化湖北物理行数合计,next20结构化计划数合计,next20官网源类型集合,next20当前自动判断集合,live补源记录数,live结构化输出记录数,live湖北物理计划状态桶,C4C6复用包数,C4C6已有标准化官网证据行数,C4C6复用可生成候选diff明细数,C4C6结构化diff包数,C4C6综合结构化官网证据行数,C4C6可生成候选diff明细数,C4C6计划数一致候选数,C4C6官网可补OCR计划数候选数,C4C6计划数冲突候选数,C4C6补源尝试记录数,C4C6最新自动探针状态集合,最新证据来源族,最新公开证据集合SHA16,最新高校侧证据层级,相对原自动账本推进状态,最新自动建议动作,人工最小核验动作,仍需补源或解析原因,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
SOURCESYNC-a9ac4e0a779209be,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-7134c3285f13c34a,SCHOOLSRCSTATUS-2d36ccc2040c1872,52,A135,山东大学,A3-补结构化或解析公开来源,C4-已有部分来源需补结构化或补湖北行,has_reusable_2026_hubei_plan_source,no_live_probe_record,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,13,3,0,0,0,,,0,0,,1,24,10,1,24,10,3,7,0,0,,c4c6_reuse；c4c6_diff,56a73fe94c5eb95a,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-9cb701a74dfd97c9,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-97a94bd61aa81fea,SCHOOLSRCSTATUS-6ac71d9c4262099c,53,A022,北京林业大学,A3-补结构化或解析公开来源,C6-继续搜索高校官网2026湖北计划源,has_partial_source_needs_followup,entry_timeout_api_timeout_previous_forbidden,T2-有公开来源待解析,D4-无结构化官网源,S4-部分来源待跟进,8,1,0,0,0,,,0,0,,2,0,0,2,0,0,0,0,0,1,entry_timeout_api_timeout_previous_forbidden,c4c6_reuse；c4c6_diff；c4c6_attempt,aecd638ca1dc5beb,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,先补可读公开来源或接口，再判断能否生成湖北物理结构化线索。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,entry_timeout_api_timeout_previous_forbidden,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-d1cbe7186c8e3c2c,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-005c21dcd52c25b2,SCHOOLSRCSTATUS-6a05d3a33939cc26,54,F305,忻州师范学院,A3-补结构化或解析公开来源,C4-已有部分来源需补结构化或补湖北行,has_partial_source_needs_followup,no_live_probe_record,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,8,3,0,0,0,,,0,0,,1,15,7,1,15,7,0,7,0,0,,c4c6_reuse；c4c6_diff,5850f74ee5007c42,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-7c5f1b00048d4063,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-30d4a29db400241f,SCHOOLSRCSTATUS-a9ab8663a8e1a0c2,55,K153,成都信息工程大学,A3-补结构化或解析公开来源,C4-已有部分来源需补结构化或补湖北行,has_partial_source_needs_followup,no_live_probe_record,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,9,5,0,0,0,,,0,0,,1,38,6,1,38,6,2,4,0,0,,c4c6_reuse；c4c6_diff,b83a3fb30ad54207,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-f0f68a0e7b2a6db3,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-89c8ce7ad80fd02a,SCHOOLSRCSTATUS-9baf0fc2a5bfeb83,56,C150,武汉商学院,A3-补结构化或解析公开来源,C3-字段辅证补充结构化后核原页,has_reusable_2026_hubei_plan_source,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,19,2,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,none,,L0-暂无可复用高校侧计划源,P0-A3公开来源不足仍需补源,先补可读公开来源或接口，再判断能否生成湖北物理结构化线索。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,暂无公开结构化湖北物理计划源线索。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-9b750700e0d79983,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-a7155a27626f3618,SCHOOLSRCSTATUS-07408924360569a2,57,A033,中国传媒大学,A3-补结构化或解析公开来源,C4-已有部分来源需补结构化或补湖北行,has_reusable_2026_hubei_plan_source,no_live_probe_record,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,10,6,1,14,34,official_ajax_json,已有结构化高校侧辅证，可进入候选diff和核页优先级判断,0,0,,1,14,5,1,14,5,3,2,0,0,,next20；c4c6_reuse；c4c6_diff,b0830e7ae227d08b,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-141f1b1382c952b9,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-3ba82b2c2fe6f4a5,SCHOOLSRCSTATUS-37e2021cb0eb061e,58,K485,西安财经大学,A3-补结构化或解析公开来源,C4-已有部分来源需补结构化或补湖北行,has_partial_source_needs_followup,no_live_probe_record,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,6,2,0,0,0,,,0,0,,1,8,6,1,8,6,0,6,0,0,,c4c6_reuse；c4c6_diff,f66fcae1d343787f,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-362c56444247c5c3,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-15cc6f40b75766d0,SCHOOLSRCSTATUS-7ab571ca3147964c,59,K486,西安邮电大学,A3-补结构化或解析公开来源,C4-已有部分来源需补结构化或补湖北行,has_reusable_2026_hubei_plan_source,no_live_probe_record,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,6,4,1,25,49,official_zsdata_json,已有结构化高校侧辅证，可进入候选diff和核页优先级判断,0,0,,1,25,5,1,25,5,0,5,0,0,,next20；c4c6_reuse；c4c6_diff,0ce51b79e2541f0f,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-50d12ae74118e5f1,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-e8e2d37cab86fb0b,SCHOOLSRCSTATUS-a9efbcec3e357db5,60,H439,山东财经大学,A3-补结构化或解析公开来源,C6-继续搜索高校官网2026湖北计划源,has_partial_source_needs_followup,tls_handshake_failure_entry_and_api,T2-有公开来源待解析,D4-无结构化官网源,S4-部分来源待跟进,5,1,0,0,0,,,0,0,,2,0,0,2,0,0,0,0,0,1,tls_handshake_failure_entry_and_api,c4c6_reuse；c4c6_diff；c4c6_attempt,af3d27b510eca556,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,先补可读公开来源或接口，再判断能否生成湖北物理结构化线索。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,tls_handshake_failure_entry_and_api,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-0d8369403ab6558b,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-8ec6e68a6f69b671,SCHOOLSRCSTATUS-20c3f694b05d8e7d,61,K151,成都理工大学,A3-补结构化或解析公开来源,C6-继续搜索高校官网2026湖北计划源,has_partial_source_needs_followup,http_412_precondition_failed,T2-有公开来源待解析,D4-无结构化官网源,S4-部分来源待跟进,3,1,0,0,0,,,0,0,,2,0,0,2,0,0,0,0,0,1,http_412_precondition_failed,c4c6_reuse；c4c6_diff；c4c6_attempt,dbc2a757ab0d2a1d,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,先补可读公开来源或接口，再判断能否生成湖北物理结构化线索。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,http_412_precondition_failed,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-1bca0c3b51e44ce2,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-7a2ed766eabeefc4,SCHOOLSRCSTATUS-28927fa79ac43a73,62,K488,西安医学院,A3-补结构化或解析公开来源,C4-已有部分来源需补结构化或补湖北行,has_partial_source_needs_followup,no_live_probe_record,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,3,2,0,0,0,,,0,0,,1,5,3,1,5,3,0,3,0,0,,c4c6_reuse；c4c6_diff,997b449745693858,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-439ca6ca29b65123,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-15191b88e2992f54,SCHOOLSRCSTATUS-adfdd0df2c477d30,63,C150,武汉商学院,A5-章程规则核验,C2-强辅证抽检并等待湖北官方闭环,has_reusable_2026_hubei_plan_source,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,14,4,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,none,,L0-暂无可复用高校侧计划源,P1-保持原执行泳道,复用已有高校结构化来源生成差异线索；字段事实仍等待PDF原页和湖北官方侧确认。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,暂无公开结构化湖北物理计划源线索。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-67aa7d720c0ea925,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-45f01373056962e7,SCHOOLSRCSTATUS-ee0fccc1482d2f1b,64,K153,成都信息工程大学,A5-章程规则核验,C2-强辅证抽检并等待湖北官方闭环,has_reusable_2026_hubei_plan_source,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,13,1,0,0,0,,,0,0,,1,38,6,1,38,6,2,4,0,0,,c4c6_reuse；c4c6_diff,b83a3fb30ad54207,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-001d395492b53e82,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-893271231b2b65b2,SCHOOLSRCSTATUS-ecbe37c48666e2d1,65,H001,杭州电子科技大学,A5-章程规则核验,C2-强辅证抽检并等待湖北官方闭环,has_reusable_2026_hubei_plan_source,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,9,1,1,21,57,official_xlsx_physics_rows,已有结构化高校侧辅证，可进入候选diff和核页优先级判断,0,0,,1,21,8,1,21,8,6,1,1,0,,next20；c4c6_reuse；c4c6_diff,3b6ffcff8682db0f,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
