页列底座核验批次行ID,来源页列底座综合风险登记表,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,是否允许作为志愿推荐依据,是否允许生成学校专业建议,批次总序,批次ID,批次名称,批次容量上限,批内页列序号,页列全局风险总序,来源页码,版面列,页码版面键,页列底座综合风险登记ID,综合风险优先级桶,综合风险优先级数值,页列首要核验动作,批次执行线,批次页列数,批次专业行数,批次字段任务数,批次Z0页列数,批次Z1页列数,批次Z2页列数,批次Z3页列数,批次结构R0专业行数,批次源证据X1专业行数,批次源证据X2专业行数,批次官方查询键碰撞行数,批次字段Q0任务数,包内专业行数,包内字段任务数,字段Q0无候选阻断任务数,字段Q1有候选待人工核验任务数,字段Q2待三方闭环任务数,结构R0专业行数,结构R1专业行数,结构R2专业行数,结构R3专业行数,结构风险事件数,版面风险事件数,专业代号风险事件数,官方查询键碰撞行数,教育部未匹配校名专业行数,官网辅证线索行数,官网计划数冲突行数,决策G0结构或归属未闭环行数,决策G1家庭底线风险待确认行数,决策G2字段缺口未闭环行数,源证据X1专业窗口P0行数,源证据X2起始行P0_QC行数,源证据X3优先复核行数,源证据X4低风险抽检行数,专业行ID集合SHA256,字段任务集合SHA256,风险登记ID集合SHA256,PDF原页核页状态,湖北官方系统或省招办计划核验状态,结构和官方消歧状态,高校官网或招生章程辅证状态,字段事实写回状态,批次完成状态,公开安全策略,下一步
PSFOUNDATIONBATCHROW-6b32ac410cc17f3c,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,25,11,11,147,left,147-left,PSFOUNDATIONRISK-757d60a6e49cfe06,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,717,2151,25,0,0,0,99,2,341,97,831,27,81,24,45,12,4,8,2,13,4,0,1,4,0,0,0,12,6,7,0,9,17,1,2ac466302e9adbe1710eb41843cfffe37f92d3eb9ba24623a9a6350985184f2a,deabec1c1a1947e485927343f024760e7518d0dcd2936b1b6f5f21816734b040,162a736597cb173e87c2a723308b4de8c1c613f45eb5919136ab482136af05e0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第01批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-c78053951da38c33,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,25,12,12,217,left,217-left,PSFOUNDATIONRISK-54a25ea201d229bf,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,717,2151,25,0,0,0,99,2,341,97,831,21,63,18,30,15,4,6,3,8,4,0,3,4,0,2,0,10,4,3,0,9,12,0,0356b1f2efae0b5b52243db6e86bf23ef9315115eef175095468388469fb3c35,183dff9d78249cd2b7808c39a1d083c5de925e2e0398d2528cbfc714209621b6,162a736597cb173e87c2a723308b4de8c1c613f45eb5919136ab482136af05e0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第01批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-ed3b190a232644dd,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,25,13,13,192,right,192-right,PSFOUNDATIONRISK-6ace5b3b76e26a4f,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,717,2151,25,0,0,0,99,2,341,97,831,25,75,48,27,0,4,10,1,10,16,3,1,4,0,0,0,14,11,0,0,6,19,0,4770ac523bbe10fb5dfdc4d5c12648319ff39313cf51753f01287030a1286ade,2f0e4a671681546b2345567e62ee3f3787897cd65ec7114aeab28716aafd7e9f,162a736597cb173e87c2a723308b4de8c1c613f45eb5919136ab482136af05e0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第01批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-41b8ad2c1a83b736,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,25,14,14,29,right,029-right,PSFOUNDATIONRISK-5c05ec7c52f5727c,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,717,2151,25,0,0,0,99,2,341,97,831,20,60,15,42,3,4,6,1,9,12,5,3,4,0,0,0,10,3,6,0,4,16,0,aec8c3068770538f97ecf4ef66731e83526abe9b87bbf946285d3bba6784a965,3fca26d880c0628d9b9b255bd11ad42c3e6d5e38b73e7a561cd72d6da9aa5bd6,162a736597cb173e87c2a723308b4de8c1c613f45eb5919136ab482136af05e0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第01批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-c7e8bdf41be81599,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,25,15,15,163,left,163-left,PSFOUNDATIONRISK-de8c06b554465dfd,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,717,2151,25,0,0,0,99,2,341,97,831,35,105,12,90,3,3,25,1,6,4,4,7,2,0,0,0,28,0,6,1,16,17,1,3f60cd77fce9ed15140dc77af38a4bae4a017faf28f487f429b90e160136340b,73ddd7f20de04bd993c16a43df371d3cd81d482aae52e94fcf20fb57a00765f9,162a736597cb173e87c2a723308b4de8c1c613f45eb5919136ab482136af05e0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第01批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-12f82c9cfc94f36d,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,25,16,16,222,right,222-right,PSFOUNDATIONRISK-928b9d2e8aeb7a7d,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,717,2151,25,0,0,0,99,2,341,97,831,29,87,18,63,6,3,15,1,10,6,3,2,3,0,0,0,18,2,7,0,12,13,4,897ca517cef0b04dfa90593c4dd0953b38e401b51820f20f5db461317fef903d,ce189cc4ef2a6a729b6b1f5e66c1921030d25d0b2d8342f9ad9ae5b33e59febb,162a736597cb173e87c2a723308b4de8c1c613f45eb5919136ab482136af05e0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第01批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-d175b3ffe1700d34,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,25,17,17,238,left,238-left,PSFOUNDATIONRISK-620ee9b531d60e0f,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,717,2151,25,0,0,0,99,2,341,97,831,32,96,36,48,12,3,9,1,19,15,11,2,3,6,0,0,12,2,15,0,6,25,1,a9163b055050f76ceed88d2f94356c3b30becee7b94da2e71a2111d7a076efda,967670231283e5e93e3ed7677107b434aa4eda481ccd6248b42121e083c6b600,162a736597cb173e87c2a723308b4de8c1c613f45eb5919136ab482136af05e0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第01批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-043f5671597b36a4,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,25,18,18,52,left,052-left,PSFOUNDATIONRISK-c840eb72a3568d4f,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,717,2151,25,0,0,0,99,2,341,97,831,36,108,36,72,0,2,18,1,15,18,11,2,2,0,0,0,20,3,13,0,23,12,1,e7a2d120abee8c0ca962aa9d7dff14efc33a47c92aaa2062ae1ba2df7f2b5a94,07672a802ef928c9f1aa84ad6bafa10cd756b3b09a1e975d04a79274ffb424dc,162a736597cb173e87c2a723308b4de8c1c613f45eb5919136ab482136af05e0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第01批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-137cc00078733133,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,25,19,19,202,left,202-left,PSFOUNDATIONRISK-19d970291b48dd7f,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,717,2151,25,0,0,0,99,2,341,97,831,25,75,27,48,0,2,13,4,6,5,5,2,2,0,0,0,15,6,4,0,21,4,0,88c22bfa34a7daa86fd68ffbfa2b93d67f9265dc8b50d684eba2604d723e5d31,235c48e9cf84aefa105c79805f863a655ef457b84b275383d8924178b557ef38,162a736597cb173e87c2a723308b4de8c1c613f45eb5919136ab482136af05e0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第01批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-0d98f6888b25d008,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,25,20,20,216,left,216-left,PSFOUNDATIONRISK-1c5e4939e0e6cf5b,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,717,2151,25,0,0,0,99,2,341,97,831,25,75,9,27,39,2,4,7,12,4,5,1,2,0,0,0,6,3,5,0,19,6,0,eef63111a2c136804748d2d5a11dc01346fc03bc549e366abbea0e41c1d67989,ec8bf8a58b1a5153ce544ca9436c033d353f8b72d6c1f798841d2d9357aa6658,162a736597cb173e87c2a723308b4de8c1c613f45eb5919136ab482136af05e0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第01批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-f3b1810191000041,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,25,21,21,222,left,222-left,PSFOUNDATIONRISK-77394795eab6896b,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,717,2151,25,0,0,0,99,2,341,97,831,30,90,45,27,18,2,6,5,17,5,6,0,1,0,0,0,8,3,14,1,18,10,1,a7f3fc60153745b104916651466e1b985241048db7770f3d437e19fe998ffc55,847dbf3a3a1f5f5229aea77fa6bdedc772be3c66f22580082cbcd2bfd2ccc1ed,162a736597cb173e87c2a723308b4de8c1c613f45eb5919136ab482136af05e0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第01批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-42f9f2a2a885485c,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,25,22,22,179,left,179-left,PSFOUNDATIONRISK-66b4d437a48b52b4,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,717,2151,25,0,0,0,99,2,341,97,831,57,171,45,120,6,2,15,9,31,17,18,4,2,0,0,0,17,1,37,0,15,32,10,fbe8a844c0da6fec82c38adaf4c4d887403db25913199786b09cd3f306db68fb,c24e0c748a2472d98488caebe3f93b49b1ad9b64dee012ae9738db8c9a2ea3ac,162a736597cb173e87c2a723308b4de8c1c613f45eb5919136ab482136af05e0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第01批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-a9ca22325eea3d36,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,25,23,23,194,left,194-left,PSFOUNDATIONRISK-96f5dfecca05e523,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,717,2151,25,0,0,0,99,2,341,97,831,15,45,12,33,0,2,12,1,0,6,8,2,2,10,0,0,14,1,0,0,14,0,1,39f7e31932e8b9eefdde8eb0ffe0a046f99127d1c25948a7d8de4e9f84c2765d,bf64a38250851079f2d86551028b6e9fe1e091096fce8bda44a5b24d5a7ebf8a,162a736597cb173e87c2a723308b4de8c1c613f45eb5919136ab482136af05e0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第01批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-38f96637da082f6b,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,25,24,24,239,left,239-left,PSFOUNDATIONRISK-c860765c9e78928b,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,717,2151,25,0,0,0,99,2,341,97,831,28,84,66,3,15,2,10,1,15,8,3,1,2,0,0,0,12,3,12,0,13,14,1,a1e010e75b9eb56dd00d89650ae3af32b256bffa3c5d101691755b1b9005c6c9,5dee7a1a878db518f21e5992124960ed663fa8736d74d88826c8ad284e7272c9,162a736597cb173e87c2a723308b4de8c1c613f45eb5919136ab482136af05e0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第01批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-14ee8c6ab3921710,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,25,25,25,216,right,216-right,PSFOUNDATIONRISK-0aa996a80d56404c,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,717,2151,25,0,0,0,99,2,341,97,831,13,39,36,3,0,2,3,2,6,4,0,1,2,0,0,0,5,7,1,0,8,5,0,b93c699c6e7d9255024b48d18617d029c60c924968480be3de9f14e11a162453,9fbeb81367f862a50b0fc4a4bbb0eeca48f6f1da3c79828fea1e6c6e5f608369,162a736597cb173e87c2a723308b4de8c1c613f45eb5919136ab482136af05e0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第01批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-5f959457ff09e215,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,25,1,26,48,left,048-left,PSFOUNDATIONRISK-642666fe6989fd37,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,763,2289,25,0,0,0,29,11,287,18,972,17,51,33,18,0,2,3,0,12,2,0,3,2,0,0,0,5,3,9,0,8,8,1,dcc1b28a1e28a749eea508a3bd16ed8c1b8b607c1a4a1cca395bcf0422bd563c,d6f3469ab6aaa7af1ba55094e27cb182dfe44d77b634f4ffb18c57dcfef01451,e4602dedd30d1b8ced06a6eff01a39ede2338a420e59357afe899e88bb4cf512,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第02批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-e416cfe5cd7977c6,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,25,2,27,240,right,240-right,PSFOUNDATIONRISK-2a896c32dcad8e39,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,763,2289,25,0,0,0,29,11,287,18,972,14,42,18,24,0,2,4,0,8,10,3,1,2,0,10,0,6,0,8,0,6,8,0,c5e936f08d21ddf77b2b6c81b6b2f5cfdddcbd8afe6438fa255e488b09837866,8067631f5176173b2b6ff54c073b4cb8bdacb1aa5a2c613c0a91140ff1887321,e4602dedd30d1b8ced06a6eff01a39ede2338a420e59357afe899e88bb4cf512,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第02批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-23cb983b9db6bf23,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,25,3,28,240,left,240-left,PSFOUNDATIONRISK-43c8d9bf8368b750,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,763,2289,25,0,0,0,29,11,287,18,972,15,45,24,18,3,2,10,1,2,10,7,0,2,3,0,0,12,0,3,0,5,10,0,d790530e92eb9f50628df1257c824d759b926c41251dead39cb74136471722e6,ebb795bf2d639eb6dfc0720a009985e410ea300677fe82fbfda24ab208ce4671,e4602dedd30d1b8ced06a6eff01a39ede2338a420e59357afe899e88bb4cf512,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第02批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
