高校侧辅证刷新公开账本ID,来源稳定基座自动交叉核验工作台,来源高校官网补源种子表,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,执行顺序,高校侧刷新批次,高校侧刷新任务类型,高校侧刷新优先级,院校代码,院校名称OCR,官网辅证自动动作,闭环优先级,官网证据强度,官网来源状态,官网证据匹配状态集合,计划数核验状态集合,差异字段集合,来源文件类型集合,公开来源文件数量,公开来源文件集合SHA256,公开来源URL数量,公开来源URL集合SHA256,涉及招生明细数,涉及专业组数,涉及PDF页数,涉及页列数,专业行ID集合SHA256,专业组ID集合SHA256,页列集合SHA256,计划数冲突行数,官网补缺候选行数,强辅证抽检行数,部分来源待结构化行数,继续补源行数,仅章程规则行数,官网未匹配行数,字段辅证行数,疑似学费读作计划数行数,需要PDF原页100%核验行数,建议抽检行数,建议补结构化行数,建议继续补源行数,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源刷新状态,高校官网或招生章程辅证状态,字段事实写回状态,公开安全策略,下一步
SCHOOLREFRESH-16eabaacfe2d39b3,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,60,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,06-P2补源,A022,北京林业大学,C6-继续搜索高校官网2026湖北计划源,07-P2补源,needs_source,has_partial_source_needs_followup,no_school_source,not_covered,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,289917563a763f48e939771fb463f5eb6d2d12b2390ee374354100fa6770f0d0,8,1,1,1,235b270b0b93b3f0b269007192e92f80351dca0d36acaf12c8e8d779cb7641e8,6ef7f8556b0b6883fdf6cadb3731f0331826e5ed260f2a7fcb57478aedb78309,cbdc997c149a33c27609edb7674b5a7a3921bfd506e2b2270c6186760f5abcdf,0,0,0,0,8,0,0,0,0,0,0,0,8,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SCHOOLREFRESH-122c97b755de364b,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,61,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,06-P2补源,A032,北京语言大学,C6-继续搜索高校官网2026湖北计划源,07-P2补源,needs_source,has_partial_source_needs_followup,no_school_source,not_covered,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,a45671d1fd5eb280f883e7adc1d8a8d0341f63bb451d3b5066b9133d5fbd842b,1,1,1,1,b386cf04aba98844a5333b59f04bd8dde805641c916035a0f92fe57d0425b2a0,1d1f93cb14d03d024bd3aeeec90ac49068c45e7b02dce548fa55e1f38ed41c20,719286b19fc7385ce013638a10d49c554a8f4520880fb63b3660dd27fad852e5,0,0,0,0,1,0,0,0,0,0,0,0,1,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SCHOOLREFRESH-6987fccf84c19a99,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,62,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,06-P2补源,C125,武汉轻工大学,C6-继续搜索高校官网2026湖北计划源,07-P2补源,needs_source,needs_official_plan_source_search,no_school_source,not_covered；pending_original_pdf_and_hubei_official_review,官网计划源待补强,待补官网2026湖北计划源,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,41,5,2,2,b6680065dda01cb1507a2114c4d524fa967455d46e1001738763f5a908a65883,a2ddd855c4683a85842ee28636abb32ca41035fc9b30227cf3dfded225dbfc5d,ce9f1342de74a4e9dcbe264d74efce5270fc093c43d847b371c7390843c9f4a1,0,0,0,0,41,0,0,0,0,0,0,0,41,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SCHOOLREFRESH-a478cee56cfc9830,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,63,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,06-P2补源,C133,湖北师范大学,C6-继续搜索高校官网2026湖北计划源,07-P2补源,needs_source,needs_official_plan_source_search,no_school_source,not_covered；pending_original_pdf_and_hubei_official_review,官网计划源待补强,待补官网2026湖北计划源,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,36,9,1,2,dbf05a5df07bacf474af7794cb5b804fdd68a7025f20b737c07e9ea096dc6279,c8bb0baf3c241274824a0677eb9f1aa08f1ff898a4ebea7ec7b93f6c590d69ad,f10b04644b9317ee819541bae0ee975b50411b4454e7b7a9fc4a79ffd3648f51,0,0,0,0,36,0,0,0,0,0,0,0,36,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SCHOOLREFRESH-943e235d1b5b50f7,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,64,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,06-P2补源,F582,长春工业大学,C6-继续搜索高校官网2026湖北计划源,07-P2补源,needs_source,needs_official_plan_source_search,no_school_source,not_covered；pending_original_pdf_and_hubei_official_review,官网计划源待补强,待补官网2026湖北计划源,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,41,12,1,2,ef50289a0bea560b6fd859c0d5fd79aec0afd33ac50b773a31bd63d98ac4a9a6,2f171ee49c45ed1276570f3798f36a647d1c27d57d08c618278a6cf5d30cf5b5,01a0cf75287873a35ed2fe7156f85986deffcc9d5b84ae4496ae061a66eda43a,0,0,0,0,41,0,0,0,0,0,0,0,41,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SCHOOLREFRESH-ad45b937fc49398e,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,65,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,06-P2补源,H002,浙江工业大学,C6-继续搜索高校官网2026湖北计划源,07-P2补源,needs_source,needs_official_plan_source_search,no_school_source,not_covered；pending_original_pdf_and_hubei_official_review,官网计划源待补强,待补官网2026湖北计划源,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,10,4,1,1,0b5244680b5d03cfbd68bd8757ab1cc103d0457e9b5fd92921909eeb5be75652,93a4a7661c445d7c79496c2dca45d6d73f74f7f6f22c0d701cc9642eb30c6b5b,149a7191f2678cb3b84cb2c9024b7a1751674005a65475d4632be050cf0b1c8b,0,0,0,0,10,0,0,0,0,0,0,0,10,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SCHOOLREFRESH-a4be848a661bd050,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,66,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,06-P2补源,H026,浙江传媒学院,C6-继续搜索高校官网2026湖北计划源,07-P2补源,needs_source,needs_official_plan_source_search,no_school_source,not_covered；pending_original_pdf_and_hubei_official_review,官网计划源待补强,待补官网2026湖北计划源,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,22,6,1,1,361bfb8a4d3113db7d104d1aaa2284a1a0b592cf12d6cd0c314a0f444de97f94,6285f2603b234c0ad636787ec23f912e1214a39ce7c28d3804015e4009a0796a,cb1c7a82de1fccae01d2fc322ac1c7ab75b1845f9b5b41f349fb84a52b20d577,0,0,0,0,22,0,0,0,0,0,0,0,22,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SCHOOLREFRESH-2d228141ef00d19d,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,67,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,06-P2补源,H439,山东财经大学,C6-继续搜索高校官网2026湖北计划源,07-P2补源,needs_source,has_partial_source_needs_followup,no_school_source,not_covered,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,6fc4b21a2064a183ff6249925e8ef5553797bfcf29752410d5aad781dc7db42c,5,1,1,1,82829853d6ac347f7be2b4a7be5d603917ad2964bdf718b9104889042135aaaa,a16b28a0fdca04f2763b152d7e6f747435089176a3b82fe32d180adf78751531,2cff228c8909e4bf361b66a2c44276f60b1faaba317d3d4dc79d16971b037ac0,0,0,0,0,5,0,0,0,0,0,0,0,5,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SCHOOLREFRESH-cff22c24eee97b6c,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,68,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,06-P2补源,H775,韶关学院,C6-继续搜索高校官网2026湖北计划源,07-P2补源,needs_source,needs_official_plan_source_search,no_school_source,not_covered；pending_original_pdf_and_hubei_official_review,官网计划源待补强,待补官网2026湖北计划源,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,5,5,1,1,ec86855d572eeeed4ad9dab3eb2e4af66d113c0246300f25181a1009b54eacca,5dd1259e041fc413a5020408013473a0aa3dfad6b61b896739ad86496b29a30f,34a3e104169f47984f47fd069e3c84f393067f20f9c22b614c882d73f328f1ff,0,0,0,0,5,0,0,0,0,0,0,0,5,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SCHOOLREFRESH-2bc1c73201e57559,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,69,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,06-P2补源,K151,成都理工大学,C6-继续搜索高校官网2026湖北计划源,07-P2补源,needs_source,has_partial_source_needs_followup,no_school_source,not_covered,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,59dd89f0e1b646bb768a95904048284233c96a399edc36b4c473c3676edf3c4a,3,1,1,1,4f6c21622c2f16618ca2031ee1be5d3d066fd71a538f8f86be8feab65f2dd485,1c582d9a0f435a36afaa5473164aee6eb141c1c6db524866f83a46cb0f65a76b,04605a19f880a323d54b124acf237ffc9dc9e71ca97404eb176b016da86bfec4,0,0,0,0,3,0,0,0,0,0,0,0,3,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SCHOOLREFRESH-2172ef6f90eee98c,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,70,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,06-P2补源,K179,成都师范学院,C6-继续搜索高校官网2026湖北计划源,07-P2补源,needs_source,needs_official_plan_source_search,no_school_source,not_covered；pending_original_pdf_and_hubei_official_review,官网计划源待补强,待补官网2026湖北计划源,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,6,6,2,2,0aa1125f6b8d35d2f9a1129a7851747449ea7310dc895f9fd38dabc981457c2c,8c728fc7e77ab85f04679c3a75925056354f1d2428ed470816f0b67270fa3e5a,fe3213d2deb9216ac2579f8cabf8f29f6277b86e2b5db2b183838d761281386f,0,0,0,0,6,0,0,0,0,0,0,0,6,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SCHOOLREFRESH-a7a916707cbcce05,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,71,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,06-P2补源,K345,云南大学,C6-继续搜索高校官网2026湖北计划源,07-P2补源,needs_source,has_partial_source_needs_followup,no_school_source,not_covered,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,7977890edad3fe9f776a3fdc020102f0a9d28a67c25ad16041935f800192c66d,11,1,2,2,9781b8272ded0dd121cb65d64aff8bd0952451d49bbef7c5b0b9591133bae582,a4d1717c1adc9aca16dcc18e4405e5872e8825c15c9a721cd003f6b59ffb7ae6,54ccb6e3269d56ed6155d23840b9a084045735a17d4ccf6974b1062475b90c74,0,0,0,0,11,0,0,0,0,0,0,0,11,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SCHOOLREFRESH-ebe8c55049c50d67,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,72,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,06-P2补源,K465,西安建筑科技大学,C6-继续搜索高校官网2026湖北计划源,07-P2补源,needs_source,has_partial_source_needs_followup,no_school_source,not_covered,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,0cd65763e5e4e2e0622af016cf733d18aab8476d7bb0a1f5e70b80ca1a5c9c61,1,1,1,1,70081ea49e30ed171169011588f018253d2e59c885395fb2a7b536f462f2d8bc,c62c23d15015bf78c192c9c89a9e34373a9f82e99669f6fc80cb0f8611052449,85564b31d1ffb7a2759df4b5ac09ea2a1c2cd82a127c512176bc25d5b706b20c,0,0,0,0,1,0,0,0,0,0,0,0,1,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SCHOOLREFRESH-915c889409f6b0ba,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,73,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,06-P2补源,K487,西安航空学院,C6-继续搜索高校官网2026湖北计划源,07-P2补源,needs_source,needs_official_plan_source_search,no_school_source,not_covered；pending_original_pdf_and_hubei_official_review,官网计划源待补强,待补官网2026湖北计划源,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,6,4,1,1,3badc3ebb4062992ff41b518acb143a2ff34565ae5baa9f996ef74bc1f73c58d,3aff69410463c9e1ceaa43b4feda8786af8fee5ba4d03b6a5fb4009ebee37b25,b66aa8e599a5a9987827dd3652b2cdf7faa6f041376884c64e2b4c74c6c75925,0,0,0,0,6,0,0,0,0,0,0,0,6,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SCHOOLREFRESH-bf5639a4124004ad,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,74,S5-章程规则核特殊限制,招生章程规则核验,07-P2规则,C107,武汉体育学院,C5-仅章程规则核特殊要求不能核计划数,06-P2规则核验,rules_only,charter_or_rules_only_no_plan,no_school_source,not_covered；pending_original_pdf_and_hubei_official_review,仅章程或规则线索,章程或规则线索,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,11,2,1,1,6059e3eae6afeb3c14ceb5bf4148f9fbb9c315fed2d2b90fb8530d6367039a7d,0d80cb5a538c2f84dcc07b292eb3fe18e977ea61909be0af1cc6e1d4047e5dcf,6db85f1f3ba622698e0aca041decab81f5b022e1c1f4887617631c4db6446c65,0,0,0,0,0,11,0,0,0,0,0,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,只核录取规则、体检、语种、单科、校区和调剂规则；计划数仍等湖北官方侧或省招办来源。
SCHOOLREFRESH-5f16c9142d45aa1f,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,75,S5-章程规则核特殊限制,招生章程规则核验,07-P2规则,F002,北方工业大学,C5-仅章程规则核特殊要求不能核计划数,06-P2规则核验,rules_only,charter_or_rules_only_no_plan,no_school_source,not_covered；pending_original_pdf_and_hubei_official_review,仅章程或规则线索,章程或规则线索,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,74ee8df0f4c80e50ba7cb7be1239b814cd70f0c0065301de439264117d02595e,28,4,1,2,0a836d4afbdaaabfa618451d23bebd1efdafa9bb7a675d589a1bf0b10240a8e4,e510ad40e7ef24a3bc7059887d6c572698fdb27bb148c0b516f879a72ad0d21f,c8e1d8e5f5ee2efab449a8755d07b3b01ee565bfc3e5cf0b8dd563e14310343b,0,0,0,0,0,28,0,0,0,0,0,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,只核录取规则、体检、语种、单科、校区和调剂规则；计划数仍等湖北官方侧或省招办来源。
