稳定基座第一闭环明细任务ID,来源稳定基座自动官网辅证交叉核验工作台,来源稳定基座最小人工闭环工作台,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,第一闭环批次,第一闭环纳入原因,任务来源类型,来源自动交叉核验任务ID,来源最小人工闭环任务ID,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,页码版面键,专业组内专业序号,专业代号OCR,专业名称及备注短摘,字段名,官网辅证自动动作,官网证据强度,官网来源状态,官网证据匹配状态,计划数核验状态,差异字段集合,疑似OCR把学费读入计划数,最佳官网来源文件,OCR专业计划数候选,最佳官网计划数,OCR学费候选,最佳官网学费,OCR再选科目候选,最佳官网选科,人工升级原因,P0字段即时复核任务ID,P0即时字段确认公开账本ID,执行批次,人工核验泳道,人工核验方式,页列执行进度桶,裁图证据编号,裁图文件SHA256,裁图bbox归一化,是否需要双人复核,是否有高校字段线索,是否裁图OCR与机器候选冲突,是否裁图OCR与高校辅证冲突,是否机器高校冲突,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,公开安全策略,下一步
FIRSTDETAIL-fd40ac2674b02354,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,自动官网辅证任务,STABLEAUTO-f16785739abb7366,,false,false,false,false,false,false,false,false,M-8364fe2b149b7735,G-9fca3ce8b2adbf9c,A135,山东大学,A13506,37,left,037-left,3,22,电子信息类（通信电子与光电方向：通信工程；电子科学与技术：光电信息科学与工程：含米新学堂、微纳光电子科学与技术实验班、光电科创未来精英班；办学地点：青岛校区）,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_reusable_2026_hubei_plan_source,unmatched,not_covered,官网专业未匹配,false,,8,,6600,,,,官网专业名称未能稳定匹配,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-a19646da8920400b,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网计划数与OCR候选冲突，第一批必须回页核,自动官网辅证任务,STABLEAUTO-f9d8322fb6a2a202,,false,false,false,false,false,false,false,false,M-a85b56dac30243b2,G-9fca3ce8b2adbf9c,A135,山东大学,A13506,37,left,037-left,6,25,工程软件（含“钱七虎学堂”）,,C0-冲突先核PDF原页和湖北官方系统,conflict_review,has_reusable_2026_hubei_plan_source,matched,mismatch,计划数冲突,false,data/external/issue19-b0-b1-official-sources/sdu-2026-hubei-physics-normal-zsjh.json,11,2,6600,6600,化学,"物理,化学(2门科目考生均须选考方可报考)",官网计划数与OCR候选冲突,,,,,,,,,,true,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-f6c5e0b8b2a20f9b,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,自动官网辅证任务,STABLEAUTO-a87e70d5d6e797b4,,false,false,false,false,false,false,false,false,M-f7fc1e53365bb4e8,G-9fca3ce8b2adbf9c,A135,山东大学,A13506,37,left,037-left,2,21,计算机类（智能软件与芯片新工科实验班：软件工程；数字媒体技术：数据科学与大数据技术；微电子科学与工程；集成电路设计与集成系统；含人工智能固际班，网安新工科创新买验班、钦件菁英班、集成电路拔尖人才培养，健坤班”、黄昆半导体英才班、微系统英才班...,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_reusable_2026_hubei_plan_source,unmatched,not_covered,官网专业未匹配,false,,10,,,,,,官网专业名称未能稳定匹配,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-9b82a945c23a2501,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-b4bc9954b834d9e9,,false,false,false,false,false,false,false,false,M-0331ffd1db7621d2,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,left,056-left,5,39,通信工程（办学地点：甘肃兰州）,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,,2,2,,,物理和化学,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-7b0367a699848980,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,自动官网辅证任务,STABLEAUTO-9b61fbc4347a61ec,,false,false,false,false,false,false,false,false,M-24f76d15351fc6e7,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,left,056-left,4,38,暨柔障惠科学与技术（办学地点：甘肃,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_reusable_2026_hubei_plan_source,unmatched,not_covered,官网专业未匹配,false,,,,5800,,,,官网专业名称未能稳定匹配,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-3fddffa420d16af2,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-eeb89ad03c6a78b1,,false,false,false,false,false,false,false,false,M-294c46ae6cb755d6,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,left,056-left,1,35,计算机科学与技术（办学地点：甘肃兰,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,,3,5800,,［化学,物理和化学,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-27b2b164f7a898c0,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-3179af1e5de3c228,,false,false,false,false,false,false,false,false,M-3ef576112ee9a076,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,left,056-left,8,42,数字媒体技术（办学地点：甘肃兰州）覓亮計孝院校专业组及专业代号,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,,3,5800,,,物理和化学,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-94e95b76bf217529,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-7d5df468927475c5,,false,false,false,false,false,false,false,false,M-6f60d88ce3a3687e,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,left,056-left,3,37,计算机科学与技术（密码技术创新班；办学地点：甘肃兰州）,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,,1,5800,,,物理和化学,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-765f09947ed9a2d8,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-c0d9198f22170681,,false,false,false,false,false,false,false,false,M-928c8c7935f8e9d2,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,left,056-left,2,36,计算机科学与技术（脑机智能方向；办学地点：甘肃兰州）,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,,2,5800,,,物理和化学,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-e5c797c090e5d43d,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-2769d1befceede9d,,false,false,false,false,false,false,false,false,M-ece9de1329c27d10,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,left,056-left,6,40,入工智能（办学地点：甘肃兰州）,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,,3,5800,,,物理和化学,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-f7da998b19762486,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-191fe4d432155e40,,false,false,false,false,false,false,false,false,M-f7d6787fb6918e72,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,left,056-left,7,41,数据科学与大数据技术（办学地点：甘肃兰州）,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,,3,5800,,,物理和化学,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-5d809871adac9548,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,自动官网辅证任务,STABLEAUTO-84428fac5215a71b,,false,false,false,false,false,false,false,false,M-89b74b497cad2e7f,G-3e1e79ed3becc5d0,A197,西北民族大学,A19722,57,left,057-left,2,34,迁算机科学与技术（办学地点：榆中校,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_reusable_2026_hubei_plan_source,unmatched,not_covered,官网专业未匹配,false,,2,,6040,,,,官网专业名称未能稳定匹配,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-29fccc884dede6ea,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,自动官网辅证任务,STABLEAUTO-2150bc2745b76a18,,false,false,false,false,false,false,false,false,M-6f45e0358062a335,G-06d6761ecafe9d62,C108,江汉大学,C10811,70,left,070-left,8,GA,及专业代号,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_partial_source_needs_followup,unmatched,not_covered,官网专业未匹配；官网计划源待补强,false,,,,,,U,,官网专业名称未能稳定匹配,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-9ccbf3429e4a8193,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,自动官网辅证任务,STABLEAUTO-a5a12951a2e35e80,,false,false,false,false,false,false,false,false,M-0892ad4e5c518719,G-facec610841ca140,C108,江汉大学,C10820,70,right,070-right,10,AJ,新能源汽车工程（面向武汉）,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_partial_source_needs_followup,unmatched,not_covered,官网专业未匹配；官网计划源待补强,false,,,,40,,,,官网专业名称未能稳定匹配,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-bdeb50f8fadf7f32,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,自动官网辅证任务,STABLEAUTO-91e7f424c3a14420,,false,false,false,false,false,false,false,false,M-30ddedf35876cad1,G-facec610841ca140,C108,江汉大学,C10820,70,right,070-right,7,AF,智能制造工程（智慧能源装备；面向武,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_partial_source_needs_followup,unmatched,not_covered,官网专业未匹配；官网计划源待补强,false,,25,,5200,,,,官网专业名称未能稳定匹配,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-41a7cf56d34c7bb6,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,自动官网辅证任务,STABLEAUTO-d1b97af896fb6100,,false,false,false,false,false,false,false,false,M-6e01e1645d19ebfd,G-facec610841ca140,C108,江汉大学,C10820,70,right,070-right,2,AA,柔性电子学（面向武汉）,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_partial_source_needs_followup,unmatched,not_covered,官网专业未匹配；官网计划源待补强,false,,51,,37,,,,官网专业名称未能稳定匹配,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-8b5219caa414373a,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,自动官网辅证任务,STABLEAUTO-2c02741a398f0fea,,false,false,false,false,false,false,false,false,M-916f5239ec5a0593,G-facec610841ca140,C108,江汉大学,C10820,70,right,070-right,5,AD,数据科学与大数据技术（面向武汉）,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_partial_source_needs_followup,unmatched,not_covered,官网专业未匹配；官网计划源待补强,false,,23,,5200,,,,官网专业名称未能稳定匹配,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-a0265b0156170fad,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,自动官网辅证任务,STABLEAUTO-5aa413e7b188d75e,,false,false,false,false,false,false,false,false,M-97356b83d76caabd,G-facec610841ca140,C108,江汉大学,C10820,70,right,070-right,8,AG,自动化（面向武汉）,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_partial_source_needs_followup,unmatched,not_covered,官网专业未匹配；官网计划源待补强,false,,50,,5200,,,,官网专业名称未能稳定匹配,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-a86cefb127d2a1a9,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,自动官网辅证任务,STABLEAUTO-2321462529e5b65e,,false,false,false,false,false,false,false,false,M-b1b11d1758e31fc0,G-facec610841ca140,C108,江汉大学,C10820,70,right,070-right,1,A9,数字媒体技术（面向武汉）,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_partial_source_needs_followup,unmatched,not_covered,官网专业未匹配；官网计划源待补强,false,,51,,4000,,要求,,官网专业名称未能稳定匹配,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
