来源期号,来源PDF_SHA256,数据阶段,优先方向,综合风险等级,本专业OCR风险等级,本专业风险类型,专业组风险类型,院校代码,院校名称OCR,院校专业组代码,专业组号,来源页码,专业代号OCR,专业名称及备注OCR,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,学费OCR数字候选,偏好和风险标签,字段完整性标记,候选池V1命中,样本学校命中,核验状态,最终可用,下一步
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F936,三江学院,F93601,01,136,04,人工智能F938 东南大学成贤学院（独立）（江苏）,,11,2,2,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,F943,南京航空航天大学金城学院,F94303,03,136,15,物联网工程,,,20000,20000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,F943,南京航空航天大学金城学院,F94303,03,136,16,计算机科学与技术,,,20000,20000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,F943,南京航空航天大学金城学院,F94303,03,136,17,软件工程,,,20000,20000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F951,无锡学院,F95102,02,136,03,计算机科学与技术,,,5800,5800,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F956,扬州大学广陵学院,F95602,02,136,03,人工智能,,,2,2,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,F956,扬州大学广陵学院,F95602,02,136,04,计算机科学与技术,,,|20000,20000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,F956,扬州大学广陵学院,F95602,02,136,05,软件工程F958 南京邮电大学通达学院（独立）（江苏）,,,20000,20000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F958,南京邮电大学通达学院,F95801,01,136,01,计算机科学与技术,,,2,2,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,F958,南京邮电大学通达学院,F95801,01,136,02,信息安全,,,20000,20000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate;low_ocr_confidence,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F958,南京邮电大学通达学院,F95801,01,136,03,数据科学与大数据技术,,,2,2,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,F960,江苏科技大学苏州理工学院,F96003,03,136,05,计算机科学与技术F961 常州大学怀德学院（独立）（江苏）,,,|20000,20000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F961,常州大学怀德学院,F96102,02,136,06,软件工程F962 南通大学杏林学院（独立）（江苏）,,,2,2,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate;low_ocr_confidence,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,医学/护理等排除方向；学费超过当前上限,F963,南京审计大学金审学院,F96303,03,136,18,计算机科学与技术,,,22000,22000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,医学/护理等排除方向；学费超过当前上限,F963,南京审计大学金审学院,F96303,03,136,19,信息安全,,,2,2,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate;low_ocr_confidence,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,医学/护理等排除方向；学费超过当前上限,F963,南京审计大学金审学院,F96303,03,136,20,数据科学与大数据技术,,,|20000,20000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,医学/护理等排除方向；学费超过当前上限,F963,南京审计大学金审学院,F96303,03,136,21,人工智能,,,20000,20000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,中外合作或高收费,中外合作或高收费；学费超过当前上限,F966,西交利物浦大学,F96603,03,137,03,电子信息类（中外合作办学）（电子科微电子科学与学与技术、通信工程、江程、人工智能；采用大类招生，入学后可跨大类自主选择专业（详见学校招生章程），学贵标准如有调整，按省发改季、省教育厅最新政策执行（学费最高不超过10万元/年））,化学,99000,,,priority_2_computer;high_fee_or_coop,missing_tuition_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,中外合作或高收费,中外合作或高收费；学费超过当前上限,H001,杭州电子科技大学,H00105,05,137,23,人工智能（中外合作办学）（与爱尔当都柏林城市大学合作办学，中英文授果，学生在中方完成4年学业后，可获中爱双方证书：办学地点：第一学年在绍兴校区，第二学年起在下沙校区）GAAZ院校代号,化学,69000,,,priority_2_computer;high_fee_or_coop,missing_tuition_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,中外合作或高收费；学费超过当前上限,中外合作或高收费；学费超过当前上限,H001,杭州电子科技大学,H00106,06,137,27,计算机科学与技术（中外合作办学）（与俄罗斯圣光机大学合作办学中英文授课，学生在中方完成4年学些后，可获中俄双方证书；办学地点：下沙校区）H002浙江工业大学（公办）（浙江）,,2,39000,39000,priority_2_computer;high_fee_or_coop,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,医学/护理等排除方向,H007,浙江中医药大学,H00707,07,138,14,计算机科学与技术（办学地点：第一第二学年在富春校区，第三学年起技专业需要进行校区调整）,,,6000,6000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,体检或色觉限制；医学/护理等排除方向,H010,湖州师范大学,H01004,04,139,07,人工智能,,4,5500,5500,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,中外合作或高收费；学费超过当前上限,中外合作或高收费；学费超过当前上限,H013,温州大学,H01305,05,139,16,计算机科学与技术（中外合作办学）（与俄罗斯圣彼得堡国立工业技术卓设计太学合作办学，俄友教师采用蒸文授课，学费最终以物价部门批复为准）,化学,3,50000,50000,priority_2_computer;high_fee_or_coop,,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,医学/护理等排除方向,H018,中国计量大学,H01802,02,140,13,人工智能,,,5500,5500,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,医学/护理等排除方向,H018,中国计量大学,H01802,02,140,20,数据科学与大数据技术,,,4800,4800,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,医学/护理等排除方向；学费超过当前上限,H019,浙江万里学院,H01903,03,140,09,人工智能（办学地点：钱湖校区）,,,32000,32000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate;low_ocr_confidence,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,医学/护理等排除方向；学费超过当前上限,H019,浙江万里学院,H01903,03,140,10,计算机科学与技术（办学地点：钱湖校,,,33000,33000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,医学/护理等排除方向；学费超过当前上限,H019,浙江万里学院,H01903,03,140,11,软件工程（办学地点：钱湖校区）,,,33000,33000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,医学/护理等排除方向；学费超过当前上限,H019,浙江万里学院,H01903,03,140,12,数据科学与大数据技术（办学地点：钱湖校区）,,,33000,33000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,中外合作或高收费；学费超过当前上限,中外合作或高收费；学费超过当前上限,H020,浙江科技大学,H02005,05,140,10,数据科学与大数据技术（中外合作办学）（中法合作办学；小和山校区.要求高考外语成绩不低于100分.与法国塞吉巴黎大学合作办学）,,,58000,58000,priority_2_computer;high_fee_or_coop,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,中外合作或高收费；学费超过当前上限,中外合作或高收费；学费超过当前上限,H022,浙江水利水电学院,H02202,02,141,07,物联网工程（中外合作办学）（与新西兰尼尔森马尔伯勒理工学院合作办学：办学地点：杭州钱塘校区）,,2,50000,50000,priority_2_computer;high_fee_or_coop,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,医学/护理等排除方向,H031,浙大宁波理工学院,H03101,01,142,08,计算机科学与技术,,,6325,6325,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,H062,浙江越秀外国语学院,H06203,03,142,08,数据科学（办学地点：镜湖校区）,化学,4,33800,33800,priority_2_computer,,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,H062,浙江越秀外国语学院,H06203,03,142,09,人工智能（办学地点：镜湖校区）,,4,33000,33000,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,H062,浙江越秀外国语学院,H06204,04,142,11,大数据管理与应用（办学地点：镜湖校,不限,4,33800,33800,priority_2_computer,,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,中外合作或高收费；学费超过当前上限,中外合作或高收费；学费超过当前上限,H062,浙江越秀外国语学院,H06205,05,142,14,大数据管理与应用（中外合作办学）（办学地点：镜湖校区）H063 宁波财经学院（民办）（浙江）,不限,4,48000,48000,priority_2_computer;high_fee_or_coop,,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,H065,浙江工业大学之江学院,H06502,02,142,01,计算机类（计算机科学与技术、软件工程、网络工程、物联网工程）,,2,27750,27750,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,H071,浙江农林大学暨阳学院,H07101,01,142,02,计算机科学与技术（办学地点：诸暨H075 湖州学院（公办）（浙江）,,,27750,27750,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,中外合作或高收费；语种或单科限制,中外合作或高收费；语种或单科限制,H085,宁波诺丁汉大学,H08503,03,142,11,大数据管理与应用（中外合作办学）（外语单科成绩不低干115分（全蒸文授课，非英语语种考生请慎重填,,2,11万,11,priority_2_computer;high_fee_or_coop;language_or_single_subject,missing_subject_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,中外合作或高收费；语种或单科限制,中外合作或高收费；语种或单科限制,H085,宁波诺丁汉大学,H08504,04,143,15,计算机科学与技术（中外合作办学）（外语单科成绩不低于115分（全英文授课，非英语语种考生请慎重填报），貪2个专业方向：计算机科学、计算机科学与人工智能.含2+2和4+0两种学制，进校后良由选择学制，2+2后两年在英国诺了汉大学就读，学费另计）,,4,11万,11,priority_2_computer;high_fee_or_coop;language_or_single_subject,missing_subject_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,中外合作或高收费；语种或单科限制；学费超过当前上限,中外合作或高收费；语种或单科限制；学费超过当前上限,H086,温州肯恩大学,H08603,03,143,17,计算机科学与技术（中外合作办学）（全英文教学，要求外语成绩不低于105分；请非英语语种考生慎重报,,6,88000,88000,priority_2_computer;high_fee_or_coop;language_or_single_subject,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,医学/护理等排除方向,H118,安徽理工大学,H11803,03,144,19,人工智能,,2,5720,5720,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,医学/护理等排除方向,H118,安徽理工大学,H11803,03,144,22,智能科学与技术,,2,5200,5200,priority_2_computer,missing_subject_candidate;low_ocr_confidence,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,医学/护理等排除方向,H120,安徽农业大学,H12003,03,144,34,计算机科学与技术,,,5980,5980,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,医学/护理等排除方向,H120,安徽农业大学,H12003,03,144,35,数据科学与大数据技术,,,2,2,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,H173,安徽新华学院,H17302,02,147,01,计算机科学与技术,【化学,2,4900,4900,priority_2_computer,,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,H173,安徽新华学院,H17302,02,147,02,计算机科学与技术,,3,26000,26000,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,H173,安徽新华学院,H17302,02,147,02,人工智能,,3,4900,4900,priority_2_computer,missing_subject_candidate;low_ocr_confidence,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,H178,安徽信息工程学院,H17801,01,147,01,计算机科学与技术,,24600,24600,24600,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,限制风险,体检或色觉限制,体检或色觉限制；学费超过当前上限,H216,福州大学,H21602,02,147,06,计算机科学与技术（不招单色识别不舍的考生，第一学年在福州市铜盘权区培养：办学地点：旗山校区）,,,5460,5460,priority_2_computer;body_or_exam_limit,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,H219,集美大学,H21905,05,148,13,计算机科学与技术,,,5460,5460,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,体检或色觉限制；学费超过当前上限,H223,福建师范大学,H22303,03,148,07,计算机科学与技术（办学地点：旗山校,,3,5460,5460,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,体检或色觉限制；学费超过当前上限,H223,福建师范大学,H22303,03,148,08,软件工程（办学地点：旗山校区）,,4,10500,10500,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,中外合作或高收费；学费超过当前上限,中外合作或高收费；学费超过当前上限,H223,福建师范大学,H22304,04,148,14,网络工程（中外合作办学）（中日合作办学：与日本京都情报大学院大学合作办学；办学地点：旗山校区）H224 闽江大学（公办）（福建）,,4,20000,20000,priority_2_computer;high_fee_or_coop,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
