P0即时页列执行进度公开账本ID,来源P0即时页列核页执行队列,来源P0即时字段确认公开账本,来源私有字段确认工作台,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动回填候选,是否允许写回字段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,页列执行总序,来源页码,版面列,页码版面键,P0即时页列核页执行队列ID,P0即时按页核页包ID,页列核页优先级桶,页列核页优先级数值,包内字段任务数,包内专业行数,包内裁图证据数,包内需要双人复核任务数,包内高校辅证核验任务数,PDF原页私有记录已录数,PDF原页私有记录未录数,湖北官方私有记录已录数,湖北官方私有记录未录数,高校辅证应录数,高校辅证已录数,高校辅证未录数,字段确认私有记录已录数,字段确认私有记录未录数,双人复核应完成数,双人复核已完成数,双人复核未完成数,冲突阻断任务数,三方字段一致性可评估数,可进入字段写回复查数,PDF原页私有记录状态分布,湖北官方私有记录状态分布,高校辅证私有记录状态分布,双人复核公开状态分布,字段事实写回评估状态分布,页列执行进度桶,页列执行进度状态,私有字段确认工作台SHA256,字段确认公开账本ID集合SHA256,P0字段即时复核任务ID集合SHA256,PDF原页核页状态,湖北官方系统或省招办计划核验状态,字段事实写回状态,公开安全策略,下一步
P0PAGEPROG-a5486ff376ce7c0f,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,11,235,right,235-right,P0PAGEEXEC-a8eccd5dd8e4747a,P0PAGEPACK-34928a68186047de,Q0-候选冲突页列先核,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,93faf976c3f37a94569017c13fc97ecde7fbc696a0ccf929a41d4f94cb535208,0d5143d79e7d25118572e11b338d632a02eeec1a2df10c7bc33108ddec29a49f,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-0fb2447573add901,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,12,93,left,093-left,P0PAGEEXEC-0dc47766812ecc36,P0PAGEPACK-40c4fcaa72c0f65b,Q1-无稳定候选页列先核,1,6,6,6,6,0,0,6,0,6,0,0,0,0,6,6,0,6,0,0,0,pending_private_pdf_reading:6,pending_private_hubei_reading:6,not_applicable_no_school_field_clue:6,pending_double_review:6,blocked_until_required_private_readings_complete:6,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,23e43857f468ca3a42d8dc4268560b11a72d5d6e615a40490e9f05262ed77802,ad6a40159c6950c27450f4afb91df810642ffe031aeae8546f4b30c36342bfb0,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-01c0e96ebf550fe9,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,13,199,left,199-left,P0PAGEEXEC-5cc3f679db752ab0,P0PAGEPACK-a0d6bbc57c97d1d1,Q1-无稳定候选页列先核,1,3,3,3,3,1,0,3,0,3,1,0,1,0,3,3,0,3,0,0,0,pending_private_pdf_reading:3,pending_private_hubei_reading:3,not_applicable_no_school_field_clue:2；pending_private_school_reading:1,pending_double_review:3,blocked_until_required_private_readings_complete:3,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,0c6779f4b0e937ee6eddef9d1f611723c3ea2d24bce45378a88b8be0a32502eb,2e850326d296029edcd514e6765a7868358e35d9b853aa9cd8a904a648e81e53,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-4dee4eb07c94f2ab,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,14,102,right,102-right,P0PAGEEXEC-e33155f092d462ea,P0PAGEPACK-609a65f4e23e2657,Q1-无稳定候选页列先核,1,3,3,3,3,0,0,3,0,3,0,0,0,0,3,3,0,3,0,0,0,pending_private_pdf_reading:3,pending_private_hubei_reading:3,not_applicable_no_school_field_clue:3,pending_double_review:3,blocked_until_required_private_readings_complete:3,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,c83fe6f351d8b87054c67b07a45eb4192e6c68b9788093a3a9982b51e4df9738,041355635559abe2819f6214847db6ff4c6eccc3435101de8d98ba524049219d,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-b4403e9ec541144c,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,15,16,right,016-right,P0PAGEEXEC-073989a659c45a34,P0PAGEPACK-54543c0a0a6542be,Q1-无稳定候选页列先核,1,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,621be8b72003687873cec1438c61a16422b52636f2f2ce10f2d5b3e24497e45a,8c19d81a3262e4bea63ff3876ae39bc8fc8d5c5bd9e23dd35dc09ba114c158fe,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-601ccff8cf8aea6c,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,16,37,left,037-left,P0PAGEEXEC-6e85597b0d5b40b8,P0PAGEPACK-5e2cdef50b8d6e97,Q1-无稳定候选页列先核,1,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,pending_private_school_reading:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,a244bfd470b99936df5f9e4484b5587fa93890ae93ccf1ca59aa651f4e2d8607,0665bce60856163c977c10371a038eaa279101445d61fbaa4dc72aca35430704,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-3a9e104a2817ae67,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,17,95,left,095-left,P0PAGEEXEC-d54e99d33b8bd970,P0PAGEPACK-ea1192250f71f232,Q1-无稳定候选页列先核,1,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,c9af5a172623725c1c064acac96fb11a738e36449b8d703536a61852dcc65649,6ddff776ba3489ac45f042d4b0e79a54b8aeb5ccb0b1b584a0de9e01155ed9d8,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-d7a9886e2ee5d3a4,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,18,137,left,137-left,P0PAGEEXEC-2e205fb23d728e5a,P0PAGEPACK-5b36a8fb2d28b236,Q1-无稳定候选页列先核,1,2,2,2,2,1,0,2,0,2,1,0,1,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:1；pending_private_school_reading:1,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,63faa1c6bc1b595667930ddececfd8578cf432063ec50b0cdb517dc6e17565f1,6b3fea1450965f6d411bebea92cee0e52c2770593bbf33f55462e8b81f80f944,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-6da4a6326cc70c03,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,19,46,left,046-left,P0PAGEEXEC-3be09379764d7809,P0PAGEPACK-1ab977cd12e5686a,Q1-无稳定候选页列先核,1,3,3,3,3,0,0,3,0,3,0,0,0,0,3,3,0,3,0,0,0,pending_private_pdf_reading:3,pending_private_hubei_reading:3,not_applicable_no_school_field_clue:3,pending_double_review:3,blocked_until_required_private_readings_complete:3,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,f499292e6cc51839735577ab94feae8decc20e42a331724a920162c4ac49e5e6,4703c98fa365572e261d2e5ae82cc9437cb189e817d6c694657a996135ebb7d3,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-397ec133a0637e99,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,20,160,right,160-right,P0PAGEEXEC-3bf429f051c3f164,P0PAGEPACK-b67d1810b73f9a54,Q1-无稳定候选页列先核,1,3,3,3,3,0,0,3,0,3,0,0,0,0,3,3,0,3,0,0,0,pending_private_pdf_reading:3,pending_private_hubei_reading:3,not_applicable_no_school_field_clue:3,pending_double_review:3,blocked_until_required_private_readings_complete:3,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,e322d56d2c7ef3290cae7b7583af97f45f894d520e7848e70525f0c9605215e4,8c620f8283d887a079f431c76845c4f81058757abd10238c7cf5fc4bb37c7ad1,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-6ff9fec430b216a8,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,21,26,right,026-right,P0PAGEEXEC-ea172bd64161944f,P0PAGEPACK-9b8c2bcf1cda96dc,Q1-无稳定候选页列先核,1,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,0fbad1877994ff95065a084fa3272d0ba2b9561a8a0bc1f1bbf4da89a240106c,57bf5fb8cc03bec777c4af0a587862b324aca7b7f4b53ea9a46131f063803425,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-b70f988a35595f3f,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,22,36,left,036-left,P0PAGEEXEC-583f56e8cd7e92bf,P0PAGEPACK-85a0524dba69f8c8,Q1-无稳定候选页列先核,1,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,a6fcee7b8dcde975f4d182174d96eeffbb377d049aeec4e001fe1792b47ecd34,ce52af0f13c6dc40ffd3790306a5e735d87048aea49047806b634045812794b1,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-862fc92131115066,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,23,46,right,046-right,P0PAGEEXEC-d94e990bcba4e2e6,P0PAGEPACK-b38f4fd63be348ab,Q1-无稳定候选页列先核,1,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,6f955c869429bba6ea834bf57796c70af413f6af826aa54160b6706ec44331d6,b76236f242de8a4a1f3a6f042285c9e4aff35f0bf1cceba8ddd024431b12e656,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-bec7791891a23860,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,24,94,right,094-right,P0PAGEEXEC-e8ec28f5be1558e3,P0PAGEPACK-e33d6349e336285e,Q1-无稳定候选页列先核,1,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,4247d48285bc90a9fabdc1c8ed9528c076bfe8dbfcf18d535b432604a29aaa8e,0ae7e8c6adc3370739b101f17e3f886b94277a302a9ba4436c4106553c8c2139,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-6605b980c36e9ff7,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,25,128,right,128-right,P0PAGEEXEC-42ff4e142e82e635,P0PAGEPACK-a31cb2d429a00fc2,Q1-无稳定候选页列先核,1,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,235b67fea51f09b5af6b4285aa9d1c93ec9caf4128cf8840a4e1902dfcaf0aba,d5946dbc0081ce3d4de9373c5c73f27265929b883e1bf64ae849c288d82f1495,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-97130c8f94646513,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,26,194,right,194-right,P0PAGEEXEC-9abe01122a839eaa,P0PAGEPACK-cd160a5eec089d1f,Q1-无稳定候选页列先核,1,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,c5e35b16040e6155a515d253d109287641c9903de959b546feb0e53360bb364e,0a3fb9a73d867ca224b05bf4024247f19a21e7973e423a87bed91f13243b1594,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-76590d12dd0ec216,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,27,200,right,200-right,P0PAGEEXEC-298c74d6e5a9ce48,P0PAGEPACK-ce23166f6747d5ff,Q1-无稳定候选页列先核,1,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,4c10976d32beaa04464d52dcd6dd3bd05553c3aa15e7f304c4351775352a453f,529c00d80107d59073f4c5444f641dabc1e8c2263a995f02b78e9e1d7708878d,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
