P0即时复核裁图证据索引ID,来源P0字段即时复核包,来源P0字段即时复核任务ID,来源P0字段三方核验任务ID,来源P0字段三方核验执行包ID,来源专业行原页证据锚点表,来源页级manifest,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动回填候选,是否允许写回字段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,即时复核总序,执行总序,执行批次,即时复核阶段,字段名,专业行ID,专业组出现ID,院校代码,来源页码,版面列,专业行原页证据锚点ID,私有页图证据编号,私有页图SHA256,私有OCR文本证据编号,私有OCR文本SHA256,私有窗口证据编号,窗口文本SHA256,窗口坐标摘要,机器候选状态,机器候选置信等级,高校官网辅证覆盖状态,机器候选与高校辅证关系,语义多源优先桶,是否需要双人复核,裁图证据编号,裁图文件SHA256,裁图规格SHA256,裁图字节数,裁图宽度px,裁图高度px,源页图宽度px,源页图高度px,裁图bbox归一化,裁图bbox像素,裁图坐标来源,裁图生成参数摘要,裁图生成状态,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,证据索引用途,下一步
P0CROPINDEX-ee99166c4e3c043b,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-24494c00cfd0c37e,P0TRIAGE-42531170d5b03c86,P0TRIAGEPACK-02eb2f1224de2e8c,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,11,11,EXEC-01-冲突异常立即核页,IR-01-冲突异常和偏大先核,专业计划数,M-eb2bc5f19a360334,G-40e8e2649ba8d3a6,H857,194,left,PDFANCHOR-305ce3210c398cf6,page-194,64fbd70faa0dca2fb2415b2a49ba1f7f25ccc69d3d1eb2ba39f8cb1d41740af5,194_page-194,963bfd5d139aeaa5f300824b936e6514af9c2e6ce31091b975ab985cb23112cd,PDFANCHOR-305ce3210c398cf6,ae5db6594a0093b3dbb76e1bc03faefbf07ac7dde8b7946852e58da1a428dec9,x=0.104478-0.513859;y=0.587209-0.395051,P0C1-单一坐标候选待人工核验,medium,no_b0b1_school_sidecar,R0-无高校官网辅证行,S2-机器候选语义异常优先排除,true,P0CROP-251356739f32c814,ea541dc531a5ae54da6cf7703e4fb60d8ff8ba34e41c27ade3cb325cdf870e5e,f7f219ac0fbd20afa9b8a7749cab758d17cc25f31e5f864d18fc2188f79018e5,725564,848,642,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.360051-0.622209,x=72-920;y=925-1567,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-feeebf1e4ff178a3,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-93509207bb2f1258,P0TRIAGE-1c4afb649d908e2d,P0TRIAGEPACK-02eb2f1224de2e8c,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,12,12,EXEC-01-冲突异常立即核页,IR-01-冲突异常和偏大先核,专业计划数,M-26d2edeaf4b862a5,G-a0f68bc50be1b3be,H857,194,left,PDFANCHOR-2da1bfd5fe4a16b8,page-194,64fbd70faa0dca2fb2415b2a49ba1f7f25ccc69d3d1eb2ba39f8cb1d41740af5,194_page-194,963bfd5d139aeaa5f300824b936e6514af9c2e6ce31091b975ab985cb23112cd,PDFANCHOR-2da1bfd5fe4a16b8,772f3130bf72d06a3bae22554af647ffbcfbf0bb4cc5be7609cc4d5173d4f644,x=0.136461-0.514014;y=0.651020-0.182857,P0C1-单一坐标候选待人工核验,medium,no_b0b1_school_sidecar,R0-无高校官网辅证行,S2-机器候选语义异常优先排除,true,P0CROP-4bc8857002d14825,8304b920addc9b5357d013fdd256a8a927d7a1d0fe7f9722879878de00414977,6fc4d8963f8a0efc59504bdaba107d45d6449addfeb1befbfdf7568718ee70d6,1466988,848,1328,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.147857-0.690020,x=72-920;y=759-2087,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-fd72427aefb67ace,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-bc7d35594450138b,P0TRIAGE-cb606f0cd62441f1,P0TRIAGEPACK-02eb2f1224de2e8c,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,13,13,EXEC-01-冲突异常立即核页,IR-01-冲突异常和偏大先核,专业计划数,M-50cab57f432b5cdc,G-a0f68bc50be1b3be,H857,194,left,PDFANCHOR-c280a44ed7b85270,page-194,64fbd70faa0dca2fb2415b2a49ba1f7f25ccc69d3d1eb2ba39f8cb1d41740af5,194_page-194,963bfd5d139aeaa5f300824b936e6514af9c2e6ce31091b975ab985cb23112cd,PDFANCHOR-c280a44ed7b85270,3772b0e3a5ba25200071699d5df8cea2b2a55e259ba7ccd9ae4d0720f12ea233,x=0.136461-0.513967;y=0.704898-0.182857,P0C1-单一坐标候选待人工核验,medium,no_b0b1_school_sidecar,R0-无高校官网辅证行,S2-机器候选语义异常优先排除,true,P0CROP-b8fdb82e8745caae,d8bb8a031d305725367d190ac678923630dfe10e7b381a9e18f86213d4a51f76,7a592d26739aeff541285d343287c7d9a2852ec6a54989e550a3e4df46c8791a,1604231,848,1460,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.147857-0.743898,x=72-920;y=627-2087,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-6877dafc3bf13b3c,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-f892df3333e9279e,P0TRIAGE-cfe407abae10f01e,P0TRIAGEPACK-02eb2f1224de2e8c,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,14,14,EXEC-01-冲突异常立即核页,IR-01-冲突异常和偏大先核,专业计划数,M-8842bf5399054ddc,G-a0f68bc50be1b3be,H857,194,left,PDFANCHOR-3c4b168267e618c6,page-194,64fbd70faa0dca2fb2415b2a49ba1f7f25ccc69d3d1eb2ba39f8cb1d41740af5,194_page-194,963bfd5d139aeaa5f300824b936e6514af9c2e6ce31091b975ab985cb23112cd,PDFANCHOR-3c4b168267e618c6,74086f667a2f26ee09983a3b068d6e20fd85b6aed3c216f832bc526da66ac2d0,x=0.136461-0.513859;y=0.738367-0.182857,P0C1-单一坐标候选待人工核验,medium,no_b0b1_school_sidecar,R0-无高校官网辅证行,S2-机器候选语义异常优先排除,true,P0CROP-1a9ffeeaba2a2343,321d80f7478110c9495ea151221ba440cf34de223cdb2fd4ec86c0949f23d863,e82699206f91645967880cc5fca6c43bcca0f512745cedacd92274cbe9aee7a0,1672355,848,1538,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.147857-0.775735,x=72-920;y=549-2087,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-19745145f4314718,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-5f391c0ca16f6762,P0TRIAGE-b26bac66512995c2,P0TRIAGEPACK-403c2481a315ae09,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,15,15,EXEC-01-冲突异常立即核页,IR-01-冲突异常和偏大先核,学费,M-84dad3cc819e468e,G-7792cf2f55d5fa02,K073,205,left,PDFANCHOR-b3777b0debbf3647,page-205,b89e9405dbd6efc5b626a92bd1110b77f8195e746d404c9168660d2296be3481,205_page-205,7fe4f48f35c55a64d1999d37f6328acdc90b400b660b6fabeef66680ad6153ed,PDFANCHOR-b3777b0debbf3647,c25e5d34bb17dc86128f625de011c4a6a0f831c3be9faae17951e2ff625589c1,x=0.072805-0.687366;y=0.507267-0.449128,P0C1-单一坐标候选待人工核验,medium,no_b0b1_school_sidecar,R0-无高校官网辅证行,S2-机器候选语义异常优先排除,true,P0CROP-03e6e1b629e42aae,85011a4bbb23794ce79a5f6d25b65dde63d889c358927ccdcbb0c1e56fbc9048,77a2be72ecb9f20f2cd53dd95383ab428d0cd8994f8fbb054f7b66d66681046f,550283,1094,315,1667,2459,x=0.043000-0.699366;y_bottom_origin=0.414128-0.542267,x=72-1166;y=1126-1441,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-8bb5a1cd50717ed0,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-b6f237c72e679883,P0TRIAGE-5bd65bc8a1051134,P0TRIAGEPACK-447b527fd427dc7d,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,16,16,EXEC-01-冲突异常立即核页,IR-01-冲突异常和偏大先核,专业计划数,M-d7bad17c82051950,G-98fa46f0f05ab76e,K753,235,right,PDFANCHOR-0f72f1171fe35344,page-235,35dde950859ace5ee66fbede63cc6db980e73af80cc874be0e78cee08b6dafc0,235_page-235,9c6c8b614284932a95cdbed73246d2a036c49715d39169064f9b109cd505bf1e,PDFANCHOR-0f72f1171fe35344,67e83969cd958c0c263afe002a32a74fcc122e3565b51fdabf2af5d9fe6d97a9,x=0.505353-0.903641;y=0.912791-0.057724,P0C1-单一坐标候选待人工核验,medium,has_b0b1_school_sidecar,R1-有高校官网辅证行但本字段无值,S2-机器候选语义异常优先排除,true,P0CROP-742ddc221025d4cb,0e505f30841dd43a65f554606a7db3b9fa2f84b0d956f62577810e221a458357,7287319d3f47dc5ace938ca788f1f0f3227c7e4888fcdabb9baea3c688e23b1a,2225027,848,2281,1667,2459,x=0.448000-0.957000;y_bottom_origin=0.022724-0.950337,x=747-1595;y=122-2403,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-b1090e655d5b13e6,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-a989ce3c7489433a,P0TRIAGE-9fa17d9dbcb133f9,P0TRIAGEPACK-01c7cf74e3efed0c,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,17,17,EXEC-02-计划数偏大重点核页,IR-01-冲突异常和偏大先核,专业计划数,M-0e3eab5eafd98476,G-3a0c940c9affcb18,A010,14,left,PDFANCHOR-36fc48480e005863,page-014,2eefb744e7de8cc887bc3babf0224d92281686d772c1673e2ab00f260320dca7,014_page-014,59a529e98c7ab5d0161f5a067b75aaab3d244ece7cbcc58dfff9089f04fe5a14,PDFANCHOR-36fc48480e005863,b117bb0c4a31134e432199f1ffb2764645916e9455a1c397641d3134aa5b562a,x=0.104478-0.513860;y=0.116279-0.013042,P0C1-单一坐标候选待人工核验,medium,no_b0b1_school_sidecar,R0-无高校官网辅证行,S5-机器候选偏大重点核页,true,P0CROP-5810b238cd272e22,f8376d3f7041b569a8580c146b6a8b9119a72c2aca4de8da783904ad692cb47c,8d567143f65d7321efc0c174e7632d9ec8c4297d74127870223f436138a869f0,282319,848,370,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.000000-0.151279,x=72-920;y=2079-2449,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-939fdc8590069a51,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-eee41f6c0de0bdc8,P0TRIAGE-88a26c670024d0af,P0TRIAGEPACK-32ee275d8af15dff,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,18,18,EXEC-02-计划数偏大重点核页,IR-01-冲突异常和偏大先核,专业计划数,M-0f51c257ad05eb5f,G-5342368711c0332b,A117,32,right,PDFANCHOR-49d007dfe64217a1,page-032,5af9b4b7c811c1cd0fb177880b052c2c297fd70b1c01acf7f6046ff0ca2263c2,032_page-032,6fcde5a681250cb6e8c9bba7725975fe82cd3db74fafb227bbf47b40f4f19055,PDFANCHOR-49d007dfe64217a1,7353ad530ad389be76f9a878997b3a5e60a09aee31704774b5cb80127542373c,x=0.524520-0.938181;y=0.440407-0.347270,P0C1-单一坐标候选待人工核验,medium,no_b0b1_school_sidecar,R0-无高校官网辅证行,S5-机器候选偏大重点核页,true,P0CROP-d3bae730ddcf4a71,b19011cbebfc77b8ed5023ab3ed9d68a5f37822d66f45d38e0d42e11b22a9edf,b40f07e00216f05987c4afced793046730eacd8ef208b030f82817e79ba8af5d,399020,848,399,1667,2449,x=0.448000-0.957000;y_bottom_origin=0.312270-0.475407,x=747-1595;y=1285-1684,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-e54448212fe63739,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-ae19d23b60a253e7,P0TRIAGE-07464d230c001f8a,P0TRIAGEPACK-87175b6236661ad8,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,19,19,EXEC-02-计划数偏大重点核页,IR-01-冲突异常和偏大先核,专业计划数,M-fc54433e6fda2e66,G-3efb9a2345c57a00,A119,33,right,PDFANCHOR-6feda75461115e8f,page-033,71061053b75c3329ba82f409f86cae9b21db863d511d2e18fb292a436e5d1415,033_page-033,bcd0e17581bd37751cad12c6943eb49e264038c6098b9acfd592677ae28ffebc,PDFANCHOR-6feda75461115e8f,b9f8b48b5817cf652e8a47ba3e4048171cff6ad40c6ae6196ca2e983b65fe281,x=0.522484-0.901519;y=0.757218-0.697154,P0C1-单一坐标候选待人工核验,medium,no_b0b1_school_sidecar,R0-无高校官网辅证行,S5-机器候选偏大重点核页,true,P0CROP-08800faf5d24f23f,f4dfece2582a6b0c9cfdd4b475050151de5fe3c5849fbab6f966624a44812ddd,68cc4c652bd352aa7faa9f3feb4b651ce0e9140503463243e0a5e966d908d729,371589,848,344,1667,2459,x=0.448000-0.957000;y_bottom_origin=0.653553-0.793360,x=747-1595;y=508-852,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-24f284e2d5bef4ee,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-e321ebd7c0276bcb,P0TRIAGE-0cee9511b45bb3a9,P0TRIAGEPACK-0a64d9dfdcb1cb4e,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,20,20,EXEC-02-计划数偏大重点核页,IR-01-冲突异常和偏大先核,专业计划数,M-441e148dafdb4204,G-18a4afd29f398c8c,A141,38,right,PDFANCHOR-d65287bf740b2975,page-038,e336306298258cea36730867530134573f62ab9cf9275fa752ca3e626bd61107,038_page-038,cde51d612a09e160aad4bee78cdf9beedf2afd1d88b1bad2bb8e14b8b54cbff4,PDFANCHOR-d65287bf740b2975,1177e93aa16c466afe832680e0e74ded8f44a9ff562e660c8b90da4b03b9130e,x=0.522388-0.933902;y=0.557959-0.452035,P0C1-单一坐标候选待人工核验,medium,no_b0b1_school_sidecar,R0-无高校官网辅证行,S5-机器候选偏大重点核页,true,P0CROP-c6dda55912a1ac81,c056ed86432e12d35618b2561c8f3cf2d3ae8589de8c7f2832deb6a3998bd9d9,fd0a48cbcc25a67640d9c0ebc4b730fa5c18b1634f3ee50f9923f25bdc0403ac,480892,848,431,1667,2449,x=0.448000-0.957000;y_bottom_origin=0.417035-0.592959,x=747-1595;y=997-1428,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-fd514f320eb91b12,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-ec11bd17c6546a5a,P0TRIAGE-a7cc456798d06908,P0TRIAGEPACK-0a64d9dfdcb1cb4e,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,21,21,EXEC-02-计划数偏大重点核页,IR-01-冲突异常和偏大先核,专业计划数,M-6c6bbe1c67c63c2d,G-18a4afd29f398c8c,A141,38,right,PDFANCHOR-bf8cf521dceb016a,page-038,e336306298258cea36730867530134573f62ab9cf9275fa752ca3e626bd61107,038_page-038,cde51d612a09e160aad4bee78cdf9beedf2afd1d88b1bad2bb8e14b8b54cbff4,PDFANCHOR-bf8cf521dceb016a,ade56c337d76ba82aaabbb30aa798fe9c714652bd5d8f0ca63df315cb22d43ee,x=0.522388-0.931770;y=0.557959-0.419958,P0C1-单一坐标候选待人工核验,medium,no_b0b1_school_sidecar,R0-无高校官网辅证行,S5-机器候选偏大重点核页,true,P0CROP-db6a32c165368fee,7f1406755ae166205bdbc05416ca759ffb2c97b247b57f19a970e0e1bc8d7a80,4fa50c9a4f5afd6e91748fbbe6750dcb87e589abb777f460849b306c58e417db,553920,848,509,1667,2449,x=0.448000-0.957000;y_bottom_origin=0.384958-0.592959,x=747-1595;y=997-1506,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-54f7f924edb2be9f,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-aa14a3e4dcda09a1,P0TRIAGE-d3cec2396dc45681,P0TRIAGEPACK-3aee7795e860c3ee,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,22,22,EXEC-02-计划数偏大重点核页,IR-01-冲突异常和偏大先核,专业计划数,M-3ed25d6b30d1fc38,G-2766d06d29e98f29,A193,56,left,PDFANCHOR-224766d3c2e94f58,page-056,7e678674f04d3caffbdb708e4f1d763c325bcd9497a03cd60b650e1d31cf32b5,056_page-056,9b0eb1f04a449850b963b9e54618c81f8381a7741cf36c9060205a21b50310cc,PDFANCHOR-224766d3c2e94f58,bec379cef7873fa1400849b3cd99a307c94aaa7221b77d7c90bbdd2a7d1e5c93,x=0.102345-0.513860;y=0.819592-0.749836,P0C1-单一坐标候选待人工核验,medium,no_b0b1_school_sidecar,R0-无高校官网辅证行,S5-机器候选偏大重点核页,true,P0CROP-5fd1a3e208ca748a,0d8b52fa24cdeca31bfe07fffe5149fba1bbbea9809167e65bdb958afb609076,3c9514d5c9173f40546f755aaa2a625b3b74d9b7884a478201220fbc3729b176,368015,848,342,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.714836-0.854592,x=72-920;y=356-698,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
