第一闭环字段核验状态ID,来源第一闭环下一步动作矩阵,来源字段事实核验任务,来源高校源E0人工回页队列,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,字段状态序号,第一闭环下一步动作ID,稳定基座第一闭环明细任务ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,字段映射状态,字段事实核验任务ID,字段事实状态,字段核验优先级,字段PDF核验状态,字段湖北官方核验状态,字段事实闭环等级,字段事实阻断等级,字段事实缺口类型,PDF原页证据状态,OCR提示状态,机器坐标提示状态,高校辅证证据状态,湖北官方侧状态,冲突状态,三方闭环状态,核验动作层级,执行泳道,同校高校源可用性,同校高校源最高证据层级,同校E0人工回页任务数,同校E0风险桶分布,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,当前阻断原因,下一步核验动作,公开安全策略
FIRSTFIELDSTATUS-8db2994e07772a89,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,11,FIRSTNEXT-0f90723e1d8235e2,FIRSTDETAIL-400b9fb6c1658bc2,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-03be14d5008a95f0,G-2432826275c85956,A033,自动官网辅证任务,学费,M1-已映射字段事实核验任务,FIELDVERIFY-1094224d381ba53d,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O1-PDFOCR与高校辅证有一致字段但仍待官方闭环,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C2-多源有一致线索，仍待湖北官方侧闭环,pending_private_three_way_field_confirmation,N5-多源一致仍待湖北官方侧,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,2,M0-计划数冲突或高校侧差异先核×1；M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-3a4345117ff88fca,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,12,FIRSTNEXT-6206968b9e6d8d65,FIRSTDETAIL-449c8df99faf6a51,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-83af574ae53d478b,G-df1242f8618d3971,A033,P0人工字段任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-33ecf2bef3ac4177,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,N3-无稳定候选人工看图,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,2,M0-计划数冲突或高校侧差异先核×1；M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-d4bd7f8c12753ed5,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,13,FIRSTNEXT-93f60a343afbbe82,FIRSTDETAIL-4a2ece3f20087581,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-fddc2e8a1a4582a1,G-2432826275c85956,A033,自动官网辅证任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-5d4dee5d0315d335,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O1-PDFOCR与高校辅证有一致字段但仍待官方闭环,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C2-多源有一致线索，仍待湖北官方侧闭环,pending_private_three_way_field_confirmation,N5-多源一致仍待湖北官方侧,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,2,M0-计划数冲突或高校侧差异先核×1；M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-72225afa33daa3e5,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,14,FIRSTNEXT-93f60a343afbbe82,FIRSTDETAIL-4a2ece3f20087581,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-fddc2e8a1a4582a1,G-2432826275c85956,A033,自动官网辅证任务,再选科目,M1-已映射字段事实核验任务,FIELDVERIFY-efba21e8a1692297,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O1-PDFOCR与高校辅证有一致字段但仍待官方闭环,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C2-多源有一致线索，仍待湖北官方侧闭环,pending_private_three_way_field_confirmation,N5-多源一致仍待湖北官方侧,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,2,M0-计划数冲突或高校侧差异先核×1；M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-7922f6994f2dd629,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,15,FIRSTNEXT-93f60a343afbbe82,FIRSTDETAIL-4a2ece3f20087581,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-fddc2e8a1a4582a1,G-2432826275c85956,A033,自动官网辅证任务,学费,M1-已映射字段事实核验任务,FIELDVERIFY-9cecf45fcb8857fc,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O1-PDFOCR与高校辅证有一致字段但仍待官方闭环,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C2-多源有一致线索，仍待湖北官方侧闭环,pending_private_three_way_field_confirmation,N5-多源一致仍待湖北官方侧,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,2,M0-计划数冲突或高校侧差异先核×1；M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-3e9b0fea7aab5eb0,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,16,FIRSTNEXT-2c93d8d574d554ce,FIRSTDETAIL-5386851502856401,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-93d6111287b31e95,G-2432826275c85956,A033,P0人工字段任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-e57117d7ce5cf72c,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,专业计划数,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,N2-机器坐标辅助核PDF原页,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,2,M0-计划数冲突或高校侧差异先核×1；M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-8ab94248db9b730f,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,17,FIRSTNEXT-1a521500255b438c,FIRSTDETAIL-6e2d3b4c7f4c6ceb,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-1313bee178d7d0ee,G-df1242f8618d3971,A033,自动官网辅证任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-f763661fd69c423b,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L2-单字段缺口有候选待核,Q1-字段缺口有候选待人工核验,再选科目,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,N0-先双人核PDF原页冲突,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,2,M0-计划数冲突或高校侧差异先核×1；M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；存在PDFOCR与高校辅证冲突线索,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-cf8dcb11b7937f5a,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,18,FIRSTNEXT-1a521500255b438c,FIRSTDETAIL-6e2d3b4c7f4c6ceb,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-1313bee178d7d0ee,G-df1242f8618d3971,A033,自动官网辅证任务,再选科目,M1-已映射字段事实核验任务,FIELDVERIFY-0646c6c0c29f2a9f,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L2-单字段缺口有候选待核,Q1-字段缺口有候选待人工核验,再选科目,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,N0-先双人核PDF原页冲突,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,2,M0-计划数冲突或高校侧差异先核×1；M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；存在PDFOCR与高校辅证冲突线索,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-7b698eab33ca3b53,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,19,FIRSTNEXT-1a521500255b438c,FIRSTDETAIL-6e2d3b4c7f4c6ceb,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-1313bee178d7d0ee,G-df1242f8618d3971,A033,自动官网辅证任务,学费,M1-已映射字段事实核验任务,FIELDVERIFY-20f729e239dcb02d,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L2-单字段缺口有候选待核,Q1-字段缺口有候选待人工核验,再选科目,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,N0-先双人核PDF原页冲突,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,2,M0-计划数冲突或高校侧差异先核×1；M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；存在PDFOCR与高校辅证冲突线索,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-f78e9cc97279a5d6,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,20,FIRSTNEXT-a6d6125b20f073ea,FIRSTDETAIL-72a68e80599c0d0d,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-84b7a37c3bcb4125,G-df1242f8618d3971,A033,P0人工字段任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-6f0e7902ee11f295,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,专业计划数,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,N2-机器坐标辅助核PDF原页,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,2,M0-计划数冲突或高校侧差异先核×1；M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
