G0冲突字段准出门禁公开账本ID,来源G0冲突字段复核Overlay公开账本,来源G0冲突字段复核Overlay页列汇总,来源G0冲突字段复核Overlay摘要,来源私有G0字段复核Overlay,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,准出门禁序号,G0冲突字段复核Overlay公开账本ID,G0冲突动作包闭环工作台ID,高校源字段回接队列ID,W0B0执行预填明细公开审计ID,第一闭环事实范围缺口公开账本ID,第一闭环字段事实公开账本ID,第一闭环字段核验状态ID,稳定基座第一闭环明细任务ID,页码版面键,来源页码,版面列,专业行ID,专业组出现ID,院校代码,事实域,事实类型,字段名,回接泳道,回接批次,字段事实状态,字段核验优先级,PDFOCR与高校辅证关系桶,是否有PDFOCR提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,高校源桥接桶,结构化接入候选数,私有字段复核记录证据编号,私有字段复核记录SHA256,私有页列CSV证据编号,私有页列CSV_SHA256,PDF原页记录缺口,湖北官方记录缺口,高校辅证记录缺口,冲突处理缺口,双人复核缺口,三方一致性缺口,字段确认缺口,写回评审缺口,必要缺口数,准出门禁状态,主缺口桶,准出阻断等级,字段写回评审状态,G0字段Overlay状态,下一步字段准出动作,公开安全策略
G0FIELDGATE-254d930230941bd6,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,47,G0FIELDPUB-0ca4ae23e65e76fd,FCG0PKGCLOSE-3dfe377fdbbdd383,W0B0FIELDLINK-f2f157db7155c971,W0B0EXEITEM-54544d6ac25d0b78,FIRSTSCOPE-a39e2f6c74c50800,FIRSTFACT-92d847dc4d6ca017,FIRSTFIELDSTATUS-f8a7aaada9e73a2e,FIRSTDETAIL-1c3252c859c2d2ea,209-right,209,right,M-0aea883663b5fb39,G-e377a7e078e92213,K153,字段事实,字段事实-学费,学费,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-97b0b4ed621d1446,a1518390b88a5c6007dc32c68597423a8b6a1d28bd09482644b7f9a120de0387,G0FIELD-PRIVATE-PAGE-209-right,e65eaa808feab67cf1ce973f5c6383a08e556864136dc81731dc8a46a01ff8f3,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-168ee8dadfef4cb7,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,48,G0FIELDPUB-e57954e2c4dea206,FCG0PKGCLOSE-3dfe377fdbbdd383,W0B0FIELDLINK-0221cba1240acb7a,W0B0EXEITEM-139237a78958bda3,FIRSTSCOPE-8fe77cda62670b4f,FIRSTFACT-3c96ab669faf89cd,FIRSTFIELDSTATUS-a40a8b7f0c2246da,FIRSTDETAIL-ac9be6f84b5cb492,209-right,209,right,M-e2879b097d059aee,G-e377a7e078e92213,K153,字段事实,字段事实-专业计划数,专业计划数,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-3710bf0f170faf2a,b95fb14fd2f7395a62097e39fdd404d3959b78adc7b583127ef8dc39035e8c70,G0FIELD-PRIVATE-PAGE-209-right,e65eaa808feab67cf1ce973f5c6383a08e556864136dc81731dc8a46a01ff8f3,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-54167d23593fdaf1,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,49,G0FIELDPUB-be094296e9158f09,FCG0PKGCLOSE-3dfe377fdbbdd383,W0B0FIELDLINK-9b50d631e558cb9b,W0B0EXEITEM-b55e47d0645bb493,FIRSTSCOPE-8c72fcf8d418015e,FIRSTFACT-135a6613929a3e67,FIRSTFIELDSTATUS-6a7293f5e6aebb3d,FIRSTDETAIL-ac9be6f84b5cb492,209-right,209,right,M-e2879b097d059aee,G-e377a7e078e92213,K153,字段事实,字段事实-再选科目,再选科目,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-85cb884d889e6f61,073a612169b9d50aa13addf5dbe0535f03fb0698c9ee181ca0c7a06b89c2818c,G0FIELD-PRIVATE-PAGE-209-right,e65eaa808feab67cf1ce973f5c6383a08e556864136dc81731dc8a46a01ff8f3,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-c00b50f14e213fe9,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,50,G0FIELDPUB-cd56f9dc664382ab,FCG0PKGCLOSE-3dfe377fdbbdd383,W0B0FIELDLINK-f2e9de49265722a3,W0B0EXEITEM-0b852db539d3a180,FIRSTSCOPE-c4191607a26270ed,FIRSTFACT-a7df9fee8affdd52,FIRSTFIELDSTATUS-7047f4dd2cb496d9,FIRSTDETAIL-ac9be6f84b5cb492,209-right,209,right,M-e2879b097d059aee,G-e377a7e078e92213,K153,字段事实,字段事实-学费,学费,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-1bf481f0d9c2f03f,1fd6d3a058b49431c7bc70e5802a8047c8698021d37c4d96be234bba0e2eaf6e,G0FIELD-PRIVATE-PAGE-209-right,e65eaa808feab67cf1ce973f5c6383a08e556864136dc81731dc8a46a01ff8f3,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-4a39a5acc5bd40e0,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,51,G0FIELDPUB-75c5956680bf43dd,FCG0PKGCLOSE-8dfb143e2fbdb50b,W0B0FIELDLINK-720cec2e5c70d755,W0B0EXEITEM-65e850c672f43e85,FIRSTSCOPE-d1fa53a49e6555c6,FIRSTFACT-4b5b60a8920eef51,FIRSTFIELDSTATUS-6f78b3ee481b553d,FIRSTDETAIL-0a008f059b306a64,018-left,18,left,M-f588b8040b4edb64,G-2432826275c85956,A033,字段事实,字段事实-专业计划数,专业计划数,R2-B2冲突字段核页提示回接,BACKLINK-03-普通冲突提示回接,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-58e266d288e741d8,f48d3816bbccd7a1302dfa9f95e571363ecdd9a2201fa4d75449d61d0da994b0,G0FIELD-PRIVATE-PAGE-018-left,54bb2527e1168a2b996b3103f2dc7fa770a4aabb992f653cd0142ce130e1d0aa,true,true,true,true,false,true,true,true,7,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-9a2c83fa3d8bcb76,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,52,G0FIELDPUB-cc4f0d195f1eb95e,FCG0PKGCLOSE-8dfb143e2fbdb50b,W0B0FIELDLINK-8d910c1ebc8f3b67,W0B0EXEITEM-508817a699352827,FIRSTSCOPE-b0bd625edcb32076,FIRSTFACT-5a6ababf37cc2dcd,FIRSTFIELDSTATUS-f43e418a4a9f10a4,FIRSTDETAIL-0a008f059b306a64,018-left,18,left,M-f588b8040b4edb64,G-2432826275c85956,A033,字段事实,字段事实-再选科目,再选科目,R2-B2冲突字段核页提示回接,BACKLINK-03-普通冲突提示回接,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-0e97bd120a87e22b,9d1bf6f7dd07793c177910d8fc075367fdddb911901cc6fe4fa7be40dac25824,G0FIELD-PRIVATE-PAGE-018-left,54bb2527e1168a2b996b3103f2dc7fa770a4aabb992f653cd0142ce130e1d0aa,true,true,true,true,false,true,true,true,7,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-b0e95e9df94b286d,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,53,G0FIELDPUB-e60690b2023ab9de,FCG0PKGCLOSE-8dfb143e2fbdb50b,W0B0FIELDLINK-75a84779f10d675e,W0B0EXEITEM-258c7ffadd066458,FIRSTSCOPE-5b6f6c1d55978676,FIRSTFACT-d7184b81690c695d,FIRSTFIELDSTATUS-61740be8abd131e9,FIRSTDETAIL-0a008f059b306a64,018-left,18,left,M-f588b8040b4edb64,G-2432826275c85956,A033,字段事实,字段事实-学费,学费,R2-B2冲突字段核页提示回接,BACKLINK-03-普通冲突提示回接,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-f6cb919ecb2c31f8,20e8aeb84c561b208c5c58018ae8f357638627c9c9de7b482922a5f7c4765ada,G0FIELD-PRIVATE-PAGE-018-left,54bb2527e1168a2b996b3103f2dc7fa770a4aabb992f653cd0142ce130e1d0aa,true,true,true,true,false,true,true,true,7,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-bcf1c531d9e9083c,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,54,G0FIELDPUB-77fd5fc6782c1f41,FCG0PKGCLOSE-8dfb143e2fbdb50b,W0B0FIELDLINK-1bd999b7c9dd282d,W0B0EXEITEM-d5dda92122ffc1d1,FIRSTSCOPE-e56423360a12c9d9,FIRSTFACT-45c9396c88349f1c,FIRSTFIELDSTATUS-2b66532af14e9c20,FIRSTDETAIL-8bf313b58dad8c1d,018-left,18,left,M-93d6111287b31e95,G-2432826275c85956,A033,字段事实,字段事实-专业计划数,专业计划数,R2-B2冲突字段核页提示回接,BACKLINK-03-普通冲突提示回接,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-76961d6f82f49828,c9a22544aecae53046efe1886628932bbb3380716c1c9edee2b3d557d78324d1,G0FIELD-PRIVATE-PAGE-018-left,54bb2527e1168a2b996b3103f2dc7fa770a4aabb992f653cd0142ce130e1d0aa,true,true,true,true,false,true,true,true,7,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-29971dcd591aa50c,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,55,G0FIELDPUB-254988b21fa2a218,FCG0PKGCLOSE-8dfb143e2fbdb50b,W0B0FIELDLINK-50d96faecfb1b101,W0B0EXEITEM-f93f398ccc79007b,FIRSTSCOPE-177434c3f6ebcd46,FIRSTFACT-68389f4550873cb7,FIRSTFIELDSTATUS-ed72566660f16d57,FIRSTDETAIL-8bf313b58dad8c1d,018-left,18,left,M-93d6111287b31e95,G-2432826275c85956,A033,字段事实,字段事实-再选科目,再选科目,R2-B2冲突字段核页提示回接,BACKLINK-03-普通冲突提示回接,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-c3523c85d5bfb52b,d88b1379f76e1aa8d54f72942f68c83af2b3d74013125c35c936b3f9bc309839,G0FIELD-PRIVATE-PAGE-018-left,54bb2527e1168a2b996b3103f2dc7fa770a4aabb992f653cd0142ce130e1d0aa,true,true,true,true,false,true,true,true,7,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-39192988ff019c9e,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,56,G0FIELDPUB-0b28789d2c9053a3,FCG0PKGCLOSE-8dfb143e2fbdb50b,W0B0FIELDLINK-a8ba51ec095acf5f,W0B0EXEITEM-204bd049d42c76d7,FIRSTSCOPE-5d2473d678a8af05,FIRSTFACT-61273d4f0304ef03,FIRSTFIELDSTATUS-ff012ce931224b51,FIRSTDETAIL-8bf313b58dad8c1d,018-left,18,left,M-93d6111287b31e95,G-2432826275c85956,A033,字段事实,字段事实-学费,学费,R2-B2冲突字段核页提示回接,BACKLINK-03-普通冲突提示回接,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-2dfaeb6234a36e2e,fa9958fc47e4caf32bc95da77f9f9b9c3d37e9582beaf2149d2833feda0c169d,G0FIELD-PRIVATE-PAGE-018-left,54bb2527e1168a2b996b3103f2dc7fa770a4aabb992f653cd0142ce130e1d0aa,true,true,true,true,false,true,true,true,7,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-b010984cd7b1c7ae,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,57,G0FIELDPUB-19fa29c6d213c652,FCG0PKGCLOSE-8dfb143e2fbdb50b,W0B0FIELDLINK-3b84a6fa16dc1b69,W0B0EXEITEM-d2c7ce41c8919e0a,FIRSTSCOPE-155c4e4beafdecac,FIRSTFACT-e8c001845f65d0cd,FIRSTFIELDSTATUS-ac9b613b148586b8,FIRSTDETAIL-ab6063ed0b37268b,018-left,18,left,M-84b7a37c3bcb4125,G-df1242f8618d3971,A033,字段事实,字段事实-专业计划数,专业计划数,R2-B2冲突字段核页提示回接,BACKLINK-03-普通冲突提示回接,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-7a0e75de476c6f4f,073de05c2dcff12ecd3f2a2c396581418e9cb1254c356df86264ab031ef350be,G0FIELD-PRIVATE-PAGE-018-left,54bb2527e1168a2b996b3103f2dc7fa770a4aabb992f653cd0142ce130e1d0aa,true,true,true,true,false,true,true,true,7,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-05955a552fa760d4,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,58,G0FIELDPUB-995b8236235f42a2,FCG0PKGCLOSE-8dfb143e2fbdb50b,W0B0FIELDLINK-3c1c1ff0c4c99f11,W0B0EXEITEM-751c4ee3c7f66257,FIRSTSCOPE-5cf991aa5235b28c,FIRSTFACT-42fb1634a702c4d3,FIRSTFIELDSTATUS-23f48332ac0a1df2,FIRSTDETAIL-ab6063ed0b37268b,018-left,18,left,M-84b7a37c3bcb4125,G-df1242f8618d3971,A033,字段事实,字段事实-再选科目,再选科目,R2-B2冲突字段核页提示回接,BACKLINK-03-普通冲突提示回接,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-7ab969e28edfa258,d122306899617e094af494536fe0a7cd778c13175d2b5085bb60407b933d02d7,G0FIELD-PRIVATE-PAGE-018-left,54bb2527e1168a2b996b3103f2dc7fa770a4aabb992f653cd0142ce130e1d0aa,true,true,true,true,false,true,true,true,7,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
