官方不可得抽样执行明细ID,来源官方不可得抽样门禁ID,来源稳定基座自动交叉核验任务ID,来源逐专业证据路由ID,来源招生明细总工作台ID,来源湖北官方活体复查,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许写回字段事实,执行类别,执行优先级,风险等级,抽样策略,样本选择原因,样本序号,样本最低明细数,是否100%人工核验,是否抽样核验,是否低风险样本,院校代码,院校名称OCR,专业行ID,专业组出现ID,院校专业组代码OCR规范化,来源页码,版面列,页码版面键,专业组内专业序号,专业代号OCR,专业名称及备注短摘,必核字段,字段差异标记,官网辅证自动动作,OCR专业计划数候选,OCR学费候选,OCR再选科目候选,最佳官网专业名称,最佳官网专业代号,最佳官网计划数,最佳官网学费,最佳官网选科,最佳官网来源文件,官网证据强度,官网来源状态,官网证据匹配状态,计划数核验状态,疑似OCR把学费读入计划数,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方一致性状态,字段事实写回状态,是否需要双人复核,升级触发器,升级范围,当前用途边界,下一步
SAMPLINGEXEC-97b2b20191550712,SAMPLINGGATE-b4af8ea18bef5c02,STABLEAUTO-dd06867143b77e1c,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R4-blocker,100%人工核验,计划数冲突或疑似字段错位，不能进入筛选。,9,10,true,false,false,F902,江苏理工学院,M-cf6e2346e326fb75,G-158e8a85ddd262f3,F90202,135,left,135-left,9,11,储能科学与工程,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,计划数冲突,C0-冲突先核PDF原页和湖北官方系统,5800,,,储能科学与工程,,1,5800,,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,conflict_review,has_reusable_2026_hubei_plan_source,matched,mismatch,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C0-冲突先核PDF原页和湖北官方系统；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-b60f04dd10bfeee4,SAMPLINGGATE-b4af8ea18bef5c02,STABLEAUTO-a1d1e32c080d0b4d,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R4-blocker,100%人工核验,计划数冲突或疑似字段错位，不能进入筛选。,10,10,true,false,false,F902,江苏理工学院,M-4c1c9015c9d9aef3,G-158e8a85ddd262f3,F90202,135,left,135-left,10,12,功能材料,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,计划数冲突,C0-冲突先核PDF原页和湖北官方系统,5800,,,功能材料,,2,5800,,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,conflict_review,has_reusable_2026_hubei_plan_source,matched,mismatch,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C0-冲突先核PDF原页和湖北官方系统；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-17fc6b016ff08718,SAMPLINGGATE-d176ee501e1cf06c,STABLEAUTO-ded76ef824fc0e4d,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R4-blocker,100%人工核验,计划数冲突或疑似字段错位，不能进入筛选。,1,1,true,false,false,H002,浙江工业大学,M-b0f0f795c8848022,G-995f78a388a7f2b5,H00204,137,right,137-right,1,05,生木类（士木工程、给排水科学与工程；办学地点：朝晖校区）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,计划数冲突,C0-冲突先核PDF原页和湖北官方系统,4,6900,化学,土木类,,7,,,data/external/issue19-b0-b1-official-sources/zjut-2026-hubei-physics-plan-extracted.csv,conflict_review,has_reusable_2026_hubei_plan_source,matched,mismatch,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C0-冲突先核PDF原页和湖北官方系统；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-bbf6e75e323ff213,SAMPLINGGATE-7fc3e508c25deda6,STABLEAUTO-49ca5a4c0177dc31,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R4-blocker,100%人工核验,计划数冲突或疑似字段错位，不能进入筛选。,1,1,true,false,false,H450,山东工商学院,M-a8b31c9114605c03,G-69a8112ee16cf2ba,H45004,169,right,169-right,8,46,通信工程,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,计划数冲突,C0-冲突先核PDF原页和湖北官方系统,2,5500,,通信工程,,1,,,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,conflict_review,has_reusable_2026_hubei_plan_source,matched,mismatch,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C0-冲突先核PDF原页和湖北官方系统；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-619b542f218d4bc2,SAMPLINGGATE-db7d8ad3baa1527f,STABLEAUTO-d00ac480059180d7,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R4-blocker,100%人工核验,计划数冲突或疑似字段错位，不能进入筛选。,1,3,true,false,false,H945,南宁学院,M-c0e205bf9e212204,G-37268c0379be16ef,H94505,199,left,199-left,1,22,物联网工程,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,计划数冲突,C0-冲突先核PDF原页和湖北官方系统,22500,,化学,物联网工程,,2,22500,物理+化学,data/external/issue19-b0-b1-official-sources/unn-2026-undergraduate-plan-page.html,conflict_review,has_reusable_2026_hubei_plan_source,matched,mismatch,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C0-冲突先核PDF原页和湖北官方系统；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-785fc803bc128a47,SAMPLINGGATE-db7d8ad3baa1527f,STABLEAUTO-1f9a23176a66ecc2,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R4-blocker,100%人工核验,计划数冲突或疑似字段错位，不能进入筛选。,2,3,true,false,false,H945,南宁学院,M-428c631bc321e966,G-37268c0379be16ef,H94505,199,left,199-left,3,24,数字媒体技术,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,计划数冲突,C0-冲突先核PDF原页和湖北官方系统,22500.,,,数字媒体技术,,3,22500,物理+化学,data/external/issue19-b0-b1-official-sources/unn-2026-undergraduate-plan-page.html,conflict_review,has_reusable_2026_hubei_plan_source,matched,mismatch,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C0-冲突先核PDF原页和湖北官方系统；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-8f1b288addb348f9,SAMPLINGGATE-db7d8ad3baa1527f,STABLEAUTO-189e993307a7dcae,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R4-blocker,100%人工核验,计划数冲突或疑似字段错位，不能进入筛选。,3,3,true,false,false,H945,南宁学院,M-dc718284a7b7340c,G-37268c0379be16ef,H94505,199,left,199-left,4,25,计算机科学与技术（不招单色不能识别考生）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,计划数冲突,C0-冲突先核PDF原页和湖北官方系统,22500,,,计算机科学与技术,,2,22500,物理+化学,data/external/issue19-b0-b1-official-sources/unn-2026-undergraduate-plan-page.html,conflict_review,has_reusable_2026_hubei_plan_source,matched,mismatch,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C0-冲突先核PDF原页和湖北官方系统；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-5ed0054d8a284304,SAMPLINGGATE-176600da140b879f,STABLEAUTO-5cd020535d7fc67f,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R4-blocker,100%人工核验,计划数冲突或疑似字段错位，不能进入筛选。,1,2,true,false,false,K153,成都信息工程大学,M-0aea883663b5fb39,G-e377a7e078e92213,K15306,209,right,209-right,12,24,机器人工程（办学地点：航空港校区）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,计划数冲突,C0-冲突先核PDF原页和湖北官方系统,2,6240,,机器人工程,,1,6240,物理+化学,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,conflict_review,has_reusable_2026_hubei_plan_source,matched,mismatch,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C0-冲突先核PDF原页和湖北官方系统；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-35e4afd94418d90a,SAMPLINGGATE-176600da140b879f,STABLEAUTO-dbe05b7c41484376,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R4-blocker,100%人工核验,计划数冲突或疑似字段错位，不能进入筛选。,2,2,true,false,false,K153,成都信息工程大学,M-e2879b097d059aee,G-e377a7e078e92213,K15306,209,right,209-right,17,29,信息安全（办学地点：航空港校区）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,计划数冲突,C0-冲突先核PDF原页和湖北官方系统,2,6240,,信息安全,,1,6240,物理+化学,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,conflict_review,has_reusable_2026_hubei_plan_source,matched,mismatch,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C0-冲突先核PDF原页和湖北官方系统；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-5b98760cbecf4245,SAMPLINGGATE-740b69ed95f26249,STABLEAUTO-8627584fa98a28d4,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,OCR字段缺口但高校官网有补缺线索，必须回原页和湖北官方侧。,1,8,true,false,false,A033,中国传媒大学,M-84b7a37c3bcb4125,G-df1242f8618d3971,A03312,18,left,018-left,1,22,智能视听工程,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C1-官网补缺候选但禁止自动写回,,5500,化学,智能视听工程,56,4,5500,"物理,化学(2门科目考生均须选考方可报考)",data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C1-官网补缺候选但禁止自动写回；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-9d8b375eba237708,SAMPLINGGATE-740b69ed95f26249,STABLEAUTO-003430d3d5d05388,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,OCR字段缺口但高校官网有补缺线索，必须回原页和湖北官方侧。,2,8,true,false,false,A033,中国传媒大学,M-93d6111287b31e95,G-2432826275c85956,A03313,18,left,018-left,1,26,数字媒体技术（游戏科学与技术方向）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C1-官网补缺候选但禁止自动写回,,3,【化学,数字媒体技术（游戏科学与技术方向）,54,3,5500,"物理,化学(2门科目考生均须选考方可报考)",data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C1-官网补缺候选但禁止自动写回；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-2e3bb38ce197a3d4,SAMPLINGGATE-740b69ed95f26249,STABLEAUTO-eb6108f1be3462bc,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,OCR字段缺口但高校官网有补缺线索，必须回原页和湖北官方侧。,3,8,true,false,false,A033,中国传媒大学,M-03be14d5008a95f0,G-2432826275c85956,A03313,18,left,018-left,2,27,智能科学与技术,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C1-官网补缺候选但禁止自动写回,,5500,,智能科学与技术,60,3,5500,"物理,化学(2门科目考生均须选考方可报考)",data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C1-官网补缺候选但禁止自动写回；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-c7f9f6c6aab2849a,SAMPLINGGATE-740b69ed95f26249,STABLEAUTO-24cb7d2d7d14bd1f,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,OCR字段缺口但高校官网有补缺线索，必须回原页和湖北官方侧。,4,8,true,false,false,A033,中国传媒大学,M-83af574ae53d478b,G-df1242f8618d3971,A03312,18,left,018-left,2,23,电子信息工程,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C1-官网补缺候选但禁止自动写回,,5500,,电子信息工程,57,3,5500,"物理,化学(2门科目考生均须选考方可报考)",data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C1-官网补缺候选但禁止自动写回；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-73f6ba7a512af270,SAMPLINGGATE-740b69ed95f26249,STABLEAUTO-d0e4b84686385cf7,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,OCR字段缺口但高校官网有补缺线索，必须回原页和湖北官方侧。,5,8,true,false,false,A033,中国传媒大学,M-1fb605576ebe5318,G-df1242f8618d3971,A03312,18,left,018-left,3,24,人工智能（数字演艺工程方向）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C1-官网补缺候选但禁止自动写回,,5500,,人工智能（数字演艺工程方向）,58,2,5500,"物理,化学(2门科目考生均须选考方可报考)",data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C1-官网补缺候选但禁止自动写回；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
