学校闭环索引ID,来源逐专业闭环批次表,来源期号,来源PDF_SHA256,数据阶段,索引粒度,最终可用,可进入下一阶段,院校代码,院校名称OCR,学校执行总序,专业明细数,涉及PDF页数,涉及专业组数,C0_P0主批次专业明细数,C1字段缺口主批次专业明细数,C2官网辅证主批次专业明细数,C3常规三方主批次专业明细数,C4低风险抽检主批次专业明细数,含官网辅证任务专业明细数,B0B1官网差异专业明细数,有高校官网来源线索专业明细数,偏好专业明细数,高校官网来源状态分布,首个PDF页码,首个专业行ID,首要核验动作,下一步
CLOSESCHOOL-3a14f651f00d31aa,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H436,泰山学院,3758,10,1,6,5,5,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:10,168,M-21c113664830cb88,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-a0d9743af8329ef2,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H442,枣庄学院,3761,1,1,1,1,0,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:1,168,M-4d10d24ab1c5ef83,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-ba6dedc178890565,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H446,烟台大学,3774,20,2,4,2,17,0,1,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:20,169,M-2a23d62b33f00639,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-2905649297da426d,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H447,潍坊学院,3775,7,1,4,4,1,0,0,2,0,0,0,0,not_yet_school_source_searched_in_full_workbench:7,169,M-f96be195413f0f9c,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-8776e56aa80d80d2,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H486,齐鲁医药学院,3793,2,1,2,2,0,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:2,170,M-41f2cc67acdf31bb,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-10e4bbe3a74587ef,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H490,山东英才学院,3795,1,1,1,1,0,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:1,170,M-8affb3e4dee4cf88,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-bd8d20b807503118,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H506,齐鲁理工学院,3812,5,1,2,4,1,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:5,171,M-00ca2343154aa314,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-7a57a47190acff67,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H487,青岛滨海学院,3823,14,1,2,6,8,0,0,0,0,0,0,3,not_yet_school_source_searched_in_full_workbench:14,170,M-322fab9d665758d5,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-4f2cb4c50863a558,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H543,河南理工大学,3827,35,1,11,8,27,0,0,0,0,0,0,7,not_yet_school_source_searched_in_full_workbench:35,172,M-9c56331b56be2a81,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-2814d3a8dc5728e0,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H541,华北水利水电大学,3839,15,1,3,1,11,0,3,0,0,0,0,2,not_yet_school_source_searched_in_full_workbench:15,171,M-b5d63bf7368b28de,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-dd5604c703ce5bfa,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H545,河南工业大学,3841,48,1,7,3,43,0,2,0,0,0,0,2,not_yet_school_source_searched_in_full_workbench:48,173,M-b81c0d6d822df836,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-c0a01965f9aaf1c7,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H548,河南农业大学,3860,24,1,11,5,15,0,4,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:24,174,M-d23444b5e65ff54d,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-3d306e3f21bc0034,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H551,河南中医药大学,3862,2,1,2,2,0,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:2,174,M-b6ed01c241df713b,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-0297979ce7561396,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H552,河南医药大学,3863,8,1,3,7,1,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:8,174,M-1525068a9699fb08,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-7ef7388342ceaa19,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H455,山东管理学院,3881,6,1,1,1,5,0,0,0,0,0,0,2,not_yet_school_source_searched_in_full_workbench:6,170,M-031ac1146653f467,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-4df278d885a5a8a5,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H550,河南牧业经济学院,3885,2,1,1,1,1,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:2,174,M-f31d52edb850d7e5,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-05260b1938d53412,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H549,河南科技学院,3897,6,1,1,2,3,0,1,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:6,174,M-ad2683e79576cdc8,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-73fc9fcc86dcf37e,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H566,黄淮学院,3899,8,1,2,2,6,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:8,176,M-19e12f11f4630f34,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-cbbcce05c0e4f637,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H568,郑州工程技术学院,3901,1,1,1,1,0,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:1,176,M-d379edaf41fe9b67,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-e2d24a039293675a,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H571,信阳农林学院,3903,5,1,2,2,3,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:5,176,M-dcfed49587787710,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-9c8b940466738892,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H573,安阳工学院,3904,5,1,2,4,1,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:5,176,M-e2289aa9259efcf0,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-9f8886df4465f14f,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H558,安阳师范学院,3913,3,1,1,1,2,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:3,175,M-28e476241f4e1c8e,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-7bea50b86b29a8d0,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H574,河南工程学院,3916,14,2,3,1,13,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:14,177,M-0eb71337e4019c9a,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-ae1b8980df2c8503,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H576,南阳理工学院,3917,17,1,9,1,10,0,2,4,0,0,0,2,not_yet_school_source_searched_in_full_workbench:17,177,M-8fcc3a112ab12967,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-fa96841b13446f33,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H611,郑州工业应用技术学院,3918,2,1,2,1,0,0,1,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:2,177,M-226c2f19eb3edf93,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-369ce9bb3618b373,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H614,商丘工学院,3919,1,1,1,1,0,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:1,177,M-6fa48a8b193f2344,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-f4ccc4aee8c2649e,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H619,玫北医学院,3920,3,1,2,3,0,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:3,177,M-730ae7b6b9cdcc97,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-32f5f69a00b0baa3,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H609,黄河科技学院,3931,5,1,2,1,3,0,1,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:5,177,M-5d89f3a2f51d1c52,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-eee1dff7b548f2b6,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H622,郑州经贸学院,3933,1,1,1,1,0,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:1,178,M-18d44a21aa854a0a,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-5d8a8fd465f1c77b,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H657,湘潭大学,3934,35,1,3,2,31,0,2,0,0,0,0,3,not_yet_school_source_searched_in_full_workbench:35,178,M-e7dbff5827bddd5e,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-5282a0c40b3e3936,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H658,吉首大学,3935,8,1,2,2,6,0,0,0,0,0,0,3,not_yet_school_source_searched_in_full_workbench:8,178,M-94de24a91bf8bd35,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-cc0892ef720d99a4,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H612,郑州财经学院,3947,6,1,2,1,4,0,0,1,0,0,0,2,not_yet_school_source_searched_in_full_workbench:6,177,M-c0c8944a2c7aab03,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-141c0f4474667bd6,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H627,郑州西亚斯学院,3948,2,1,1,1,0,0,1,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:2,178,M-7760d82809b961af,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-d9d0a8061633940a,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H660,长沙理工大学,3955,67,1,5,2,63,0,2,0,0,0,0,4,not_yet_school_source_searched_in_full_workbench:67,179,M-25559824d9211a30,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-9027266f813d2d6c,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H667,湖南师范大学,3959,16,2,2,4,11,0,1,0,0,0,0,6,not_yet_school_source_searched_in_full_workbench:16,180,M-5d85577cfd00e6ce,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-967d2bce1df1eaa0,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,C171,襄阳职业技术大学,3964,5,1,2,1,3,0,0,1,0,0,0,0,not_yet_school_source_searched_in_full_workbench:5,81,M-ef4b33a2c3a94263,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-a09b8cc75e4009d6,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,C173,湖北三峡职业技术大学,3965,5,1,2,2,3,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:5,81,M-b4c045125cf9c8f2,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-1456a6401bfcc67b,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H621,郑州工商学院,3969,4,1,1,1,2,0,1,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:4,178,M-7eeace5bb15c4df7,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-c2b5b85c5cb33d54,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H661,湖南农业大学,3970,28,2,4,3,21,0,3,1,0,0,0,1,not_yet_school_source_searched_in_full_workbench:28,179,M-d96731309013bf84,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-94b3edaeb2ef8872,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H662,中南林业科技大学,3971,43,1,4,1,40,0,2,0,0,0,0,2,not_yet_school_source_searched_in_full_workbench:43,180,M-e78e2d6ea5d6f08f,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-51cb772c37403a7e,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,C172,黄冈职业技术大学,3989,3,1,1,1,2,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:3,81,M-b69bb81494a440ac,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-1ce356e7f2ff2696,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H678,长沙学院,4000,13,2,4,1,10,0,1,1,0,0,0,0,not_yet_school_source_searched_in_full_workbench:13,183,M-e3478d0a863e1c5c,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-4eb207e81bc9c3d1,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H681,湖南工学院,4001,15,1,3,1,13,0,1,0,0,0,0,2,not_yet_school_source_searched_in_full_workbench:15,183,M-872ae22bc380f667,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-7d6e9a42b7c6449a,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H562,商丘师范学院,4005,12,1,2,1,11,0,0,0,0,0,0,3,not_yet_school_source_searched_in_full_workbench:12,175,M-780b4274143b0bde,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-133ee2dd55b97c64,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H672,怀化学院,4017,5,1,1,1,4,0,0,0,0,0,0,2,not_yet_school_source_searched_in_full_workbench:5,181,M-b1327e8f7dcbb291,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-1601dd242f18ab42,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H733,湖南中医药大学湘杏学院,4024,5,1,2,5,0,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:5,185,M-ff461e8684a778df,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
