稳定基座第一闭环任务复核公开账本ID,来源第一闭环明细包,来源第一闭环页列包,来源第一闭环复核公开账本,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,稳定基座第一闭环明细任务ID,稳定基座第一闭环页列包ID,稳定基座第一闭环复核公开账本ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,第一闭环批次,第一闭环纳入原因,第一闭环页列优先级,任务级复核状态,任务级阻断原因,PDF原页是否必核,湖北官方侧是否必核,高校辅证是否需要复核,是否需要双人复核,字段名,官网辅证自动动作,官网证据强度,官网来源状态,官网证据匹配状态,计划数核验状态,差异字段集合,疑似OCR把学费读入计划数,最佳官网来源文件,最佳官网来源文件是否存在,最佳官网来源文件SHA256,自动辅证是否可作为核页提示,自动辅证是否可替代湖北官方计划,P0字段即时复核任务ID,P0即时字段确认公开账本ID,执行批次,人工核验泳道,人工核验方式,人工最小动作,裁图证据编号,裁图文件SHA256,裁图bbox归一化,私有第一闭环页列CSV证据编号,私有第一闭环页列CSV_SHA256,私有第一闭环页列HTML证据编号,私有第一闭环页列HTML_SHA256,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,官方公开计划页可定稿,数智平台可定稿,公开安全策略,下一步
FIRSTTASKREVIEW-70e4b9fe80a482b1,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-fd40ac2674b02354,FIRSTPAGE-f58ca9d1af902d1a,FIRSTREVIEW-f58ca9d1af902d1a,37,left,037-left,M-8364fe2b149b7735,G-9fca3ce8b2adbf9c,A135,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,Q0-冲突页列第一批先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_reusable_2026_hubei_plan_source,unmatched,not_covered,官网专业未匹配,false,,not_applicable_no_best_school_source,,false,false,,,,,,先确认专业名和限定词归属，再决定是否继续核字段,,,,first-closure-037-left-csv,45764205a4d1dca12cc954cf6ef874a8854e8fd28dea0d7dc448d3a45d6b5ae9,first-closure-037-left-html,401fda4efc6a1ec2cf5d5139d953f0079eef34a2bdf3ee8db49e6f32f5795b09,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-b932d453a42ac0b0,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-a19646da8920400b,FIRSTPAGE-f58ca9d1af902d1a,FIRSTREVIEW-f58ca9d1af902d1a,37,left,037-left,M-a85b56dac30243b2,G-9fca3ce8b2adbf9c,A135,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网计划数与OCR候选冲突，第一批必须回页核,Q0-冲突页列第一批先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,,C0-冲突先核PDF原页和湖北官方系统,conflict_review,has_reusable_2026_hubei_plan_source,matched,mismatch,计划数冲突,false,data/external/issue19-b0-b1-official-sources/sdu-2026-hubei-physics-normal-zsjh.json,true_public_source_file_retained,8f5efc0abac9147ba5cb7a68fb2aad302d0badbedc3f17c6e11d4feb39a2fc18,true,false,,,,,,先核PDF原页字段列，再核湖北官方侧；官网只作冲突提示,,,,first-closure-037-left-csv,45764205a4d1dca12cc954cf6ef874a8854e8fd28dea0d7dc448d3a45d6b5ae9,first-closure-037-left-html,401fda4efc6a1ec2cf5d5139d953f0079eef34a2bdf3ee8db49e6f32f5795b09,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-7cfe17b640c6e147,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-f6c5e0b8b2a20f9b,FIRSTPAGE-f58ca9d1af902d1a,FIRSTREVIEW-f58ca9d1af902d1a,37,left,037-left,M-f7fc1e53365bb4e8,G-9fca3ce8b2adbf9c,A135,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,Q0-冲突页列第一批先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_reusable_2026_hubei_plan_source,unmatched,not_covered,官网专业未匹配,false,,not_applicable_no_best_school_source,,false,false,,,,,,先确认专业名和限定词归属，再决定是否继续核字段,,,,first-closure-037-left-csv,45764205a4d1dca12cc954cf6ef874a8854e8fd28dea0d7dc448d3a45d6b5ae9,first-closure-037-left-html,401fda4efc6a1ec2cf5d5139d953f0079eef34a2bdf3ee8db49e6f32f5795b09,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-024755fb633466bc,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-9b82a945c23a2501,FIRSTPAGE-4c0f16a37d308b85,FIRSTREVIEW-4c0f16a37d308b85,56,left,056-left,M-0331ffd1db7621d2,G-399026bbf2fbbc18,A195,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,Q0-冲突页列第一批先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,true_public_source_file_retained,41e7be27d654c5fc5b9c1ffed2e59288c623b04e8d0e4626d911b81e2ba60fed,true,false,,,,,,先看PDF原页是否为空或漏读，再核湖北官方侧；官网只作补缺候选,,,,first-closure-056-left-csv,44c5a7bde2f4747e5e502a3aced01d4d98962055d18f710326d2109d07a5b276,first-closure-056-left-html,32fb8cc97d9f42dfbd95a5ba85beb92767f3bb109bdbe06cf2ddfa75b9440a77,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-0f8a016984a7b5ba,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-7b0367a699848980,FIRSTPAGE-4c0f16a37d308b85,FIRSTREVIEW-4c0f16a37d308b85,56,left,056-left,M-24f76d15351fc6e7,G-399026bbf2fbbc18,A195,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,Q0-冲突页列第一批先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_reusable_2026_hubei_plan_source,unmatched,not_covered,官网专业未匹配,false,,not_applicable_no_best_school_source,,false,false,,,,,,先确认专业名和限定词归属，再决定是否继续核字段,,,,first-closure-056-left-csv,44c5a7bde2f4747e5e502a3aced01d4d98962055d18f710326d2109d07a5b276,first-closure-056-left-html,32fb8cc97d9f42dfbd95a5ba85beb92767f3bb109bdbe06cf2ddfa75b9440a77,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-ec2e1a3326dbadd9,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-3fddffa420d16af2,FIRSTPAGE-4c0f16a37d308b85,FIRSTREVIEW-4c0f16a37d308b85,56,left,056-left,M-294c46ae6cb755d6,G-399026bbf2fbbc18,A195,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,Q0-冲突页列第一批先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,true_public_source_file_retained,41e7be27d654c5fc5b9c1ffed2e59288c623b04e8d0e4626d911b81e2ba60fed,true,false,,,,,,先看PDF原页是否为空或漏读，再核湖北官方侧；官网只作补缺候选,,,,first-closure-056-left-csv,44c5a7bde2f4747e5e502a3aced01d4d98962055d18f710326d2109d07a5b276,first-closure-056-left-html,32fb8cc97d9f42dfbd95a5ba85beb92767f3bb109bdbe06cf2ddfa75b9440a77,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-4af8152a68121595,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-27b2b164f7a898c0,FIRSTPAGE-4c0f16a37d308b85,FIRSTREVIEW-4c0f16a37d308b85,56,left,056-left,M-3ef576112ee9a076,G-399026bbf2fbbc18,A195,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,Q0-冲突页列第一批先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,true_public_source_file_retained,41e7be27d654c5fc5b9c1ffed2e59288c623b04e8d0e4626d911b81e2ba60fed,true,false,,,,,,先看PDF原页是否为空或漏读，再核湖北官方侧；官网只作补缺候选,,,,first-closure-056-left-csv,44c5a7bde2f4747e5e502a3aced01d4d98962055d18f710326d2109d07a5b276,first-closure-056-left-html,32fb8cc97d9f42dfbd95a5ba85beb92767f3bb109bdbe06cf2ddfa75b9440a77,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-176f1420ed7db258,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-94e95b76bf217529,FIRSTPAGE-4c0f16a37d308b85,FIRSTREVIEW-4c0f16a37d308b85,56,left,056-left,M-6f60d88ce3a3687e,G-399026bbf2fbbc18,A195,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,Q0-冲突页列第一批先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,true_public_source_file_retained,41e7be27d654c5fc5b9c1ffed2e59288c623b04e8d0e4626d911b81e2ba60fed,true,false,,,,,,先看PDF原页是否为空或漏读，再核湖北官方侧；官网只作补缺候选,,,,first-closure-056-left-csv,44c5a7bde2f4747e5e502a3aced01d4d98962055d18f710326d2109d07a5b276,first-closure-056-left-html,32fb8cc97d9f42dfbd95a5ba85beb92767f3bb109bdbe06cf2ddfa75b9440a77,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-1e49c2eb7ad08ab2,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-765f09947ed9a2d8,FIRSTPAGE-4c0f16a37d308b85,FIRSTREVIEW-4c0f16a37d308b85,56,left,056-left,M-928c8c7935f8e9d2,G-399026bbf2fbbc18,A195,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,Q0-冲突页列第一批先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,true_public_source_file_retained,41e7be27d654c5fc5b9c1ffed2e59288c623b04e8d0e4626d911b81e2ba60fed,true,false,,,,,,先看PDF原页是否为空或漏读，再核湖北官方侧；官网只作补缺候选,,,,first-closure-056-left-csv,44c5a7bde2f4747e5e502a3aced01d4d98962055d18f710326d2109d07a5b276,first-closure-056-left-html,32fb8cc97d9f42dfbd95a5ba85beb92767f3bb109bdbe06cf2ddfa75b9440a77,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-4d1c36e77bf5975d,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-e5c797c090e5d43d,FIRSTPAGE-4c0f16a37d308b85,FIRSTREVIEW-4c0f16a37d308b85,56,left,056-left,M-ece9de1329c27d10,G-399026bbf2fbbc18,A195,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,Q0-冲突页列第一批先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,true_public_source_file_retained,41e7be27d654c5fc5b9c1ffed2e59288c623b04e8d0e4626d911b81e2ba60fed,true,false,,,,,,先看PDF原页是否为空或漏读，再核湖北官方侧；官网只作补缺候选,,,,first-closure-056-left-csv,44c5a7bde2f4747e5e502a3aced01d4d98962055d18f710326d2109d07a5b276,first-closure-056-left-html,32fb8cc97d9f42dfbd95a5ba85beb92767f3bb109bdbe06cf2ddfa75b9440a77,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
