来源期号,来源PDF_SHA256,数据阶段,最终可用,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,专业组标题OCR原文,来源页码,版面列,专业组标题行号,专业组标题y,OCR专业行数,再选科目OCR候选,人数OCR候选,学费OCR候选,偏好和风险标签,字段完整性标记,候选池V1命中,样本学校命中,核验状态,备注
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H576,南阳理工学院,H57605,05,H57605南阳理工学院第05组,177,left,35,0.427236,1,不限,,8000,tuition_over_15000,missing_plan_count_candidate;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H576,南阳理工学院,H57606,06,H57606 南阳理工学院第06组,177,left,38,0.401163,2,化学,2,5000,tuition_over_15000,tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F576,南阳理工学院,F57607,07,F57607 南阳理工学院第 07 组,177,left,42,0.363372,2,化学,2,5000,tuition_over_15000,tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F576,南阳理工学院,F57608,08,F57608/南阳理工学院第08 组,177,left,46,0.323984,2,化学,2；4,5000,tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H576,南阳理工学院,H57609,09,H57609 南阳理工学院第09组,177,left,50,0.284884,2,化学,2；6,5000,priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H576,南阳理工学院,H57610,10,H57610南阳理工学院第 10组,177,left,54,0.247093,3,【化学,2,5000,tuition_over_15000,tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H576,南阳理工学院,H57611,11,H57611南阳理工学院第11组,177,left,59,0.194715,2,「化学,2；3,5000,tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H576,南阳理工学院,H57612,12,H57612/南阳理工学院第12组,177,left,63,0.156911,2,化学,2,5000,tuition_over_15000,tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H576,南阳理工学院,H57613,13,H57613南阳理工学院第13 组,177,left,67,0.117733,1,化和,3,12000,priority_2_computer;tuition_over_15000,tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H576,南阳理工学院,H57614,14,H57614南阳理工学院第14组,177,left,70,0.093023,1,生；再选；科目；要求；不限,3；招生计划；U；X；人数；36,18000；N；年；学费；（元）,body_or_exam_limit;high_fee_or_coop;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H577,河南城建学院,H57701,01,H57701 河南城建学院第01 组,177,right,164,0.796341,1,不限,5,4400,tuition_over_15000,tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H577,河南城建学院,H57702,02,H57702 河南城建学院第 02组,177,right,166,0.770325,1,,5,5000,tuition_over_15000,missing_subject_candidate;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H577,河南城建学院,H57703,03,H57703 河南城建学院第03组,177,right,169,0.735366,0,不限；「化学,5,4400,tuition_over_15000,tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H577,河南城建学院,H57704,04,H57704|河南城建学院第04 组,177,right,174,0.709302,1,化学,5,5000,tuition_over_15000,tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F577,河南城建学院,F57705,05,F57705河南城建学院第05组,177,right,177,0.683140,1,［化学,5,5000,tuition_over_15000,tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H577,河南城建学院,H57706,06,H57706河南城建学院第 06 组,177,right,180,0.656911,1,,5,5000,tuition_over_15000,missing_subject_candidate;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H577,河南城建学院,H57707,07,H57707 河南城建学院第 07组,177,right,183,0.632114,1,化学,3,5000,priority_3_teacher;tuition_over_15000,tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H579,郑州师范学院,H57902,02,TH57902/郑州师范学院第 02组,177,right,187,0.593023,1,不限,3；21,5000,priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H609,黄河科技学院,H60902,02,H60902/黄河科技学院第02组,177,right,191,0.553659,3,化学,2；15,15000,tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H609,黄河科技学院,H60903,03,H60903/黄河科技学院第03组,177,right,196,0.502846,2,,5；10,16000,tuition_over_15000,missing_subject_candidate;plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H611,郑州工业应用技术学院,H61101,01,H61101/郑州工业应用技术学院第01组,177,right,202,0.438953,1,「化和,5,16000,tuition_over_15000,tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H611,郑州工业应用技术学院,H61102,02,H61102/郑州工业应用技术学院第02组,177,right,204,0.412602,1,生；不限,3,17000,rejected_medical;tuition_over_15000,tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H612,郑州财经学院,H61202,02,H61202/郑州财经学院第02组,177,right,209,0.363372,3,化学,1,15000,tuition_over_15000,tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H612,郑州财经学院,H61203,03,H61203 郑州财经学院第 03组,177,right,214,0.312500,3,化学,1；5,16000,priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H614,商丘工学院,H61401,01,H61401商丘工学院第01 组,177,right,221,0.228049,1,化学,5,15800,tuition_over_15000,tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H617,信阳学院,H61702,02,TH61702 信阳学院第02组,177,right,225,0.188953,2,,2；3；5,16000,priority_2_computer;priority_3_teacher;rejected_medical;tuition_over_15000,missing_subject_candidate;plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H619,玫北医学院,H61901,01,「H61901 豫北医学院第01组,177,right,231,0.127907,2,化学；化和,2,17000,rejected_medical;tuition_over_15000,tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H619,玫北医学院,H61902,02,H61902/玫北医学院第02组,177,right,235,0.088618,1,生；X,2；N；人！；选日求；11,17000；資高；年；数；学费；（元）,rejected_medical;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H621,郑州工商学院,H62102,02,H62102|郑州工商学院第02组,178,left,17,0.800816,4,化学,2；5；12,16000,priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H622,郑州经贸学院,H62202,02,H62202/郑州经贸学院第 02组,178,left,30,0.661224,1,化学,6；10,16000,tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H627,郑州西亚斯学院,H62702,02,H62702/郑州西亚斯学院第02组,178,left,37,0.588571,2,化学,5；74,16000,priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H657,湘潭大学,H65703,03,TH65703/湘潭大学第 03 组,178,left,42,0.537791,11,不限,22；2；49,5500；5300,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H657,湘潭大学,H65704,04,H65704/湘潭大学第 04 组,178,left,55,0.383673,23,化学；科目；要求,2；人数,5500；5300；6500；学费；OC）；3,priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H657,湘潭大学,H65705,05,H65705/湘潭大学第 05组,178,right,173,0.824082,1,化学,25；15,3；23000,high_fee_or_coop;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H658,吉首大学,H65803,03,［H65803 吉首大学第 03组,178,right,177,0.774694,7,「化学,10,2；7500；5900；3；4000,priority_2_computer;priority_3_teacher;rejected_medical;tuition_over_15000,tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H658,吉首大学,H65804,04,H65804 吉首大学第04组,178,right,186,0.640816,1,不限,10；126；21,4000,special_plan_or_direction;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H659,湖南科技大学,H65903,03,H65903湖南科技大学第03 组,178,right,190,0.591429,55,不限；化学；再选；科目；耍求,105；2；4；3；人数；189；14,5900；4000；6000；4500；2；5000；3600；学费；元）,language_or_single_subject;priority_2_computer;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H660,长沙理工大学,H66002,02,H66002/长沙理工大学第02组,179,left,22,0.614634,6,不限,3；2；165,5000；5900,tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H660,长沙理工大学,H66003,03,H66003/长沙理工大学第03组,179,left,29,0.524709,57,化学；理边；科目；要求；不限,3；4；5；2；招生计划；X；U；人数；8,4500；5900；N；年；学贸；（）,priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H660,长沙理工大学,H66004,04,H66004/长沙理工大学第04组,179,right,190,0.550813,1,化学,2,待定,high_fee_or_coop;tuition_over_15000,tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H660,长沙理工大学,H66005,05,H66005/长沙理工大学第05 组,179,right,192,0.524709,1,,,30000,high_fee_or_coop;tuition_over_15000,missing_subject_candidate;missing_plan_count_candidate;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H660,长沙理工大学,H66006,06,H66006/长沙理工大学第 06组,179,right,194,0.500000,2,化学；不限,3；84；9,30000；28000,high_fee_or_coop;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H661,湖南农业大学,H66103,03,H66103 湖南农业大学第03组,179,right,200,0.424390,4,「化学,3；2；46,5000；4500,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H661,湖南农业大学,H66104,04,H66104湖南农业大学第04 组,179,right,205,0.360465,19,地理,3；2,3600；5900,priority_2_computer;rejected_medical;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H661,湖南农业大学,H66105,05,H66105 湖南农业大学第05组,179,right,225,0.103198,1,［化学,4；25,4500,tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H661,湖南农业大学,H66106,06,H66106湖南农业大学第 06组,179,right,227,0.077035,4,U；再科要,8；部李；N；人数；选目求；10；7；113；22,23000；貨亮；年；学贵；（）；22000；21000,high_fee_or_coop;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H662,中南林业科技大学,H66204,04,H66204中南林业科技大学第 04 组,180,left,21,0.786337,10,不限,2；4；78,5000；5900,priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H662,中南林业科技大学,H66205,05,H66205/中南林业科技大学第 05组,180,left,32,0.645306,29,化学,2；3；4；6,4500；5900；3600,priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H662,中南林业科技大学,H66206,06,H66206/中南林业科技大学第06组,180,left,67,0.222384,2,不限,2,38000,high_fee_or_coop;language_or_single_subject;tuition_over_15000,tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H662,中南林业科技大学,H66207,07,H66207中南林业科技大学第07组,180,left,80,0.081224,2,［化学；要求,人数；22,39000；年；学费；（元）；3；37000,high_fee_or_coop;language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H663,湖南中医药大学,H66303,03,H66303 湖南中医药大学第03组,180,right,184,0.693314,5,,,7500；2；1,body_or_exam_limit;rejected_medical;tuition_over_15000,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H663,湖南中医药大学,H66304,04,H66304 湖南中医药大学第 04组,180,right,196,0.546512,0,「化学,,2；7500；5,tuition_over_15000,missing_plan_count_candidate;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H663,湖南中医药大学,H66305,05,H66305 湖南中医药大学第 05组,180,right,200,0.510174,3,化学,2,7500；2；8,body_or_exam_limit;rejected_medical;tuition_over_15000,tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H663,湖南中医药大学,H66306,06,H66306 湖南中医药大学第 06组,180,right,208,0.428779,13,化学；不限,2；3；82；19；4；48,7500；2；'5900；5300；5500；4000；6000,body_or_exam_limit;priority_3_teacher;rejected_medical;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H667,湖南师范大学,H66706,06,H66706 湖南师范大学第06组,180,right,233,0.142442,13,化学；冉边；科目；耍求；「化学,2；4；6；人数；3；15,6500；5300；4000；年；学类；元）,priority_2_computer;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H667,湖南师范大学,H66707,07,H66707 湖南师范大学第07 组,181,left,22,0.640988,3,「化学,9；4；2；12,7800,priority_3_teacher;rejected_medical;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H668,湖南理工大学,H66802,02,H66802 湖南理工大学第 02 组,181,left,31,0.545058,6,,2；18,4000；4500；5900,priority_3_teacher;tuition_over_15000,missing_subject_candidate;plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H669,湘南学院,H66902,02,H66902/湘南学院第 02组,181,left,40,0.443314,6,不限；化学,2；8,7150；7150.；3800,rejected_medical;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H669,湘南学院,H66904,04,H66904湘南学院第 04组,181,left,52,0.322674,4,化学；不限,2；］；？；3,'4000；3800；4800；5900,priority_2_computer;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H670,衡阳师范学院,H67003,03,H67003/衡阳师范学院第03 组,181,left,61,0.191860,3,,1,5000；6000,priority_3_teacher;tuition_over_15000,missing_subject_candidate;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H670,衡阳师范学院,H67004,04,H67004|衡阳师范学院第04组,181,left,66,0.140988,1,化学,1；2,4000,priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H670,衡阳师范学院,H67005,05,H67005/衡阳师范学院第05组,181,left,70,0.104472,2,化学；地理,,5900,priority_3_teacher;tuition_over_15000,missing_plan_count_candidate;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H670,衡阳师范学院,H67006,06,H67006/衡阳师范学院第06 组,181,left,74,0.065407,1,I；再迭；科目；要求,招生计划；U；人数；45,N；年；学费；4000,priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
