第一闭环事实准入任务汇总ID,来源第一闭环事实准入门禁账本,来源第一闭环核验结果看板,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,任务汇总序号,稳定基座第一闭环明细任务ID,第一闭环核验结果ID,稳定基座第一闭环任务复核公开账本ID,稳定基座第一闭环页列包ID,页码版面键,来源页码,版面列,专业行ID,专业组出现ID,院校代码,字段名,执行泳道,第一闭环页列优先级,核验动作层级,事实范围数,字段事实数,专业名归属事实数,专业组边界事实数,准入阻断等级分布,事实类型分布,W0B0命中事实数,高校源double_check事实数,PDF湖北官方先行事实数,B0冲突事实数,需要双人复核事实数,需要人工看图事实数,结构化接入候选事实数,PDF待核事实数,湖北官方待核事实数,任务级复核状态,任务级阻断原因,PDF原页是否必核,湖北官方侧是否必核,高校辅证是否需要复核,自动辅证是否可作为核页提示,自动辅证是否可替代湖北官方计划,官方公开计划页可定稿,数智平台可定稿,事实集合SHA16,证据集合SHA16,任务准入动作,公开安全策略
FCFACTGATETASK-2cd03a79979f12fb,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,11,FIRSTDETAIL-0dada9bf9ecaa6e1,FIRSTRESULT-ce8aee286ee99e18,FIRSTTASKREVIEW-93e57d20f514130b,FIRSTPAGE-49426baa76375e44,135-left,135,left,M-4b0ca5231b5e0dda,G-158e8a85ddd262f3,F902,专业计划数；学费,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N0-先双人核PDF原页冲突,2,2,0,0,G0-W0B0核心事实优先阻断×2,字段事实-专业计划数×1；字段事实-学费×1,2,2,0,2,2,2,0,2,2,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,false,false,false,6343a150d7754a35,7b487cbdb1d1560c,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-a85092f5d1e10dc2,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,12,FIRSTDETAIL-0e930ca33ab1b3b9,FIRSTRESULT-d807d43d8b5dad3c,FIRSTTASKREVIEW-bfa8cf8970e7d5f4,FIRSTPAGE-49426baa76375e44,135-left,135,left,M-af973281700f5eb7,G-158e8a85ddd262f3,F902,专业计划数；学费,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N0-先双人核PDF原页冲突,2,2,0,0,G0-W0B0核心事实优先阻断×2,字段事实-专业计划数×1；字段事实-学费×1,2,2,0,2,2,2,0,2,2,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,false,false,false,d16a069bb8a23857,7b487cbdb1d1560c,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-ac40affdfd52406a,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,13,FIRSTDETAIL-10021805233b3fcd,FIRSTRESULT-dd1ff9dc1e0643b8,FIRSTTASKREVIEW-a817b480f6cffa4d,FIRSTPAGE-4c0f16a37d308b85,056-left,56,left,M-ece9de1329c27d10,G-399026bbf2fbbc18,A195,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N3-无稳定候选人工看图,1,1,0,0,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,0,0,0,1,0,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,c1195728174e37b9,014fd466519eefa8,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-60531aaf1a0230b5,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,14,FIRSTDETAIL-118893a6fd1a625c,FIRSTRESULT-4f2a8be55442b432,FIRSTTASKREVIEW-40a9122bddad4eed,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-b55b42a0731954d9,G-01338c1d774310d5,K486,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N1-高校补缺线索回PDF原页,3,3,0,0,G1-B0同页伴生事实阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,0,0,0,3,0,3,0,3,3,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,false,false,false,b2ba01b143183749,9ed8a37cfc39253d,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-af63b7c2f710b90b,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,15,FIRSTDETAIL-134083d40026d857,FIRSTRESULT-88e72a9310ec39f7,FIRSTTASKREVIEW-10567eeea0e59a50,FIRSTPAGE-38a317f5bf72d0ce,038-right,38,right,M-441e148dafdb4204,G-18a4afd29f398c8c,A141,专业计划数,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N2-机器坐标辅助核PDF原页,1,1,0,0,G3-双人复核待完成×1,字段事实-专业计划数×1,0,0,0,0,1,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,false,false,false,false,false,bf920bd494ec1add,9dd5117bf58ac057,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-aefe3973fbef1a33,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,16,FIRSTDETAIL-15f16e7e9cbea148,FIRSTRESULT-bfc37919ea9885d1,FIRSTTASKREVIEW-2f1413f1abba76ea,FIRSTPAGE-0f2775b71610686e,194-left,194,left,M-26d2edeaf4b862a5,G-a0f68bc50be1b3be,H857,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N2-机器坐标辅助核PDF原页,1,1,0,0,G3-双人复核待完成×1,字段事实-专业计划数×1,0,0,0,0,1,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,false,false,false,false,false,6bcd04bf313619af,d66531103950b14a,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-f72f781cff96ae80,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,17,FIRSTDETAIL-18660b6d4586b693,FIRSTRESULT-bec7e7456bf541ba,FIRSTTASKREVIEW-b054af021ca38ce4,FIRSTPAGE-4a89eabd9dcaa967,096-right,96,right,M-ba76e18b079d513f,G-954865af1940403b,F099,学费,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,N4-PDFOCR候选人工确认,2,1,1,0,G2-结构事实PDF湖北官方先行×1；G6-常规PDF湖北官方闭环待完成×1,专业名归属事实×1；字段事实-学费×1,0,0,0,0,0,1,0,2,2,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,false,false,false,65f681dcf035c53d,4f371d3408829504,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-25d3d3b8c5a546a4,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,18,FIRSTDETAIL-18f6e592f362a091,FIRSTRESULT-f18ec005bea7d5dc,FIRSTTASKREVIEW-8c1e59bfd7e3e7f7,FIRSTPAGE-ffc90431edf15154,018-left,18,left,M-fddc2e8a1a4582a1,G-2432826275c85956,A033,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N2-机器坐标辅助核PDF原页,1,1,0,0,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,0,0,0,1,0,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,fff9c5e2932b6ab7,a387ab3f0ffa9c48,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-37b3b9c42b0f5972,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,19,FIRSTDETAIL-1b96b10668597560,FIRSTRESULT-351d8fe4ec768780,FIRSTTASKREVIEW-d35720a0bb155f77,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-c1f8f0fd7414b38f,G-01338c1d774310d5,K486,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N1-高校补缺线索回PDF原页,3,3,0,0,G1-B0同页伴生事实阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,0,0,0,3,0,3,0,3,3,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,false,false,false,b36336bc48533ea3,9ed8a37cfc39253d,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-7fd9670b0fcb5b51,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,20,FIRSTDETAIL-1c3252c859c2d2ea,FIRSTRESULT-b96d791be4251ada,FIRSTTASKREVIEW-fcd3c0eb6877c935,FIRSTPAGE-e942d34407576c0d,209-right,209,right,M-0aea883663b5fb39,G-e377a7e078e92213,K153,专业计划数；学费；再选科目,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N0-先双人核PDF原页冲突,3,3,0,0,G0-W0B0核心事实优先阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,0,3,3,3,0,3,3,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,false,false,false,685fba8f69d3262c,41cbe5fa1353abe7,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-a1192689aea995d5,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,21,FIRSTDETAIL-1c8bc4f8c1ddedbe,FIRSTRESULT-d7e19701e62cb624,FIRSTTASKREVIEW-ac849e88a34e09c1,FIRSTPAGE-cc413d4ed28b64a8,043-left,43,left,M-a3b3fb4cce94a6b1,G-9eb5729c6ba5bb05,A151,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N2-机器坐标辅助核PDF原页,1,1,0,0,G3-双人复核待完成×1,字段事实-专业计划数×1,0,0,0,0,1,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,false,false,false,false,false,f3fa1e6a10803664,14c8707311411f91,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-eefaecd998a74b0c,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,22,FIRSTDETAIL-1e13c2dc5bcd6811,FIRSTRESULT-b80693495b8a655d,FIRSTTASKREVIEW-bafda30635e33eff,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-90b2fc54c5bc2e5c,G-69a8112ee16cf2ba,H450,专业计划数；学费,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N1-高校补缺线索回PDF原页,2,2,0,0,G1-B0同页伴生事实阻断×2,字段事实-专业计划数×1；字段事实-学费×1,0,0,0,2,0,2,0,2,2,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,false,false,false,e6102dc348b504fe,079e2df0e2b229a0,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-d301eaaeebb9b6e6,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,23,FIRSTDETAIL-1e9409107b74d4f5,FIRSTRESULT-03aa03dda19fe430,FIRSTTASKREVIEW-22902868d84f824a,FIRSTPAGE-71c8a1c59d84716c,036-right,36,right,M-4d38d93ca32f7ba3,G-9fca3ce8b2adbf9c,A135,学费；再选科目,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,N4-PDFOCR候选人工确认,3,2,1,0,G2-结构事实PDF湖北官方先行×1；G6-常规PDF湖北官方闭环待完成×2,专业名归属事实×1；字段事实-再选科目×1；字段事实-学费×1,0,0,0,0,0,2,0,3,3,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,false,false,false,6c135cd1dc8765b0,347f3bcf41165e92,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-5e50b8799025c720,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,24,FIRSTDETAIL-1ee8dfd8190933ae,FIRSTRESULT-abbbb219b66e7054,FIRSTTASKREVIEW-32621c8f76a61f55,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-188931cfb2409b2a,G-01338c1d774310d5,K486,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N0-先双人核PDF原页冲突,3,3,0,0,G0-W0B0核心事实优先阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,0,3,0,3,0,3,3,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,false,false,false,f0d7b39ef5022c76,9ed8a37cfc39253d,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-2cb52f6385395d7c,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,25,FIRSTDETAIL-201082e10e934fd6,FIRSTRESULT-9ee17e5448ed6274,FIRSTTASKREVIEW-6629a23c60861b19,FIRSTPAGE-0f2775b71610686e,194-left,194,left,M-41f9a26d1cfcd633,G-40e8e2649ba8d3a6,H857,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N2-机器坐标辅助核PDF原页,1,1,0,0,G3-双人复核待完成×1,字段事实-专业计划数×1,0,0,0,0,1,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,false,false,false,false,false,76159f1031e0d18e,8a079bafeafa8dc5,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-efc52d4c344f3e5a,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,26,FIRSTDETAIL-202127380ebfe86a,FIRSTRESULT-dd359c51980ad4d0,FIRSTTASKREVIEW-39a5532be91543c7,FIRSTPAGE-49426baa76375e44,135-left,135,left,M-cf6e2346e326fb75,G-158e8a85ddd262f3,F902,专业计划数；学费,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N0-先双人核PDF原页冲突,2,2,0,0,G0-W0B0核心事实优先阻断×2,字段事实-专业计划数×1；字段事实-学费×1,2,2,0,2,2,2,0,2,2,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,false,false,false,25f97a1eb7b5a7fe,7b487cbdb1d1560c,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-ee5d6668e6b8875e,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,27,FIRSTDETAIL-2038c10c7b1108c6,FIRSTRESULT-b624e659044f63e8,FIRSTTASKREVIEW-b3111d535ae5d63b,FIRSTPAGE-551d0b213dbd2529,109-left,109,left,M-b11b9f49fcb51333,G-3ed22abc87c8dac2,F305,专业计划数,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N3-无稳定候选人工看图,1,1,0,0,G3-双人复核待完成×1,字段事实-专业计划数×1,0,0,0,0,1,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,db2010c4ee46b121,2ce1faf6925f9a67,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-8e259a27045e4cdc,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,28,FIRSTDETAIL-20a379c5af2a6ec2,FIRSTRESULT-e85b0ce695cc1354,FIRSTTASKREVIEW-0aac45c62ae6c0b1,FIRSTPAGE-6bd94b5fb0abfec4,080-right,80,right,M-1501281b42200eee,G-43eaec6deac85123,C150,再选科目,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,N3-无稳定候选人工看图,2,1,1,0,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业名归属事实×1；字段事实-再选科目×1,0,0,0,0,2,2,0,2,2,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,2653e315426fdc8f,6811b0e2ba6b5604,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-cd7e0d722ae41663,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,29,FIRSTDETAIL-221bcc4dcd21e125,FIRSTRESULT-46ed4c03aaa11a72,FIRSTTASKREVIEW-a6814c622cbd9fba,FIRSTPAGE-f58ca9d1af902d1a,037-left,37,left,M-4cd6e063565dd7c0,G-9fca3ce8b2adbf9c,A135,再选科目,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N3-无稳定候选人工看图,1,1,0,0,G1-B0同页伴生事实阻断×1,字段事实-再选科目×1,0,0,0,1,1,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,04e5680a8bc1854f,77534c7506dd2eaf,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-d46f8650a8eecc53,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,30,FIRSTDETAIL-22bc0ea3bfe8651a,FIRSTRESULT-eb2e9f870d027b74,FIRSTTASKREVIEW-cacdd7f296c88a07,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-a83566d233468121,G-01338c1d774310d5,K486,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N1-高校补缺线索回PDF原页,3,3,0,0,G1-B0同页伴生事实阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,0,0,0,3,0,3,0,3,3,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,false,false,false,f2ee951115df0702,9ed8a37cfc39253d,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
