第一闭环字段事实公开账本ID,来源第一闭环字段确认公开账本,来源第一闭环证据状态账本,来源第一闭环下一步动作矩阵,来源P0Top3字段公开账本,来源B0冲突页列核验状态,来源私有字段确认工作台,来源P0Top3私有字段核验表,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,字段事实序号,稳定基座第一闭环明细任务ID,第一闭环字段确认公开账本ID,第一闭环证据状态公开账本ID,第一闭环下一步动作ID,P0Top3字段公开账本ID,B0冲突页列核验状态ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,字段候选关系桶,PDF提示字段状态,机器坐标字段状态,高校辅证字段状态,冲突类型桶,核验动作层级,人工最小核验动作,PDF原页记录状态,湖北官方记录状态,高校辅证记录状态,双人复核状态,三方一致性状态,字段事实闭环状态,字段写回评估门禁,完成证据组合,字段事实值集合SHA256,私有字段记录状态SHA256,是否P0Top3重点字段,是否B0冲突页列字段,是否需要双人复核,是否需要人工看图,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
FIRSTFACT-7ec9b4ddb7b1a37d,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,11,FIRSTDETAIL-9008da4b792e2d9c,FIRSTFCONF-1fb2e173cd94f5bc,FIRSTEVID-2de3ad7f20dcb930,FIRSTNEXT-a76815064ca4265b,P0TOP3FPUB-a4d384ecaf980b3c,FIRSTB0STATUS-49426baa76375e44,135,left,135-left,M-dc3b57515c994b61,G-158e8a85ddd262f3,F902,自动官网辅证任务,专业计划数,R0-候选冲突,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C0-字段候选冲突,N0-先双人核PDF原页冲突,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,true,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-edb4b689d4bf25c0,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,12,FIRSTDETAIL-9008da4b792e2d9c,FIRSTFCONF-1fb2e173cd94f5bc,FIRSTEVID-2de3ad7f20dcb930,FIRSTNEXT-a76815064ca4265b,P0TOP3FPUB-9a0438b4daec0779,FIRSTB0STATUS-49426baa76375e44,135,left,135-left,M-dc3b57515c994b61,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,R3-仅高校辅证候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,true,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-af2aa366b08c0ed2,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,13,FIRSTDETAIL-9008da4b792e2d9c,FIRSTFCONF-1fb2e173cd94f5bc,FIRSTEVID-2de3ad7f20dcb930,FIRSTNEXT-a76815064ca4265b,P0TOP3FPUB-d0f18cf3f2d893b0,FIRSTB0STATUS-49426baa76375e44,135,left,135-left,M-dc3b57515c994b61,G-158e8a85ddd262f3,F902,自动官网辅证任务,再选科目,R2-仅PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,true,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-52c25588f157bbec,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,14,FIRSTDETAIL-98835066fcfb9b8c,FIRSTFCONF-f03797c21840d98b,FIRSTEVID-995d2753611bae90,FIRSTNEXT-74af63130dcdbbd9,P0TOP3FPUB-927daf0b99a1ae16,FIRSTB0STATUS-49426baa76375e44,135,left,135-left,M-4c1c9015c9d9aef3,G-158e8a85ddd262f3,F902,自动官网辅证任务,专业计划数,R0-候选冲突,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C0-字段候选冲突,N0-先双人核PDF原页冲突,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,true,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-8308e13f1a259240,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,15,FIRSTDETAIL-98835066fcfb9b8c,FIRSTFCONF-f03797c21840d98b,FIRSTEVID-995d2753611bae90,FIRSTNEXT-74af63130dcdbbd9,P0TOP3FPUB-b12d1df7623a2619,FIRSTB0STATUS-49426baa76375e44,135,left,135-left,M-4c1c9015c9d9aef3,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,R3-仅高校辅证候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,true,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-ffe0ef3f2c7a8f33,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,16,FIRSTDETAIL-9d2efbd617a42fa2,FIRSTFCONF-dbe3431271d8753c,FIRSTEVID-c68ad5b5f546a31d,FIRSTNEXT-75e16e2dd9d11005,P0TOP3FPUB-6f1eb71b60fe9002,FIRSTB0STATUS-49426baa76375e44,135,left,135-left,M-e169ec05a319416b,G-158e8a85ddd262f3,F902,自动官网辅证任务,专业计划数,R0-候选冲突,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C0-字段候选冲突,N0-先双人核PDF原页冲突,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,true,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-1f4225f66f5bd3b5,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,17,FIRSTDETAIL-9d2efbd617a42fa2,FIRSTFCONF-dbe3431271d8753c,FIRSTEVID-c68ad5b5f546a31d,FIRSTNEXT-75e16e2dd9d11005,P0TOP3FPUB-54f6b6ffe38a7ee1,FIRSTB0STATUS-49426baa76375e44,135,left,135-left,M-e169ec05a319416b,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,R1-候选一致,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,true,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-4b504c4890acee9b,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,18,FIRSTDETAIL-c38ee9bcbc39ce19,FIRSTFCONF-3712fb406bc29364,FIRSTEVID-75ee528fb6141ddf,FIRSTNEXT-7d1243d0e1d34b96,P0TOP3FPUB-ef324054795293f1,FIRSTB0STATUS-49426baa76375e44,135,left,135-left,M-bf093921a5df7b57,G-158e8a85ddd262f3,F902,自动官网辅证任务,专业计划数,R0-候选冲突,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C0-字段候选冲突,N0-先双人核PDF原页冲突,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,true,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-59391cef19af67bc,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,19,FIRSTDETAIL-c38ee9bcbc39ce19,FIRSTFCONF-3712fb406bc29364,FIRSTEVID-75ee528fb6141ddf,FIRSTNEXT-7d1243d0e1d34b96,P0TOP3FPUB-551b844d5be56598,FIRSTB0STATUS-49426baa76375e44,135,left,135-left,M-bf093921a5df7b57,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,R3-仅高校辅证候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,true,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-5d1818dc3669f204,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,20,FIRSTDETAIL-d3b4542d9cf04623,FIRSTFCONF-4e54ace09d0fdb74,FIRSTEVID-12b3553793666167,FIRSTNEXT-d63b97f3198ab49c,P0TOP3FPUB-c93b74bdee47c71d,FIRSTB0STATUS-49426baa76375e44,135,left,135-left,M-e61c577465bca697,G-158e8a85ddd262f3,F902,自动官网辅证任务,专业计划数,R0-候选冲突,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C0-字段候选冲突,N0-先双人核PDF原页冲突,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,true,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-3e6d1c4b1133b772,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,21,FIRSTDETAIL-d3b4542d9cf04623,FIRSTFCONF-4e54ace09d0fdb74,FIRSTEVID-12b3553793666167,FIRSTNEXT-d63b97f3198ab49c,P0TOP3FPUB-4b7af986997fb2c0,FIRSTB0STATUS-49426baa76375e44,135,left,135-left,M-e61c577465bca697,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,R3-仅高校辅证候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,true,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
