全量字段页列核验队列ID,来源字段事实核验任务队列,来源页级保真复核队列,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动回填候选,是否允许写回字段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,页列执行总序,来源页码,版面列,页码版面键,页列核验优先级桶,页列核验优先级数值,页列首要动作,包内字段任务数,包内专业行数,包内专业组数,包内院校代码数,包内字段名分布,包内字段核验优先级分布,包内字段事实阻断等级分布,包内Q0无候选阻断任务数,包内Q1有候选待人工核验任务数,包内Q2OCR齐全待三方闭环任务数,包内专业计划数字段任务数,包内学费字段任务数,包内再选科目字段任务数,包内PDF原页核验待完成任务数,包内湖北官方核验待完成任务数,包内高校官网辅证线索任务数,包内源证据P0任务数,包内源证据P1任务数,页面复核优先级,页面阻断等级,页级保真队列ID,私有页图证据编号,私有页图SHA256,私有识别材料证据编号,私有识别材料SHA256,OCR平均置信度,OCR_QC_P0数,OCR_QC_P1数,页面专业明细数,页面结构异常数,页面高严重结构异常数,字段任务ID集合SHA256,专业行ID集合SHA256,专业组出现ID集合SHA256,院校代码集合SHA256,下钻筛选键,PDF原页核页状态,湖北官方系统或省招办计划核验状态,字段事实写回状态,公开安全策略,下一步
FIELDPSIDE-cf87d31ec52477b2,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,11,140,right,140-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,102,34,10,4,专业计划数:34；再选科目:34；学费:34,P0-字段无候选原页重读:66；P1-字段有候选回看原页和官方:2；P3-OCR齐全字段三方闭环:34,Q0-字段缺口无候选阻断:96；Q1-字段缺口有候选待人工核验:6,96,6,0,34,34,34,102,102,0,0,42,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-9fa2e75f6e6bdc39,page-140,95a26ba73a65caef38df7085b8cc7b9bb27d778dddcabda1b4a6a262d3db110a,140_page-140,a694727c1d800ff624fdd964b2ce7632e568ae817444e48c736f7e3e24a1837d,0.6996,89,62,73,17,8,5f7b63a68255e0a715c251600519990d3e81f39cad80afed60c614402d0157f6,bc90572ee864f9cfb7b34f1ad7a75bbcfe8eb3b40ba547adf6086cbd7569a704,e730db61ba76db267e98173088c36bad2223acc9e44f84ac99593189e9c96da0,691788e037906844fa9bcfa3bd00f81ab215ad71e6ea317fd7d4fa3fe037c3ee,来源页码=140；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-d9c301fdcd9d3126,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,12,120,right,120-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,105,35,5,3,专业计划数:35；再选科目:35；学费:35,P0-字段无候选原页重读:54；P3-OCR齐全字段三方闭环:51,Q0-字段缺口无候选阻断:96；Q2-OCR字段齐全但PDF和官方未闭环:9,96,0,9,35,35,35,105,105,0,0,30,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-662499b6cfd85694,page-120,58bacd2fb07e05210e2cd4fea118e64ac1ddf619f1ff53eba21a5f96fbb5fc9e,120_page-120,2d1f0a46ce8f674953d219261b990e6dbc2d5aaa8410d15143ba6037fdcc4530,0.7031,101,57,64,5,3,423c9a106c4c658e828ebd61e562ceb2fc01d2f46316e2f320ee21e3c23e1a49,bcf527bd94a8186610c6b6894b6ce40e86af91291ff10e68083340acd106df1f,485928dff8317ca70771ddde1b4e8e6751cb0fefa42c2da15a2a641065d6a7e5,2233ebf5a27891d38f391f01b5c5771a015973cf8013b19fa16e1bc91a791496,来源页码=120；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-78159df33beae91b,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,13,96,right,096-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,105,35,11,5,专业计划数:35；再选科目:35；学费:35,P0-字段无候选原页重读:60；P1-字段有候选回看原页和官方:5；P3-OCR齐全字段三方闭环:40,Q0-字段缺口无候选阻断:90；Q1-字段缺口有候选待人工核验:15,90,15,0,35,35,35,105,105,12,0,66,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-8858c75dd122a0a1,page-096,9018005425e6c32672316c5a46908b04de1658cf2732dcd68be62448f5a88be4,096_page-096,decca3dfd2654307bbbb8bb18ec930019fa01cd6ec28f1678eaa03ae291c5a62,0.7100,84,68,63,29,18,20709de5a9d27695d4e4176bc6858d24889f109797075c184cf697d2062c3acd,a07b5c833f645f6f18e990e33043050911c55c611f03fe27b624225d335f46d4,09ee56415ca4aeecf8dace1d8f662c691993cada7487bd5dd3811db28975833c,00b0295af454e4a9dfda427e2d915f61bd9b0680748cd74f4387a4f5b6be123c,来源页码=96；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-7aae41186a4d4c2a,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,14,71,right,071-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,99,33,8,3,专业计划数:33；再选科目:33；学费:33,P0-字段无候选原页重读:72；P1-字段有候选回看原页和官方:2；P3-OCR齐全字段三方闭环:25,Q0-字段缺口无候选阻断:90；Q1-字段缺口有候选待人工核验:6；Q2-OCR字段齐全但PDF和官方未闭环:3,90,6,3,33,33,33,99,99,0,0,69,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-25aeac293791c790,page-071,c2a394e655d1ed6e2ef52670ce5175ff5f0e5d4a35cf63d56d46e038f969d2d7,071_page-071,d8eba40347345f85c4ad6198d197aba098f3387a943ea8c0ed8ed2a7855bae88,0.7164,46,94,72,14,2,5fd648c7364bb24ccd3cc1dbf75333e39f742d51ad7b624ab11ae469202236dc,a3af3fd0f7f59279218b7f9aac59f99f92df6ca72960d7b86b4a6ec9357d5338,35b81cd02ad2fe118caf60f3d2078cb73145e2fb1c7afc1211e5e6dd0c24a6f3,7c4a5ed27ecb1b9bcc0a3911c38b10f0efcd36befcb37c9fb0c90da2d4e0b920,来源页码=71；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-0211fc1fe66a6923,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,15,143,right,143-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,93,31,4,2,专业计划数:31；再选科目:31；学费:31,P0-字段无候选原页重读:40；P3-OCR齐全字段三方闭环:53,Q0-字段缺口无候选阻断:90；Q2-OCR字段齐全但PDF和官方未闭环:3,90,0,3,31,31,31,93,93,0,0,42,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-dc729c96fb2ae425,page-143,7cc4f32327c09bd4001f3b703c0c58b705e22d71351ecfc7a35533326aefeb71,143_page-143,022416f2562982d555bb58e553bb4b0236b4c083b7ccc33ba4cf25a3738055a2,0.6988,98,62,46,11,9,a737e9887e6bd631f37a35a40c7103bd60e71bc19df7486e8d7023708e54e621,2f4ab0004ce2056b6e9208b2ce576d605e6e53f744fa4ebc881fa7d5005ebb18,c9d47e4ceed4256296be78f6479aa4fd8fdf126b36205853f3be2a293e3cae78,097af6cf2d8cfd66586904d32078b33942b19f393da8a8e22d23f9044e2e2d9a,来源页码=143；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-0928327c2ce4f47d,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,16,203,right,203-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,90,30,2,2,专业计划数:30；再选科目:30；学费:30,P0-字段无候选原页重读:43；P3-OCR齐全字段三方闭环:47,Q0-字段缺口无候选阻断:90,90,0,0,30,30,30,90,90,0,0,66,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-a70372d1cf6a7fd3,page-203,62abf84f997dd8d51f25912cfb7752b969f07939b2d27f34b671af787ab4360d,203_page-203,167814f487d74179c0c69df1c9eae23ce7f31bffbc266da491e9143a5cdf6488,0.7593,63,64,57,8,2,59bd3ee051a1914958c1672e7f92a13a0e8118631ccafc577d851b895d6b673b,64e876d701e3bfb011ee85ef9a9ebaf832ec584d113ab36945eaa3c36a052767,272a293744570087a71929e81ecb2ed839d09035e3137e8cae552d0de7d05959,ee80c64f5dc080372386be6b929d67380b76d99db4637f17f02861b585036fd2,来源页码=203；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-b1de7045b033d40f,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,17,90,right,090-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,141,47,9,2,专业计划数:47；再选科目:47；学费:47,P0-字段无候选原页重读:42；P1-字段有候选回看原页和官方:12；P3-OCR齐全字段三方闭环:87,Q0-字段缺口无候选阻断:81；Q1-字段缺口有候选待人工核验:33；Q2-OCR字段齐全但PDF和官方未闭环:27,81,33,27,47,47,47,141,141,0,0,102,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-1390d0d71dc38879,page-090,4bbcc63698c09534d73849528f0ca740b9f707bd7f57535b7d5a0f01ffbd1a9e,090_page-090,a2dbd93c379861765ec8226b71c5d20498a4e72aed8c95fd6c3ea3ed14e12dc8,0.7320,65,160,95,55,38,1376e8339c0e698d76b5d99e9a43471809f85023321a012296eda38e1965d565,39b3024db1c0ebf61f546198ffb671c09d5f1e806f9cd4bbc788dcca5d98ed00,c9f23d44cf829e6f8dfdb1b3d87e3bc72b4f9e690bc434bad449269cff95ece3,2495993dd216bebcd431ea4e483c68247d2b6676d5862d2113208fa49e9d2d9c,来源页码=90；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-f48448585649a1f7,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,18,232,right,232-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,108,36,3,1,专业计划数:36；再选科目:36；学费:36,P0-字段无候选原页重读:29；P1-字段有候选回看原页和官方:9；P3-OCR齐全字段三方闭环:70,Q0-字段缺口无候选阻断:81；Q1-字段缺口有候选待人工核验:24；Q2-OCR字段齐全但PDF和官方未闭环:3,81,24,3,36,36,36,108,108,0,0,39,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-aa31363915c5370b,page-232,19e3fecd39ffd2942ebf29f2f53c5dcde6923b039dcce285218eb370517853e6,232_page-232,1264c2f2e3f1a8abb5d7c0e200a39a315727206f36d8649744a34f81c8abe476,0.7069,71,90,60,10,6,0191005fbc0c58019af07e03cc96b1cbd1bc5958c70211e53cad891c7f0d13cb,4c50ec3efcb80b9b930d0a115f45343d48ea97b69aff0243440654171104e743,bd8970dc706cae5779020932ef36c46dc949a6194bb4e9bfd26b7f2f6007a7a7,35991d29fc105e4aa7229a5168b139473f60ae76cd2cf3a732b5fd23bb93d5e0,来源页码=232；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-6ac0a6ad4b2812b8,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,19,225,right,225-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,93,31,11,8,专业计划数:31；再选科目:31；学费:31,P0-字段无候选原页重读:47；P1-字段有候选回看原页和官方:3；P3-OCR齐全字段三方闭环:43,Q0-字段缺口无候选阻断:81；Q1-字段缺口有候选待人工核验:9；Q2-OCR字段齐全但PDF和官方未闭环:3,81,9,3,31,31,31,93,93,0,0,27,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-482013d2cfc858ec,page-225,46753180b290b5d41be608882022e8a79fa427f1c52bb3c6c4501ffc19b2b869,225_page-225,ca6999d7afa60f800205d8249d73f2a6dc7d01e5a7bb05c623f8e1cc21f6f07b,0.6917,93,54,66,25,12,ceb39f7e63cef8447bbfa5dfbd8b5722b014631128b0bc5caa2fa5e2008dd5e1,9ff8d83d35cc2cbd174e55a4392887dcf3d45305c26c7ef3a56a942801943a78,d95c8a9f133772d0c673562cf0c383089ff41e69910056cd9b5fa891f3563b90,a380af16f11da02340da482bccfefda297d4e227a9630f1bca544aeaa45431a7,来源页码=225；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-7baaea28ebfb4d8d,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,20,194,right,194-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,90,30,7,4,专业计划数:30；再选科目:30；学费:30,P0-字段无候选原页重读:60；P1-字段有候选回看原页和官方:3；P3-OCR齐全字段三方闭环:27,Q0-字段缺口无候选阻断:81；Q1-字段缺口有候选待人工核验:9,81,9,0,30,30,30,90,90,0,0,33,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-864e026523d76cef,page-194,64fbd70faa0dca2fb2415b2a49ba1f7f25ccc69d3d1eb2ba39f8cb1d41740af5,194_page-194,963bfd5d139aeaa5f300824b936e6514af9c2e6ce31091b975ab985cb23112cd,0.6578,102,62,45,45,37,4a4e42fb15d1a615f91844b06f6c3becb4b7828638d5185eeeb83dc52e3df0c4,8a6ffea1cf7b49158ab9219697695688eb50c8329a42705ce2c83620c6fe352b,efe08d24a7dd4b6598d4bd9a358ff1be4d2b619b0bf9acde29da4fbb626a380a,188323f1b0f185a8ee02cb956300b30dd9f485c78b8257932da08678110e8a68,来源页码=194；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-9d134ac28a943f35,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,21,102,right,102-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,96,32,3,1,专业计划数:32；再选科目:32；学费:32,P0-字段无候选原页重读:58；P1-字段有候选回看原页和官方:6；P3-OCR齐全字段三方闭环:32,Q0-字段缺口无候选阻断:78；Q1-字段缺口有候选待人工核验:18,78,18,0,32,32,32,96,96,0,0,42,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-9f8f8887afde13d0,page-102,9a2d0b25c49680d3e33faa1b6a65da26eb1e36923eb247bbe720350a07c429c1,102_page-102,062a9878170a71cb17e85d50eb2370e46e0a20bbf5cf1102b289931884d7e81b,0.6883,105,46,55,20,17,34c0a8c3186e92775e69fbbe4d06ca75ade69328a23a2fe7714154733872a85f,4d5a20dbfd4622bc7586cd5cbd6a113181e5321b0ca8949c51c36f366f51e8bb,646718caefc8d05a9d311fa04a5e865383248aa3728401684352e5247854c323,2b70dfe63bdc4091ad7ad71b78eef64f0a11d410d497b71bf91f22b0b5511c77,来源页码=102；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-404e8744200d0c20,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,22,38,right,038-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,90,30,4,2,专业计划数:30；再选科目:30；学费:30,P0-字段无候选原页重读:51；P1-字段有候选回看原页和官方:3；P3-OCR齐全字段三方闭环:36,Q0-字段缺口无候选阻断:78；Q1-字段缺口有候选待人工核验:9；Q2-OCR字段齐全但PDF和官方未闭环:3,78,9,3,30,30,30,90,90,0,0,84,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-2c3ae2455af8b0dd,page-038,e336306298258cea36730867530134573f62ab9cf9275fa752ca3e626bd61107,038_page-038,cde51d612a09e160aad4bee78cdf9beedf2afd1d88b1bad2bb8e14b8b54cbff4,0.7469,30,99,56,21,16,29940056b8a5a74404c87e60d1f450bfd1952ee46447ddded62e63a51332d8a9,2134f18a1237aca5b781846e7ddc7fd47143a4257592da8f09c419cbaec34839,016133993bab1b423ba418b5a5ab93bde69474542c0f1ea8893e2ac2fd6698e3,e0a58bd6c539e04ff3d4429aefee578231def572933c87fda5acf956447263ef,来源页码=38；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-b9e84af012dc1668,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,23,52,right,052-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,78,26,2,1,专业计划数:26；再选科目:26；学费:26,P0-字段无候选原页重读:52；P3-OCR齐全字段三方闭环:26,Q0-字段缺口无候选阻断:78,78,0,0,26,26,26,78,78,0,0,63,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-7c1422dacc6ef912,page-052,608665d74fec605bcd50883cc9fc6a7eb5c365a7b0e6c4f25c44237a2b2609eb,052_page-052,1a80a2b0db588b9e72f0975f15efcc719fd093dcf4dfb111a23c99151d15f0b7,0.7063,81,79,62,34,30,8e81835394bacc6c677f6b8e924001d3e7ad423e3871372ca6da7f6fcb5e8376,6aa60ee524f06bd09318e71169a4374a76f36bad14a8f1d5f786dea8ff0dc14f,a1c1ee6c3bc36086d07c3a3bb13a2e9dfdbc206513b84e8099fb662933f97ac3,a03480539e2a6eb9543a380acbe928b4ae916936e3dc393df0b946cb09fcb79c,来源页码=52；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
