页级保真队列ID,来源页级manifest,来源底座按页审计,来源全量逐专业保真总账,来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,PDF页码,页码范围角色,私有页图证据编号,私有页图SHA256,私有OCR文本证据编号,私有OCR文本SHA256,OCR识别行数,OCR平均置信度,OCR_QC_P0数,OCR_QC_P1数,疑似招生计划行数,页面复核优先级,页面阻断等级,页面审计状态,页面专业组数,页面专业明细数,页面院校数,页面结构异常数,页面高严重结构异常数,高风险保真行数,低风险行数,F0阻断行数,F1高优先行数,F2待补证行数,F3低风险非最终行数,P0结构串行行数,P1计划数保真行数,P2家庭费用行数,P3选科限制行数,P4调剂风险行数,P5偏好或普通待核行数,P6暂未触发机器高风险行数,空专业名行数,高严重结构异常专业行数,结构异常专业行数,计划数字段风险行数,学费字段风险行数,再选科目字段风险行数,家庭底线风险行数,偏好专业行数,候选池V1专业明细数,样本学校专业明细数,涉及院校数,涉及专业组数,风险字段Top,风险规则Top,必须核验字段,是否可进入最终页级结论,可进入下一阶段,下一步
PAGEFID-8e05a8983fbbdbd6,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,20,招生计划明细页,page-020,7558c913168622fd0ffd79d0b83e44f882d59bb8e6dff812f5ac2f6d464528b5,020_page-020,ac4c67393558a8f70f8f2a1fd9a3630ad3a59dcca56785d2003b5f6109c4b366,237,0.6709,42,104,14,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,3,30,3,16,14,30,0,14,16,0,0,13,17,0,0,0,0,0,0,13,13,29,0,29,3,9,0,0,3,4,组内字段风险:30；计划数字段:29；再选科目字段:29；调剂风险:16；结构异常:13；偏好专业:9；家庭底线:3；特殊限制:1,group_has_plan_count_untrusted:30；missing_plan_count_candidate:29；plan_count_not_verified_numeric:29；missing_subject_candidate:29；group_has_rejected_medical_or_nursing:16；high_structure_anomaly:13；tuition_number_le_500:12；preference_major_candidate:9,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-eefbd0df6d24774f,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,21,招生计划明细页,page-021,54ace356b0ffaa15b0e1b1bb069f0400455f1deaae0f81e81dbf84ce81f0bdd4,021_page-021,f5e0366ecbf571585af0c1e5eb5bb9f05bb99b6fa331940f6265533158ed25b4,264,0.6985,75,70,25,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,10,55,4,8,5,55,0,4,40,11,0,3,33,1,18,0,0,0,0,3,6,14,1,50,3,10,0,0,4,9,再选科目字段:50；组内字段风险:34；调剂风险:16；计划数字段:14；偏好专业:10；结构异常:6；家庭底线:3；OCR置信度:3,missing_subject_candidate:50；group_has_plan_count_untrusted:34；missing_plan_count_candidate:14；plan_count_not_verified_numeric:14；preference_major_candidate:10；group_has_high_fee_or_over_budget:9；group_has_rejected_medical_or_nursing:7；group_has_special_requirement_pending:6,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-bd6fee9d916391a9,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,22,招生计划明细页,page-022,60ce04cb6205a4e37063568d5dc2d46c529137dbcae9941f14e3559a1ac3f560,022_page-022,3c956b64fbac8195462d9bb2f67e453097c9a7b715a1d7f97e7e5ffce4e27a6f,252,0.7286,77,83,18,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,6,42,3,23,18,42,0,20,22,0,0,18,24,0,0,0,0,0,0,18,20,41,1,35,10,2,0,0,3,7,组内字段风险:42；计划数字段:41；调剂风险:37；再选科目字段:35；特殊限制:25；结构异常:20；家庭底线:10；费用底线:6,group_has_plan_count_untrusted:42；missing_plan_count_candidate:41；plan_count_not_verified_numeric:41；missing_subject_candidate:35；group_has_special_requirement_pending:32；group_has_high_fee_or_over_budget:29；special_requirement_pending:25；group_has_rejected_medical_or_nursing:24,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-a2a9fe44fb3dee3e,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,23,招生计划明细页,page-023,1f5622b697b4c0a1fa2c8d56049ae4127722d02df64fb0adf48ac14435696268,023_page-023,c42197e5a0ce2ec3bf44a8cb1189943558709229b3d40d18f99a8fcfce79c65c,272,0.7015,68,83,11,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,15,51,2,7,1,48,3,10,26,12,3,1,29,5,12,0,1,3,0,1,7,10,0,42,13,1,0,0,2,16,再选科目字段:42；组内字段风险:30；调剂风险:28；家庭底线:13；计划数字段:10；特殊限制:9；结构异常:7；OCR置信度:5,missing_subject_candidate:42；group_has_plan_count_untrusted:30；group_has_special_requirement_pending:16；missing_plan_count_candidate:10；plan_count_not_verified_numeric:10；group_has_rejected_medical_or_nursing:10；special_requirement_pending:9；medical_or_nursing_rejected:9,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-70186c391207f073,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,24,招生计划明细页,page-024,8fe0cfc3cb4cf971815cfeac0f548ca31d5c7169b0d76082621187b92047b46c,024_page-024,1f6b2e75207f01118b21e4332127afea8c558cecf7c2cfde68bafdb757709519,254,0.7213,66,73,13,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,12,31,3,15,12,31,0,12,19,0,0,12,18,1,0,0,0,0,0,12,15,28,0,19,9,13,0,0,3,13,组内字段风险:29；计划数字段:28；调剂风险:22；再选科目字段:19；结构异常:15；偏好专业:13；家庭底线:9；费用底线:7,group_has_plan_count_untrusted:29；missing_plan_count_candidate:28；plan_count_not_verified_numeric:28；missing_subject_candidate:19；preference_major_candidate:13；high_structure_anomaly:12；tuition_number_le_500:10；group_has_rejected_medical_or_nursing:9,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-18080fbf969f5315,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,25,招生计划明细页,page-025,5f200985e7151b322f601587b2c17aec0a3282849486a57ee20cdb7955091721,025_page-025,791aa22ca55369610a398bc5c22a24b0b217f71735eb3bb210ddeae7b8f7864f,246,0.6715,67,80,17,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,19,40,3,4,2,34,6,2,28,4,6,2,26,0,6,0,0,6,0,2,4,23,0,27,5,3,0,0,3,19,再选科目字段:27；组内字段风险:27；计划数字段:23；调剂风险:22；特殊限制:8；家庭底线:5；费用底线:5；结构异常:4,missing_subject_candidate:27；group_has_plan_count_untrusted:27；missing_plan_count_candidate:23；plan_count_not_verified_numeric:23；group_has_special_requirement_pending:10；group_has_high_fee_or_over_budget:10；special_requirement_pending:8；family_machine_pending_special:8,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-f05b16d9e5a82985,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,26,招生计划明细页,page-026,e2fe120b0521de7d0ae6abdff24e36844696008de5bb63a4b8503d55d401a409,026_page-026,b23c1752f751f0e10cbc25298f79194ed3d9dd2282f04d11fd9cffff5679770c,252,0.6837,49,99,15,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,5,50,3,22,17,50,0,15,35,0,0,15,35,0,0,0,0,0,0,15,19,47,2,43,7,7,0,0,3,6,组内字段风险:50；计划数字段:47；再选科目字段:43；调剂风险:42；结构异常:19；家庭底线:7；偏好专业:7；OCR置信度:4,group_has_plan_count_untrusted:50；missing_plan_count_candidate:47；plan_count_not_verified_numeric:47；missing_subject_candidate:43；group_has_rejected_medical_or_nursing:35；high_structure_anomaly:15；tuition_number_le_500:14；preference_major_candidate:7,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-536e9346575f5ab6,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,27,招生计划明细页,page-027,cb8c7f583909c69fcc07cb7cae4ead068a01d40823b227f4840cd7d6bed8bb35,027_page-027,397c87fa947ad37db24589d78b85cb35a271830db5120650d88edf9867fe2857,254,0.6992,57,87,11,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,6,36,3,13,3,35,1,7,27,1,1,2,27,5,1,0,0,1,0,2,12,7,0,28,9,10,0,0,3,7,组内字段风险:29；再选科目字段:28；调剂风险:17；结构异常:12；偏好专业:10；家庭底线:9；OCR置信度:9；特殊限制:8,group_has_plan_count_untrusted:29；missing_subject_candidate:28；group_has_rejected_medical_or_nursing:11；structure_anomaly:10；preference_major_candidate:10；low_ocr_confidence:9；special_requirement_pending:8；missing_plan_count_candidate:7,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-16770bb858fc8bd6,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,28,招生计划明细页,page-028,228a1c408973a6bd38efa0b105a85af68ad9485f53dda9934a3234e94d1da548,028_page-028,7bd75b192bf9f24d42f96a178173876794e9d121ea7dfbbfff4c9dc30d6cadad,243,0.6700,79,72,9,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,3,34,2,22,20,34,0,20,14,0,0,20,14,0,0,0,0,0,0,20,21,31,0,31,5,5,0,0,2,4,组内字段风险:34；再选科目字段:31；计划数字段:31；调剂风险:23；结构异常:21；特殊限制:16；家庭底线:5；偏好专业:5,group_has_plan_count_untrusted:34；missing_subject_candidate:31；missing_plan_count_candidate:31；plan_count_not_verified_numeric:31；group_has_special_requirement_pending:23；group_has_rejected_medical_or_nursing:22；high_structure_anomaly:20；tuition_number_le_500:18,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-ecdc5e26bf5e00de,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,29,招生计划明细页,page-029,80d87cf6a401e9fe629ebac708938b5ab10245dbba25bed33514a779dac5022e,029_page-029,c2aa028a96cdbee84a5c37b902d8ce245a490c073cb5edd291e8e2a568cc66fb,233,0.6670,53,90,15,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,9,41,5,21,14,41,0,16,23,2,0,13,13,2,11,1,1,0,0,13,17,18,11,37,5,15,0,0,5,9,再选科目字段:37；调剂风险:22；计划数字段:18；结构异常:17；偏好专业:15；组内字段风险:13；学费字段:11；OCR置信度:6,missing_subject_candidate:37；preference_major_candidate:15；group_has_rejected_medical_or_nursing:15；high_structure_anomaly:13；group_has_plan_count_untrusted:13；missing_tuition_candidate:11；tuition_not_verified_numeric:11；plan_count_number_ge_1000:9,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-ee28dbc20771fe28,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,30,招生计划明细页,page-030,f42e67c508337a6d741863873060b84fe2cd8148b53cde6ca84b6dab73169c93,030_page-030,825ccad3a4988c40e883d1b757260b85b12e35c7baacf2b03403ba9cddd8e2c2,235,0.7047,88,57,17,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,5,44,2,14,8,44,0,7,37,0,0,7,35,0,2,0,0,0,0,7,11,19,9,42,2,7,0,0,3,6,再选科目字段:42；组内字段风险:42；计划数字段:19；调剂风险:16；结构异常:11；学费字段:9；偏好专业:7；OCR置信度:4,missing_subject_candidate:42；group_has_plan_count_untrusted:42；missing_plan_count_candidate:19；plan_count_not_verified_numeric:19；group_has_rejected_medical_or_nursing:11；missing_tuition_candidate:9；tuition_not_verified_numeric:9；high_structure_anomaly:7,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-9e1cd1145b301baf,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,31,招生计划明细页,page-031,bff084530c6bdee01dfe02df80a7a7af7c2f1698937587541a43b60756ffcea4,031_page-031,e383f0f0251bc5c59b94d7330874fadb847f4a74a2f6955da9e51de29556e94c,268,0.7410,63,73,14,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,6,55,3,14,6,55,0,6,45,4,0,5,46,0,3,0,1,0,0,5,12,9,4,49,3,7,0,0,3,7,再选科目字段:49；组内字段风险:48；调剂风险:45；结构异常:12；计划数字段:9；特殊限制:8；OCR置信度:7；偏好专业:7,missing_subject_candidate:49；group_has_plan_count_untrusted:48；group_has_special_requirement_pending:29；group_has_rejected_medical_or_nursing:14；special_requirement_pending:8；family_machine_pending_special:8；low_ocr_confidence:7；structure_anomaly:7,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-0942ccd5524fdc82,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,32,招生计划明细页,page-032,5af9b4b7c811c1cd0fb177880b052c2c297fd70b1c01acf7f6046ff0ca2263c2,032_page-032,6fcde5a681250cb6e8c9bba7725975fe82cd3db74fafb227bbf47b40f4f19055,257,0.6965,105,57,12,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,8,45,2,18,12,45,0,12,33,0,0,12,33,0,0,0,0,0,0,12,17,43,0,39,2,8,0,0,2,9,组内字段风险:45；计划数字段:43；再选科目字段:39；结构异常:17；偏好专业:8；调剂风险:4；OCR置信度:3；家庭底线:2,group_has_plan_count_untrusted:45；missing_plan_count_candidate:43；plan_count_not_verified_numeric:43；missing_subject_candidate:39；high_structure_anomaly:12；tuition_number_le_500:11；preference_major_candidate:8；structure_anomaly:5,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-c65b769103736ebd,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,33,招生计划明细页,page-033,71061053b75c3329ba82f409f86cae9b21db863d511d2e18fb292a436e5d1415,033_page-033,bcd0e17581bd37751cad12c6943eb49e264038c6098b9acfd592677ae28ffebc,299,0.7204,83,64,17,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,21,55,3,9,2,45,10,9,24,12,10,2,14,4,25,0,0,10,0,2,8,4,1,41,10,1,0,0,3,22,再选科目字段:41；调剂风险:30；组内字段风险:15；家庭底线:10；结构异常:8；OCR置信度:6；计划数字段:4；费用底线:3,missing_subject_candidate:41；group_has_rejected_medical_or_nursing:20；group_has_plan_count_untrusted:15；group_has_special_requirement_pending:11；group_has_high_fee_or_over_budget:10；medical_or_nursing_rejected:7；family_machine_reject_medical:7；low_ocr_confidence:6,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-ba163264a972c0a5,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,34,招生计划明细页,page-034,0805631e93c4a0540aa5badd8b4994386d0a3303e537f9f85094b1787aafea1e,034_page-034,db37b7c0867f50decb3aa124497f53b6b50eaa1b80e90dfd1930d090a3b582cb,238,0.7034,55,76,15,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,7,41,3,10,6,41,0,17,24,0,0,5,36,0,0,0,0,0,0,5,9,40,1,39,13,9,0,0,3,8,组内字段风险:41；计划数字段:40；再选科目字段:39；调剂风险:38；家庭底线:13；特殊限制:11；结构异常:9；偏好专业:9,group_has_plan_count_untrusted:41；missing_plan_count_candidate:40；plan_count_not_verified_numeric:40；missing_subject_candidate:39；group_has_rejected_medical_or_nursing:38；medical_or_nursing_rejected:13；family_machine_reject_medical:13；group_has_special_requirement_pending:12,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-b001bc0fbe0a95da,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,35,招生计划明细页,page-035,f27c0c392aa7d05fd2f2bff2603193099e3e45b81dcbf9bffd8919ca1edb1c43,035_page-035,6289e8b51d3e91c82cd5f941e66cac290a280c4386bfc8fbe1cc99e36c1b21ec,243,0.7062,64,70,11,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,6,37,2,7,3,37,0,4,30,3,0,3,30,0,4,0,0,0,0,3,7,6,4,34,3,4,0,0,2,6,再选科目字段:34；组内字段风险:31；调剂风险:28；结构异常:7；计划数字段:6；特殊限制:6；学费字段:4；偏好专业:4,missing_subject_candidate:34；group_has_plan_count_untrusted:31；group_has_special_requirement_pending:19；group_has_rejected_medical_or_nursing:7；special_requirement_pending:6；family_machine_pending_special:6；missing_tuition_candidate:4；tuition_not_verified_numeric:4,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-45704cb112c59a80,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,36,招生计划明细页,page-036,3f61fdab5d7bc5f1e51617a4c0014c9a1d8b4195f1cac9221f3e9813ea52161b,036_page-036,6e6db40dcfd572d05ffb59958407ba6bfb598bbf17691041f5c4b4ec4390808e,269,0.6888,75,80,20,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,5,51,2,19,15,51,0,16,35,0,0,15,36,0,0,0,0,0,0,15,18,50,1,40,5,7,0,0,3,6,组内字段风险:51；计划数字段:50；再选科目字段:40；调剂风险:34；结构异常:18；偏好专业:7；家庭底线:5；OCR置信度:4,group_has_plan_count_untrusted:51；missing_plan_count_candidate:50；plan_count_not_verified_numeric:50；missing_subject_candidate:40；group_has_rejected_medical_or_nursing:34；high_structure_anomaly:15；tuition_number_le_500:13；preference_major_candidate:7,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-eacd6b360c075d7d,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,37,招生计划明细页,page-037,0f71485e0cc4cbe486a173fab6d3297d5f95051a59147d56aa098be032713dff,037_page-037,15166656bdbaad58678026a88161e252db2e9bce912ead6631331d738f676ce9,252,0.6948,75,70,15,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,7,44,2,9,2,44,0,9,34,1,0,2,36,4,2,0,0,0,0,2,8,12,2,40,11,6,0,0,2,8,再选科目字段:40；组内字段风险:38；调剂风险:28；计划数字段:12；家庭底线:11；特殊限制:10；结构异常:8；偏好专业:6,missing_subject_candidate:40；group_has_plan_count_untrusted:38；group_has_rejected_medical_or_nursing:25；group_has_high_fee_or_over_budget:21；missing_plan_count_candidate:12；plan_count_not_verified_numeric:12；special_requirement_pending:10；medical_or_nursing_rejected:8,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
