专业代号顺序风险ID,来源专业行原页证据锚点表,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,机器能否自动修复,风险规则ID,风险类型,风险等级,专业行ID,相邻前一专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,专业组内专业序号,相邻前一专业序号,专业代号OCR,相邻前一专业代号OCR,专业代号解析值,相邻前一专业代号解析值,专业代号解析差,专业名称及备注短摘,专业起始行号,相邻前一专业起始行号,专业起始y,相邻前一专业起始y,证据摘要,不得进入原因,下一步
CODERISK-4f626cdfe024a3bd,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-19d3499ffa6809de,M-6329e6a0577e5b18,G-2803751e9064829c,H663,湖南中医药大学,H66306,180,right,6,5,17,HG,17,186,-169,,221,219,0.296327,0.309593,相邻专业代号解析差 -169 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-6de49813a0982466,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-ba6dcc1c4c4928b2,M-715a872ecc4b31a0,G-1c29424f83ad59f1,H669,湘南学院,H66902,181,left,2,1,HG,04,186,4,182,,44,42,0.406911,0.430081,相邻专业代号解析差 182 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-b44a2c22a9588e51,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-aa32c08a5674ef27,M-ba6dcc1c4c4928b2,G-1c29424f83ad59f1,H669,湘南学院,H66902,181,left,3,2,05,HG,5,186,-181,,46,44,0.393895,0.406911,相邻专业代号解析差 -181 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-fe82aa7068d857b2,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-77fd9dd41dcda0cf,M-af10db3b6581819a,G-0b666158ddf76a38,H674,湖南科技学院,H67404,182,left,4,3,01,06,1,6,-5,,39,36,0.593023,0.632245,相邻专业代号解析差 -5 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-fe66713c7bfe5add,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-1e237b314e6f8c86,M-cfb63e52cff866d3,G-c96c86e225d2137b,H682,湖南財政经济学院,H68202,183,right,2,1,12,1,12,1,11,,199,198,0.648256,0.659811,相邻专业代号解析差 11 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-c1042d4294156909,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-01f3553ebc83726b,M-c7a1a1a2dbef0100,G-8448cd2fc588bcc0,H682,湖南財政经济学院,H68203,183,right,6,5,TH,27,307,27,280,,218,216,0.415698,0.441860,相邻专业代号解析差 280 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-393006f001ca02a7,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-0e24349d46687afe,M-01f3553ebc83726b,G-8448cd2fc588bcc0,H682,湖南財政经济学院,H68203,183,right,7,6,08,TH,8,307,-299,,220,218,0.402439,0.415698,相邻专业代号解析差 -299 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-048e5527fa0269cd,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-72f28405e7bd290e,M-5610096034ecf050,G-8448cd2fc588bcc0,H682,湖南財政经济学院,H68203,183,right,10,9,HG,10,186,10,176,,223,222,0.364634,0.377907,相邻专业代号解析差 176 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-03459e37b60ec55a,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-f940f6e4861e691f,M-72f28405e7bd290e,G-8448cd2fc588bcc0,H682,湖南財政经济学院,H68203,183,right,11,10,12,HG,12,186,-174,,226,223,0.325581,0.364634,相邻专业代号解析差 -174 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-40663f050ae239e2,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-1fb3f3a3a5637e8e,M-1f04022c0f3c063a,G-8da5ca1e00947980,H684,湖南工业大学,H68407,183,right,4,3,HG,16,186,16,170,,233,232,0.228049,0.241279,相邻专业代号解析差 170 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-d78e81c6d28ca433,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-07421754fff97d24,M-1fb3f3a3a5637e8e,G-8da5ca1e00947980,H684,湖南工业大学,H68407,183,right,5,4,17,HG,17,186,-169,,234,233,0.216570,0.228049,相邻专业代号解析差 -169 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-942a448d376660b0,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-c7f44f444a63dce8,M-1409819d54e81817,G-31e16fc01fd52676,H718,长沙医学院,H71802,184,right,8,7,1,10,1,10,-9,,181,88,0.822417,0.066860,相邻专业代号解析差 -9 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-31c798524105db8f,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-087cbba42ffdf322,M-c7f44f444a63dce8,G-31e16fc01fd52676,H718,长沙医学院,H71802,184,right,9,8,12,1,12,1,11,,182,181,0.809593,0.822417,相邻专业代号解析差 11 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-28a6f9b3333d8ee4,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-3d5ee07394ed2bd1,M-280bc6e27a5d70ce,G-16b4f85ed5aeb5e9,H729,岳阳学院,H72905,185,left,4,3,1,10,1,10,-9,,29,28,0.601581,0.614634,相邻专业代号解析差 -9 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-eca7605a768ac69b,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-bcc508b0c93dcfcb,M-3d5ee07394ed2bd1,G-16b4f85ed5aeb5e9,H729,岳阳学院,H72905,185,left,5,4,12,1,12,1,11,,30,29,0.588551,0.601581,相邻专业代号解析差 11 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-531c840b1050cea4,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-59e059d12cc383d8,M-7a3425369713a2a4,G-10735d8a412e2e98,H838,广州南方学院,H83803,192,right,3,2,04,05,4,5,-1,,204,200,0.354578,0.414244,相邻专业代号解析差 -1 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-8dc775c445c12f7c,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-484f8336f146e739,M-2f7819dea9841a34,G-9c6a367b41e25d65,H859,深圳北理莫斯科大学,H85903,194,left,2,1,95,17,95,17,78,,64,59,0.242733,0.305233,相邻专业代号解析差 78 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-32b1404a5b5401ee,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-ca19311c694754e2,M-4033e04b7ebc0785,G-a850de0b696ed2c6,H859,深圳北理莫斯科大学,H85905,194,left,2,1,19,19,19,19,0,,85,76,0.037791,0.130612,相邻专业代号解析差 0 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-58ef6d882c5a8858,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-76185aa1c749be5e,M-1c4db2eac2f62b8e,G-30e33a3e0670fc7b,H891,广西科技大学,H89110,195,right,3,2,A0,31,100,31,69,,122,62,0.914228,0.107558,相邻专业代号解析差 69 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-e75d193af876337a,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-43d1b321ed92d10b,M-c6330da51fc40838,G-2ec2cbd9150c7f8f,H892,桂林电子科技大学,H89205,195,right,3,2,1,10,1,10,-9,,159,158,0.626423,0.639431,相邻专业代号解析差 -9 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-542b221b37aa0153,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-0a2cd365bf036e48,M-3dcad0ace0ea758d,G-df655b5aabb145cc,H948,柳州工学院,H94803,199,left,3,2,1,10,1,10,-9,,35,34,0.517442,0.530488,相邻专业代号解析差 -9 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-f1630b7c5ea5d811,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-e9edbc27bc9a27a4,M-0a2cd365bf036e48,G-df655b5aabb145cc,H948,柳州工学院,H94803,199,left,4,3,12,1,12,1,11,,36,35,0.495528,0.517442,相邻专业代号解析差 11 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-da0b946c002d54b4,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-485a285727a54758,M-f4a939f7acfaabb9,G-cd5bf76599bd60a2,H950,桂林学院,H95003,199,right,8,7,01,18,1,18,-17,,195,191,0.621951,0.667073,相邻专业代号解析差 -17 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-f39c4c54538df35f,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-123a1e221547c741,M-485a285727a54758,G-cd5bf76599bd60a2,H950,桂林学院,H95003,199,right,9,8,01,01,1,1,0,,196,195,0.607558,0.621951,相邻专业代号解析差 0 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-41c983a21448d931,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-5db93a3f4207c643,M-983f22d5bc29a6df,G-cd5bf76599bd60a2,H950,桂林学院,H95003,199,right,11,10,02,02,2,2,0,,201,198,0.552326,0.584146,相邻专业代号解析差 0 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-15cd591ade08984a,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-f3955e229ab494bc,M-f1dc66770507b3eb,G-cd5bf76599bd60a2,H950,桂林学院,H95003,199,right,16,15,03,06,3,6,-3,,207,205,0.478049,0.500000,相邻专业代号解析差 -3 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-1ead6d79df8109a9,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-83ed0fc7b4906806,M-2d1661f4ca6edc23,G-e24634d5dcecb9f8,H955,广西外国语学院,H95502,200,left,3,2,1,04,1,4,-3,,17,239,0.835756,0.068293,相邻专业代号解析差 -3 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-b00366347be122ca,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-5075d61eede3a4cd,M-d9b888c8d6602633,G-b3e10a6708693212,H957,广西城市职业大学,H95702,200,left,3,2,K0,05,200,5,195,,39,38,0.601633,0.614694,相邻专业代号解析差 195 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-b786e3ed9a942a70,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-1af4ffd0f676fdcf,M-74773332862dd10a,G-401bc94e6f16cf6b,K002,海南热带海洋学院,K00205,201,left,7,6,1,19,1,19,-18,,2,233,0.847384,0.057959,相邻专业代号解析差 -18 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-76e51a5e3ec58d15,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-93a84d294d543dc4,M-1af4ffd0f676fdcf,G-401bc94e6f16cf6b,K002,海南热带海洋学院,K00205,201,left,8,7,20,1,20,1,19,,8,2,0.800813,0.847384,相邻专业代号解析差 19 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-76c13f41293395b9,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-a059cf69b9652d57,M-22b80efc36c8799b,G-1e492e2937d13cc9,K004,海南医科大学,K00403,202,left,2,1,08,A0,8,100,-92,,20,8,0.815407,0.912653,相邻专业代号解析差 -92 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-f0d5c716871dfccf,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-43ef232afb4786f8,M-765e62d010fed49a,G-d2c32a2887ae3b29,K005,琼台师范学院,K00505,202,left,3,2,01,07,1,7,-6,,62,53,0.340000,0.453469,相邻专业代号解析差 -6 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-016ec880594675f8,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-259318c8607d260c,M-24080d6b190a5ccb,G-10c3ec67cb56d8a2,K067,重庆邮电大学,K06707,203,left,3,2,K0,27,200,27,173,,61,57,0.180081,0.223837,相邻专业代号解析差 173 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-d58d4e36cad6ff50,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-46c9b02131af48cf,M-82b74c4c3939209c,G-a7af833b8de15bdc,K069,重庆医科大学,K06901,204,left,4,3,GA,03,170,3,167,,3,211,0.912653,0.056504,相邻专业代号解析差 167 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
