官方不可得抽样门禁ID,来源类型,来源账本ID,来源逐专业证据路由ID,来源高校侧辅证刷新账本,来源湖北官方活体复查,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许写回字段事实,院校代码,院校名称OCR,专业行ID,专业组出现ID,院校专业组代码OCR规范化,页码版面键,来源文件类型集合,官网辅证自动动作,风险等级,抽样分层,抽样策略,是否纳入抽样或100%核验,样本选择原因,样本最低明细数,涉及招生明细数,必核字段,字段差异标记,升级触发器,升级范围,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方一致性状态,字段事实写回状态,当前用途边界,下一步
SAMPLINGGATE-4debd4be6b812302,高校侧辅证刷新任务,SCHOOLREFRESH-122c97b755de364b,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,A032,北京语言大学,,,,,部分来源待结构化,C6-继续搜索高校官网2026湖北计划源,R2-medium,S4-继续补高校官网计划源,自动补源后重新分层,false,先继续搜索高校官网 2026 湖北计划源，不能用空源判断字段事实。,0,1,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SAMPLINGGATE-d419f01581fdbc13,高校侧辅证刷新任务,SCHOOLREFRESH-6987fccf84c19a99,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,C125,武汉轻工大学,,,,,待补官网2026湖北计划源,C6-继续搜索高校官网2026湖北计划源,R2-medium,S4-继续补高校官网计划源,自动补源后重新分层,false,先继续搜索高校官网 2026 湖北计划源，不能用空源判断字段事实。,0,41,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SAMPLINGGATE-7bc82b0122f00f16,高校侧辅证刷新任务,SCHOOLREFRESH-a478cee56cfc9830,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,C133,湖北师范大学,,,,,待补官网2026湖北计划源,C6-继续搜索高校官网2026湖北计划源,R2-medium,S4-继续补高校官网计划源,自动补源后重新分层,false,先继续搜索高校官网 2026 湖北计划源，不能用空源判断字段事实。,0,36,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SAMPLINGGATE-af2388782b0f7196,高校侧辅证刷新任务,SCHOOLREFRESH-943e235d1b5b50f7,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,F582,长春工业大学,,,,,待补官网2026湖北计划源,C6-继续搜索高校官网2026湖北计划源,R2-medium,S4-继续补高校官网计划源,自动补源后重新分层,false,先继续搜索高校官网 2026 湖北计划源，不能用空源判断字段事实。,0,41,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SAMPLINGGATE-1b46573776f9c713,高校侧辅证刷新任务,SCHOOLREFRESH-ad45b937fc49398e,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,H002,浙江工业大学,,,,,待补官网2026湖北计划源,C6-继续搜索高校官网2026湖北计划源,R2-medium,S4-继续补高校官网计划源,自动补源后重新分层,false,先继续搜索高校官网 2026 湖北计划源，不能用空源判断字段事实。,0,10,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SAMPLINGGATE-b76da0cd6eb43a44,高校侧辅证刷新任务,SCHOOLREFRESH-a4be848a661bd050,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,H026,浙江传媒学院,,,,,待补官网2026湖北计划源,C6-继续搜索高校官网2026湖北计划源,R2-medium,S4-继续补高校官网计划源,自动补源后重新分层,false,先继续搜索高校官网 2026 湖北计划源，不能用空源判断字段事实。,0,22,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SAMPLINGGATE-c893aa015bf5de1f,高校侧辅证刷新任务,SCHOOLREFRESH-2d228141ef00d19d,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,H439,山东财经大学,,,,,部分来源待结构化,C6-继续搜索高校官网2026湖北计划源,R2-medium,S4-继续补高校官网计划源,自动补源后重新分层,false,先继续搜索高校官网 2026 湖北计划源，不能用空源判断字段事实。,0,5,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SAMPLINGGATE-2fcf1e32affca0ec,高校侧辅证刷新任务,SCHOOLREFRESH-cff22c24eee97b6c,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,H775,韶关学院,,,,,待补官网2026湖北计划源,C6-继续搜索高校官网2026湖北计划源,R2-medium,S4-继续补高校官网计划源,自动补源后重新分层,false,先继续搜索高校官网 2026 湖北计划源，不能用空源判断字段事实。,0,5,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SAMPLINGGATE-bf0a91d5f7d9c78c,高校侧辅证刷新任务,SCHOOLREFRESH-2bc1c73201e57559,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,K151,成都理工大学,,,,,部分来源待结构化,C6-继续搜索高校官网2026湖北计划源,R2-medium,S4-继续补高校官网计划源,自动补源后重新分层,false,先继续搜索高校官网 2026 湖北计划源，不能用空源判断字段事实。,0,3,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SAMPLINGGATE-5f2ba254226484a1,高校侧辅证刷新任务,SCHOOLREFRESH-2172ef6f90eee98c,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,K179,成都师范学院,,,,,待补官网2026湖北计划源,C6-继续搜索高校官网2026湖北计划源,R2-medium,S4-继续补高校官网计划源,自动补源后重新分层,false,先继续搜索高校官网 2026 湖北计划源，不能用空源判断字段事实。,0,6,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SAMPLINGGATE-76eaa10ab8d159ac,高校侧辅证刷新任务,SCHOOLREFRESH-a7a916707cbcce05,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,K345,云南大学,,,,,部分来源待结构化,C6-继续搜索高校官网2026湖北计划源,R2-medium,S4-继续补高校官网计划源,自动补源后重新分层,false,先继续搜索高校官网 2026 湖北计划源，不能用空源判断字段事实。,0,11,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SAMPLINGGATE-bb0facc6c0f23b31,高校侧辅证刷新任务,SCHOOLREFRESH-ebe8c55049c50d67,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,K465,西安建筑科技大学,,,,,部分来源待结构化,C6-继续搜索高校官网2026湖北计划源,R2-medium,S4-继续补高校官网计划源,自动补源后重新分层,false,先继续搜索高校官网 2026 湖北计划源，不能用空源判断字段事实。,0,1,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SAMPLINGGATE-701d9337fd25a378,高校侧辅证刷新任务,SCHOOLREFRESH-915c889409f6b0ba,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,K487,西安航空学院,,,,,待补官网2026湖北计划源,C6-继续搜索高校官网2026湖北计划源,R2-medium,S4-继续补高校官网计划源,自动补源后重新分层,false,先继续搜索高校官网 2026 湖北计划源，不能用空源判断字段事实。,0,6,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
SAMPLINGGATE-449b003f7d79198a,高校侧辅证刷新任务,SCHOOLREFRESH-bf5639a4124004ad,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,C107,武汉体育学院,,,,,章程或规则线索,C5-仅章程规则核特殊要求不能核计划数,R2-medium,S5-章程规则核特殊限制,章程规则人工抽检,false,章程只能核特殊要求，不能核计划数或专业组边界。,0,11,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,仅章程或规则线索,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,只核录取规则、体检、语种、单科、校区和调剂规则；计划数仍等湖北官方侧或省招办来源。
SAMPLINGGATE-1673051ff6f9c191,高校侧辅证刷新任务,SCHOOLREFRESH-5f16c9142d45aa1f,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,F002,北方工业大学,,,,,章程或规则线索,C5-仅章程规则核特殊要求不能核计划数,R2-medium,S5-章程规则核特殊限制,章程规则人工抽检,false,章程只能核特殊要求，不能核计划数或专业组边界。,0,28,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,仅章程或规则线索,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,只核录取规则、体检、语种、单科、校区和调剂规则；计划数仍等湖北官方侧或省招办来源。
SAMPLINGGATE-2e411cc1b24948b4,高校侧辅证刷新任务,SCHOOLREFRESH-f54505d953ad365e,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,K178,成都医学院,,,,,章程或规则线索,C5-仅章程规则核特殊要求不能核计划数,R2-medium,S5-章程规则核特殊限制,章程规则人工抽检,false,章程只能核特殊要求，不能核计划数或专业组边界。,0,2,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,仅章程或规则线索,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,只核录取规则、体检、语种、单科、校区和调剂规则；计划数仍等湖北官方侧或省招办来源。
SAMPLINGGATE-58ba8c1e70bf9223,高校侧辅证刷新任务,SCHOOLREFRESH-af4347c71cffa8dd,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,K533,西安工商学院,,,,,章程或规则线索,C5-仅章程规则核特殊要求不能核计划数,R2-medium,S5-章程规则核特殊限制,章程规则人工抽检,false,章程只能核特殊要求，不能核计划数或专业组边界。,0,12,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,仅章程或规则线索,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,只核录取规则、体检、语种、单科、校区和调剂规则；计划数仍等湖北官方侧或省招办来源。
SAMPLINGGATE-91ed3d59a5f0fd41,高校侧辅证刷新任务,SCHOOLREFRESH-89408f87d9224a46,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,X502,新疆天山职业技术大学,,,,,章程或规则线索,C5-仅章程规则核特殊要求不能核计划数,R2-medium,S5-章程规则核特殊限制,章程规则人工抽检,false,章程只能核特殊要求，不能核计划数或专业组边界。,0,10,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,仅章程或规则线索,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,只核录取规则、体检、语种、单科、校区和调剂规则；计划数仍等湖北官方侧或省招办来源。
SAMPLINGGATE-e7625140e7731661,P3低风险抽检专业明细,,MAJOREVIDROUTE-9e9840ffa3fabc27,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,F183,河北水利电力学院,M-7f21b21f6dc3002e,G-7c5daefdde8be002,F18301,101-left,,P3-低风险抽检但非最终,R0-observe,P3-低风险抽检池,10%且不少于25条逐专业明细分层抽检,true,从184条P3低风险池按页码、学校、历史稳定性和调剂影响分层抽取；通过也只允许作为机器筛选线索。,1,1,专业名；专业计划数；学费；再选科目；备注/限定词,,仅OCR或单源线索；低风险抽检失败,抽检失败则同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,低风险样本只用于校验底座稳定性；不能作为志愿推荐依据。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。
SAMPLINGGATE-11fd1cbee4e9f6bb,P3低风险抽检专业明细,,MAJOREVIDROUTE-f1438f67c8f73aed,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,F194,石家庄学院,M-eb1670f6eed82921,G-da8cac3b1ffe9d8b,F19404,102-left,,P3-低风险抽检但非最终,R0-observe,P3-低风险抽检池,10%且不少于25条逐专业明细分层抽检,true,从184条P3低风险池按页码、学校、历史稳定性和调剂影响分层抽取；通过也只允许作为机器筛选线索。,1,1,专业名；专业计划数；学费；再选科目；备注/限定词,,仅OCR或单源线索；低风险抽检失败,抽检失败则同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,低风险样本只用于校验底座稳定性；不能作为志愿推荐依据。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。
