稳定基座自动交叉核验任务ID,来源稳定基座逐专业筛选视图,来源逐专业证据路由表,来源B0B1高校官网证据旁挂表,来源B0B1公开官网差异账,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,专业组内专业序号,专业代号OCR,专业名称及备注短摘,OCR专业计划数候选,OCR学费候选,OCR再选科目候选,稳定筛选机器线索等级,稳定筛选下一步,人工核验优先级,人工核验强度,自动官网核验可执行性,官网证据强度,官网证据说明,官网来源状态,官网证据匹配状态,计划数核验状态,差异字段集合,疑似OCR把学费读入计划数,最佳官网来源文件,最佳官网专业名称,最佳官网专业代号,最佳官网计划数,最佳官网学费,最佳官网选科,专业名称匹配方式,专业名称匹配分,官网辅证自动动作,闭环优先级,人工升级原因,PDF原页核页状态,湖北官方系统核验状态,官网辅证状态,字段写回状态,公开安全策略,下一步
STABLEAUTO-d944584fc7f29bd8,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-e169ec05a319416b,G-158e8a85ddd262f3,F902,江苏理工学院,F90202,135,left,5,07,自动化,5800,5800,,M5-结构归属先核,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,A1-已有高校官网结构化源可自动复跑比对,conflict_review,官网专业名匹配但计划数冲突，优先回看原页和字段列。,has_reusable_2026_hubei_plan_source,matched,mismatch,计划数冲突,true,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,自动化,,1,5800,,exact_after_normalization,100,C0-冲突先核PDF原页和湖北官方系统,00-P0冲突立即核,官网计划数与OCR候选冲突；疑似把学费读成计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C0-冲突先核PDF原页和湖北官方系统；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-1d8c95980acc9c0a,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-e61c577465bca697,G-158e8a85ddd262f3,F902,江苏理工学院,F90202,135,left,7,09,数据科学与大数据技术,5800,,,M5-结构归属先核,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,A1-已有高校官网结构化源可自动复跑比对,conflict_review,官网专业名匹配但计划数冲突，优先回看原页和字段列。,has_reusable_2026_hubei_plan_source,matched,mismatch,计划数冲突,true,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,数据科学与大数据技术,,1,5800,,exact_after_normalization,100,C0-冲突先核PDF原页和湖北官方系统,00-P0冲突立即核,官网计划数与OCR候选冲突；疑似把学费读成计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C0-冲突先核PDF原页和湖北官方系统；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-ded76ef824fc0e4d,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-b0f0f795c8848022,G-995f78a388a7f2b5,H002,浙江工业大学,H00204,137,right,1,05,生木类（士木工程、给排水科学与工程；办学地点：朝晖校区）,4,6900,化学,M3-常规留存但不可定案,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,A1-已有高校官网结构化源可自动复跑比对,conflict_review,官网专业名匹配但计划数冲突，优先回看原页和字段列。,has_reusable_2026_hubei_plan_source,matched,mismatch,计划数冲突,false,data/external/issue19-b0-b1-official-sources/zjut-2026-hubei-physics-plan-extracted.csv,土木类,,7,,,contains_after_normalization,85,C0-冲突先核PDF原页和湖北官方系统,00-P0冲突立即核,官网计划数与OCR候选冲突,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C0-冲突先核PDF原页和湖北官方系统；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-49ca5a4c0177dc31,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-a8b31c9114605c03,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,right,8,46,通信工程,2,5500,,M4-字段缺口先补,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,A1-已有高校官网结构化源可自动复跑比对,conflict_review,官网专业名匹配但计划数冲突，优先回看原页和字段列。,has_reusable_2026_hubei_plan_source,matched,mismatch,计划数冲突,false,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,通信工程,,1,,,exact_after_normalization,100,C0-冲突先核PDF原页和湖北官方系统,00-P0冲突立即核,官网计划数与OCR候选冲突,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C0-冲突先核PDF原页和湖北官方系统；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-1f9a23176a66ecc2,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-428c631bc321e966,G-37268c0379be16ef,H945,南宁学院,H94505,199,left,3,24,数字媒体技术,22500.,,,M0-家庭底线或属性风险先排除,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,A1-已有高校官网结构化源可自动复跑比对,conflict_review,官网专业名匹配但计划数冲突，优先回看原页和字段列。,has_reusable_2026_hubei_plan_source,matched,mismatch,计划数冲突,true,data/external/issue19-b0-b1-official-sources/unn-2026-undergraduate-plan-page.html,数字媒体技术,,3,22500,物理+化学,exact_after_normalization,100,C0-冲突先核PDF原页和湖北官方系统,00-P0冲突立即核,官网计划数与OCR候选冲突；疑似把学费读成计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C0-冲突先核PDF原页和湖北官方系统；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-d00ac480059180d7,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-c0e205bf9e212204,G-37268c0379be16ef,H945,南宁学院,H94505,199,left,1,22,物联网工程,22500,,化学,M0-家庭底线或属性风险先排除,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,A1-已有高校官网结构化源可自动复跑比对,conflict_review,官网专业名匹配但计划数冲突，优先回看原页和字段列。,has_reusable_2026_hubei_plan_source,matched,mismatch,计划数冲突,true,data/external/issue19-b0-b1-official-sources/unn-2026-undergraduate-plan-page.html,物联网工程,,2,22500,物理+化学,exact_after_normalization,100,C0-冲突先核PDF原页和湖北官方系统,00-P0冲突立即核,官网计划数与OCR候选冲突；疑似把学费读成计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C0-冲突先核PDF原页和湖北官方系统；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-189e993307a7dcae,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-dc718284a7b7340c,G-37268c0379be16ef,H945,南宁学院,H94505,199,left,4,25,计算机科学与技术（不招单色不能识别考生）,22500,,,M0-家庭底线或属性风险先排除,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,A1-已有高校官网结构化源可自动复跑比对,conflict_review,官网专业名匹配但计划数冲突，优先回看原页和字段列。,has_reusable_2026_hubei_plan_source,matched,mismatch,计划数冲突,true,data/external/issue19-b0-b1-official-sources/unn-2026-undergraduate-plan-page.html,计算机科学与技术,,2,22500,物理+化学,contains_after_normalization,85,C0-冲突先核PDF原页和湖北官方系统,00-P0冲突立即核,官网计划数与OCR候选冲突；疑似把学费读成计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C0-冲突先核PDF原页和湖北官方系统；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-5cd020535d7fc67f,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-0aea883663b5fb39,G-e377a7e078e92213,K153,成都信息工程大学,K15306,209,right,12,24,机器人工程（办学地点：航空港校区）,2,6240,,M4-字段缺口先补,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,A1-已有高校官网结构化源可自动复跑比对,conflict_review,官网专业名匹配但计划数冲突，优先回看原页和字段列。,has_reusable_2026_hubei_plan_source,matched,mismatch,计划数冲突,false,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,机器人工程,,1,6240,物理+化学,exact_after_normalization,100,C0-冲突先核PDF原页和湖北官方系统,00-P0冲突立即核,官网计划数与OCR候选冲突,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C0-冲突先核PDF原页和湖北官方系统；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-dbe05b7c41484376,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-e2879b097d059aee,G-e377a7e078e92213,K153,成都信息工程大学,K15306,209,right,17,29,信息安全（办学地点：航空港校区）,2,6240,,M4-字段缺口先补,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,A1-已有高校官网结构化源可自动复跑比对,conflict_review,官网专业名匹配但计划数冲突，优先回看原页和字段列。,has_reusable_2026_hubei_plan_source,matched,mismatch,计划数冲突,false,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,信息安全,,1,6240,物理+化学,exact_after_normalization,100,C0-冲突先核PDF原页和湖北官方系统,00-P0冲突立即核,官网计划数与OCR候选冲突,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C0-冲突先核PDF原页和湖北官方系统；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-eb6108f1be3462bc,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-03be14d5008a95f0,G-2432826275c85956,A033,中国传媒大学,A03313,18,left,2,27,智能科学与技术,,5500,,M4-字段缺口先补,先自动复跑/结构化高校官网来源，再人工确认冲突字段。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A1-已有高校官网结构化源可自动复跑比对,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,智能科学与技术,60,3,5500,"物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,C1-官网补缺候选但禁止自动写回,01-P0补缺先核,OCR计划数字段缺口但官网有补缺线索,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C1-官网补缺候选但禁止自动写回；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-d0e4b84686385cf7,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-1fb605576ebe5318,G-df1242f8618d3971,A033,中国传媒大学,A03312,18,left,3,24,人工智能（数字演艺工程方向）,,5500,,M4-字段缺口先补,先自动复跑/结构化高校官网来源，再人工确认冲突字段。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A1-已有高校官网结构化源可自动复跑比对,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,人工智能（数字演艺工程方向）,58,2,5500,"物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,C1-官网补缺候选但禁止自动写回,01-P0补缺先核,OCR计划数字段缺口但官网有补缺线索,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C1-官网补缺候选但禁止自动写回；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-24cb7d2d7d14bd1f,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-83af574ae53d478b,G-df1242f8618d3971,A033,中国传媒大学,A03312,18,left,2,23,电子信息工程,,5500,,M4-字段缺口先补,先自动复跑/结构化高校官网来源，再人工确认冲突字段。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A1-已有高校官网结构化源可自动复跑比对,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,电子信息工程,57,3,5500,"物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,C1-官网补缺候选但禁止自动写回,01-P0补缺先核,OCR计划数字段缺口但官网有补缺线索,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C1-官网补缺候选但禁止自动写回；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-8627584fa98a28d4,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-84b7a37c3bcb4125,G-df1242f8618d3971,A033,中国传媒大学,A03312,18,left,1,22,智能视听工程,,5500,化学,M4-字段缺口先补,回到原PDF页重读缺口字段，补出候选后再进入筛选视图。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A1-已有高校官网结构化源可自动复跑比对,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,智能视听工程,56,4,5500,"物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,C1-官网补缺候选但禁止自动写回,01-P0补缺先核,OCR计划数字段缺口但官网有补缺线索,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C1-官网补缺候选但禁止自动写回；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-003430d3d5d05388,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-93d6111287b31e95,G-2432826275c85956,A033,中国传媒大学,A03313,18,left,1,26,数字媒体技术（游戏科学与技术方向）,,3,【化学,M5-结构归属先核,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,A1-已有高校官网结构化源可自动复跑比对,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,数字媒体技术（游戏科学与技术方向）,54,3,5500,"物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,C1-官网补缺候选但禁止自动写回,01-P0补缺先核,OCR计划数字段缺口但官网有补缺线索,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C1-官网补缺候选但禁止自动写回；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
