页列底座字段线索公开审计ID,来源页列底座公开核页进度账本,来源字段事实核验任务队列,来源私有字段线索模板,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动标记核验完成,是否允许作为志愿推荐依据,是否允许生成学校专业建议,批次总序,批次ID,批次名称,批内页列序号,页列全局风险总序,页列底座核验批次行ID,页列底座核页进度公开账本ID,来源页码,版面列,页码版面键,综合风险优先级桶,页列首要核验动作,包内专业行数,包内字段任务数,字段任务回链数,字段任务缺失数,专业行覆盖数,字段名任务分布,字段核验优先级分布,字段事实状态分布,字段事实阻断等级分布,字段线索状态分布,三字段OCR完整状态分布,字段线索非空任务数,字段线索缺失任务数,字段线索多值或冲突任务数,字段PDF待核任务数,湖北官方待核任务数,高校官网线索任务数,私有字段线索模板批次证据编号,私有字段线索模板CSV_SHA256,私有字段线索模板页列记录数,私有字段线索模板批次记录数,私有字段线索材料状态,PDF原页人工确认完成字段数,湖北官方字段完成字段数,高校辅证字段完成字段数,三方一致性可评估字段数,字段事实写回复查可进入字段数,页列是否满足字段复查条件,字段事实写回状态,公开安全策略,下一步
PSFIELDCLUE-b45087af56cd7673,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,11,11,PSFOUNDATIONBATCHROW-6b32ac410cc17f3c,PSFOUNDATIONPROG-b45087af56cd7673,147,left,147-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,27,81,81,0,27,专业计划数:27；再选科目:27；学费:27,P0:11；P1:15；P3:55,K0:11；K1:15；K2:55,Q0:24；Q1:45；Q2:12,C0-无单独线索状态:55；C1-缺线索:11；C2-冲突或疑似线索:1；C4-组级线索:14,T0-三字段线索齐全:12；T1-缺1项:63；T2-缺2项:6,70,11,1,81,81,0,ps-field-clue-batch-01-csv,da968c46b868091cb81fa3b30282663c46f0b873a32b7e135b6c57e1d859e365,81,2151,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-9251e7cd291eed77,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,12,12,PSFOUNDATIONBATCHROW-c78053951da38c33,PSFOUNDATIONPROG-9251e7cd291eed77,217,left,217-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,21,63,63,0,21,专业计划数:21；再选科目:21；学费:21,P0:12；P1:10；P3:41,K0:12；K1:10；K2:41,Q0:18；Q1:30；Q2:15,C0-无单独线索状态:41；C1-缺线索:12；C2-冲突或疑似线索:7；C4-组级线索:3,T0-三字段线索齐全:15；T1-缺1项:30；T2-缺2项:18,51,12,7,63,63,6,ps-field-clue-batch-01-csv,da968c46b868091cb81fa3b30282663c46f0b873a32b7e135b6c57e1d859e365,63,2151,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-12b9182f6f191024,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,13,13,PSFOUNDATIONBATCHROW-ed3b190a232644dd,PSFOUNDATIONPROG-12b9182f6f191024,192,right,192-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,25,75,75,0,25,专业计划数:25；再选科目:25；学费:25,P0:34；P1:9；P3:32,K0:34；K1:9；K2:32,Q0:48；Q1:27,C0-无单独线索状态:32；C1-缺线索:34；C4-组级线索:9,T1-缺1项:21；T2-缺2项:54,41,34,0,75,75,0,ps-field-clue-batch-01-csv,da968c46b868091cb81fa3b30282663c46f0b873a32b7e135b6c57e1d859e365,75,2151,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-14676f371e269b62,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,14,14,PSFOUNDATIONBATCHROW-41b8ad2c1a83b736,PSFOUNDATIONPROG-14676f371e269b62,29,right,029-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,20,60,60,0,20,专业计划数:20；再选科目:20；学费:20,P0:12；P1:14；P3:34,K0:12；K1:14；K2:34,Q0:15；Q1:42；Q2:3,C0-无单独线索状态:34；C1-缺线索:12；C4-组级线索:14,T0-三字段线索齐全:3；T1-缺1项:39；T2-缺2项:15；T3-缺3项:3,48,12,0,60,60,0,ps-field-clue-batch-01-csv,da968c46b868091cb81fa3b30282663c46f0b873a32b7e135b6c57e1d859e365,60,2151,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-988777e77221e696,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,15,15,PSFOUNDATIONBATCHROW-c7e8bdf41be81599,PSFOUNDATIONPROG-988777e77221e696,163,left,163-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,35,105,105,0,35,专业计划数:35；再选科目:35；学费:35,P0:45；P1:40；P3:20,K0:45；K1:40；K2:20,Q0:12；Q1:90；Q2:3,C0-无单独线索状态:20；C1-缺线索:45；C2-冲突或疑似线索:24；C4-组级线索:16,T0-三字段线索齐全:3；T1-缺1项:21；T2-缺2项:81,60,45,24,105,105,0,ps-field-clue-batch-01-csv,da968c46b868091cb81fa3b30282663c46f0b873a32b7e135b6c57e1d859e365,105,2151,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-bf6083ee58571596,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,16,16,PSFOUNDATIONBATCHROW-12f82c9cfc94f36d,PSFOUNDATIONPROG-bf6083ee58571596,222,right,222-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,29,87,87,0,29,专业计划数:29；再选科目:29；学费:29,P0:29；P1:21；P3:37,K0:29；K1:21；K2:37,Q0:18；Q1:63；Q2:6,C0-无单独线索状态:37；C1-缺线索:29；C2-冲突或疑似线索:15；C4-组级线索:6,T0-三字段线索齐全:6；T1-缺1项:12；T2-缺2项:69,58,29,15,87,87,0,ps-field-clue-batch-01-csv,da968c46b868091cb81fa3b30282663c46f0b873a32b7e135b6c57e1d859e365,87,2151,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-ae53383b0afa9456,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,17,17,PSFOUNDATIONBATCHROW-d175b3ffe1700d34,PSFOUNDATIONPROG-ae53383b0afa9456,238,left,238-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,32,96,96,0,32,专业计划数:32；再选科目:32；学费:32,P0:14；P1:16；P3:66,K0:14；K1:16；K2:66,Q0:36；Q1:48；Q2:12,C0-无单独线索状态:66；C1-缺线索:14；C4-组级线索:16,T0-三字段线索齐全:12；T1-缺1项:78；T2-缺2项:6,82,14,0,96,96,0,ps-field-clue-batch-01-csv,da968c46b868091cb81fa3b30282663c46f0b873a32b7e135b6c57e1d859e365,96,2151,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-99e6c73999b60c8d,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,18,18,PSFOUNDATIONBATCHROW-043f5671597b36a4,PSFOUNDATIONPROG-99e6c73999b60c8d,52,left,052-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,36,108,108,0,36,专业计划数:36；再选科目:36；学费:36,P0:42；P1:24；P3:42,K0:42；K1:24；K2:42,Q0:36；Q1:72,C0-无单独线索状态:42；C1-缺线索:42；C4-组级线索:24,T1-缺1项:18；T2-缺2项:90,66,42,0,108,108,0,ps-field-clue-batch-01-csv,da968c46b868091cb81fa3b30282663c46f0b873a32b7e135b6c57e1d859e365,108,2151,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-aaa293c077262d2e,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,19,19,PSFOUNDATIONBATCHROW-137cc00078733133,PSFOUNDATIONPROG-aaa293c077262d2e,202,left,202-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,25,75,75,0,25,专业计划数:25；再选科目:25；学费:25,P0:28；P1:20；P3:27,K0:28；K1:20；K2:27,Q0:27；Q1:48,C0-无单独线索状态:27；C1-缺线索:28；C4-组级线索:15；C5-OCR线索:5,T1-缺1项:27；T2-缺2项:42；T3-缺3项:6,47,28,0,75,75,0,ps-field-clue-batch-01-csv,da968c46b868091cb81fa3b30282663c46f0b873a32b7e135b6c57e1d859e365,75,2151,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-9d609162e7db914d,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,20,20,PSFOUNDATIONBATCHROW-0d98f6888b25d008,PSFOUNDATIONPROG-9d609162e7db914d,216,left,216-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,25,75,75,0,25,专业计划数:25；再选科目:25；学费:25,P0:5；P1:9；P3:61,K0:5；K1:9；K2:61,Q0:9；Q1:27；Q2:39,C0-无单独线索状态:61；C1-缺线索:5；C2-冲突或疑似线索:1；C4-组级线索:8,T0-三字段线索齐全:39；T1-缺1项:30；T2-缺2项:6,70,5,1,75,75,0,ps-field-clue-batch-01-csv,da968c46b868091cb81fa3b30282663c46f0b873a32b7e135b6c57e1d859e365,75,2151,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-f6ff585aa36f8f77,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,21,21,PSFOUNDATIONBATCHROW-f3b1810191000041,PSFOUNDATIONPROG-f6ff585aa36f8f77,222,left,222-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,30,90,90,0,30,专业计划数:30；再选科目:30；学费:30,P0:38；P1:9；P3:43,K0:38；K1:9；K2:43,Q0:45；Q1:27；Q2:18,C0-无单独线索状态:43；C1-缺线索:38；C4-组级线索:8；C5-OCR线索:1,T0-三字段线索齐全:18；T1-缺1项:18；T2-缺2项:42；T3-缺3项:12,52,38,0,90,90,0,ps-field-clue-batch-01-csv,da968c46b868091cb81fa3b30282663c46f0b873a32b7e135b6c57e1d859e365,90,2151,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-adb9dce29d1a5ec7,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,22,22,PSFOUNDATIONBATCHROW-42f9f2a2a885485c,PSFOUNDATIONPROG-adb9dce29d1a5ec7,179,left,179-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,57,171,171,0,57,专业计划数:57；再选科目:57；学费:57,P0:33；P1:40；P3:98,K0:33；K1:40；K2:98,Q0:45；Q1:120；Q2:6,C0-无单独线索状态:98；C1-缺线索:33；C2-冲突或疑似线索:35；C4-组级线索:5,T0-三字段线索齐全:6；T1-缺1项:111；T2-缺2项:54,138,33,35,171,171,0,ps-field-clue-batch-01-csv,da968c46b868091cb81fa3b30282663c46f0b873a32b7e135b6c57e1d859e365,171,2151,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-821fdc62fe510bcd,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,23,23,PSFOUNDATIONBATCHROW-a9ca22325eea3d36,PSFOUNDATIONPROG-821fdc62fe510bcd,194,left,194-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,15,45,45,0,15,专业计划数:15；再选科目:15；学费:15,P0:26；P1:11；P3:8,K0:26；K1:11；K2:8,Q0:12；Q1:33,C0-无单独线索状态:8；C1-缺线索:26；C4-组级线索:2；C5-OCR线索:9,T1-缺1项:9；T2-缺2项:33；T3-缺3项:3,19,26,0,45,45,0,ps-field-clue-batch-01-csv,da968c46b868091cb81fa3b30282663c46f0b873a32b7e135b6c57e1d859e365,45,2151,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-a77083bd5d06f514,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,24,24,PSFOUNDATIONBATCHROW-38f96637da082f6b,PSFOUNDATIONPROG-a77083bd5d06f514,239,left,239-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,28,84,84,0,28,专业计划数:28；再选科目:28；学费:28,P0:34；P1:1；P3:49,K0:34；K1:1；K2:49,Q0:66；Q1:3；Q2:15,C0-无单独线索状态:49；C1-缺线索:34；C4-组级线索:1,T0-三字段线索齐全:15；T1-缺1项:33；T2-缺2项:36,50,34,0,84,84,0,ps-field-clue-batch-01-csv,da968c46b868091cb81fa3b30282663c46f0b873a32b7e135b6c57e1d859e365,84,2151,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-e9f576cb798b13c2,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,25,25,PSFOUNDATIONBATCHROW-14ee8c6ab3921710,PSFOUNDATIONPROG-e9f576cb798b13c2,216,right,216-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,13,39,39,0,13,专业计划数:13；再选科目:13；学费:13,P0:28；P1:1；P3:10,K0:28；K1:1；K2:10,Q0:36；Q1:3,C0-无单独线索状态:10；C1-缺线索:28；C4-组级线索:1,T2-缺2项:30；T3-缺3项:9,11,28,0,39,39,0,ps-field-clue-batch-01-csv,da968c46b868091cb81fa3b30282663c46f0b873a32b7e135b6c57e1d859e365,39,2151,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-ea770bba8c25ab0a,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,1,26,PSFOUNDATIONBATCHROW-5f959457ff09e215,PSFOUNDATIONPROG-ea770bba8c25ab0a,48,left,048-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,17,51,51,0,17,专业计划数:17；再选科目:17；学费:17,P0:30；P1:6；P3:15,K0:30；K1:6；K2:15,Q0:33；Q1:18,C0-无单独线索状态:15；C1-缺线索:30；C4-组级线索:5；C5-OCR线索:1,T1-缺1项:3；T2-缺2项:42；T3-缺3项:6,21,30,0,51,51,0,ps-field-clue-batch-02-csv,8cd1c04731049ec56205bc423cb61810fbb80125dc23d1435c080812fe509593,51,2289,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-f3ecefa0d58f0f8e,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,2,27,PSFOUNDATIONBATCHROW-e416cfe5cd7977c6,PSFOUNDATIONPROG-f3ecefa0d58f0f8e,240,right,240-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,14,42,42,0,14,专业计划数:14；再选科目:14；学费:14,P0:17；P1:8；P3:17,K0:17；K1:8；K2:17,Q0:18；Q1:24,C0-无单独线索状态:17；C1-缺线索:17；C4-组级线索:8,T1-缺1项:9；T2-缺2项:33,25,17,0,42,42,30,ps-field-clue-batch-02-csv,8cd1c04731049ec56205bc423cb61810fbb80125dc23d1435c080812fe509593,42,2289,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
