页列底座全批次公开审计ID,来源页列底座字段线索公开审计,来源私有字段线索模板,来源私有人工复核Overlay,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动标记核验完成,是否允许作为志愿推荐依据,是否允许生成学校专业建议,批次总序,批次ID,批次名称,批内页列序号,页列全局风险总序,页列底座核验批次行ID,页列底座字段线索公开审计ID,来源页码,版面列,页码版面键,综合风险优先级桶,页列首要核验动作,包内专业行数,包内字段任务数,批次字段任务数,批次专业行覆盖数,批次字段名分布,批次阻断等级分布,批次字段状态分布,批次规范线索非空任务数,批次OCR线索非空任务数,批次多值线索任务数,批次疑似错位线索任务数,批次需PDF原页核验任务数,批次需湖北官方核验任务数,批次需高校辅证任务数,批次可自动写入正式Overlay任务数,批次建议动作分布,批次页列状态,私有批次明细证据编号,私有批次明细CSV_SHA256,私有批次页列记录数,私有批次总记录数,公开安全策略,下一步
PSALLBATCHPUB-88ca5b39790a071f,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,15,15,PSFOUNDATIONBATCHROW-c7e8bdf41be81599,PSFIELDCLUE-988777e77221e696,163,left,163-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,35,105,105,35,专业计划数:35；再选科目:35；学费:35,Q0-字段缺口无候选阻断:12；Q1-字段缺口有候选待人工核验:90；Q2-OCR字段齐全但PDF和官方未闭环:3,K0-字段缺口无候选需原页重读:45；K1-字段缺口有候选待PDF原页和官方核验:40；K2-OCR候选存在但三方核验未闭环:20,40,44,0,0,105,105,0,0,A1-无线索先人工读PDF原页:12；A2-带线索核PDF原页再核湖北官方:90；A3-OCR齐全但仍需PDF和湖北官方闭环:3,S0-批次已生成但未事实核准,batch-01-review-detail,7e29cd4abe28bc7cf4ea871afae8eb64bcfbbfe5c194f8927dcfdb437c42dd21,105,2151,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-d6e0818995317657,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,16,16,PSFOUNDATIONBATCHROW-12f82c9cfc94f36d,PSFIELDCLUE-bf6083ee58571596,222,right,222-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,29,87,87,29,专业计划数:29；再选科目:29；学费:29,Q0-字段缺口无候选阻断:18；Q1-字段缺口有候选待人工核验:63；Q2-OCR字段齐全但PDF和官方未闭环:6,K0-字段缺口无候选需原页重读:29；K1-字段缺口有候选待PDF原页和官方核验:21；K2-OCR候选存在但三方核验未闭环:37,21,37,15,0,87,87,0,0,A1-无线索先人工读PDF原页:18；A2-带线索核PDF原页再核湖北官方:63；A3-OCR齐全但仍需PDF和湖北官方闭环:6,S0-批次已生成但未事实核准,batch-01-review-detail,7e29cd4abe28bc7cf4ea871afae8eb64bcfbbfe5c194f8927dcfdb437c42dd21,87,2151,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-ddd9ebf81558c0a4,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,17,17,PSFOUNDATIONBATCHROW-d175b3ffe1700d34,PSFIELDCLUE-ae53383b0afa9456,238,left,238-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,32,96,96,32,专业计划数:32；再选科目:32；学费:32,Q0-字段缺口无候选阻断:36；Q1-字段缺口有候选待人工核验:48；Q2-OCR字段齐全但PDF和官方未闭环:12,K0-字段缺口无候选需原页重读:14；K1-字段缺口有候选待PDF原页和官方核验:16；K2-OCR候选存在但三方核验未闭环:66,16,66,0,0,96,96,0,0,A1-无线索先人工读PDF原页:36；A2-带线索核PDF原页再核湖北官方:48；A3-OCR齐全但仍需PDF和湖北官方闭环:12,S0-批次已生成但未事实核准,batch-01-review-detail,7e29cd4abe28bc7cf4ea871afae8eb64bcfbbfe5c194f8927dcfdb437c42dd21,96,2151,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-64f6f38a86e40da9,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,18,18,PSFOUNDATIONBATCHROW-043f5671597b36a4,PSFIELDCLUE-99e6c73999b60c8d,52,left,052-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,36,108,108,36,专业计划数:36；再选科目:36；学费:36,Q0-字段缺口无候选阻断:36；Q1-字段缺口有候选待人工核验:72,K0-字段缺口无候选需原页重读:42；K1-字段缺口有候选待PDF原页和官方核验:24；K2-OCR候选存在但三方核验未闭环:42,24,42,0,0,108,108,0,0,A1-无线索先人工读PDF原页:36；A2-带线索核PDF原页再核湖北官方:72,S0-批次已生成但未事实核准,batch-01-review-detail,7e29cd4abe28bc7cf4ea871afae8eb64bcfbbfe5c194f8927dcfdb437c42dd21,108,2151,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-8c4bc2a0b7f25559,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,19,19,PSFOUNDATIONBATCHROW-137cc00078733133,PSFIELDCLUE-aaa293c077262d2e,202,left,202-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,25,75,75,25,专业计划数:25；再选科目:25；学费:25,Q0-字段缺口无候选阻断:27；Q1-字段缺口有候选待人工核验:48,K0-字段缺口无候选需原页重读:28；K1-字段缺口有候选待PDF原页和官方核验:20；K2-OCR候选存在但三方核验未闭环:27,20,32,1,0,75,75,0,0,A1-无线索先人工读PDF原页:27；A2-带线索核PDF原页再核湖北官方:48,S0-批次已生成但未事实核准,batch-01-review-detail,7e29cd4abe28bc7cf4ea871afae8eb64bcfbbfe5c194f8927dcfdb437c42dd21,75,2151,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-256fcfe99d79cfb7,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,20,20,PSFOUNDATIONBATCHROW-0d98f6888b25d008,PSFIELDCLUE-9d609162e7db914d,216,left,216-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,25,75,75,25,专业计划数:25；再选科目:25；学费:25,Q0-字段缺口无候选阻断:9；Q1-字段缺口有候选待人工核验:27；Q2-OCR字段齐全但PDF和官方未闭环:39,K0-字段缺口无候选需原页重读:5；K1-字段缺口有候选待PDF原页和官方核验:9；K2-OCR候选存在但三方核验未闭环:61,9,61,1,0,75,75,0,0,A1-无线索先人工读PDF原页:9；A2-带线索核PDF原页再核湖北官方:27；A3-OCR齐全但仍需PDF和湖北官方闭环:39,S0-批次已生成但未事实核准,batch-01-review-detail,7e29cd4abe28bc7cf4ea871afae8eb64bcfbbfe5c194f8927dcfdb437c42dd21,75,2151,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-e270033cb5898429,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,21,21,PSFOUNDATIONBATCHROW-f3b1810191000041,PSFIELDCLUE-f6ff585aa36f8f77,222,left,222-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,30,90,90,30,专业计划数:30；再选科目:30；学费:30,Q0-字段缺口无候选阻断:45；Q1-字段缺口有候选待人工核验:27；Q2-OCR字段齐全但PDF和官方未闭环:18,K0-字段缺口无候选需原页重读:38；K1-字段缺口有候选待PDF原页和官方核验:9；K2-OCR候选存在但三方核验未闭环:43,9,44,1,0,90,90,0,0,A1-无线索先人工读PDF原页:45；A2-带线索核PDF原页再核湖北官方:27；A3-OCR齐全但仍需PDF和湖北官方闭环:18,S0-批次已生成但未事实核准,batch-01-review-detail,7e29cd4abe28bc7cf4ea871afae8eb64bcfbbfe5c194f8927dcfdb437c42dd21,90,2151,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-eb4380b1c4c1480e,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,22,22,PSFOUNDATIONBATCHROW-42f9f2a2a885485c,PSFIELDCLUE-adb9dce29d1a5ec7,179,left,179-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,57,171,171,57,专业计划数:57；再选科目:57；学费:57,Q0-字段缺口无候选阻断:45；Q1-字段缺口有候选待人工核验:120；Q2-OCR字段齐全但PDF和官方未闭环:6,K0-字段缺口无候选需原页重读:33；K1-字段缺口有候选待PDF原页和官方核验:40；K2-OCR候选存在但三方核验未闭环:98,40,98,35,0,171,171,0,0,A1-无线索先人工读PDF原页:45；A2-带线索核PDF原页再核湖北官方:120；A3-OCR齐全但仍需PDF和湖北官方闭环:6,S0-批次已生成但未事实核准,batch-01-review-detail,7e29cd4abe28bc7cf4ea871afae8eb64bcfbbfe5c194f8927dcfdb437c42dd21,171,2151,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-f8ab53c86e9c9ddc,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,23,23,PSFOUNDATIONBATCHROW-a9ca22325eea3d36,PSFIELDCLUE-821fdc62fe510bcd,194,left,194-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,15,45,45,15,专业计划数:15；再选科目:15；学费:15,Q0-字段缺口无候选阻断:12；Q1-字段缺口有候选待人工核验:33,K0-字段缺口无候选需原页重读:26；K1-字段缺口有候选待PDF原页和官方核验:11；K2-OCR候选存在但三方核验未闭环:8,11,17,0,0,45,45,0,0,A1-无线索先人工读PDF原页:12；A2-带线索核PDF原页再核湖北官方:33,S0-批次已生成但未事实核准,batch-01-review-detail,7e29cd4abe28bc7cf4ea871afae8eb64bcfbbfe5c194f8927dcfdb437c42dd21,45,2151,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-c7f5ee0a20d53046,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,24,24,PSFOUNDATIONBATCHROW-38f96637da082f6b,PSFIELDCLUE-a77083bd5d06f514,239,left,239-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,28,84,84,28,专业计划数:28；再选科目:28；学费:28,Q0-字段缺口无候选阻断:66；Q1-字段缺口有候选待人工核验:3；Q2-OCR字段齐全但PDF和官方未闭环:15,K0-字段缺口无候选需原页重读:34；K1-字段缺口有候选待PDF原页和官方核验:1；K2-OCR候选存在但三方核验未闭环:49,1,49,0,0,84,84,0,0,A1-无线索先人工读PDF原页:66；A2-带线索核PDF原页再核湖北官方:3；A3-OCR齐全但仍需PDF和湖北官方闭环:15,S0-批次已生成但未事实核准,batch-01-review-detail,7e29cd4abe28bc7cf4ea871afae8eb64bcfbbfe5c194f8927dcfdb437c42dd21,84,2151,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-6ee87c752ec00286,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,1,PSFOUNDATIONBATCH-25b206c1475d4d27,第01批-页列底座核验,25,25,PSFOUNDATIONBATCHROW-14ee8c6ab3921710,PSFIELDCLUE-e9f576cb798b13c2,216,right,216-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,13,39,39,13,专业计划数:13；再选科目:13；学费:13,Q0-字段缺口无候选阻断:36；Q1-字段缺口有候选待人工核验:3,K0-字段缺口无候选需原页重读:28；K1-字段缺口有候选待PDF原页和官方核验:1；K2-OCR候选存在但三方核验未闭环:10,1,10,0,0,39,39,0,0,A1-无线索先人工读PDF原页:36；A2-带线索核PDF原页再核湖北官方:3,S0-批次已生成但未事实核准,batch-01-review-detail,7e29cd4abe28bc7cf4ea871afae8eb64bcfbbfe5c194f8927dcfdb437c42dd21,39,2151,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-5d4e6c5a82f668a9,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,1,26,PSFOUNDATIONBATCHROW-5f959457ff09e215,PSFIELDCLUE-ea770bba8c25ab0a,48,left,048-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,17,51,51,17,专业计划数:17；再选科目:17；学费:17,Q0-字段缺口无候选阻断:33；Q1-字段缺口有候选待人工核验:18,K0-字段缺口无候选需原页重读:30；K1-字段缺口有候选待PDF原页和官方核验:6；K2-OCR候选存在但三方核验未闭环:15,6,16,0,0,51,51,0,0,A1-无线索先人工读PDF原页:33；A2-带线索核PDF原页再核湖北官方:18,S0-批次已生成但未事实核准,batch-02-review-detail,fd30d4d0571eeb9a4da3b174f75079eeab93ff9587d53ca6bdd789931ecac7dc,51,2289,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-1f8fc3922ab6b247,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,2,27,PSFOUNDATIONBATCHROW-e416cfe5cd7977c6,PSFIELDCLUE-f3ecefa0d58f0f8e,240,right,240-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,14,42,42,14,专业计划数:14；再选科目:14；学费:14,Q0-字段缺口无候选阻断:18；Q1-字段缺口有候选待人工核验:24,K0-字段缺口无候选需原页重读:17；K1-字段缺口有候选待PDF原页和官方核验:8；K2-OCR候选存在但三方核验未闭环:17,8,17,0,0,42,42,30,0,A1-无线索先人工读PDF原页:18；A2-带线索核PDF原页再核湖北官方:24,S0-批次已生成但未事实核准,batch-02-review-detail,fd30d4d0571eeb9a4da3b174f75079eeab93ff9587d53ca6bdd789931ecac7dc,42,2289,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-5d9adba6ae7041aa,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,3,28,PSFOUNDATIONBATCHROW-23cb983b9db6bf23,PSFIELDCLUE-10b848206a69c636,240,left,240-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,15,45,45,15,专业计划数:15；再选科目:15；学费:15,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:18；Q2-OCR字段齐全但PDF和官方未闭环:3,K0-字段缺口无候选需原页重读:16；K1-字段缺口有候选待PDF原页和官方核验:6；K2-OCR候选存在但三方核验未闭环:23,6,23,0,0,45,45,0,0,A1-无线索先人工读PDF原页:24；A2-带线索核PDF原页再核湖北官方:18；A3-OCR齐全但仍需PDF和湖北官方闭环:3,S0-批次已生成但未事实核准,batch-02-review-detail,fd30d4d0571eeb9a4da3b174f75079eeab93ff9587d53ca6bdd789931ecac7dc,45,2289,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
