稳定基座最小人工闭环任务ID,来源P0即时字段确认公开账本,来源P0页列执行进度公开账本,来源稳定基座逐专业筛选视图,来源自动交叉核验工作台,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,P0即时字段确认公开账本ID,P0字段即时复核任务ID,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,页码版面键,字段名,专业组内专业序号,专业代号OCR,专业名称及备注短摘,人工核验泳道,人工核验方式,执行批次,页列执行进度桶,裁图证据编号,裁图文件SHA256,裁图规格SHA256,裁图bbox归一化,是否需要双人复核,是否有高校字段线索,是否裁图OCR与机器候选冲突,是否裁图OCR与高校辅证冲突,是否机器高校冲突,高校官网证据强度,高校官网证据匹配状态,高校官网来源状态,同专业官网辅证自动动作,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,最小人工闭环阶段,人工必做步骤,人工工作量压缩方式,公开安全策略,下一步
STABLEMANUAL-974f8cca6584b6cc,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-974f8cca6584b6cc,P0IMMEDIATE-bc7d35594450138b,M-50cab57f432b5cdc,G-a0f68bc50be1b3be,H857,北师香港浸会大学,H85702,194,left,194-left,专业计划数,4,10,经济学（中外合作办学）《培养应用经迹学、商业分析方向，原则上在第一学年第二学期开始前完成专业确认，英文教学，非英语语种考生不宜报考；办学地点：广东省珠海市）,M0-冲突优先双人核页,双人复核,EXEC-01-冲突异常立即核页,R0-未开始PDF和湖北官方核验,P0CROP-b8fdb82e8745caae,d8bb8a031d305725367d190ac678923630dfe10e7b381a9e18f86213d4a51f76,7a592d26739aeff541285d343287c7d9a2852ec6a54989e550a3e4df46c8791a,x=0.043000-0.552000;y_bottom_origin=0.147857-0.743898,true,false,true,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-3f924f2211790cce,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-3f924f2211790cce,P0IMMEDIATE-f892df3333e9279e,M-8842bf5399054ddc,G-a0f68bc50be1b3be,H857,北师香港浸会大学,H85702,194,left,194-left,专业计划数,3,09,参计学（中外合作办学）（英教学，韭英语语种考生不宜报考；办学地点：广东省珠海市）,M0-冲突优先双人核页,双人复核,EXEC-01-冲突异常立即核页,R0-未开始PDF和湖北官方核验,P0CROP-1a9ffeeaba2a2343,321d80f7478110c9495ea151221ba440cf34de223cdb2fd4ec86c0949f23d863,e82699206f91645967880cc5fca6c43bcca0f512745cedacd92274cbe9aee7a0,x=0.043000-0.552000;y_bottom_origin=0.147857-0.775735,true,false,true,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-94ee364aa3b0790d,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-94ee364aa3b0790d,P0IMMEDIATE-e14f97158c30f818,M-8a3c24bfbc59571d,G-40e8e2649ba8d3a6,H857,北师香港浸会大学,H85703,194,left,194-left,专业计划数,5,17,数学与应用数学（中外合作办学）（英文教学.非英语语种考生不宜报考；办学地点：广东省珠海市）,M0-冲突优先双人核页,双人复核,EXEC-01-冲突异常立即核页,R0-未开始PDF和湖北官方核验,P0CROP-be18b6cf009bb041,313120648d3895f3160a317c17c0861ccb4ade3b98d20f05324427cefdd33737,8478649efa02bbd56b159c66c4e6a37d1c470b02dad6fb84e68e477ba940e38a,x=0.043000-0.552000;y_bottom_origin=0.331279-0.622209,true,false,true,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-7eb8b4ca9bbf7ea8,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-7eb8b4ca9bbf7ea8,P0IMMEDIATE-24494c00cfd0c37e,M-eb2bc5f19a360334,G-40e8e2649ba8d3a6,H857,北师香港浸会大学,H85703,194,left,194-left,专业计划数,4,16,统计学（中外合作办学）（英文教学.非英语语种考生不宜报考；办学地点：厂东省珠海市）,M0-冲突优先双人核页,双人复核,EXEC-01-冲突异常立即核页,R0-未开始PDF和湖北官方核验,P0CROP-251356739f32c814,ea541dc531a5ae54da6cf7703e4fb60d8ff8ba34e41c27ade3cb325cdf870e5e,f7f219ac0fbd20afa9b8a7749cab758d17cc25f31e5f864d18fc2188f79018e5,x=0.043000-0.552000;y_bottom_origin=0.360051-0.622209,true,false,true,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-2d876bfede6a19ee,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-2d876bfede6a19ee,P0IMMEDIATE-5f391c0ca16f6762,M-84dad3cc819e468e,G-7792cf2f55d5fa02,K073,长江师范学院,K07307,205,left,205-left,学费,1,15,智能制造工程（中外合作办学）（与美国山南道大学合作，采用”4+0^培养模式，达到条件可获双学位）,M2-裁图OCR未稳定补读人工看图,双人复核,EXEC-01-冲突异常立即核页,R0-未开始PDF和湖北官方核验,P0CROP-03e6e1b629e42aae,85011a4bbb23794ce79a5f6d25b65dde63d889c358927ccdcbb0c1e56fbc9048,77a2be72ecb9f20f2cd53dd95383ab428d0cd8994f8fbb054f7b66d66681046f,x=0.043000-0.699366;y_bottom_origin=0.414128-0.542267,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-72ad275fbc40aca6,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-72ad275fbc40aca6,P0IMMEDIATE-b6f237c72e679883,M-d7bad17c82051950,G-98fa46f0f05ab76e,K753,喀什大学,K75309,235,right,235-right,专业计划数,1,G,A院校代号,M0-冲突优先双人核页,双人复核,EXEC-01-冲突异常立即核页,R0-未开始PDF和湖北官方核验,P0CROP-742ddc221025d4cb,0e505f30841dd43a65f554606a7db3b9fa2f84b0d956f62577810e221a458357,7287319d3f47dc5ace938ca788f1f0f3227c7e4888fcdabb9baea3c688e23b1a,x=0.448000-0.957000;y_bottom_origin=0.022724-0.950337,true,false,true,false,false,partial_source,,has_partial_source_needs_followup,C4-已有部分来源需补结构化或补湖北行,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-00163701e1c51b77,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-00163701e1c51b77,P0IMMEDIATE-a989ce3c7489433a,M-0e3eab5eafd98476,G-3a0c940c9affcb18,A010,北京化工大学,A01009,14,left,014-left,专业计划数,1,31,本科顶科班（少数民族预科班：公共事业管理；办学地点：昌平校区；学制：A013 北京邮电大学（公办）（北京）高院校及专业代号01302 北京邮电大学第 02组,M1-计划数偏大重点核页,双人复核,EXEC-02-计划数偏大重点核页,R0-未开始PDF和湖北官方核验,P0CROP-5810b238cd272e22,f8376d3f7041b569a8580c146b6a8b9119a72c2aca4de8da783904ad692cb47c,8d567143f65d7321efc0c174e7632d9ec8c4297d74127870223f436138a869f0,x=0.043000-0.552000;y_bottom_origin=0.000000-0.151279,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-1381ba63146334df,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-1381ba63146334df,P0IMMEDIATE-eee41f6c0de0bdc8,M-0f51c257ad05eb5f,G-5342368711c0332b,A117,河海大学,A11705,32,right,032-right,专业计划数,2,46,生木工程（中外合作办学）（太一在南烹相应校区学习，大二起在常州校区学习）A119 江南大学（公办）（江苏）,M1-计划数偏大重点核页,双人复核,EXEC-02-计划数偏大重点核页,R0-未开始PDF和湖北官方核验,P0CROP-d3bae730ddcf4a71,b19011cbebfc77b8ed5023ab3ed9d68a5f37822d66f45d38e0d42e11b22a9edf,b40f07e00216f05987c4afced793046730eacd8ef208b030f82817e79ba8af5d,x=0.448000-0.957000;y_bottom_origin=0.312270-0.475407,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-4b00253ecb80ace4,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-4b00253ecb80ace4,P0IMMEDIATE-ae19d23b60a253e7,M-fc54433e6fda2e66,G-3efb9a2345c57a00,A119,江南大学,A11930,33,right,033-right,专业计划数,2,52,大数据管理与应用（中外合作办学）（第四学年赴澳大利亚莫纳什大学学习，国外学习阶段学费按协议执行：办学地点：蠡湖校区）A121 南京农业大学（公办）（江苏）,M1-计划数偏大重点核页,双人复核,EXEC-02-计划数偏大重点核页,R0-未开始PDF和湖北官方核验,P0CROP-08800faf5d24f23f,f4dfece2582a6b0c9cfdd4b475050151de5fe3c5849fbab6f966624a44812ddd,68cc4c652bd352aa7faa9f3feb4b651ce0e9140503463243e0a5e966d908d729,x=0.448000-0.957000;y_bottom_origin=0.653553-0.793360,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-4244d595b0648664,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-4244d595b0648664,P0IMMEDIATE-e321ebd7c0276bcb,M-441e148dafdb4204,G-18a4afd29f398c8c,A141,武汉大学,A14109,38,right,038-right,专业计划数,4,26,计算机类（计算机学院；貪计算机科学与技术、软件工程专业；分流时该专业大类内专业任选）,M1-计划数偏大重点核页,双人复核,EXEC-02-计划数偏大重点核页,R0-未开始PDF和湖北官方核验,P0CROP-c6dda55912a1ac81,c056ed86432e12d35618b2561c8f3cf2d3ae8589de8c7f2832deb6a3998bd9d9,fd0a48cbcc25a67640d9c0ebc4b730fa5c18b1634f3ee50f9923f25bdc0403ac,x=0.448000-0.957000;y_bottom_origin=0.417035-0.592959,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-2fd2933eb5620372,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-2fd2933eb5620372,P0IMMEDIATE-ec11bd17c6546a5a,M-6c6bbe1c67c63c2d,G-18a4afd29f398c8c,A141,武汉大学,A14109,38,right,038-right,专业计划数,6,28,网络空间安全（创新班）,M1-计划数偏大重点核页,双人复核,EXEC-02-计划数偏大重点核页,R0-未开始PDF和湖北官方核验,P0CROP-db6a32c165368fee,7f1406755ae166205bdbc05416ca759ffb2c97b247b57f19a970e0e1bc8d7a80,4fa50c9a4f5afd6e91748fbbe6750dcb87e589abb777f460849b306c58e417db,x=0.448000-0.957000;y_bottom_origin=0.384958-0.592959,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-1ad6ee522a364f64,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-1ad6ee522a364f64,P0IMMEDIATE-aa14a3e4dcda09a1,M-3ed25d6b30d1fc38,G-2766d06d29e98f29,A193,陕西师范大学,A19319,56,left,056-left,专业计划数,1,25,数学类（民族班：数学卓应用数学（师范）：数学与应用数学（国俊班）；信息与计算科学：统计学；办学地点：雁塔A195 兰州大学（公办）（甘肃）,M1-计划数偏大重点核页,双人复核,EXEC-02-计划数偏大重点核页,R0-未开始PDF和湖北官方核验,P0CROP-5fd1a3e208ca748a,0d8b52fa24cdeca31bfe07fffe5149fba1bbbea9809167e65bdb958afb609076,3c9514d5c9173f40546f755aaa2a625b3b74d9b7884a478201220fbc3729b176,x=0.043000-0.552000;y_bottom_origin=0.714836-0.854592,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-7bbd3e76d1ac4fc4,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-7bbd3e76d1ac4fc4,P0IMMEDIATE-32efe7cccefa6324,M-3a229bd5e4d033ee,G-a0f94f54d9c97a68,C202,武汉晴川学院,C20206,82,right,082-right,专业计划数,2,30,电气工程与智能控制,M1-计划数偏大重点核页,双人复核,EXEC-02-计划数偏大重点核页,R0-未开始PDF和湖北官方核验,P0CROP-1d766ea4d60a33f1,47dff10c9735b7e81099e79be496f9052017866fb828f93e119fe394b1ee9976,1e0359cafdf9c4e6b05aed24f1050de4467d0365b32a92c75410fd0b99b14298,x=0.448000-0.957000;y_bottom_origin=0.723706-0.834419,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
