第一闭环事实动作包准出门禁ID,来源第一闭环事实动作包,来源第一闭环事实准出门禁账本,来源第一闭环事实证据通道工作台,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,是否可以自动闭环,准出门禁序号,事实动作包ID,事实动作包序号,页码版面键,来源页码,版面列,准出闭环波次,执行泳道,第一闭环页列优先级,事实核验动作组,动作组排序,包执行优先级,动作包事实数,动作包字段事实数,动作包专业名归属事实数,动作包专业组边界事实数,专业计划数字段事实数,学费字段事实数,再选科目字段事实数,待人工判定字段事实数,涉及任务数,涉及字段状态数,涉及专业行数,涉及专业组出现数,涉及院校代码数,PDF原页待补事实数,湖北官方侧待补事实数,高校辅证待补事实数,冲突待处理事实数,双人复核待完成事实数,三方闭环待完成事实数,专业名归属待闭环事实数,专业组边界待闭环事实数,可进入私有写回评审事实数,动作包准出状态,动作包主缺口桶,动作包准出阻断等级,事实准出状态分布,事实准出阻断等级分布,PDF原页通道状态分布,OCR提示通道状态分布,机器坐标通道状态分布,高校官网辅证通道状态分布,湖北官方侧通道状态分布,冲突处理通道状态分布,双人复核通道状态分布,三方闭环通道状态分布,专业名归属通道状态分布,专业组边界通道状态分布,事实集合SHA16,任务集合SHA16,字段状态集合SHA16,院校代码集合SHA16,准出完成条件,下一步动作包准出动作,公开安全策略
FCFACTPACKGATE-c08bf34a1f16c2b3,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,52,FCFACTPACK-47c39410ff17cbdc,52,228-left,228,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A2-专业组边界事实随页先核,2,029-02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,blocked_missing_required_evidence,G3-专业组边界待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,7a148cc79f700d3a,,,,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核页列和专业组边界，再继续组内字段闭环。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-f34cb436025a985d,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,53,FCFACTPACK-6163617d402902c5,53,228-left,228,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A3-双人复核事实先核,3,029-03,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,blocked_missing_required_evidence,G1-双人复核待完成,R2-双人复核阻断,blocked_double_review_pdf_hubei×1,G3-双人复核待完成×1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,40b016477649fab0,f77477d05abdd5e2,cd26c9cf7af464af,bc2b80485378e010,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和三方闭环状态。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-65b4e1497b1a25d0,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,54,FCFACTPACK-2f9be8de06b74cd0,54,080-right,80,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,1,030-01,18,0,18,0,0,0,0,0,18,0,18,1,1,18,18,0,0,17,18,18,0,0,blocked_missing_required_evidence,G1-双人复核待完成,R1-结构事实阻断,blocked_structure_pdf_hubei×18,G2-结构事实PDF湖北官方先行×18,P2-有PDFOCR提示，仍待PDF原页人工确认×1；P3-无稳定OCR提示，需人工看PDF原页×17,O3-仅PDFOCR候选待人工核页×1；O5-无公开OCR候选提示×17,M0-无机器坐标提示×18,S1-有高校辅证线索或自动官网任务，待私有辅证记录×18,pending_hubei_official_review×18,C3-仅PDFOCR候选，需人工核页×1；C4-无可比候选，需人工看图或随页列闭环×17,blocked_pending_double_review×17；not_required_or_task_level_pending×1,pending_private_three_way_field_confirmation×18,pending_pdf_hubei_closure×18,not_applicable×18,14dae306a4331298,b88cbc7c0a804165,,f0d53abbf1e2b5c3,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×18,先完成双人复核，再回补 PDF 原页、湖北官方侧和三方闭环状态。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-0f60b4a0d9f0b0dd,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,55,FCFACTPACK-58b7c3aec847fb7b,55,080-right,80,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A2-专业组边界事实随页先核,2,030-02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,blocked_missing_required_evidence,G3-专业组边界待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,89d4f2cac9ee8945,,,,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核页列和专业组边界，再继续组内字段闭环。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-ca8e36f30428cc15,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,56,FCFACTPACK-b0af06a21d10e892,56,080-right,80,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A3-双人复核事实先核,3,030-03,17,17,0,0,0,0,17,0,17,17,17,1,1,17,17,0,0,17,17,0,0,0,blocked_missing_required_evidence,G1-双人复核待完成,R2-双人复核阻断,blocked_double_review_pdf_hubei×17,G3-双人复核待完成×17,P3-无稳定OCR提示，需人工看PDF原页×17,O5-无公开OCR候选提示×17,M0-无机器坐标提示×17,S1-有高校辅证线索或自动官网任务，待私有辅证记录×17,pending_hubei_official_review×17,C4-无可比候选，需人工看图或随页列闭环×17,blocked_pending_double_review×17,pending_private_three_way_field_confirmation×17,not_applicable×17,not_applicable×17,3bd8dda486a5564e,aece0c66e0351c7d,feaff6401b6ecc44,f0d53abbf1e2b5c3,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×17,先完成双人复核，再回补 PDF 原页、湖北官方侧和三方闭环状态。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-05015ae2bc476b5f,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,57,FCFACTPACK-290d848fc281a9e8,57,080-right,80,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A7-常规PDF湖北官方闭环,7,030-07,2,2,0,0,1,1,0,0,1,2,1,1,1,2,2,0,0,0,2,0,0,0,blocked_missing_required_evidence,G5-PDF湖北官方待闭环,R5-常规PDF湖北官方阻断,blocked_regular_pdf_hubei×2,G6-常规PDF湖北官方闭环待完成×2,P2-有PDFOCR提示，仍待PDF原页人工确认×2,O3-仅PDFOCR候选待人工核页×2,M0-无机器坐标提示×2,S1-有高校辅证线索或自动官网任务，待私有辅证记录×2,pending_hubei_official_review×2,C3-仅PDFOCR候选，需人工核页×2,not_required_or_task_level_pending×2,pending_private_three_way_field_confirmation×2,not_applicable×2,not_applicable×2,b6dc1183a71618ef,c483a6c5b0698363,d4d867eb815f82f2,f0d53abbf1e2b5c3,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×2,按 PDF 原页和湖北官方侧逐项核验；完成前不得写回字段事实或作为推荐依据。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-d35dc8d005be21e5,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,58,FCFACTPACK-6089304d5de738ce,58,070-right,70,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,1,031-01,11,0,11,0,0,0,0,0,11,0,11,1,1,11,11,0,0,0,11,11,0,0,blocked_missing_required_evidence,G2-专业名归属待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×11,G2-结构事实PDF湖北官方先行×11,P2-有PDFOCR提示，仍待PDF原页人工确认×11,O3-仅PDFOCR候选待人工核页×11,M0-无机器坐标提示×11,S1-有高校辅证线索或自动官网任务，待私有辅证记录×11,pending_hubei_official_review×11,C3-仅PDFOCR候选，需人工核页×11,not_required_or_task_level_pending×11,pending_private_three_way_field_confirmation×11,pending_pdf_hubei_closure×11,not_applicable×11,9a2e412fdbddff91,361dcd0eb0b9fc64,,9fd3efd1c6e4aa5c,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×11,先核专业名、备注和限定词归属，防止后续字段写到错误专业行。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-f5ac7acfde0dfc40,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,59,FCFACTPACK-1a664f00f8472583,59,070-right,70,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A2-专业组边界事实随页先核,2,031-02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,blocked_missing_required_evidence,G3-专业组边界待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,e09b65d0b5a7334e,,,,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核页列和专业组边界，再继续组内字段闭环。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-bddc05eed3ccd5d3,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,60,FCFACTPACK-aee12ee970c39530,60,070-right,70,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A7-常规PDF湖北官方闭环,7,031-07,19,19,0,0,7,11,1,0,11,19,11,1,1,19,19,0,0,0,19,0,0,0,blocked_missing_required_evidence,G5-PDF湖北官方待闭环,R5-常规PDF湖北官方阻断,blocked_regular_pdf_hubei×19,G6-常规PDF湖北官方闭环待完成×19,P2-有PDFOCR提示，仍待PDF原页人工确认×19,O3-仅PDFOCR候选待人工核页×19,M0-无机器坐标提示×19,S1-有高校辅证线索或自动官网任务，待私有辅证记录×19,pending_hubei_official_review×19,C3-仅PDFOCR候选，需人工核页×19,not_required_or_task_level_pending×19,pending_private_three_way_field_confirmation×19,not_applicable×19,not_applicable×19,b435eb1ce948d398,361dcd0eb0b9fc64,947363a8f2f846e1,9fd3efd1c6e4aa5c,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×19,按 PDF 原页和湖北官方侧逐项核验；完成前不得写回字段事实或作为推荐依据。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-0e3eb13b2199d6ec,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,61,FCFACTPACK-e6bce158521872fb,61,135-right,135,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,1,032-01,3,0,3,0,0,0,0,0,3,0,3,1,1,3,3,0,0,0,3,3,0,0,blocked_missing_required_evidence,G2-专业名归属待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×3,G2-结构事实PDF湖北官方先行×3,P2-有PDFOCR提示，仍待PDF原页人工确认×1；P3-无稳定OCR提示，需人工看PDF原页×2,O3-仅PDFOCR候选待人工核页×1；O5-无公开OCR候选提示×2,M0-无机器坐标提示×3,S1-有高校辅证线索或自动官网任务，待私有辅证记录×3,pending_hubei_official_review×3,C3-仅PDFOCR候选，需人工核页×1；C4-无可比候选，需人工看图或随页列闭环×2,not_required_or_task_level_pending×3,pending_private_three_way_field_confirmation×3,pending_pdf_hubei_closure×3,not_applicable×3,9e9e36eb06bc85d3,d5b1dfe8be2afe4d,,8920ff86c3af081e,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×3,先核专业名、备注和限定词归属，防止后续字段写到错误专业行。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-527e6dc0ce734162,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,62,FCFACTPACK-b833f788270c36ec,62,135-right,135,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A2-专业组边界事实随页先核,2,032-02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,blocked_missing_required_evidence,G3-专业组边界待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,0d5430c2c21250bd,,,,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核页列和专业组边界，再继续组内字段闭环。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-f02e124a97d592df,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,63,FCFACTPACK-8990810daa794147,63,135-right,135,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A4-无稳定OCR人工看图,4,032-04,2,2,0,0,0,0,0,2,2,2,2,1,1,2,2,0,0,0,2,0,0,0,blocked_missing_required_evidence,G5-PDF湖北官方待闭环,R3-人工看图阻断,blocked_manual_image_pdf_hubei×2,G4-人工看图待完成×2,P3-无稳定OCR提示，需人工看PDF原页×2,O5-无公开OCR候选提示×2,M0-无机器坐标提示×2,S1-有高校辅证线索或自动官网任务，待私有辅证记录×2,pending_hubei_official_review×2,C4-无可比候选，需人工看图或随页列闭环×2,not_required_or_task_level_pending×2,pending_private_three_way_field_confirmation×2,not_applicable×2,not_applicable×2,bc92345dbe1f6a4c,b3f839163ec09235,4e7ab73524e3c445,8920ff86c3af081e,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×2,按 PDF 原页和湖北官方侧逐项核验；完成前不得写回字段事实或作为推荐依据。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-4cb990b100f8b6cd,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,64,FCFACTPACK-54aea23a4416440a,64,135-right,135,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A7-常规PDF湖北官方闭环,7,032-07,2,2,0,0,1,1,0,0,1,2,1,1,1,2,2,0,0,0,2,0,0,0,blocked_missing_required_evidence,G5-PDF湖北官方待闭环,R5-常规PDF湖北官方阻断,blocked_regular_pdf_hubei×2,G6-常规PDF湖北官方闭环待完成×2,P2-有PDFOCR提示，仍待PDF原页人工确认×2,O3-仅PDFOCR候选待人工核页×2,M0-无机器坐标提示×2,S1-有高校辅证线索或自动官网任务，待私有辅证记录×2,pending_hubei_official_review×2,C3-仅PDFOCR候选，需人工核页×2,not_required_or_task_level_pending×2,pending_private_three_way_field_confirmation×2,not_applicable×2,not_applicable×2,0ee1e8ed78dbac6b,fa5ba3e13f29722a,ffd0ceaa1316399c,8920ff86c3af081e,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×2,按 PDF 原页和湖北官方侧逐项核验；完成前不得写回字段事实或作为推荐依据。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-33acb8949b66ad1c,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,65,FCFACTPACK-f2e6d9868882dc73,65,235-left,235,left,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,1,033-01,2,0,2,0,0,0,0,0,2,0,2,1,1,2,2,0,0,0,2,2,0,0,blocked_missing_required_evidence,G2-专业名归属待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×2,G2-结构事实PDF湖北官方先行×2,P2-有PDFOCR提示，仍待PDF原页人工确认×2,O3-仅PDFOCR候选待人工核页×2,M0-无机器坐标提示×2,S1-有高校辅证线索或自动官网任务，待私有辅证记录×2,pending_hubei_official_review×2,C3-仅PDFOCR候选，需人工核页×2,not_required_or_task_level_pending×2,pending_private_three_way_field_confirmation×2,pending_pdf_hubei_closure×2,not_applicable×2,995e42a82c4040ce,27a4c57ddf32279b,,e266f95730db6cb1,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×2,先核专业名、备注和限定词归属，防止后续字段写到错误专业行。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
