高校源缺口优先级ID,来源高校源最新证据对齐账本,来源高校官网辅证状态快照,来源高校官网辅证自动执行批次,来源C4C6结构化候选diff账本,来源C4C6补源尝试账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,缺口优先级序号,高校源最新对齐ID,高校官网辅证状态快照ID,高校官网辅证自动执行批次ID,院校代码,任务学校键SHA16,原自动执行泳道,原结构化输出状态桶,原候选diff状态桶,原补源状态桶,最新高校侧证据层级,相对原自动账本推进状态,缺口主类,缺口子类,执行优先级,执行优先级分,自动推进泳道,人工核验泳道,是否需要自动补结构化,是否需要继续补源,是否需要回PDF原页,是否需要湖北官方侧核验,是否只核章程规则,是否已有可用于提示的高校侧线索,涉及招生明细数,涉及专业组数,next20任务数,C4C6结构化diff包数,C4C6可生成候选diff明细数,C4C6计划数冲突候选数,C4C6官网可补OCR计划数候选数,C4C6补源尝试记录数,最新公开证据集合SHA16,缺口原因桶,最小自动动作,最小人工动作,完成条件,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
SCHOOLGAP-c64665bb03a95c0b,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,53,SOURCESYNC-141f1b1382c952b9,SCHOOLSRCSTATUS-37e2021cb0eb061e,SCHOOLSRCEXEC-3ba82b2c2fe6f4a5,K485,e2a612eed46058c5,A3-补结构化或解析公开来源,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,G3-已有公开来源待结构化,A3-L3已有线索待回页,E1-自动补结构化或补源,700,H3-补湖北物理结构化或生成diff,R3-抽检结构化源后回PDF和湖北官方侧,true,false,true,true,false,true,6,2,0,1,6,0,6,0,f66fcae1d343787f,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,补出湖北物理普通本科结构化线索或确认无法结构化，并生成可回页核验的差异状态。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-4d250706a532c459,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,54,SOURCESYNC-362c56444247c5c3,SCHOOLSRCSTATUS-7ab571ca3147964c,SCHOOLSRCEXEC-15cc6f40b75766d0,K486,a28ce3ddaf4f5bd6,A3-补结构化或解析公开来源,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,G3-已有公开来源待结构化,A3-L3已有线索待回页,E1-自动补结构化或补源,700,H3-补湖北物理结构化或生成diff,R3-抽检结构化源后回PDF和湖北官方侧,true,false,true,true,false,true,6,4,1,1,5,0,5,0,0ce51b79e2541f0f,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,补出湖北物理普通本科结构化线索或确认无法结构化，并生成可回页核验的差异状态。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-16b69dd02a1b313d,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,55,SOURCESYNC-1bca0c3b51e44ce2,SCHOOLSRCSTATUS-28927fa79ac43a73,SCHOOLSRCEXEC-7a2ed766eabeefc4,K488,81bca3d45f61f86d,A3-补结构化或解析公开来源,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,G3-已有公开来源待结构化,A3-L3已有线索待回页,E1-自动补结构化或补源,700,H3-补湖北物理结构化或生成diff,R3-抽检结构化源后回PDF和湖北官方侧,true,false,true,true,false,true,3,2,0,1,3,0,3,0,997b449745693858,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,补出湖北物理普通本科结构化线索或确认无法结构化，并生成可回页核验的差异状态。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-8f42253c823f8eb0,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,56,SOURCESYNC-858ab81a91591cc8,SCHOOLSRCSTATUS-63ddbdfed2a28eef,SCHOOLSRCEXEC-c3c4c622140c155e,F582,8ca9eb35a300139f,A4-继续搜索高校计划网源,T3-暂无结构化源,D4-无结构化官网源,S0-继续补高校官网计划网源,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A4仍需继续补源,G4-真缺或曾缺2026湖北物理计划网源,A4-仍需继续补源,E1-自动补结构化或补源,650,H4-继续补高校招生网计划网源,R4-必要时人工补计划网源并核原页,false,true,true,true,false,false,41,12,1,1,0,0,0,1,89f9a7ae03c0d145,live未取得湖北物理计划；no_seed_need_official_source_search,继续查学校招生网、公开API、XLSX、PDF或图片计划源；不能迁移外省计划。,人工必要时补找学校招生网计划入口或附件。,找到可留存的2026湖北物理计划网源，或记录确证不可得并升级人工核第19期原页。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-4e864b6bc3b7c472,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,57,SOURCESYNC-ffa7fbf0e96aadef,SCHOOLSRCSTATUS-31201385846522db,SCHOOLSRCEXEC-68eab4620608ec0d,H026,de43fa1371e9474f,A4-继续搜索高校计划网源,T3-暂无结构化源,D4-无结构化官网源,S0-继续补高校官网计划网源,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A4仍需继续补源,G4-真缺或曾缺2026湖北物理计划网源,A4-仍需继续补源,E1-自动补结构化或补源,650,H4-继续补高校招生网计划网源,R4-必要时人工补计划网源并核原页,false,true,true,true,false,false,22,6,1,1,0,0,0,1,5f2fe723e4b40498,live仅见历史招考信息；no_seed_need_official_source_search,继续查学校招生网、公开API、XLSX、PDF或图片计划源；不能迁移外省计划。,人工必要时补找学校招生网计划入口或附件。,找到可留存的2026湖北物理计划网源，或记录确证不可得并升级人工核第19期原页。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-296099e61c30c31d,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,58,SOURCESYNC-33ff62813cc4d15f,SCHOOLSRCSTATUS-644484a5ae727fe7,SCHOOLSRCEXEC-f6a8b668baa9ce82,K179,0b4d68ff5f54b796,A4-继续搜索高校计划网源,T3-暂无结构化源,D4-无结构化官网源,S0-继续补高校官网计划网源,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A4仍需继续补源,G4-真缺或曾缺2026湖北物理计划网源,A4-仍需继续补源,E1-自动补结构化或补源,650,H4-继续补高校招生网计划网源,R4-必要时人工补计划网源并核原页,false,true,true,true,false,false,6,6,1,1,0,0,0,1,f763426dd542f2bf,live未取得湖北物理计划；no_seed_need_official_source_search,继续查学校招生网、公开API、XLSX、PDF或图片计划源；不能迁移外省计划。,人工必要时补找学校招生网计划入口或附件。,找到可留存的2026湖北物理计划网源，或记录确证不可得并升级人工核第19期原页。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-c49813d56b06e5d3,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,59,SOURCESYNC-8687c4d18c1a844c,SCHOOLSRCSTATUS-900d27b658de979c,SCHOOLSRCEXEC-74d47c9a087ac7ef,H775,8611170758abf00b,A4-继续搜索高校计划网源,T3-暂无结构化源,D4-无结构化官网源,S0-继续补高校官网计划网源,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A4仍需继续补源,G4-真缺或曾缺2026湖北物理计划网源,A4-仍需继续补源,E1-自动补结构化或补源,650,H4-继续补高校招生网计划网源,R4-必要时人工补计划网源并核原页,false,true,true,true,false,false,5,5,1,1,0,0,0,1,08b0bcb099b7e781,live未取得湖北物理计划；no_seed_need_official_source_search,继续查学校招生网、公开API、XLSX、PDF或图片计划源；不能迁移外省计划。,人工必要时补找学校招生网计划入口或附件。,找到可留存的2026湖北物理计划网源，或记录确证不可得并升级人工核第19期原页。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-d6732e69edd1faaa,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,60,SOURCESYNC-7051476635099181,SCHOOLSRCSTATUS-4924e4e6997464cd,SCHOOLSRCEXEC-8a477b0d0b1c13bf,C125,757905c1122b1f3f,A4-继续搜索高校计划网源,T3-暂无结构化源,D4-无结构化官网源,S0-继续补高校官网计划网源,L3-已有湖北物理结构化或候选diff线索,P3-A4已推进到结构化或diff线索,G4-真缺或曾缺2026湖北物理计划网源,A4-已推进到结构化线索待核,E1-自动补结构化或补源,620,H4-继续补高校招生网计划网源,R4-必要时人工补计划网源并核原页,false,false,true,true,false,true,41,5,1,1,0,0,0,1,0e0bdba859e0f140,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,找到可留存的2026湖北物理计划网源，或记录确证不可得并升级人工核第19期原页。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-98c9d5ec9b69e6b4,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,61,SOURCESYNC-c378aaf9dad2833e,SCHOOLSRCSTATUS-9fda644635740c18,SCHOOLSRCEXEC-4fd282f69ae5ad6e,C133,c86d67e49d6ef9f9,A4-继续搜索高校计划网源,T3-暂无结构化源,D4-无结构化官网源,S0-继续补高校官网计划网源,L3-已有湖北物理结构化或候选diff线索,P3-A4已推进到结构化或diff线索,G4-真缺或曾缺2026湖北物理计划网源,A4-已推进到结构化线索待核,E1-自动补结构化或补源,620,H4-继续补高校招生网计划网源,R4-必要时人工补计划网源并核原页,false,false,true,true,false,true,36,9,1,1,0,0,0,1,17a6f82798689d59,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,找到可留存的2026湖北物理计划网源，或记录确证不可得并升级人工核第19期原页。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-9618d77417bd5ded,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,62,SOURCESYNC-b69de4bfe33c74a9,SCHOOLSRCSTATUS-49b3b1e22b0f35a1,SCHOOLSRCEXEC-01dfaeb50b52f303,K487,42ae3e48261cb23d,A4-继续搜索高校计划网源,T3-暂无结构化源,D4-无结构化官网源,S0-继续补高校官网计划网源,L3-已有湖北物理结构化或候选diff线索,P3-A4已推进到结构化或diff线索,G4-真缺或曾缺2026湖北物理计划网源,A4-已推进到结构化线索待核,E1-自动补结构化或补源,620,H4-继续补高校招生网计划网源,R4-必要时人工补计划网源并核原页,false,false,true,true,false,true,6,4,1,1,0,0,0,1,bb7171cf8ddaaab2,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,找到可留存的2026湖北物理计划网源，或记录确证不可得并升级人工核第19期原页。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-ce157614d4e02d5a,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,63,SOURCESYNC-aab2ea836f15256f,SCHOOLSRCSTATUS-b9c3dcd1efe03a9a,SCHOOLSRCEXEC-a232b09ebcc1696b,K465,64b41ea58c8a8b56,A4-继续搜索高校计划网源,T1-已有结构化源可生成diff,D2-可生成diff待回页,S0-继续补高校官网计划网源,L3-已有湖北物理结构化或候选diff线索,P3-A4已推进到结构化或diff线索,G4-真缺或曾缺2026湖北物理计划网源,A4-已推进到结构化线索待核,E1-自动补结构化或补源,620,H4-继续补高校招生网计划网源,R4-必要时人工补计划网源并核原页,false,false,true,true,false,true,1,1,1,2,18,1,7,0,8de5d101c12c5954,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,找到可留存的2026湖北物理计划网源，或记录确证不可得并升级人工核第19期原页。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-5776c71448a56a13,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,64,SOURCESYNC-439ca6ca29b65123,SCHOOLSRCSTATUS-adfdd0df2c477d30,SCHOOLSRCEXEC-15191b88e2992f54,C150,b916b5c80e350111,A5-章程规则核验,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L0-暂无可复用高校侧计划源,P1-保持原执行泳道,G5-章程规则限制专项,A5-只核限制规则不核计划字段,E2-规则抽检或留存,400,H5-核章程限制规则,R5-人工核体检语种单科收费校区调剂,false,false,true,true,true,false,14,4,0,0,0,0,0,0,,暂无公开结构化湖北物理计划源线索。,复用已有高校结构化来源生成差异线索；字段事实仍等待PDF原页和湖北官方侧确认。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,章程限制、收费、校区、体检、语种、单科和调剂规则完成人工核验。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-8dfa0cc98ff49b58,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,65,SOURCESYNC-67aa7d720c0ea925,SCHOOLSRCSTATUS-ee0fccc1482d2f1b,SCHOOLSRCEXEC-45f01373056962e7,K153,a567f9a7ceaf9c05,A5-章程规则核验,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,G5-章程规则限制专项,A5-只核限制规则不核计划字段,E2-规则抽检或留存,400,H5-核章程限制规则,R5-人工核体检语种单科收费校区调剂,false,false,true,true,true,true,13,1,0,1,6,0,4,0,b83a3fb30ad54207,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,章程限制、收费、校区、体检、语种、单科和调剂规则完成人工核验。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-5f9d7c9efdd210a6,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,66,SOURCESYNC-001d395492b53e82,SCHOOLSRCSTATUS-ecbe37c48666e2d1,SCHOOLSRCEXEC-893271231b2b65b2,H001,b7e656843dd31b66,A5-章程规则核验,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,G5-章程规则限制专项,A5-只核限制规则不核计划字段,E2-规则抽检或留存,400,H5-核章程限制规则,R5-人工核体检语种单科收费校区调剂,false,false,true,true,true,true,9,1,1,1,8,1,1,0,3b6ffcff8682db0f,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,章程限制、收费、校区、体检、语种、单科和调剂规则完成人工核验。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
