W0B0最小人工复核明细ID,W0B0最小人工复核包ID,来源第一闭环事实核验包明细,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,包内最小复核序号,最小人工复核包序号,页码版面键,来源页码,版面列,第一闭环事实核验包明细ID,第一闭环事实范围缺口公开账本ID,第一闭环字段事实公开账本ID,稳定基座第一闭环明细任务ID,专业行ID,专业组出现ID,院校代码,事实域,事实类型,事实粒度,字段名,最小复核类型,复核优先级,页列主阻断,核验动作层级,是否需要人工看图,是否需要双人复核,人工最小复核动作,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,事实对象集合SHA256,公开安全策略
W0B0MANITEM-f14f14a711c9fd8f,W0B0MANPKT-a5740353320cf69b,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,6,5,226-right,226,right,FIRSTFACTITEM-759ae71f13fecf8f,FIRSTSCOPE-804861c67436b26a,FIRSTFACT-45cdd71487f93aee,FIRSTDETAIL-b5b65845644b6e4b,M-dc273ca69fa31c06,G-95aa0580598e9983,K488,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,false,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,f615a29c592a23157a93e3da5102dd58135846369d015fbe5a4d8c6595516429,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-44574bfc5cd2d096,W0B0MANPKT-a5740353320cf69b,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,7,5,226-right,226,right,FIRSTFACTITEM-2ca17bc6f8d735c9,FIRSTSCOPE-e30112d06d83695d,FIRSTFACT-2132f94928607355,FIRSTDETAIL-ef35601f652ae549,M-850aa6e9b4a3be8a,G-d93dfb85c8cb1c20,K488,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,false,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,371bef42491cafb4b2d97fd5c2b05b58bb11c59b1ae8d4c6e7b2f9486d7df1c5,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-80a16310143d8256,W0B0MANPKT-e770bdb780cfee87,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,1,6,226-left,226,left,FIRSTFACTITEM-46b21c88d158869b,FIRSTSCOPE-123cc6278ecea6ef,,,,,,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,,M0-先核专业组边界,P0,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突×1；N1-高校补缺线索回PDF原页×18；N2-机器坐标辅助核PDF原页×13；N3-无稳定候选人工看图×6；N4-PDFOCR候选人工确认×1,true,true,先核页列内专业组起止、跨页延续、左右栏边界和组内归属，防止后续字段串组。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,8ba5fceb970b0fa2abceb6383cd34804ae836302a4f59414dd199cdc4eebb726,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-45c2110b39dcf526,W0B0MANPKT-e770bdb780cfee87,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,2,6,226-left,226,left,FIRSTFACTITEM-c0f014fa9fe7b131,FIRSTSCOPE-93d32f9619340873,FIRSTFACT-a878e5f6d03e8d25,FIRSTDETAIL-1ee8dfd8190933ae,M-188931cfb2409b2a,G-01338c1d774310d5,K486,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,false,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,6a86e21cda3361c7812725584094ac61cddf80308a51b4ce9048c7aafc5fe25e,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-5da7923ea1c832e6,W0B0MANPKT-e770bdb780cfee87,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,3,6,226-left,226,left,FIRSTFACTITEM-58901d5620b5f401,FIRSTSCOPE-7c3e11d4e7985d60,FIRSTFACT-29c95b9ee7f298f4,FIRSTDETAIL-1ee8dfd8190933ae,M-188931cfb2409b2a,G-01338c1d774310d5,K486,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,false,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,1dbb0cec59cafe519772b626ac8305a9f20f32c3c854b3fc1a4285f655ef7a85,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-8caa29a49e065ad9,W0B0MANPKT-e770bdb780cfee87,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,4,6,226-left,226,left,FIRSTFACTITEM-a7bf3bc8bd3bb897,FIRSTSCOPE-3061535b96c8d94e,FIRSTFACT-be0e28a817eccbd3,FIRSTDETAIL-1ee8dfd8190933ae,M-188931cfb2409b2a,G-01338c1d774310d5,K486,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,false,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,54a9e1eb9d8db52b6cc1a45f4148c923d78bb49a1c67e7813c2aa8cf0b03dd6f,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-9493d5e1eb9fe0a3,W0B0MANPKT-e770bdb780cfee87,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,5,6,226-left,226,left,FIRSTFACTITEM-cc3cae1019e0ae44,FIRSTSCOPE-a870c7954cb5d0fd,,FIRSTDETAIL-890f406b7b9b56e5,M-fa76362af83034d1,G-052b32c1ecd65258,K485,专业名归属,专业名归属事实,第一闭环任务×专业名归属,学费；再选科目,M2-核专业名归属,P2,B0-PDFOCR与高校辅证冲突,N4-PDFOCR候选人工确认,false,false,回看PDF原页确认专业行归属，并用湖北官方侧计划记录复核；高校侧来源只作定位。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,4e28ddf19c40db2d6c32a96180f38fbbe36bb71309377ab0f4a3896b2f9fa15d,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-8692d5308340ae11,W0B0MANPKT-2c87c6c25ede47d4,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,1,7,169-right,169,right,FIRSTFACTITEM-f6d8d5e58ae61eba,FIRSTSCOPE-4d3f826a09ab178d,,,,,,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,,M0-先核专业组边界,P0,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突×1；N1-高校补缺线索回PDF原页×10；N3-无稳定候选人工看图×10；N4-PDFOCR候选人工确认×1,true,true,先核页列内专业组起止、跨页延续、左右栏边界和组内归属，防止后续字段串组。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,3aa5c9886631209736d825126466777dceecb62846ef6ebb1053b32c7041a7bc,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-56968f7e1119fa2c,W0B0MANPKT-2c87c6c25ede47d4,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,2,7,169-right,169,right,FIRSTFACTITEM-ed41e72f55621ce1,FIRSTSCOPE-62ccfce4b25095f3,FIRSTFACT-89426344d3897f44,FIRSTDETAIL-8991edc6731114ee,M-a8b31c9114605c03,G-69a8112ee16cf2ba,H450,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,79707ae426ade7a52fce75007ce07f8881e083d708f5b53a979437d1e222d9c2,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-c20078c9e0f8aeef,W0B0MANPKT-2c87c6c25ede47d4,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,3,7,169-right,169,right,FIRSTFACTITEM-a2b63968dd63bb2e,FIRSTSCOPE-44d036899a25b9d5,FIRSTFACT-dab747cd5c54ef66,FIRSTDETAIL-8991edc6731114ee,M-a8b31c9114605c03,G-69a8112ee16cf2ba,H450,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,2fd704ba47ba23652d2f5f24c5a965ca6ca4b15cb5a86e11eb50f65d2c299774,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-e40cf4d84ea5c53b,W0B0MANPKT-2c87c6c25ede47d4,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,4,7,169-right,169,right,FIRSTFACTITEM-ba75c116e4e11d15,FIRSTSCOPE-961c7be64f24396e,,FIRSTDETAIL-391717603ff99852,M-b0e700912fffe743,G-69a8112ee16cf2ba,H450,专业名归属,专业名归属事实,第一闭环任务×专业名归属,专业计划数；学费,M2-核专业名归属,P2,B0-PDFOCR与高校辅证冲突,N4-PDFOCR候选人工确认,false,false,回看PDF原页确认专业行归属，并用湖北官方侧计划记录复核；高校侧来源只作定位。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,c8ebbe5f3192f90b0d3e15c5f578ef685650666a9354dfda11a28ecc2c715a3a,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-68c04fdfab40b2e3,W0B0MANPKT-914c772cbb04c08d,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,1,8,037-left,37,left,FIRSTFACTITEM-edabb9a92f3ec0d9,FIRSTSCOPE-b4e239653f6071e2,,,,,,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,,M0-先核专业组边界,P0,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突×1；N3-无稳定候选人工看图×2；N4-PDFOCR候选人工确认×2,true,true,先核页列内专业组起止、跨页延续、左右栏边界和组内归属，防止后续字段串组。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,1389844a4b3063ea34b3f53e11fdc430ae21f5ac43a45a0afc86b8993d4c5de6,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-bdb4e7378b8654e0,W0B0MANPKT-914c772cbb04c08d,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,2,8,037-left,37,left,FIRSTFACTITEM-60d7011e5135e381,FIRSTSCOPE-9305cdd26a137920,FIRSTFACT-6c73d8a2503294c3,FIRSTDETAIL-a19646da8920400b,M-a85b56dac30243b2,G-9fca3ce8b2adbf9c,A135,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,d0fd75646425aba3a6a369792a509ad551f917535564932e76b31cc45ca9fac0,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-87a5af7bd506f635,W0B0MANPKT-914c772cbb04c08d,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,3,8,037-left,37,left,FIRSTFACTITEM-e459fa519c47921b,FIRSTSCOPE-5aeca1ef4693b9c9,FIRSTFACT-a2360e132a041b40,FIRSTDETAIL-a19646da8920400b,M-a85b56dac30243b2,G-9fca3ce8b2adbf9c,A135,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,faf8dbb3ea4f0d540509bef91b16bb9a8b208ac29122278eef83e3178a402393,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-72e4ed6483365010,W0B0MANPKT-914c772cbb04c08d,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,4,8,037-left,37,left,FIRSTFACTITEM-0f8d4ba8f0a828f8,FIRSTSCOPE-14ebf17b1d34aaf4,FIRSTFACT-72af22d721ed39ee,FIRSTDETAIL-a19646da8920400b,M-a85b56dac30243b2,G-9fca3ce8b2adbf9c,A135,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,d40aa847e8e583bd5d3823a5af9596a5485c935a46a56f29e8f8dacaeab385a9,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-5fa440160bdab1ee,W0B0MANPKT-914c772cbb04c08d,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,5,8,037-left,37,left,FIRSTFACTITEM-1cff0fd1f4f8de54,FIRSTSCOPE-73d3cb85d749542e,,FIRSTDETAIL-f6c5e0b8b2a20f9b,M-f7fc1e53365bb4e8,G-9fca3ce8b2adbf9c,A135,专业名归属,专业名归属事实,第一闭环任务×专业名归属,专业计划数,M2-核专业名归属,P2,B0-PDFOCR与高校辅证冲突,N4-PDFOCR候选人工确认,false,false,回看PDF原页确认专业行归属，并用湖北官方侧计划记录复核；高校侧来源只作定位。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,6538cdd470effe4a7f063d599a20fb4fe4dae201a9a64597c5e21f7b4df6ed26,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-bf75edc869af5be4,W0B0MANPKT-914c772cbb04c08d,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,6,8,037-left,37,left,FIRSTFACTITEM-5540984b9da3b7f8,FIRSTSCOPE-51e614d707d040f7,,FIRSTDETAIL-fd40ac2674b02354,M-8364fe2b149b7735,G-9fca3ce8b2adbf9c,A135,专业名归属,专业名归属事实,第一闭环任务×专业名归属,专业计划数；学费,M2-核专业名归属,P2,B0-PDFOCR与高校辅证冲突,N4-PDFOCR候选人工确认,false,false,回看PDF原页确认专业行归属，并用湖北官方侧计划记录复核；高校侧来源只作定位。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,9267b4f270fde42e1483b8ee9de5dd2327390795db1e9d08fb8395ffe12ffc80,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-752a1877a0ce1a64,W0B0MANPKT-b98d706e103469ea,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,1,9,056-left,56,left,FIRSTFACTITEM-56594d3e393cb911,FIRSTSCOPE-1d195ff936c96af5,,,,,,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,,M0-先核专业组边界,P0,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突×1；N1-高校补缺线索回PDF原页×6；N2-机器坐标辅助核PDF原页×5；N3-无稳定候选人工看图×3；N4-PDFOCR候选人工确认×1,true,true,先核页列内专业组起止、跨页延续、左右栏边界和组内归属，防止后续字段串组。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,431155cbcc1a976de5b2c3be417e5cb1df2d9d9108ab503d38bfd2633eb59756,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-943349779bba8302,W0B0MANPKT-b98d706e103469ea,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,2,9,056-left,56,left,FIRSTFACTITEM-240768a96c16552e,FIRSTSCOPE-26dbc08ec647054c,FIRSTFACT-513b61ce40ed40ca,FIRSTDETAIL-3fddffa420d16af2,M-294c46ae6cb755d6,G-399026bbf2fbbc18,A195,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,false,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,1cb05f8e8f8e5315c965bd11efa55ac1beba17f95067ddbc56970999e7a1fa82,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-92bf5c3bf30ae830,W0B0MANPKT-b98d706e103469ea,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,3,9,056-left,56,left,FIRSTFACTITEM-67d8325577ec0a49,FIRSTSCOPE-ca8929a307f0490f,FIRSTFACT-643ba8e422b47c46,FIRSTDETAIL-3fddffa420d16af2,M-294c46ae6cb755d6,G-399026bbf2fbbc18,A195,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,false,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,a3f9c15d358721b6ea5590e7b4b3c4c41a956ef3d3f56fc36f70d11bfde80a2a,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
