官网证据旁挂ID,来源招生明细主表行ID,来源公开官网差异账ID,来源底座闭环批次ID,来源逐专业闭环主表,来源公开官网差异账,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,能否替代湖北官方计划,官网证据强度,官网证据说明,建议动作,闭环执行总序,闭环执行批次,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,专业组内专业序号,专业代号OCR,专业名称及备注OCR短摘,OCR计划数,OCR学费,OCR再选科目,官网来源状态,官网证据匹配状态,最佳官网来源文件,最佳官网专业名称,最佳官网专业代号,最佳官网计划数,最佳官网学费,最佳官网选科,专业名称匹配方式,专业名称匹配分,计划数核验状态,差异字段集合,疑似OCR把学费读入计划数,仍需核验,下一步
B0B1SIDE-a8119579e8b8e990,,B0B1DIFF-a8119579e8b8e990,CLOSEMAJOR-a8119579e8b8e990,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,1463,C0-P0证据闭环先核,M-eac78c0683785494,G-a6e950b77986b176,H450,山东工商学院,H45003,169,4,28,投资学,3,5500,,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-9bf664a279506458,ADM-93065e8b197d45ba,B0B1DIFF-9bf664a279506458,CLOSEMAJOR-9bf664a279506458,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,1464,C0-P0证据闭环先核,M-8007c889cbd9a1ae,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,4,42,应用统计学,3,6600,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,应用统计学,,3,,,exact_after_normalization,100,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-6ab4215ee8e00789,,B0B1DIFF-6ab4215ee8e00789,CLOSEMAJOR-6ab4215ee8e00789,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,1465,C0-P0证据闭环先核,M-920bedcec6f21102,G-9cd841f68353f884,H439,山东财经大学,H43902,168,6,17,财务管理（办学地点：章丘校区）,,6600,,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-dcde8b27fc4311f0,,B0B1DIFF-dcde8b27fc4311f0,CLOSEMAJOR-dcde8b27fc4311f0,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,1466,C0-P0证据闭环先核,M-dfb3a420358fb546,G-6dd77122f1d4b1a0,H439,山东财经大学,H43903,168,6,25,金融数学（办学地点：章丘校区）,,6325,,has_partial_source_needs_followup,,,,,,,,,,,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-9401e0bf4d34c398,,B0B1DIFF-9401e0bf4d34c398,CLOSEMAJOR-9401e0bf4d34c398,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,1467,C0-P0证据闭环先核,M-df563f6c7b29d206,G-4592f5a3b0731761,H450,山东工商学院,H45002,169,5,24,数字经济,2,5500,,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-32444a635c7d6f1b,,B0B1DIFF-32444a635c7d6f1b,CLOSEMAJOR-32444a635c7d6f1b,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,1468,C0-P0证据闭环先核,M-dccf9d5bd5e468b2,G-a6e950b77986b176,H450,山东工商学院,H45003,169,5,29,法学,3,5060,,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-1b6cc306ae50e652,ADM-02f5eff5f6f242ed,B0B1DIFF-1b6cc306ae50e652,CLOSEMAJOR-1b6cc306ae50e652,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,1469,C0-P0证据闭环先核,M-86ef54f0445df8fe,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,5,43,自动化,3,6325,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,自动化,,3,,,exact_after_normalization,100,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-7d0bcab6b4986805,,B0B1DIFF-7d0bcab6b4986805,CLOSEMAJOR-7d0bcab6b4986805,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,1470,C0-P0证据闭环先核,M-43a4cdbd34d89e65,G-9cd841f68353f884,H439,山东财经大学,H43902,168,7,18,公共管理类（行政管理、劳动与社会保院校专业组及专业代号障、城市管理：办学地点：章丘校区）,,6600,,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-3964054a2baa0782,,B0B1DIFF-3964054a2baa0782,CLOSEMAJOR-3964054a2baa0782,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,1471,C0-P0证据闭环先核,M-d2677d79bc0dba69,G-a6e950b77986b176,H450,山东工商学院,H45003,169,6,30,财务管理,3,6600,,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-aecf632c59ce5911,ADM-2b3cd6d6246be304,B0B1DIFF-aecf632c59ce5911,CLOSEMAJOR-aecf632c59ce5911,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,1472,C0-P0证据闭环先核,M-7fc32d85e35b149c,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,6,44,电气工程及其自动化,2,5500,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,电气工程及其自动化,,2,,,exact_after_normalization,100,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-23197b27a21f5253,,B0B1DIFF-23197b27a21f5253,CLOSEMAJOR-23197b27a21f5253,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,1473,C0-P0证据闭环先核,M-a72e2ca3c27b8a3a,G-9cd841f68353f884,H439,山东财经大学,H43902,168,8,19,外國语言文学类（英语、法语、日语、商务英语；办学地点：章丘校区）,,5280,,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-2ca251b35348c17c,,B0B1DIFF-2ca251b35348c17c,CLOSEMAJOR-2ca251b35348c17c,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,1474,C0-P0证据闭环先核,M-83380a354435fd4e,G-a6e950b77986b176,H450,山东工商学院,H45003,169,7,31,审计学,,6325,,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-b54d4cdc0a3a7074,ADM-f65645d435c0b741,B0B1DIFF-b54d4cdc0a3a7074,CLOSEMAJOR-b54d4cdc0a3a7074,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,1475,C0-P0证据闭环先核,M-c8e830f39a1d46bb,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,7,45,电子信息工程,2,6600,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,电子信息工程,,2,,,exact_after_normalization,100,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-b8bfc8b28daa2547,ADM-a26e408766acd232,B0B1DIFF-b8bfc8b28daa2547,CLOSEMAJOR-b8bfc8b28daa2547,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,unmatched,已有学校来源但专业未匹配，需核专业名、限定词和是否串校串行。,PDF原页；高校官网原始计划；专业名称限定词人工比对,1476,C0-P0证据闭环先核,M-30ddedf35876cad1,G-facec610841ca140,C108,江汉大学,C10820,70,7,AF,智能制造工程（智慧能源装备；面向武,25,5200,,has_partial_source_needs_followup,unmatched,,,,,,,unmatched_missing_key_qualifier,55,not_covered,官网专业未匹配；官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-05c4642f80bc9c45,,B0B1DIFF-05c4642f80bc9c45,CLOSEMAJOR-05c4642f80bc9c45,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,1477,C0-P0证据闭环先核,M-cfd45acb5dd00b67,G-a6e950b77986b176,H450,山东工商学院,H45003,169,8,32,能源经济,,5500,,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-3c5986384e085b97,ADM-585a73122d3f5181,B0B1DIFF-3c5986384e085b97,CLOSEMAJOR-3c5986384e085b97,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,conflict_review,官网专业名匹配但计划数冲突，优先回看原页和字段列。,PDF原页计划数列；湖北官方系统/省招办计划；OCR字段错位排查,1478,C0-P0证据闭环先核,M-a8b31c9114605c03,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,8,46,通信工程,2,5500,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,通信工程,,1,,,exact_after_normalization,100,mismatch,计划数冲突,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-e4c68cb93f826e68,ADM-cc6702d56d870f7f,B0B1DIFF-e4c68cb93f826e68,CLOSEMAJOR-e4c68cb93f826e68,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,unmatched,已有学校来源但专业未匹配，需核专业名、限定词和是否串校串行。,PDF原页；高校官网原始计划；专业名称限定词人工比对,1479,C0-P0证据闭环先核,M-97356b83d76caabd,G-facec610841ca140,C108,江汉大学,C10820,70,8,AG,自动化（面向武汉）,50,5200,,has_partial_source_needs_followup,unmatched,,,,,,,unmatched_missing_key_qualifier,55,not_covered,官网专业未匹配；官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-d661bac5398c35fb,,B0B1DIFF-d661bac5398c35fb,CLOSEMAJOR-d661bac5398c35fb,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,1480,C0-P0证据闭环先核,M-2ab7bb73116bb239,G-a6e950b77986b176,H450,山东工商学院,H45003,169,9,33,保险学,2,5500,,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-3fc5700d8f9a8bac,ADM-3594a318ddbc72a1,B0B1DIFF-3fc5700d8f9a8bac,CLOSEMAJOR-3fc5700d8f9a8bac,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,unmatched,已有学校来源但专业未匹配，需核专业名、限定词和是否串校串行。,PDF原页；高校官网原始计划；专业名称限定词人工比对,1481,C0-P0证据闭环先核,M-d5bfdfacbf80256f,G-facec610841ca140,C108,江汉大学,C10820,70,9,AH,［ 机械设计制造及其自动化（面向武汉）,50,30,,has_partial_source_needs_followup,unmatched,,,,,,,unmatched_missing_key_qualifier,55,not_covered,官网专业未匹配；官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-35048a30a0789581,,B0B1DIFF-35048a30a0789581,CLOSEMAJOR-35048a30a0789581,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,1482,C0-P0证据闭环先核,M-60b358900dc184de,G-36d09e4ac70046f9,C133,湖北师范大学,C13312,78,1,58,惠子停息工程（中外合作办学）（非英语语种考生慎报）,71,23000,化学,needs_official_plan_source_search,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-b2893073017641d2,,B0B1DIFF-b2893073017641d2,CLOSEMAJOR-b2893073017641d2,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,1483,C0-P0证据闭环先核,M-8829104afe3a5cf3,G-e5fd179e95fb6494,C133,湖北师范大学,C13315,78,1,61,生物技术（中外合作办学）（非英语语种考生慎报）,120,50000,化学,needs_official_plan_source_search,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-bb0a4f0b019fd715,,B0B1DIFF-bb0a4f0b019fd715,CLOSEMAJOR-bb0a4f0b019fd715,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,1484,C0-P0证据闭环先核,M-7d02aba84831ce59,G-9a5a1a5689bcdf09,C133,湖北师范大学,C13316,78,1,62,患气工程及其自动化（中外合作办学）（非英语语种考生慎报）C136湖北美术学院（公办）（湖北）,120,50000,化学,needs_official_plan_source_search,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-f8266215ca124d35,,B0B1DIFF-f8266215ca124d35,CLOSEMAJOR-f8266215ca124d35,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,1485,C0-P0证据闭环先核,M-60961942f933b609,G-a6e950b77986b176,H450,山东工商学院,H45003,169,10,34,工商管理,2,6600,,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-ea8695956a79d6c9,ADM-986cc1d15aabf1f5,B0B1DIFF-ea8695956a79d6c9,CLOSEMAJOR-ea8695956a79d6c9,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,unmatched,已有学校来源但专业未匹配，需核专业名、限定词和是否串校串行。,PDF原页；高校官网原始计划；专业名称限定词人工比对,1486,C0-P0证据闭环先核,M-0892ad4e5c518719,G-facec610841ca140,C108,江汉大学,C10820,70,10,AJ,新能源汽车工程（面向武汉）,,40,,has_partial_source_needs_followup,unmatched,,,,,,,unmatched_missing_key_qualifier,55,not_covered,官网专业未匹配；官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-2cf5f3711ee83853,,B0B1DIFF-2cf5f3711ee83853,CLOSEMAJOR-2cf5f3711ee83853,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,1487,C0-P0证据闭环先核,M-65a84f1d1b2b7c70,G-a6e950b77986b176,H450,山东工商学院,H45003,169,11,35,资产评估,2,5500,,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
