第一闭环机器坐标候选公开审计ID,来源第一闭环PDFOCR候选公开审计,来源第一闭环PDFOCR候选摘要,来源第一闭环PDFOCR候选私有工作台,来源P0字段机器坐标候选表,来源第一闭环机器坐标候选私有工作台,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,第一闭环执行顺序,执行泳道,第一闭环页列优先级,稳定基座第一闭环明细任务ID,稳定基座第一闭环任务复核公开账本ID,稳定基座第一闭环页列包ID,稳定基座第一闭环复核公开账本ID,第一闭环PDFOCR候选公开审计ID,来源页码,版面列,页码版面键,任务来源类型,字段审计范围,原PDFOCR候选记录状态,原PDFOCR候选审阅桶,原PDFOCR与高校辅证关系桶,机器坐标候选记录状态,机器坐标候选审阅桶,机器坐标候选关系桶,是否原缺PDFOCR,是否机器坐标可补候选,是否从缺PDFOCR提升为机器坐标待核,匹配P0机器坐标记录数,单一机器坐标候选记录数,无机器坐标候选记录数,机器坐标冲突或多值记录数,机器坐标候选字段数,机器坐标候选字段类别,机器坐标候选置信等级,机器坐标候选规则ID,P0字段机器候选任务ID,来源P0字段原页重读任务ID,来源字段事实核验任务ID,页级保真队列ID,专业行原页证据锚点ID,候选证据行号数量,候选证据坐标数量,私有字段明细状态,PDF原页是否必核,湖北官方侧是否必核,高校辅证是否需要复核,是否需要人工直接看图,是否需要双人复核,是否可自动写入私有记录值,机器坐标是否允许自动写回主表,机器坐标是否允许自动回填候选,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,公开安全策略,下一步
FIRSTMCOORD-4bd735e4d20720ba,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,2,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-393dba8354b77b5e,FIRSTTASKREVIEW-4bd735e4d20720ba,FIRSTPAGE-97ab0abc16a6bf85,FIRSTREVIEW-97ab0abc16a6bf85,FIRSTPDFOCR-4bd735e4d20720ba,199,left,199-left,自动官网辅证任务,专业计划数；学费；再选科目,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,true,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-71cd6f8d96a9ed7a,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,2,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-93e1c6f08abff549,FIRSTTASKREVIEW-71cd6f8d96a9ed7a,FIRSTPAGE-97ab0abc16a6bf85,FIRSTREVIEW-97ab0abc16a6bf85,FIRSTPDFOCR-71cd6f8d96a9ed7a,199,left,199-left,自动官网辅证任务,专业计划数；学费；再选科目,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,true,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-1a0c3253750b52c7,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,2,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-a54f685382d6b1c6,FIRSTTASKREVIEW-1a0c3253750b52c7,FIRSTPAGE-97ab0abc16a6bf85,FIRSTREVIEW-97ab0abc16a6bf85,FIRSTPDFOCR-1a0c3253750b52c7,199,left,199-left,自动官网辅证任务,专业计划数；学费；再选科目,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,true,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-c33181b9465c2fa4,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,2,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-b0445279f2648fcb,FIRSTTASKREVIEW-c33181b9465c2fa4,FIRSTPAGE-97ab0abc16a6bf85,FIRSTREVIEW-97ab0abc16a6bf85,FIRSTPDFOCR-c33181b9465c2fa4,199,left,199-left,自动官网辅证任务,专业计划数,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,false,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-46f69ee7bdc126e1,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,2,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-f035ffd6c61f373e,FIRSTTASKREVIEW-46f69ee7bdc126e1,FIRSTPAGE-97ab0abc16a6bf85,FIRSTREVIEW-97ab0abc16a6bf85,FIRSTPDFOCR-46f69ee7bdc126e1,199,left,199-left,P0人工字段任务,学费,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,M0-机器坐标单一候选可作为人工核页提示,MC0-机器坐标候选可辅助PDF原页核页,MR0-缺PDFOCR但机器坐标可补候选,true,true,true,1,1,0,0,1,学费,medium,R_TUITION_LEFT_X_0.43_0.50_LEN_4_6,P0COORDCAND-6cb745c312e97366,FIELDP0REREAD-fa84304a3b8b7af2,FIELDVERIFY-b49ed3b0be6cfcf7,PAGEFID-87af83ab2ef0ff9c,PDFANCHOR-9d7afc622e08947c,1,1,private_machine_coordinate_candidate_seeded,true,true,true,false,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,用机器坐标候选辅助人工核PDF原页；再核湖北官方侧；仍不得自动写回字段事实
FIRSTMCOORD-fcd3c0eb6877c935,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,3,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-1c3252c859c2d2ea,FIRSTTASKREVIEW-fcd3c0eb6877c935,FIRSTPAGE-e942d34407576c0d,FIRSTREVIEW-e942d34407576c0d,FIRSTPDFOCR-fcd3c0eb6877c935,209,right,209-right,自动官网辅证任务,专业计划数；学费；再选科目,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,true,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-2dc6e86bf8593a9e,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,3,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-321c7d17dc30653c,FIRSTTASKREVIEW-2dc6e86bf8593a9e,FIRSTPAGE-e942d34407576c0d,FIRSTREVIEW-e942d34407576c0d,FIRSTPDFOCR-2dc6e86bf8593a9e,209,right,209-right,自动官网辅证任务,专业计划数；学费,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,false,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-525fd02f9576617b,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,3,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-7c1d30e2021684d3,FIRSTTASKREVIEW-525fd02f9576617b,FIRSTPAGE-e942d34407576c0d,FIRSTREVIEW-e942d34407576c0d,FIRSTPDFOCR-525fd02f9576617b,209,right,209-right,自动官网辅证任务,专业计划数；学费；再选科目,private_pdf_ocr_candidate_seeded,P2-候选一致仍需官方闭环,R1-PDFOCR与高校辅证存在一致字段,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,false,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-a06b6d3bb21b34bc,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,3,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-80f6e32678d47edc,FIRSTTASKREVIEW-a06b6d3bb21b34bc,FIRSTPAGE-e942d34407576c0d,FIRSTREVIEW-e942d34407576c0d,FIRSTPDFOCR-a06b6d3bb21b34bc,209,right,209-right,P0人工字段任务,专业计划数,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,M1-机器坐标仍无候选需人工看图,MC1-机器坐标仍缺候选继续人工看图,MR1-缺PDFOCR且机器坐标仍缺候选,true,false,false,1,0,1,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,true,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-f68b3e270b8f3c0a,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,3,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-91f329b50cb442b2,FIRSTTASKREVIEW-f68b3e270b8f3c0a,FIRSTPAGE-e942d34407576c0d,FIRSTREVIEW-e942d34407576c0d,FIRSTPDFOCR-f68b3e270b8f3c0a,209,right,209-right,自动官网辅证任务,专业计划数；学费；再选科目,private_pdf_ocr_candidate_seeded,P2-候选一致仍需官方闭环,R1-PDFOCR与高校辅证存在一致字段,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,false,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-061f0ab55862357b,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,3,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-a76e59cf1cf0d059,FIRSTTASKREVIEW-061f0ab55862357b,FIRSTPAGE-e942d34407576c0d,FIRSTREVIEW-e942d34407576c0d,FIRSTPDFOCR-061f0ab55862357b,209,right,209-right,P0人工字段任务,专业计划数,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,M1-机器坐标仍无候选需人工看图,MC1-机器坐标仍缺候选继续人工看图,MR1-缺PDFOCR且机器坐标仍缺候选,true,false,false,1,0,1,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,true,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-92c59f8e4d515840,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,3,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-ac9be6f84b5cb492,FIRSTTASKREVIEW-92c59f8e4d515840,FIRSTPAGE-e942d34407576c0d,FIRSTREVIEW-e942d34407576c0d,FIRSTPDFOCR-92c59f8e4d515840,209,right,209-right,自动官网辅证任务,专业计划数；学费；再选科目,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,true,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-e22a2704d8e5668f,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,3,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-b23680d0e33b54fd,FIRSTTASKREVIEW-e22a2704d8e5668f,FIRSTPAGE-e942d34407576c0d,FIRSTREVIEW-e942d34407576c0d,FIRSTPDFOCR-e22a2704d8e5668f,209,right,209-right,自动官网辅证任务,学费,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,false,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
