第一闭环PDFOCR候选公开审计ID,来源第一闭环执行队列,来源第一闭环任务复核公开账本,来源第一闭环私有预填公开审计,来源第一闭环私有复核材料,来源第一闭环PDFOCR候选私有工作台,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,PDFOCR候选审计总序,第一闭环执行顺序,执行泳道,第一闭环页列优先级,稳定基座第一闭环明细任务ID,稳定基座第一闭环任务复核公开账本ID,稳定基座第一闭环页列包ID,稳定基座第一闭环复核公开账本ID,第一闭环私有预填公开审计ID,来源页码,版面列,页码版面键,任务来源类型,字段审计范围,PDFOCR候选记录证据编号,PDFOCR候选记录状态,PDFOCR候选审阅桶,PDFOCR与高校辅证关系桶,PDFOCR候选字段数,高校辅证候选字段数,可比字段数,一致字段数,冲突字段数,缺PDFOCR但有高校线索字段数,是否有PDFOCR计划数候选,是否有PDFOCR学费候选,是否有PDFOCR选科候选,是否有高校计划数线索,是否有高校学费线索,是否有高校选科线索,是否存在PDFOCR与高校冲突,是否存在PDFOCR与高校一致字段,是否需要人工直接看图,是否需要双人复核,是否可自动写入私有记录值,PDF原页是否必核,湖北官方侧是否必核,高校辅证是否需要复核,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,公开安全策略,下一步
FIRSTPDFOCR-4bd735e4d20720ba,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,11,2,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-393dba8354b77b5e,FIRSTTASKREVIEW-4bd735e4d20720ba,FIRSTPAGE-97ab0abc16a6bf85,FIRSTREVIEW-97ab0abc16a6bf85,FIRSTPREFILLAUDIT-97ab0abc16a6bf85,199,left,199-left,自动官网辅证任务,专业计划数；学费；再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-4bd735e4d20720ba,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,2,3,2,0,2,1,true,false,true,true,true,true,true,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-71cd6f8d96a9ed7a,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,12,2,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-93e1c6f08abff549,FIRSTTASKREVIEW-71cd6f8d96a9ed7a,FIRSTPAGE-97ab0abc16a6bf85,FIRSTREVIEW-97ab0abc16a6bf85,FIRSTPREFILLAUDIT-97ab0abc16a6bf85,199,left,199-left,自动官网辅证任务,专业计划数；学费；再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-71cd6f8d96a9ed7a,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,1,3,1,0,1,2,true,false,false,true,true,true,true,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-1a0c3253750b52c7,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,13,2,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-a54f685382d6b1c6,FIRSTTASKREVIEW-1a0c3253750b52c7,FIRSTPAGE-97ab0abc16a6bf85,FIRSTREVIEW-97ab0abc16a6bf85,FIRSTPREFILLAUDIT-97ab0abc16a6bf85,199,left,199-left,自动官网辅证任务,专业计划数；学费；再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-1a0c3253750b52c7,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,1,3,1,0,1,2,true,false,false,true,true,true,true,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-c33181b9465c2fa4,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,14,2,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-b0445279f2648fcb,FIRSTTASKREVIEW-c33181b9465c2fa4,FIRSTPAGE-97ab0abc16a6bf85,FIRSTREVIEW-97ab0abc16a6bf85,FIRSTPREFILLAUDIT-97ab0abc16a6bf85,199,left,199-left,自动官网辅证任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-c33181b9465c2fa4,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,1,0,0,0,0,0,true,false,false,false,false,false,false,false,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-46f69ee7bdc126e1,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,15,2,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-f035ffd6c61f373e,FIRSTTASKREVIEW-46f69ee7bdc126e1,FIRSTPAGE-97ab0abc16a6bf85,FIRSTREVIEW-97ab0abc16a6bf85,FIRSTPREFILLAUDIT-97ab0abc16a6bf85,199,left,199-left,P0人工字段任务,学费,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-46f69ee7bdc126e1,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-fcd3c0eb6877c935,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,16,3,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-1c3252c859c2d2ea,FIRSTTASKREVIEW-fcd3c0eb6877c935,FIRSTPAGE-e942d34407576c0d,FIRSTREVIEW-e942d34407576c0d,FIRSTPREFILLAUDIT-e942d34407576c0d,209,right,209-right,自动官网辅证任务,专业计划数；学费；再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-fcd3c0eb6877c935,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,2,3,2,1,1,1,true,true,false,true,true,true,true,true,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-2dc6e86bf8593a9e,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,17,3,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-321c7d17dc30653c,FIRSTTASKREVIEW-2dc6e86bf8593a9e,FIRSTPAGE-e942d34407576c0d,FIRSTREVIEW-e942d34407576c0d,FIRSTPREFILLAUDIT-e942d34407576c0d,209,right,209-right,自动官网辅证任务,专业计划数；学费,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-2dc6e86bf8593a9e,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,2,0,0,0,0,0,true,true,false,false,false,false,false,false,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-525fd02f9576617b,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,18,3,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-7c1d30e2021684d3,FIRSTTASKREVIEW-525fd02f9576617b,FIRSTPAGE-e942d34407576c0d,FIRSTREVIEW-e942d34407576c0d,FIRSTPREFILLAUDIT-e942d34407576c0d,209,right,209-right,自动官网辅证任务,专业计划数；学费；再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-525fd02f9576617b,private_pdf_ocr_candidate_seeded,P2-候选一致仍需官方闭环,R1-PDFOCR与高校辅证存在一致字段,1,3,1,1,0,2,false,true,false,true,true,true,false,true,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-a06b6d3bb21b34bc,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,19,3,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-80f6e32678d47edc,FIRSTTASKREVIEW-a06b6d3bb21b34bc,FIRSTPAGE-e942d34407576c0d,FIRSTREVIEW-e942d34407576c0d,FIRSTPREFILLAUDIT-e942d34407576c0d,209,right,209-right,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-a06b6d3bb21b34bc,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-f68b3e270b8f3c0a,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,20,3,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-91f329b50cb442b2,FIRSTTASKREVIEW-f68b3e270b8f3c0a,FIRSTPAGE-e942d34407576c0d,FIRSTREVIEW-e942d34407576c0d,FIRSTPREFILLAUDIT-e942d34407576c0d,209,right,209-right,自动官网辅证任务,专业计划数；学费；再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-f68b3e270b8f3c0a,private_pdf_ocr_candidate_seeded,P2-候选一致仍需官方闭环,R1-PDFOCR与高校辅证存在一致字段,1,3,1,1,0,2,false,true,false,true,true,true,false,true,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-061f0ab55862357b,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,21,3,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-a76e59cf1cf0d059,FIRSTTASKREVIEW-061f0ab55862357b,FIRSTPAGE-e942d34407576c0d,FIRSTREVIEW-e942d34407576c0d,FIRSTPREFILLAUDIT-e942d34407576c0d,209,right,209-right,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-061f0ab55862357b,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-92c59f8e4d515840,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,22,3,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-ac9be6f84b5cb492,FIRSTTASKREVIEW-92c59f8e4d515840,FIRSTPAGE-e942d34407576c0d,FIRSTREVIEW-e942d34407576c0d,FIRSTPREFILLAUDIT-e942d34407576c0d,209,right,209-right,自动官网辅证任务,专业计划数；学费；再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-92c59f8e4d515840,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,2,3,2,1,1,1,true,true,false,true,true,true,true,true,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-e22a2704d8e5668f,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,23,3,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-b23680d0e33b54fd,FIRSTTASKREVIEW-e22a2704d8e5668f,FIRSTPAGE-e942d34407576c0d,FIRSTREVIEW-e942d34407576c0d,FIRSTPREFILLAUDIT-e942d34407576c0d,209,right,209-right,自动官网辅证任务,学费,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-e22a2704d8e5668f,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,1,0,0,0,0,0,false,true,false,false,false,false,false,false,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-132e09daadc034a0,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,24,3,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-d130070db0608685,FIRSTTASKREVIEW-132e09daadc034a0,FIRSTPAGE-e942d34407576c0d,FIRSTREVIEW-e942d34407576c0d,FIRSTPREFILLAUDIT-e942d34407576c0d,209,right,209-right,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-132e09daadc034a0,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
