G0冲突字段补证缺口页列通道汇总ID,来源G0冲突字段补证缺口任务公开账本,来源G0冲突字段补证闭环结果页列汇总,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,页列通道汇总序号,页码版面键,来源页码,版面列,证据通道序号,证据通道,证据通道类型,证据通道执行层级,缺口任务数,涉及字段事实数,涉及任务数,涉及专业行数,涉及院校代码数,字段名分布,可并行执行任务数,待前置闭环任务数,当前通道状态分布,当前阻断桶分布,补证执行优先级分布,补证执行泳道分布,缺口任务集合SHA256,闭环结果集合SHA256,私有页列CSV证据编号,私有页列CSV_SHA256,私有核页HTML证据编号,私有核页HTML_SHA256,页列通道下一步动作,公开安全策略
G0FIELDGAPPAGE-2bd38d5789f109f0,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,66,226-left,226,left,03,高校辅证人工核验,高校官网辅证人工核验,E2-高校辅证人工核验,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,3,0,school_source_pending:1；school_source_seed_present_pending_manual_review:2,G2a-缺高校辅证线索:1；G2b-高校辅证种子待人工核验:2,P2-常规冲突字段页列:3,R1-冲突字段单人初核后抽检复核:3,aa6b205da74f5709ee423ba9525f1a07433535a9fc68835163f0b520bedecfce,6766a0ad4be11d40fe5b4cc7ab35fb66bef8a3a2a5b0b68ad7a83e422b89be51,G0FIELD-PRIVATE-PAGE-226-left,abc71c328166506bfac1c155960e4929199d335a5962c47fd63b7adb833ed472,FIRST-CLOSURE-REVIEW-HTML-226-left,1746ce9f2e5b4c5913211eafdae9f110013a85874a4b7081cddb611027ab2090,把高校侧线索人工核验为证据记录；仅作double check，不替代湖北官方计划。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-670c5a0eb9125f3a,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,67,226-left,226,left,04,冲突处理,冲突解释和处理,E3-冲突处理,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,0,3,pending_conflict_resolution:3,G3-冲突未处理:3,P2-常规冲突字段页列:3,R1-冲突字段单人初核后抽检复核:3,2d36223d579df9e0ce5a8dd98b09641165bf98b2bcabf9ac3b1c2ffeccbf4e9d,6766a0ad4be11d40fe5b4cc7ab35fb66bef8a3a2a5b0b68ad7a83e422b89be51,G0FIELD-PRIVATE-PAGE-226-left,abc71c328166506bfac1c155960e4929199d335a5962c47fd63b7adb833ed472,FIRST-CLOSURE-REVIEW-HTML-226-left,1746ce9f2e5b4c5913211eafdae9f110013a85874a4b7081cddb611027ab2090,在PDF原页、湖北官方侧和高校辅证记录齐备后处理冲突方向。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-fe705cb9ea3f0547,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,68,226-left,226,left,06,三方一致性闭环,PDF/湖北官方/高校辅证三方闭环,E4-三方一致性闭环,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,0,3,blocked_missing_pdf:3,G5-三方一致性未闭环:3,P2-常规冲突字段页列:3,R1-冲突字段单人初核后抽检复核:3,a4fc824d8bfc489d0e0a7f3e9890706df37a50ba48be164bac372b31056efce5,6766a0ad4be11d40fe5b4cc7ab35fb66bef8a3a2a5b0b68ad7a83e422b89be51,G0FIELD-PRIVATE-PAGE-226-left,abc71c328166506bfac1c155960e4929199d335a5962c47fd63b7adb833ed472,FIRST-CLOSURE-REVIEW-HTML-226-left,1746ce9f2e5b4c5913211eafdae9f110013a85874a4b7081cddb611027ab2090,等待PDF原页、湖北官方侧、高校辅证和必要双人复核后再做三方一致性闭环。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-863a5dcc884afb57,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,69,226-left,226,left,07,字段确认,字段确认,E5-字段确认,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,0,3,blocked:3,G6-字段确认未填写:3,P2-常规冲突字段页列:3,R1-冲突字段单人初核后抽检复核:3,6cd1049cc6882395b8e8f94613c7b78f742efd4ed0a3acc21a4dd65c222ca7c1,6766a0ad4be11d40fe5b4cc7ab35fb66bef8a3a2a5b0b68ad7a83e422b89be51,G0FIELD-PRIVATE-PAGE-226-left,abc71c328166506bfac1c155960e4929199d335a5962c47fd63b7adb833ed472,FIRST-CLOSURE-REVIEW-HTML-226-left,1746ce9f2e5b4c5913211eafdae9f110013a85874a4b7081cddb611027ab2090,三方闭环后在私有材料中填写字段确认；公开层仍不保存字段记录。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-4d5fc4e1568f01ac,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,70,226-left,226,left,08,写回评审,字段写回评审,E6-写回评审,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,0,3,blocked_until_required_evidence_closed:3,G7-写回评审建议未填写:3,P2-常规冲突字段页列:3,R1-冲突字段单人初核后抽检复核:3,a36ee41dceb586bc9c4f65840d2dce412bf24b206b98303780267e08e509bade,6766a0ad4be11d40fe5b4cc7ab35fb66bef8a3a2a5b0b68ad7a83e422b89be51,G0FIELD-PRIVATE-PAGE-226-left,abc71c328166506bfac1c155960e4929199d335a5962c47fd63b7adb833ed472,FIRST-CLOSURE-REVIEW-HTML-226-left,1746ce9f2e5b4c5913211eafdae9f110013a85874a4b7081cddb611027ab2090,字段确认完成后进入私有写回评审；通过评审前仍不得写回或推荐。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-26f2cfa2a163bafa,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,71,226-right,226,right,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,6,0,pending_pdf_page_review:6,G0-缺PDF原页记录:6,P1-字段数较多冲突页列:6,R1-冲突字段单人初核后抽检复核:6,a1d76bc2a69d5bc8dfe6adbe49e8b1b2382c6d4006da9faeed00073cc7a16673,912a2435e57fa263c66466cda5e3412407c11d8444cc27b0eab7c7d0d9789e13,G0FIELD-PRIVATE-PAGE-226-right,d70d7776c065165e5a98f203bfc7a22503881667942bacd522a94737e85b50ea,FIRST-CLOSURE-REVIEW-HTML-226-right,4e5741a67b646aa0b75a2fca8e332929677fc60e47832cfa4f0bce9ecac0ea7a,在本地未公开页列材料中补齐PDF原页记录；未补齐前不得写回字段事实。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-c66dd6fb6b893119,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,72,226-right,226,right,02,湖北官方侧记录,湖北官方或省招办计划核验,E1-湖北官方侧核验,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,6,0,pending_hubei_official_plan_review:6,G1-缺湖北官方记录:6,P1-字段数较多冲突页列:6,R1-冲突字段单人初核后抽检复核:6,7ffec0dec96e3d3a1195cbd307659763dc7ba296c7d38ebd9003f7cd05cef8dd,912a2435e57fa263c66466cda5e3412407c11d8444cc27b0eab7c7d0d9789e13,G0FIELD-PRIVATE-PAGE-226-right,d70d7776c065165e5a98f203bfc7a22503881667942bacd522a94737e85b50ea,FIRST-CLOSURE-REVIEW-HTML-226-right,4e5741a67b646aa0b75a2fca8e332929677fc60e47832cfa4f0bce9ecac0ea7a,补齐湖北官方系统或省招办计划侧记录；高校官网不得替代湖北官方计划。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-3079cda33b51150a,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,73,226-right,226,right,03,高校辅证人工核验,高校官网辅证人工核验,E2-高校辅证人工核验,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,6,0,school_source_seed_present_pending_manual_review:6,G2b-高校辅证种子待人工核验:6,P1-字段数较多冲突页列:6,R1-冲突字段单人初核后抽检复核:6,ae9ede0f01599a225e52e083906276e828d76a5b960b246a984e4700359d3944,912a2435e57fa263c66466cda5e3412407c11d8444cc27b0eab7c7d0d9789e13,G0FIELD-PRIVATE-PAGE-226-right,d70d7776c065165e5a98f203bfc7a22503881667942bacd522a94737e85b50ea,FIRST-CLOSURE-REVIEW-HTML-226-right,4e5741a67b646aa0b75a2fca8e332929677fc60e47832cfa4f0bce9ecac0ea7a,把高校侧线索人工核验为证据记录；仅作double check，不替代湖北官方计划。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-9db4c105f989e55f,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,74,226-right,226,right,04,冲突处理,冲突解释和处理,E3-冲突处理,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,0,6,pending_conflict_resolution:6,G3-冲突未处理:6,P1-字段数较多冲突页列:6,R1-冲突字段单人初核后抽检复核:6,c447a25907647ffd13e18ce2e5adb88b3c4701a798c7438da646b5a90580151b,912a2435e57fa263c66466cda5e3412407c11d8444cc27b0eab7c7d0d9789e13,G0FIELD-PRIVATE-PAGE-226-right,d70d7776c065165e5a98f203bfc7a22503881667942bacd522a94737e85b50ea,FIRST-CLOSURE-REVIEW-HTML-226-right,4e5741a67b646aa0b75a2fca8e332929677fc60e47832cfa4f0bce9ecac0ea7a,在PDF原页、湖北官方侧和高校辅证记录齐备后处理冲突方向。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-e1a5dafd60421a78,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,75,226-right,226,right,06,三方一致性闭环,PDF/湖北官方/高校辅证三方闭环,E4-三方一致性闭环,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,0,6,blocked_missing_pdf:6,G5-三方一致性未闭环:6,P1-字段数较多冲突页列:6,R1-冲突字段单人初核后抽检复核:6,dbb69045f1aaf2ca92fe6b2b95d6e708b965765aee2bad2f5ed58ce89b087859,912a2435e57fa263c66466cda5e3412407c11d8444cc27b0eab7c7d0d9789e13,G0FIELD-PRIVATE-PAGE-226-right,d70d7776c065165e5a98f203bfc7a22503881667942bacd522a94737e85b50ea,FIRST-CLOSURE-REVIEW-HTML-226-right,4e5741a67b646aa0b75a2fca8e332929677fc60e47832cfa4f0bce9ecac0ea7a,等待PDF原页、湖北官方侧、高校辅证和必要双人复核后再做三方一致性闭环。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-ed999ab59db5892d,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,76,226-right,226,right,07,字段确认,字段确认,E5-字段确认,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,0,6,blocked:6,G6-字段确认未填写:6,P1-字段数较多冲突页列:6,R1-冲突字段单人初核后抽检复核:6,9f603963aa092afef48e7edc4dd21ffe7193cdb91476c94151186dc148d28223,912a2435e57fa263c66466cda5e3412407c11d8444cc27b0eab7c7d0d9789e13,G0FIELD-PRIVATE-PAGE-226-right,d70d7776c065165e5a98f203bfc7a22503881667942bacd522a94737e85b50ea,FIRST-CLOSURE-REVIEW-HTML-226-right,4e5741a67b646aa0b75a2fca8e332929677fc60e47832cfa4f0bce9ecac0ea7a,三方闭环后在私有材料中填写字段确认；公开层仍不保存字段记录。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-55f69e4c5e2faec5,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,77,226-right,226,right,08,写回评审,字段写回评审,E6-写回评审,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,0,6,blocked_until_required_evidence_closed:6,G7-写回评审建议未填写:6,P1-字段数较多冲突页列:6,R1-冲突字段单人初核后抽检复核:6,f9b94b202bf7fb885aa84d92fd30654cd35c64a2f265ba6de281c1c1d4c336f1,912a2435e57fa263c66466cda5e3412407c11d8444cc27b0eab7c7d0d9789e13,G0FIELD-PRIVATE-PAGE-226-right,d70d7776c065165e5a98f203bfc7a22503881667942bacd522a94737e85b50ea,FIRST-CLOSURE-REVIEW-HTML-226-right,4e5741a67b646aa0b75a2fca8e332929677fc60e47832cfa4f0bce9ecac0ea7a,字段确认完成后进入私有写回评审；通过评审前仍不得写回或推荐。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
